SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 509, 'shrink': 951, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8565210698024501, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1011170, PRECISION: 0.0195827, PRECISION_RECALL_MIN_DEN: 0.0774541, RECALL: 0.0758952, MAP: 0.0328895, MRR: 0.0703411, NDCG: 0.0516735, F1: 0.0311297, HIT_RATE: 0.1958275, ARHR: 0.0761728, NOVELTY: 0.0045929, AVERAGE_POPULARITY: 0.1461973, DIVERSITY_MEAN_INTER_LIST: 0.9660765, DIVERSITY_HERFINDAHL: 0.9965879, COVERAGE_ITEM: 0.3247661, COVERAGE_ITEM_CORRECT: 0.0177940, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1018749, DIVERSITY_GINI: 0.0832909, SHANNON_ENTROPY: 10.3740450, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 444, 'shrink': 399, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3006169672560406, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0519283, PRECISION: 0.0102700, PRECISION_RECALL_MIN_DEN: 0.0411938, RECALL: 0.0400866, MAP: 0.0169330, MRR: 0.0347514, NDCG: 0.0264070, F1: 0.0163505, HIT_RATE: 0.1027003, ARHR: 0.0375165, NOVELTY: 0.0055711, AVERAGE_POPULARITY: 0.0154878, DIVERSITY_MEAN_INTER_LIST: 0.9931760, DIVERSITY_HERFINDAHL: 0.9992973, COVERAGE_ITEM: 0.5796420, COVERAGE_ITEM_CORRECT: 0.0186872, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0542343, DIVERSITY_GINI: 0.3402020, SHANNON_ENTROPY: 13.1502994, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 819, 'shrink': 448, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4848175694744428, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0521434, PRECISION: 0.0102461, PRECISION_RECALL_MIN_DEN: 0.0416059, RECALL: 0.0404972, MAP: 0.0170994, MRR: 0.0349437, NDCG: 0.0265992, F1: 0.0163526, HIT_RATE: 0.1024609, ARHR: 0.0376428, NOVELTY: 0.0055566, AVERAGE_POPULARITY: 0.0161715, DIVERSITY_MEAN_INTER_LIST: 0.9931584, DIVERSITY_HERFINDAHL: 0.9992955, COVERAGE_ITEM: 0.5740674, COVERAGE_ITEM_CORRECT: 0.0186641, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0544608, DIVERSITY_GINI: 0.3348603, SHANNON_ENTROPY: 13.1309138, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 900, 'shrink': 417, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0914232712419594, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1023278, PRECISION: 0.0197800, PRECISION_RECALL_MIN_DEN: 0.0784836, RECALL: 0.0769155, MAP: 0.0331344, MRR: 0.0702121, NDCG: 0.0520941, F1: 0.0314652, HIT_RATE: 0.1977998, ARHR: 0.0762231, NOVELTY: 0.0046847, AVERAGE_POPULARITY: 0.1347539, DIVERSITY_MEAN_INTER_LIST: 0.9713385, DIVERSITY_HERFINDAHL: 0.9971140, COVERAGE_ITEM: 0.3554649, COVERAGE_ITEM_CORRECT: 0.0182098, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1023279, DIVERSITY_GINI: 0.1033230, SHANNON_ENTROPY: 10.7529521, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 180, 'shrink': 529, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2145104263619162, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1008016, PRECISION: 0.0198617, PRECISION_RECALL_MIN_DEN: 0.0762933, RECALL: 0.0745973, MAP: 0.0323601, MRR: 0.0695618, NDCG: 0.0509060, F1: 0.0313665, HIT_RATE: 0.1986173, ARHR: 0.0761518, NOVELTY: 0.0047590, AVERAGE_POPULARITY: 0.1094055, DIVERSITY_MEAN_INTER_LIST: 0.9768789, DIVERSITY_HERFINDAHL: 0.9976679, COVERAGE_ITEM: 0.3571511, COVERAGE_ITEM_CORRECT: 0.0197267, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1010948, DIVERSITY_GINI: 0.1081712, SHANNON_ENTROPY: 10.9569473, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 689, 'shrink': 40, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6778604526427148, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0867756, PRECISION: 0.0164194, PRECISION_RECALL_MIN_DEN: 0.0656059, RECALL: 0.0641958, MAP: 0.0273674, MRR: 0.0586281, NDCG: 0.0431802, F1: 0.0261476, HIT_RATE: 0.1641937, ARHR: 0.0629632, NOVELTY: 0.0048679, AVERAGE_POPULARITY: 0.1036412, DIVERSITY_MEAN_INTER_LIST: 0.9807731, DIVERSITY_HERFINDAHL: 0.9980573, COVERAGE_ITEM: 0.3727892, COVERAGE_ITEM_CORRECT: 0.0162772, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0871021, DIVERSITY_GINI: 0.1260130, SHANNON_ENTROPY: 11.3292403, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 12, 'shrink': 297, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7571076577067457, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0571396, PRECISION: 0.0113642, PRECISION_RECALL_MIN_DEN: 0.0355415, RECALL: 0.0339468, MAP: 0.0162494, MRR: 0.0400141, NDCG: 0.0254146, F1: 0.0170260, HIT_RATE: 0.1136417, ARHR: 0.0441366, NOVELTY: 0.0049545, AVERAGE_POPULARITY: 0.0297102, DIVERSITY_MEAN_INTER_LIST: 0.8189288, DIVERSITY_HERFINDAHL: 0.9818761, COVERAGE_ITEM: 0.4006006, COVERAGE_ITEM_CORRECT: 0.0182175, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0564490, DIVERSITY_GINI: 0.1275924, SHANNON_ENTROPY: 9.6035217, 
SearchBayesianSkopt-CV: New best config found. Config 17: {'topK': 321, 'shrink': 914, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4695015961698127, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1055322, PRECISION: 0.0206171, PRECISION_RECALL_MIN_DEN: 0.0812191, RECALL: 0.0795888, MAP: 0.0341739, MRR: 0.0729928, NDCG: 0.0538668, F1: 0.0327471, HIT_RATE: 0.2061713, ARHR: 0.0792555, NOVELTY: 0.0046250, AVERAGE_POPULARITY: 0.1372281, DIVERSITY_MEAN_INTER_LIST: 0.9711276, DIVERSITY_HERFINDAHL: 0.9970929, COVERAGE_ITEM: 0.3319500, COVERAGE_ITEM_CORRECT: 0.0192570, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1064553, DIVERSITY_GINI: 0.0882989, SHANNON_ENTROPY: 10.5435718, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 704, 'shrink': 995, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9008121994458935, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0976960, PRECISION: 0.0188467, PRECISION_RECALL_MIN_DEN: 0.0741649, RECALL: 0.0726265, MAP: 0.0315615, MRR: 0.0678946, NDCG: 0.0495992, F1: 0.0299229, HIT_RATE: 0.1884667, ARHR: 0.0734217, NOVELTY: 0.0045574, AVERAGE_POPULARITY: 0.1530291, DIVERSITY_MEAN_INTER_LIST: 0.9627705, DIVERSITY_HERFINDAHL: 0.9962574, COVERAGE_ITEM: 0.3108758, COVERAGE_ITEM_CORRECT: 0.0169086, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0980244, DIVERSITY_GINI: 0.0763514, SHANNON_ENTROPY: 10.2255083, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 981, 'shrink': 993, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.636714245047582, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1004360, PRECISION: 0.0193990, PRECISION_RECALL_MIN_DEN: 0.0770610, RECALL: 0.0755345, MAP: 0.0326081, MRR: 0.0696644, NDCG: 0.0512879, F1: 0.0308666, HIT_RATE: 0.1939899, ARHR: 0.0753628, NOVELTY: 0.0045606, AVERAGE_POPULARITY: 0.1539063, DIVERSITY_MEAN_INTER_LIST: 0.9626171, DIVERSITY_HERFINDAHL: 0.9962420, COVERAGE_ITEM: 0.3149413, COVERAGE_ITEM_CORRECT: 0.0173859, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1010193, DIVERSITY_GINI: 0.0780055, SHANNON_ENTROPY: 10.2414492, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 251, 'shrink': 448, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7995570028554215, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1006747, PRECISION: 0.0195945, PRECISION_RECALL_MIN_DEN: 0.0768070, RECALL: 0.0752610, MAP: 0.0322465, MRR: 0.0695277, NDCG: 0.0510255, F1: 0.0310888, HIT_RATE: 0.1959445, ARHR: 0.0754419, NOVELTY: 0.0046886, AVERAGE_POPULARITY: 0.1223570, DIVERSITY_MEAN_INTER_LIST: 0.9741908, DIVERSITY_HERFINDAHL: 0.9973992, COVERAGE_ITEM: 0.3480962, COVERAGE_ITEM_CORRECT: 0.0188335, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1015478, DIVERSITY_GINI: 0.0984502, SHANNON_ENTROPY: 10.7579215, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 374, 'shrink': 992, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9383159781119792, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0999800, PRECISION: 0.0193662, PRECISION_RECALL_MIN_DEN: 0.0765147, RECALL: 0.0749528, MAP: 0.0321656, MRR: 0.0691825, NDCG: 0.0507811, F1: 0.0307750, HIT_RATE: 0.1936621, ARHR: 0.0749205, NOVELTY: 0.0046000, AVERAGE_POPULARITY: 0.1407443, DIVERSITY_MEAN_INTER_LIST: 0.9692792, DIVERSITY_HERFINDAHL: 0.9969081, COVERAGE_ITEM: 0.3207161, COVERAGE_ITEM_CORRECT: 0.0178479, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1005411, DIVERSITY_GINI: 0.0823971, SHANNON_ENTROPY: 10.4358963, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 96, 'shrink': 876, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9521551548957321, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0513273, PRECISION: 0.0101757, PRECISION_RECALL_MIN_DEN: 0.0390375, RECALL: 0.0378542, MAP: 0.0162381, MRR: 0.0344094, NDCG: 0.0253728, F1: 0.0160391, HIT_RATE: 0.1017574, ARHR: 0.0371726, NOVELTY: 0.0056505, AVERAGE_POPULARITY: 0.0128115, DIVERSITY_MEAN_INTER_LIST: 0.9930886, DIVERSITY_HERFINDAHL: 0.9992886, COVERAGE_ITEM: 0.6110722, COVERAGE_ITEM_CORRECT: 0.0186179, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0536806, DIVERSITY_GINI: 0.3683267, SHANNON_ENTROPY: 13.2421974, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 651, 'shrink': 80, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0242928195283452, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1018755, PRECISION: 0.0197017, PRECISION_RECALL_MIN_DEN: 0.0779789, RECALL: 0.0764553, MAP: 0.0332202, MRR: 0.0708522, NDCG: 0.0521169, F1: 0.0313271, HIT_RATE: 0.1970174, ARHR: 0.0767224, NOVELTY: 0.0045756, AVERAGE_POPULARITY: 0.1504977, DIVERSITY_MEAN_INTER_LIST: 0.9643951, DIVERSITY_HERFINDAHL: 0.9964198, COVERAGE_ITEM: 0.3188373, COVERAGE_ITEM_CORRECT: 0.0176323, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1021769, DIVERSITY_GINI: 0.0802931, SHANNON_ENTROPY: 10.3047868, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 361, 'shrink': 798, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04955680334426439, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0994127, PRECISION: 0.0191905, PRECISION_RECALL_MIN_DEN: 0.0762847, RECALL: 0.0747608, MAP: 0.0321776, MRR: 0.0686997, NDCG: 0.0506691, F1: 0.0305371, HIT_RATE: 0.1919050, ARHR: 0.0743552, NOVELTY: 0.0046037, AVERAGE_POPULARITY: 0.1395848, DIVERSITY_MEAN_INTER_LIST: 0.9698336, DIVERSITY_HERFINDAHL: 0.9969635, COVERAGE_ITEM: 0.3211473, COVERAGE_ITEM_CORRECT: 0.0179095, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0996099, DIVERSITY_GINI: 0.0828405, SHANNON_ENTROPY: 10.4563327, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 166, 'shrink': 583, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8780432230928776, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0515644, PRECISION: 0.0102780, PRECISION_RECALL_MIN_DEN: 0.0394530, RECALL: 0.0382580, MAP: 0.0164233, MRR: 0.0346776, NDCG: 0.0256519, F1: 0.0162025, HIT_RATE: 0.1027801, ARHR: 0.0374980, NOVELTY: 0.0056390, AVERAGE_POPULARITY: 0.0131969, DIVERSITY_MEAN_INTER_LIST: 0.9932168, DIVERSITY_HERFINDAHL: 0.9993014, COVERAGE_ITEM: 0.6112185, COVERAGE_ITEM_CORRECT: 0.0188027, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0540581, DIVERSITY_GINI: 0.3681359, SHANNON_ENTROPY: 13.2464286, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 280, 'shrink': 473, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4222486243184125, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0520819, PRECISION: 0.0102662, PRECISION_RECALL_MIN_DEN: 0.0413695, RECALL: 0.0402434, MAP: 0.0170109, MRR: 0.0349594, NDCG: 0.0264827, F1: 0.0163580, HIT_RATE: 0.1026623, ARHR: 0.0376967, NOVELTY: 0.0055664, AVERAGE_POPULARITY: 0.0156700, DIVERSITY_MEAN_INTER_LIST: 0.9930940, DIVERSITY_HERFINDAHL: 0.9992891, COVERAGE_ITEM: 0.5767084, COVERAGE_ITEM_CORRECT: 0.0187257, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0544860, DIVERSITY_GINI: 0.3377946, SHANNON_ENTROPY: 13.1388791, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 832, 'shrink': 162, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.14327170248213486, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1036582, PRECISION: 0.0200325, PRECISION_RECALL_MIN_DEN: 0.0796711, RECALL: 0.0781473, MAP: 0.0337779, MRR: 0.0717838, NDCG: 0.0530608, F1: 0.0318886, HIT_RATE: 0.2003254, ARHR: 0.0777202, NOVELTY: 0.0045757, AVERAGE_POPULARITY: 0.1517998, DIVERSITY_MEAN_INTER_LIST: 0.9643448, DIVERSITY_HERFINDAHL: 0.9964148, COVERAGE_ITEM: 0.3213167, COVERAGE_ITEM_CORRECT: 0.0180327, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1039638, DIVERSITY_GINI: 0.0814497, SHANNON_ENTROPY: 10.3225329, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 223, 'shrink': 667, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.863796596176509, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0962422, PRECISION: 0.0188673, PRECISION_RECALL_MIN_DEN: 0.0724619, RECALL: 0.0708368, MAP: 0.0306455, MRR: 0.0662603, NDCG: 0.0483447, F1: 0.0297949, HIT_RATE: 0.1886729, ARHR: 0.0722025, NOVELTY: 0.0047865, AVERAGE_POPULARITY: 0.1104875, DIVERSITY_MEAN_INTER_LIST: 0.9767703, DIVERSITY_HERFINDAHL: 0.9976571, COVERAGE_ITEM: 0.3648585, COVERAGE_ITEM_CORRECT: 0.0183561, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0969171, DIVERSITY_GINI: 0.1147849, SHANNON_ENTROPY: 11.0410420, 
