SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 805, 'shrink': 960, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0976633, PRECISION: 0.0188918, PRECISION_RECALL_MIN_DEN: 0.0742411, RECALL: 0.0727208, MAP: 0.0316004, MRR: 0.0678303, NDCG: 0.0496555, F1: 0.0299886, HIT_RATE: 0.1889179, ARHR: 0.0733358, NOVELTY: 0.0045521, AVERAGE_POPULARITY: 0.1545958, DIVERSITY_MEAN_INTER_LIST: 0.9618810, DIVERSITY_HERFINDAHL: 0.9961684, COVERAGE_ITEM: 0.3093898, COVERAGE_ITEM_CORRECT: 0.0168855, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0983767, DIVERSITY_GINI: 0.0755631, SHANNON_ENTROPY: 10.1987763, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 959, 'shrink': 368, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0985003, PRECISION: 0.0191209, PRECISION_RECALL_MIN_DEN: 0.0753645, RECALL: 0.0738368, MAP: 0.0318780, MRR: 0.0682987, NDCG: 0.0501927, F1: 0.0303730, HIT_RATE: 0.1912092, ARHR: 0.0739608, NOVELTY: 0.0045468, AVERAGE_POPULARITY: 0.1563412, DIVERSITY_MEAN_INTER_LIST: 0.9611751, DIVERSITY_HERFINDAHL: 0.9960979, COVERAGE_ITEM: 0.3084812, COVERAGE_ITEM_CORRECT: 0.0169625, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0993331, DIVERSITY_GINI: 0.0750209, SHANNON_ENTROPY: 10.1774153, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 363, 'shrink': 669, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1002015, PRECISION: 0.0194727, PRECISION_RECALL_MIN_DEN: 0.0767017, RECALL: 0.0751419, MAP: 0.0322104, MRR: 0.0692556, NDCG: 0.0508962, F1: 0.0309259, HIT_RATE: 0.1947273, ARHR: 0.0750767, NOVELTY: 0.0046019, AVERAGE_POPULARITY: 0.1401447, DIVERSITY_MEAN_INTER_LIST: 0.9695582, DIVERSITY_HERFINDAHL: 0.9969360, COVERAGE_ITEM: 0.3211935, COVERAGE_ITEM_CORRECT: 0.0180404, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1010696, DIVERSITY_GINI: 0.0826482, SHANNON_ENTROPY: 10.4440178, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 938, 'shrink': 862, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0975837, PRECISION: 0.0188673, PRECISION_RECALL_MIN_DEN: 0.0744397, RECALL: 0.0729250, MAP: 0.0315144, MRR: 0.0676392, NDCG: 0.0496092, F1: 0.0299755, HIT_RATE: 0.1886735, ARHR: 0.0731055, NOVELTY: 0.0045473, AVERAGE_POPULARITY: 0.1560288, DIVERSITY_MEAN_INTER_LIST: 0.9610375, DIVERSITY_HERFINDAHL: 0.9960841, COVERAGE_ITEM: 0.3083657, COVERAGE_ITEM_CORRECT: 0.0167931, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0985277, DIVERSITY_GINI: 0.0749483, SHANNON_ENTROPY: 10.1749408, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 377, 'shrink': 989, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0999764, PRECISION: 0.0193620, PRECISION_RECALL_MIN_DEN: 0.0765116, RECALL: 0.0749556, MAP: 0.0321678, MRR: 0.0691432, NDCG: 0.0507801, F1: 0.0307702, HIT_RATE: 0.1936201, ARHR: 0.0749070, NOVELTY: 0.0045990, AVERAGE_POPULARITY: 0.1410000, DIVERSITY_MEAN_INTER_LIST: 0.9691647, DIVERSITY_HERFINDAHL: 0.9968967, COVERAGE_ITEM: 0.3203927, COVERAGE_ITEM_CORRECT: 0.0178248, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1004404, DIVERSITY_GINI: 0.0822271, SHANNON_ENTROPY: 10.4310048, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 225, 'shrink': 898, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1007071, PRECISION: 0.0195331, PRECISION_RECALL_MIN_DEN: 0.0770302, RECALL: 0.0754608, MAP: 0.0324063, MRR: 0.0695954, NDCG: 0.0511521, F1: 0.0310312, HIT_RATE: 0.1953310, ARHR: 0.0754405, NOVELTY: 0.0046614, AVERAGE_POPULARITY: 0.1242039, DIVERSITY_MEAN_INTER_LIST: 0.9758234, DIVERSITY_HERFINDAHL: 0.9975624, COVERAGE_ITEM: 0.3362079, COVERAGE_ITEM_CORRECT: 0.0190876, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1015478, DIVERSITY_GINI: 0.0921133, SHANNON_ENTROPY: 10.7222823, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 85, 'shrink': 495, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0977295, PRECISION: 0.0188910, PRECISION_RECALL_MIN_DEN: 0.0745331, RECALL: 0.0729670, MAP: 0.0311765, MRR: 0.0673939, NDCG: 0.0492909, F1: 0.0300080, HIT_RATE: 0.1889096, ARHR: 0.0730600, NOVELTY: 0.0048270, AVERAGE_POPULARITY: 0.0897277, DIVERSITY_MEAN_INTER_LIST: 0.9844735, DIVERSITY_HERFINDAHL: 0.9984272, COVERAGE_ITEM: 0.3851396, COVERAGE_ITEM_CORRECT: 0.0216593, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0981251, DIVERSITY_GINI: 0.1262924, SHANNON_ENTROPY: 11.4163753, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 883, 'shrink': 511, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0982162, PRECISION: 0.0190800, PRECISION_RECALL_MIN_DEN: 0.0751499, RECALL: 0.0736290, MAP: 0.0317496, MRR: 0.0680771, NDCG: 0.0500234, F1: 0.0303038, HIT_RATE: 0.1907997, ARHR: 0.0736933, NOVELTY: 0.0045486, AVERAGE_POPULARITY: 0.1557662, DIVERSITY_MEAN_INTER_LIST: 0.9613742, DIVERSITY_HERFINDAHL: 0.9961178, COVERAGE_ITEM: 0.3089201, COVERAGE_ITEM_CORRECT: 0.0169548, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0992576, DIVERSITY_GINI: 0.0752357, SHANNON_ENTROPY: 10.1842253, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 584, 'shrink': 780, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0985288, PRECISION: 0.0191285, PRECISION_RECALL_MIN_DEN: 0.0751535, RECALL: 0.0736040, MAP: 0.0318796, MRR: 0.0685026, NDCG: 0.0501644, F1: 0.0303614, HIT_RATE: 0.1912851, ARHR: 0.0741414, NOVELTY: 0.0045667, AVERAGE_POPULARITY: 0.1504334, DIVERSITY_MEAN_INTER_LIST: 0.9643624, DIVERSITY_HERFINDAHL: 0.9964165, COVERAGE_ITEM: 0.3130318, COVERAGE_ITEM_CORRECT: 0.0171858, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0993079, DIVERSITY_GINI: 0.0776709, SHANNON_ENTROPY: 10.2719341, 
SearchBayesianSkopt-CV: New best config found. Config 19: {'topK': 369, 'shrink': 149, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1020589, PRECISION: 0.0199095, PRECISION_RECALL_MIN_DEN: 0.0782091, RECALL: 0.0766095, MAP: 0.0328592, MRR: 0.0708308, NDCG: 0.0519219, F1: 0.0316016, HIT_RATE: 0.1990954, ARHR: 0.0767720, NOVELTY: 0.0045970, AVERAGE_POPULARITY: 0.1416405, DIVERSITY_MEAN_INTER_LIST: 0.9690078, DIVERSITY_HERFINDAHL: 0.9968810, COVERAGE_ITEM: 0.3197613, COVERAGE_ITEM_CORRECT: 0.0183946, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1031584, DIVERSITY_GINI: 0.0818514, SHANNON_ENTROPY: 10.4182358, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 453, 'shrink': 694, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0996332, PRECISION: 0.0193004, PRECISION_RECALL_MIN_DEN: 0.0758338, RECALL: 0.0742770, MAP: 0.0320007, MRR: 0.0689426, NDCG: 0.0504836, F1: 0.0306357, HIT_RATE: 0.1930042, ARHR: 0.0746667, NOVELTY: 0.0045824, AVERAGE_POPULARITY: 0.1457006, DIVERSITY_MEAN_INTER_LIST: 0.9668522, DIVERSITY_HERFINDAHL: 0.9966655, COVERAGE_ITEM: 0.3164658, COVERAGE_ITEM_CORRECT: 0.0175553, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1001133, DIVERSITY_GINI: 0.0798326, SHANNON_ENTROPY: 10.3496838, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 763, 'shrink': 295, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0992106, PRECISION: 0.0192233, PRECISION_RECALL_MIN_DEN: 0.0757573, RECALL: 0.0742369, MAP: 0.0320763, MRR: 0.0688267, NDCG: 0.0504979, F1: 0.0305357, HIT_RATE: 0.1922331, ARHR: 0.0745230, NOVELTY: 0.0045532, AVERAGE_POPULARITY: 0.1545300, DIVERSITY_MEAN_INTER_LIST: 0.9623395, DIVERSITY_HERFINDAHL: 0.9962143, COVERAGE_ITEM: 0.3100905, COVERAGE_ITEM_CORRECT: 0.0171396, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0998616, DIVERSITY_GINI: 0.0759522, SHANNON_ENTROPY: 10.2107608, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 586, 'shrink': 217, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1002654, PRECISION: 0.0195011, PRECISION_RECALL_MIN_DEN: 0.0765590, RECALL: 0.0750005, MAP: 0.0323653, MRR: 0.0696800, NDCG: 0.0510292, F1: 0.0309509, HIT_RATE: 0.1950107, ARHR: 0.0755000, NOVELTY: 0.0045651, AVERAGE_POPULARITY: 0.1510889, DIVERSITY_MEAN_INTER_LIST: 0.9643385, DIVERSITY_HERFINDAHL: 0.9964141, COVERAGE_ITEM: 0.3125621, COVERAGE_ITEM_CORRECT: 0.0174783, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1010444, DIVERSITY_GINI: 0.0774904, SHANNON_ENTROPY: 10.2683638, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 543, 'shrink': 296, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1001922, PRECISION: 0.0193947, PRECISION_RECALL_MIN_DEN: 0.0763084, RECALL: 0.0747560, MAP: 0.0322713, MRR: 0.0694319, NDCG: 0.0508457, F1: 0.0307962, HIT_RATE: 0.1939469, ARHR: 0.0752280, NOVELTY: 0.0045691, AVERAGE_POPULARITY: 0.1497974, DIVERSITY_MEAN_INTER_LIST: 0.9649102, DIVERSITY_HERFINDAHL: 0.9964713, COVERAGE_ITEM: 0.3134398, COVERAGE_ITEM_CORRECT: 0.0175168, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1005663, DIVERSITY_GINI: 0.0779813, SHANNON_ENTROPY: 10.2858169, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 426, 'shrink': 639, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0999090, PRECISION: 0.0193372, PRECISION_RECALL_MIN_DEN: 0.0760193, RECALL: 0.0744667, MAP: 0.0320952, MRR: 0.0691280, NDCG: 0.0506214, F1: 0.0306979, HIT_RATE: 0.1933717, ARHR: 0.0748881, NOVELTY: 0.0045875, AVERAGE_POPULARITY: 0.1443091, DIVERSITY_MEAN_INTER_LIST: 0.9675798, DIVERSITY_HERFINDAHL: 0.9967382, COVERAGE_ITEM: 0.3177979, COVERAGE_ITEM_CORRECT: 0.0176092, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1003146, DIVERSITY_GINI: 0.0805942, SHANNON_ENTROPY: 10.3744968, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 608, 'shrink': 708, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0985540, PRECISION: 0.0190344, PRECISION_RECALL_MIN_DEN: 0.0749469, RECALL: 0.0734128, MAP: 0.0318480, MRR: 0.0684033, NDCG: 0.0500711, F1: 0.0302268, HIT_RATE: 0.1903444, ARHR: 0.0740475, NOVELTY: 0.0045640, AVERAGE_POPULARITY: 0.1512207, DIVERSITY_MEAN_INTER_LIST: 0.9639514, DIVERSITY_HERFINDAHL: 0.9963754, COVERAGE_ITEM: 0.3123311, COVERAGE_ITEM_CORRECT: 0.0170857, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0988297, DIVERSITY_GINI: 0.0772938, SHANNON_ENTROPY: 10.2590263, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 685, 'shrink': 333, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0992459, PRECISION: 0.0191698, PRECISION_RECALL_MIN_DEN: 0.0754397, RECALL: 0.0739087, MAP: 0.0320503, MRR: 0.0688438, NDCG: 0.0504022, F1: 0.0304402, HIT_RATE: 0.1916978, ARHR: 0.0745537, NOVELTY: 0.0045574, AVERAGE_POPULARITY: 0.1532264, DIVERSITY_MEAN_INTER_LIST: 0.9630132, DIVERSITY_HERFINDAHL: 0.9962816, COVERAGE_ITEM: 0.3108758, COVERAGE_ITEM_CORRECT: 0.0171550, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0994589, DIVERSITY_GINI: 0.0764199, SHANNON_ENTROPY: 10.2287079, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 539, 'shrink': 340, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0999038, PRECISION: 0.0193333, PRECISION_RECALL_MIN_DEN: 0.0760922, RECALL: 0.0745450, MAP: 0.0322132, MRR: 0.0692683, NDCG: 0.0507333, F1: 0.0307009, HIT_RATE: 0.1933327, ARHR: 0.0750379, NOVELTY: 0.0045696, AVERAGE_POPULARITY: 0.1496341, DIVERSITY_MEAN_INTER_LIST: 0.9649534, DIVERSITY_HERFINDAHL: 0.9964756, COVERAGE_ITEM: 0.3135784, COVERAGE_ITEM_CORRECT: 0.0174398, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1002139, DIVERSITY_GINI: 0.0780280, SHANNON_ENTROPY: 10.2872279, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 895, 'shrink': 228, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0994447, PRECISION: 0.0193090, PRECISION_RECALL_MIN_DEN: 0.0760272, RECALL: 0.0744886, MAP: 0.0321442, MRR: 0.0690108, NDCG: 0.0506357, F1: 0.0306655, HIT_RATE: 0.1930901, ARHR: 0.0747159, NOVELTY: 0.0045501, AVERAGE_POPULARITY: 0.1556438, DIVERSITY_MEAN_INTER_LIST: 0.9618332, DIVERSITY_HERFINDAHL: 0.9961637, COVERAGE_ITEM: 0.3098210, COVERAGE_ITEM_CORRECT: 0.0171396, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1003901, DIVERSITY_GINI: 0.0757089, SHANNON_ENTROPY: 10.1981484, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 929, 'shrink': 313, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0988437, PRECISION: 0.0191414, PRECISION_RECALL_MIN_DEN: 0.0755565, RECALL: 0.0740324, MAP: 0.0319296, MRR: 0.0684743, NDCG: 0.0502953, F1: 0.0304153, HIT_RATE: 0.1914138, ARHR: 0.0741467, NOVELTY: 0.0045480, AVERAGE_POPULARITY: 0.1560914, DIVERSITY_MEAN_INTER_LIST: 0.9614058, DIVERSITY_HERFINDAHL: 0.9961209, COVERAGE_ITEM: 0.3090048, COVERAGE_ITEM_CORRECT: 0.0170087, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0994841, DIVERSITY_GINI: 0.0752934, SHANNON_ENTROPY: 10.1849042, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0973862, PRECISION: 0.0188428, PRECISION_RECALL_MIN_DEN: 0.0743632, RECALL: 0.0728477, MAP: 0.0314785, MRR: 0.0675588, NDCG: 0.0495486, F1: 0.0299380, HIT_RATE: 0.1884279, ARHR: 0.0730018, NOVELTY: 0.0045463, AVERAGE_POPULARITY: 0.1562941, DIVERSITY_MEAN_INTER_LIST: 0.9608473, DIVERSITY_HERFINDAHL: 0.9960651, COVERAGE_ITEM: 0.3078499, COVERAGE_ITEM_CORRECT: 0.0167546, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0984019, DIVERSITY_GINI: 0.0747403, SHANNON_ENTROPY: 10.1695094, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 7, 'shrink': 3, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0635378, PRECISION: 0.0121279, PRECISION_RECALL_MIN_DEN: 0.0473172, RECALL: 0.0461752, MAP: 0.0201751, MRR: 0.0429345, NDCG: 0.0315124, F1: 0.0192079, HIT_RATE: 0.1212793, ARHR: 0.0463853, NOVELTY: 0.0051356, AVERAGE_POPULARITY: 0.0379703, DIVERSITY_MEAN_INTER_LIST: 0.9684398, DIVERSITY_HERFINDAHL: 0.9968242, COVERAGE_ITEM: 0.4933051, COVERAGE_ITEM_CORRECT: 0.0203503, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0636215, DIVERSITY_GINI: 0.2246908, SHANNON_ENTROPY: 12.0209296, 
