SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 726, 'shrink': 191, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1000869, PRECISION: 0.0193948, PRECISION_RECALL_MIN_DEN: 0.0763797, RECALL: 0.0748491, MAP: 0.0323868, MRR: 0.0695985, NDCG: 0.0509743, F1: 0.0308040, HIT_RATE: 0.1939481, ARHR: 0.0753395, NOVELTY: 0.0045569, AVERAGE_POPULARITY: 0.1536454, DIVERSITY_MEAN_INTER_LIST: 0.9630039, DIVERSITY_HERFINDAHL: 0.9962807, COVERAGE_ITEM: 0.3112839, COVERAGE_ITEM_CORRECT: 0.0173474, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1006921, DIVERSITY_GINI: 0.0766135, SHANNON_ENTROPY: 10.2317459, 
SearchBayesianSkopt-CV: New best config found. Config 11: {'topK': 393, 'shrink': 18, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1052614, PRECISION: 0.0205191, PRECISION_RECALL_MIN_DEN: 0.0810205, RECALL: 0.0794074, MAP: 0.0340966, MRR: 0.0729469, NDCG: 0.0537708, F1: 0.0326072, HIT_RATE: 0.2051907, ARHR: 0.0791300, NOVELTY: 0.0046224, AVERAGE_POPULARITY: 0.1398635, DIVERSITY_MEAN_INTER_LIST: 0.9698319, DIVERSITY_HERFINDAHL: 0.9969634, COVERAGE_ITEM: 0.3341059, COVERAGE_ITEM_CORRECT: 0.0191492, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1061533, DIVERSITY_GINI: 0.0889040, SHANNON_ENTROPY: 10.5235963, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 634, 'shrink': 711, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0985119, PRECISION: 0.0190060, PRECISION_RECALL_MIN_DEN: 0.0747443, RECALL: 0.0732150, MAP: 0.0317987, MRR: 0.0683790, NDCG: 0.0499894, F1: 0.0301749, HIT_RATE: 0.1900603, ARHR: 0.0740223, NOVELTY: 0.0045624, AVERAGE_POPULARITY: 0.1517252, DIVERSITY_MEAN_INTER_LIST: 0.9636474, DIVERSITY_HERFINDAHL: 0.9963450, COVERAGE_ITEM: 0.3121771, COVERAGE_ITEM_CORRECT: 0.0170626, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0986787, DIVERSITY_GINI: 0.0771119, SHANNON_ENTROPY: 10.2507897, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 675, 'shrink': 722, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0982671, PRECISION: 0.0190019, PRECISION_RECALL_MIN_DEN: 0.0746517, RECALL: 0.0731191, MAP: 0.0317471, MRR: 0.0683263, NDCG: 0.0499224, F1: 0.0301612, HIT_RATE: 0.1900189, ARHR: 0.0739413, NOVELTY: 0.0045595, AVERAGE_POPULARITY: 0.1525846, DIVERSITY_MEAN_INTER_LIST: 0.9631690, DIVERSITY_HERFINDAHL: 0.9962972, COVERAGE_ITEM: 0.3114302, COVERAGE_ITEM_CORRECT: 0.0170318, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0986787, DIVERSITY_GINI: 0.0767005, SHANNON_ENTROPY: 10.2366581, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 160, 'shrink': 923, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1004363, PRECISION: 0.0193536, PRECISION_RECALL_MIN_DEN: 0.0765228, RECALL: 0.0749626, MAP: 0.0323400, MRR: 0.0695194, NDCG: 0.0509201, F1: 0.0307621, HIT_RATE: 0.1935357, ARHR: 0.0753554, NOVELTY: 0.0047161, AVERAGE_POPULARITY: 0.1115970, DIVERSITY_MEAN_INTER_LIST: 0.9797498, DIVERSITY_HERFINDAHL: 0.9979550, COVERAGE_ITEM: 0.3517921, COVERAGE_ITEM_CORRECT: 0.0202040, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1005159, DIVERSITY_GINI: 0.1022828, SHANNON_ENTROPY: 10.9673186, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 567, 'shrink': 812, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0986886, PRECISION: 0.0191366, PRECISION_RECALL_MIN_DEN: 0.0753458, RECALL: 0.0738052, MAP: 0.0319822, MRR: 0.0687193, NDCG: 0.0502962, F1: 0.0303892, HIT_RATE: 0.1913661, ARHR: 0.0743696, NOVELTY: 0.0045689, AVERAGE_POPULARITY: 0.1498818, DIVERSITY_MEAN_INTER_LIST: 0.9646543, DIVERSITY_HERFINDAHL: 0.9964457, COVERAGE_ITEM: 0.3139172, COVERAGE_ITEM_CORRECT: 0.0172628, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0993582, DIVERSITY_GINI: 0.0780776, SHANNON_ENTROPY: 10.2825894, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 867, 'shrink': 689, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0979015, PRECISION: 0.0189816, PRECISION_RECALL_MIN_DEN: 0.0747260, RECALL: 0.0732049, MAP: 0.0316704, MRR: 0.0678955, NDCG: 0.0498304, F1: 0.0301437, HIT_RATE: 0.1898161, ARHR: 0.0734448, NOVELTY: 0.0045500, AVERAGE_POPULARITY: 0.1553577, DIVERSITY_MEAN_INTER_LIST: 0.9615026, DIVERSITY_HERFINDAHL: 0.9961306, COVERAGE_ITEM: 0.3093975, COVERAGE_ITEM_CORRECT: 0.0169009, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0989304, DIVERSITY_GINI: 0.0754544, SHANNON_ENTROPY: 10.1894313, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 913, 'shrink': 662, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0978555, PRECISION: 0.0189900, PRECISION_RECALL_MIN_DEN: 0.0747824, RECALL: 0.0732603, MAP: 0.0316505, MRR: 0.0678860, NDCG: 0.0498261, F1: 0.0301590, HIT_RATE: 0.1898997, ARHR: 0.0734465, NOVELTY: 0.0045485, AVERAGE_POPULARITY: 0.1557891, DIVERSITY_MEAN_INTER_LIST: 0.9612457, DIVERSITY_HERFINDAHL: 0.9961049, COVERAGE_ITEM: 0.3089047, COVERAGE_ITEM_CORRECT: 0.0168778, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0990059, DIVERSITY_GINI: 0.0752290, SHANNON_ENTROPY: 10.1819958, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 630, 'shrink': 345, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0995051, PRECISION: 0.0192191, PRECISION_RECALL_MIN_DEN: 0.0755880, RECALL: 0.0740451, MAP: 0.0321485, MRR: 0.0690894, NDCG: 0.0505359, F1: 0.0305145, HIT_RATE: 0.1921911, ARHR: 0.0748331, NOVELTY: 0.0045618, AVERAGE_POPULARITY: 0.1519688, DIVERSITY_MEAN_INTER_LIST: 0.9636880, DIVERSITY_HERFINDAHL: 0.9963491, COVERAGE_ITEM: 0.3120385, COVERAGE_ITEM_CORRECT: 0.0172320, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0996854, DIVERSITY_GINI: 0.0770542, SHANNON_ENTROPY: 10.2496810, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 713, 'shrink': 492, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0987091, PRECISION: 0.0190310, PRECISION_RECALL_MIN_DEN: 0.0748924, RECALL: 0.0733628, MAP: 0.0318990, MRR: 0.0685218, NDCG: 0.0501048, F1: 0.0302188, HIT_RATE: 0.1903098, ARHR: 0.0741876, NOVELTY: 0.0045564, AVERAGE_POPULARITY: 0.1534438, DIVERSITY_MEAN_INTER_LIST: 0.9627264, DIVERSITY_HERFINDAHL: 0.9962530, COVERAGE_ITEM: 0.3107218, COVERAGE_ITEM_CORRECT: 0.0170010, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0988297, DIVERSITY_GINI: 0.0762870, SHANNON_ENTROPY: 10.2220876, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 214, 'shrink': 213, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1022319, PRECISION: 0.0199091, PRECISION_RECALL_MIN_DEN: 0.0781318, RECALL: 0.0765258, MAP: 0.0327503, MRR: 0.0704643, NDCG: 0.0517921, F1: 0.0315953, HIT_RATE: 0.1990909, ARHR: 0.0765283, NOVELTY: 0.0046648, AVERAGE_POPULARITY: 0.1232855, DIVERSITY_MEAN_INTER_LIST: 0.9760815, DIVERSITY_HERFINDAHL: 0.9975882, COVERAGE_ITEM: 0.3366776, COVERAGE_ITEM_CORRECT: 0.0196497, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1031081, DIVERSITY_GINI: 0.0924641, SHANNON_ENTROPY: 10.7319436, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 963, 'shrink': 150, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1003516, PRECISION: 0.0194111, PRECISION_RECALL_MIN_DEN: 0.0766883, RECALL: 0.0751548, MAP: 0.0324591, MRR: 0.0697177, NDCG: 0.0511067, F1: 0.0308507, HIT_RATE: 0.1941112, ARHR: 0.0754793, NOVELTY: 0.0045527, AVERAGE_POPULARITY: 0.1553206, DIVERSITY_MEAN_INTER_LIST: 0.9622075, DIVERSITY_HERFINDAHL: 0.9962011, COVERAGE_ITEM: 0.3108373, COVERAGE_ITEM_CORRECT: 0.0172859, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1007424, DIVERSITY_GINI: 0.0762879, SHANNON_ENTROPY: 10.2134808, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 545, 'shrink': 838, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0988961, PRECISION: 0.0191938, PRECISION_RECALL_MIN_DEN: 0.0754763, RECALL: 0.0739210, MAP: 0.0320194, MRR: 0.0687950, NDCG: 0.0503700, F1: 0.0304711, HIT_RATE: 0.1919384, ARHR: 0.0744900, NOVELTY: 0.0045713, AVERAGE_POPULARITY: 0.1491862, DIVERSITY_MEAN_INTER_LIST: 0.9650415, DIVERSITY_HERFINDAHL: 0.9964844, COVERAGE_ITEM: 0.3143561, COVERAGE_ITEM_CORRECT: 0.0173474, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0995092, DIVERSITY_GINI: 0.0783930, SHANNON_ENTROPY: 10.2950151, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 28, 'shrink': 545, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0846994, PRECISION: 0.0161604, PRECISION_RECALL_MIN_DEN: 0.0611580, RECALL: 0.0595553, MAP: 0.0264945, MRR: 0.0581668, NDCG: 0.0414048, F1: 0.0254201, HIT_RATE: 0.1616040, ARHR: 0.0631233, NOVELTY: 0.0050309, AVERAGE_POPULARITY: 0.0578305, DIVERSITY_MEAN_INTER_LIST: 0.9853152, DIVERSITY_HERFINDAHL: 0.9985114, COVERAGE_ITEM: 0.4566314, COVERAGE_ITEM_CORRECT: 0.0223061, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0839059, DIVERSITY_GINI: 0.1860387, SHANNON_ENTROPY: 12.0727425, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 697, 'shrink': 603, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0985300, PRECISION: 0.0189897, PRECISION_RECALL_MIN_DEN: 0.0747347, RECALL: 0.0732060, MAP: 0.0318227, MRR: 0.0684273, NDCG: 0.0499965, F1: 0.0301533, HIT_RATE: 0.1898974, ARHR: 0.0740431, NOVELTY: 0.0045576, AVERAGE_POPULARITY: 0.1531130, DIVERSITY_MEAN_INTER_LIST: 0.9628828, DIVERSITY_HERFINDAHL: 0.9962686, COVERAGE_ITEM: 0.3109605, COVERAGE_ITEM_CORRECT: 0.0170087, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0987542, DIVERSITY_GINI: 0.0764431, SHANNON_ENTROPY: 10.2275483, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 356, 'shrink': 702, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1001825, PRECISION: 0.0194808, PRECISION_RECALL_MIN_DEN: 0.0765848, RECALL: 0.0750101, MAP: 0.0322348, MRR: 0.0693019, NDCG: 0.0508910, F1: 0.0309249, HIT_RATE: 0.1948077, ARHR: 0.0751118, NOVELTY: 0.0046045, AVERAGE_POPULARITY: 0.1394935, DIVERSITY_MEAN_INTER_LIST: 0.9698529, DIVERSITY_HERFINDAHL: 0.9969655, COVERAGE_ITEM: 0.3220712, COVERAGE_ITEM_CORRECT: 0.0180866, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1010948, DIVERSITY_GINI: 0.0831222, SHANNON_ENTROPY: 10.4565492, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 143, 'shrink': 784, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1000972, PRECISION: 0.0193532, PRECISION_RECALL_MIN_DEN: 0.0765799, RECALL: 0.0750223, MAP: 0.0322727, MRR: 0.0691535, NDCG: 0.0508181, F1: 0.0307661, HIT_RATE: 0.1935319, ARHR: 0.0750581, NOVELTY: 0.0047346, AVERAGE_POPULARITY: 0.1077068, DIVERSITY_MEAN_INTER_LIST: 0.9808147, DIVERSITY_HERFINDAHL: 0.9980614, COVERAGE_ITEM: 0.3570895, COVERAGE_ITEM_CORRECT: 0.0204504, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1002391, DIVERSITY_GINI: 0.1058676, SHANNON_ENTROPY: 11.0460317, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 278, 'shrink': 161, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1023825, PRECISION: 0.0199999, PRECISION_RECALL_MIN_DEN: 0.0783596, RECALL: 0.0767653, MAP: 0.0328419, MRR: 0.0707858, NDCG: 0.0519729, F1: 0.0317303, HIT_RATE: 0.1999992, ARHR: 0.0767971, NOVELTY: 0.0046282, AVERAGE_POPULARITY: 0.1328894, DIVERSITY_MEAN_INTER_LIST: 0.9726862, DIVERSITY_HERFINDAHL: 0.9972487, COVERAGE_ITEM: 0.3272685, COVERAGE_ITEM_CORRECT: 0.0190029, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1037624, DIVERSITY_GINI: 0.0864906, SHANNON_ENTROPY: 10.5644792, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 102, 'shrink': 436, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0989895, PRECISION: 0.0192509, PRECISION_RECALL_MIN_DEN: 0.0758198, RECALL: 0.0742483, MAP: 0.0316457, MRR: 0.0685735, NDCG: 0.0501157, F1: 0.0305715, HIT_RATE: 0.1925085, ARHR: 0.0742952, NOVELTY: 0.0047934, AVERAGE_POPULARITY: 0.0960035, DIVERSITY_MEAN_INTER_LIST: 0.9834336, DIVERSITY_HERFINDAHL: 0.9983233, COVERAGE_ITEM: 0.3747526, COVERAGE_ITEM_CORRECT: 0.0215669, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1000378, DIVERSITY_GINI: 0.1184853, SHANNON_ENTROPY: 11.2869842, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 183, 'shrink': 316, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1013660, PRECISION: 0.0196805, PRECISION_RECALL_MIN_DEN: 0.0768018, RECALL: 0.0752004, MAP: 0.0323255, MRR: 0.0698299, NDCG: 0.0511031, F1: 0.0311950, HIT_RATE: 0.1968048, ARHR: 0.0757462, NOVELTY: 0.0046910, AVERAGE_POPULARITY: 0.1172111, DIVERSITY_MEAN_INTER_LIST: 0.9780334, DIVERSITY_HERFINDAHL: 0.9977834, COVERAGE_ITEM: 0.3445236, COVERAGE_ITEM_CORRECT: 0.0199885, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1019756, DIVERSITY_GINI: 0.0974179, SHANNON_ENTROPY: 10.8522785, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1021811, PRECISION: 0.0199519, PRECISION_RECALL_MIN_DEN: 0.0785477, RECALL: 0.0769943, MAP: 0.0329558, MRR: 0.0706306, NDCG: 0.0520686, F1: 0.0316893, HIT_RATE: 0.1995190, ARHR: 0.0766736, NOVELTY: 0.0046773, AVERAGE_POPULARITY: 0.1360980, DIVERSITY_MEAN_INTER_LIST: 0.9710055, DIVERSITY_HERFINDAHL: 0.9970807, COVERAGE_ITEM: 0.3586218, COVERAGE_ITEM_CORRECT: 0.0187103, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1030829, DIVERSITY_GINI: 0.1043416, SHANNON_ENTROPY: 10.7460418, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1021811, PRECISION: 0.0199519, PRECISION_RECALL_MIN_DEN: 0.0785477, RECALL: 0.0769943, MAP: 0.0329558, MRR: 0.0706306, NDCG: 0.0520686, F1: 0.0316893, HIT_RATE: 0.1995190, ARHR: 0.0766736, NOVELTY: 0.0046773, AVERAGE_POPULARITY: 0.1360980, DIVERSITY_MEAN_INTER_LIST: 0.9710055, DIVERSITY_HERFINDAHL: 0.9970807, COVERAGE_ITEM: 0.3586218, COVERAGE_ITEM_CORRECT: 0.0187103, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1030829, DIVERSITY_GINI: 0.1043416, SHANNON_ENTROPY: 10.7460418, 
