
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 604, 'shrink': 958, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0806985, PRECISION: 0.0167162, PRECISION_RECALL_MIN_DEN: 0.0646196, RECALL: 0.0630139, MAP: 0.0263464, MRR: 0.0550846, NDCG: 0.0417416, F1: 0.0264189, HIT_RATE: 0.1671625, ARHR: 0.0604048, NOVELTY: 0.0050702, AVERAGE_POPULARITY: 0.0177210, DIVERSITY_MEAN_INTER_LIST: 0.9964937, DIVERSITY_HERFINDAHL: 0.9996305, COVERAGE_ITEM: 0.4910876, COVERAGE_ITEM_CORRECT: 0.0302445, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0916572, DIVERSITY_GINI: 0.2133901, SHANNON_ENTROPY: 12.6322347, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 588, 'shrink': 832, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0807205, PRECISION: 0.0167614, PRECISION_RECALL_MIN_DEN: 0.0648110, RECALL: 0.0632144, MAP: 0.0263371, MRR: 0.0551117, NDCG: 0.0417878, F1: 0.0264919, HIT_RATE: 0.1676144, ARHR: 0.0604291, NOVELTY: 0.0050712, AVERAGE_POPULARITY: 0.0177268, DIVERSITY_MEAN_INTER_LIST: 0.9965263, DIVERSITY_HERFINDAHL: 0.9996337, COVERAGE_ITEM: 0.4920192, COVERAGE_ITEM_CORRECT: 0.0303523, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0920096, DIVERSITY_GINI: 0.2142776, SHANNON_ENTROPY: 12.6402707, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 128, 'shrink': 988, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0853804, PRECISION: 0.0176339, PRECISION_RECALL_MIN_DEN: 0.0669533, RECALL: 0.0651599, MAP: 0.0273623, MRR: 0.0577932, NDCG: 0.0433754, F1: 0.0277524, HIT_RATE: 0.1763387, ARHR: 0.0639564, NOVELTY: 0.0050628, AVERAGE_POPULARITY: 0.0178795, DIVERSITY_MEAN_INTER_LIST: 0.9972473, DIVERSITY_HERFINDAHL: 0.9997058, COVERAGE_ITEM: 0.5441386, COVERAGE_ITEM_CORRECT: 0.0324774, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0952561, DIVERSITY_GINI: 0.2582470, SHANNON_ENTROPY: 12.9323944, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 196, 'shrink': 962, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0854131, PRECISION: 0.0175733, PRECISION_RECALL_MIN_DEN: 0.0667667, RECALL: 0.0650198, MAP: 0.0271947, MRR: 0.0575243, NDCG: 0.0431958, F1: 0.0276662, HIT_RATE: 0.1757328, ARHR: 0.0635269, NOVELTY: 0.0050593, AVERAGE_POPULARITY: 0.0177652, DIVERSITY_MEAN_INTER_LIST: 0.9970724, DIVERSITY_HERFINDAHL: 0.9996883, COVERAGE_ITEM: 0.5288470, COVERAGE_ITEM_CORRECT: 0.0321694, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0953819, DIVERSITY_GINI: 0.2455179, SHANNON_ENTROPY: 12.8533083, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 604, 'shrink': 877, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0807725, PRECISION: 0.0167201, PRECISION_RECALL_MIN_DEN: 0.0646551, RECALL: 0.0630542, MAP: 0.0263566, MRR: 0.0551495, NDCG: 0.0417687, F1: 0.0264271, HIT_RATE: 0.1672010, ARHR: 0.0604708, NOVELTY: 0.0050700, AVERAGE_POPULARITY: 0.0177249, DIVERSITY_MEAN_INTER_LIST: 0.9965023, DIVERSITY_HERFINDAHL: 0.9996313, COVERAGE_ITEM: 0.4913417, COVERAGE_ITEM_CORRECT: 0.0302445, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0917076, DIVERSITY_GINI: 0.2135821, SHANNON_ENTROPY: 12.6341503, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 812, 'shrink': 458, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0813179, PRECISION: 0.0163756, PRECISION_RECALL_MIN_DEN: 0.0637605, RECALL: 0.0621792, MAP: 0.0260665, MRR: 0.0548150, NDCG: 0.0412466, F1: 0.0259200, HIT_RATE: 0.1637560, ARHR: 0.0600084, NOVELTY: 0.0050692, AVERAGE_POPULARITY: 0.0177277, DIVERSITY_MEAN_INTER_LIST: 0.9964233, DIVERSITY_HERFINDAHL: 0.9996235, COVERAGE_ITEM: 0.4833032, COVERAGE_ITEM_CORRECT: 0.0296131, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0904241, DIVERSITY_GINI: 0.2076034, SHANNON_ENTROPY: 12.5952944, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 400, 'shrink': 467, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0830810, PRECISION: 0.0170765, PRECISION_RECALL_MIN_DEN: 0.0655602, RECALL: 0.0639224, MAP: 0.0266429, MRR: 0.0558003, NDCG: 0.0423030, F1: 0.0269490, HIT_RATE: 0.1707651, ARHR: 0.0614174, NOVELTY: 0.0050640, AVERAGE_POPULARITY: 0.0176807, DIVERSITY_MEAN_INTER_LIST: 0.9968082, DIVERSITY_HERFINDAHL: 0.9996619, COVERAGE_ITEM: 0.5072185, COVERAGE_ITEM_CORRECT: 0.0310067, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0935699, DIVERSITY_GINI: 0.2277345, SHANNON_ENTROPY: 12.7395075, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 87, 'shrink': 583, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0857845, PRECISION: 0.0177921, PRECISION_RECALL_MIN_DEN: 0.0673324, RECALL: 0.0655176, MAP: 0.0277317, MRR: 0.0587428, NDCG: 0.0438484, F1: 0.0279806, HIT_RATE: 0.1779208, ARHR: 0.0649266, NOVELTY: 0.0050554, AVERAGE_POPULARITY: 0.0178073, DIVERSITY_MEAN_INTER_LIST: 0.9973581, DIVERSITY_HERFINDAHL: 0.9997169, COVERAGE_ITEM: 0.5591068, COVERAGE_ITEM_CORRECT: 0.0327469, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0960614, DIVERSITY_GINI: 0.2705732, SHANNON_ENTROPY: 12.9996424, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 8, 'shrink': 534, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0793808, PRECISION: 0.0162806, PRECISION_RECALL_MIN_DEN: 0.0615646, RECALL: 0.0599274, MAP: 0.0255766, MRR: 0.0537584, NDCG: 0.0402783, F1: 0.0256042, HIT_RATE: 0.1628055, ARHR: 0.0593486, NOVELTY: 0.0050147, AVERAGE_POPULARITY: 0.0180154, DIVERSITY_MEAN_INTER_LIST: 0.9916737, DIVERSITY_HERFINDAHL: 0.9991486, COVERAGE_ITEM: 0.6222060, COVERAGE_ITEM_CORRECT: 0.0305448, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0887882, DIVERSITY_GINI: 0.2988186, SHANNON_ENTROPY: 12.8652538, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 819, 'shrink': 981, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0801727, PRECISION: 0.0162809, PRECISION_RECALL_MIN_DEN: 0.0633319, RECALL: 0.0617575, MAP: 0.0257520, MRR: 0.0539313, NDCG: 0.0408302, F1: 0.0257647, HIT_RATE: 0.1628085, ARHR: 0.0590406, NOVELTY: 0.0050719, AVERAGE_POPULARITY: 0.0177028, DIVERSITY_MEAN_INTER_LIST: 0.9962730, DIVERSITY_HERFINDAHL: 0.9996084, COVERAGE_ITEM: 0.4809317, COVERAGE_ITEM_CORRECT: 0.0294514, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0898704, DIVERSITY_GINI: 0.2047211, SHANNON_ENTROPY: 12.5638649, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 843, 'shrink': 554, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0809058, PRECISION: 0.0163263, PRECISION_RECALL_MIN_DEN: 0.0635763, RECALL: 0.0620082, MAP: 0.0259242, MRR: 0.0544159, NDCG: 0.0410780, F1: 0.0258433, HIT_RATE: 0.1632630, ARHR: 0.0595488, NOVELTY: 0.0050698, AVERAGE_POPULARITY: 0.0177217, DIVERSITY_MEAN_INTER_LIST: 0.9963638, DIVERSITY_HERFINDAHL: 0.9996175, COVERAGE_ITEM: 0.4816554, COVERAGE_ITEM_CORRECT: 0.0295515, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0902479, DIVERSITY_GINI: 0.2058344, SHANNON_ENTROPY: 12.5789457, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 420, 'shrink': 928, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0823624, PRECISION: 0.0169818, PRECISION_RECALL_MIN_DEN: 0.0653683, RECALL: 0.0637602, MAP: 0.0264936, MRR: 0.0554482, NDCG: 0.0421122, F1: 0.0268158, HIT_RATE: 0.1698179, ARHR: 0.0610379, NOVELTY: 0.0050645, AVERAGE_POPULARITY: 0.0176837, DIVERSITY_MEAN_INTER_LIST: 0.9967131, DIVERSITY_HERFINDAHL: 0.9996524, COVERAGE_ITEM: 0.5038537, COVERAGE_ITEM_CORRECT: 0.0308527, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0929156, DIVERSITY_GINI: 0.2240714, SHANNON_ENTROPY: 12.7102052, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 982, 'shrink': 536, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0804670, PRECISION: 0.0162273, PRECISION_RECALL_MIN_DEN: 0.0633174, RECALL: 0.0617709, MAP: 0.0258417, MRR: 0.0542982, NDCG: 0.0409380, F1: 0.0256984, HIT_RATE: 0.1622735, ARHR: 0.0593467, NOVELTY: 0.0050715, AVERAGE_POPULARITY: 0.0177513, DIVERSITY_MEAN_INTER_LIST: 0.9962696, DIVERSITY_HERFINDAHL: 0.9996081, COVERAGE_ITEM: 0.4772974, COVERAGE_ITEM_CORRECT: 0.0293205, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0897697, DIVERSITY_GINI: 0.2022467, SHANNON_ENTROPY: 12.5498199, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 233, 'shrink': 585, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0848723, PRECISION: 0.0176115, PRECISION_RECALL_MIN_DEN: 0.0671732, RECALL: 0.0654157, MAP: 0.0269869, MRR: 0.0571727, NDCG: 0.0430999, F1: 0.0277487, HIT_RATE: 0.1761154, ARHR: 0.0630859, NOVELTY: 0.0050604, AVERAGE_POPULARITY: 0.0177130, DIVERSITY_MEAN_INTER_LIST: 0.9970117, DIVERSITY_HERFINDAHL: 0.9996823, COVERAGE_ITEM: 0.5237729, COVERAGE_ITEM_CORRECT: 0.0321694, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0957342, DIVERSITY_GINI: 0.2412744, SHANNON_ENTROPY: 12.8282045, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 740, 'shrink': 720, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0808321, PRECISION: 0.0164550, PRECISION_RECALL_MIN_DEN: 0.0639613, RECALL: 0.0623785, MAP: 0.0261354, MRR: 0.0549257, NDCG: 0.0413618, F1: 0.0260361, HIT_RATE: 0.1645503, ARHR: 0.0601575, NOVELTY: 0.0050701, AVERAGE_POPULARITY: 0.0177230, DIVERSITY_MEAN_INTER_LIST: 0.9964083, DIVERSITY_HERFINDAHL: 0.9996219, COVERAGE_ITEM: 0.4845582, COVERAGE_ITEM_CORRECT: 0.0297440, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0906506, DIVERSITY_GINI: 0.2082335, SHANNON_ENTROPY: 12.5961667, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 653, 'shrink': 324, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0818514, PRECISION: 0.0168111, PRECISION_RECALL_MIN_DEN: 0.0649323, RECALL: 0.0633191, MAP: 0.0265890, MRR: 0.0558391, NDCG: 0.0420694, F1: 0.0265648, HIT_RATE: 0.1681106, ARHR: 0.0612691, NOVELTY: 0.0050679, AVERAGE_POPULARITY: 0.0177133, DIVERSITY_MEAN_INTER_LIST: 0.9966115, DIVERSITY_HERFINDAHL: 0.9996423, COVERAGE_ITEM: 0.4920962, COVERAGE_ITEM_CORRECT: 0.0304601, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0921102, DIVERSITY_GINI: 0.2153803, SHANNON_ENTROPY: 12.6570758, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 259, 'shrink': 126, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0861100, PRECISION: 0.0178619, PRECISION_RECALL_MIN_DEN: 0.0676164, RECALL: 0.0658153, MAP: 0.0278030, MRR: 0.0587010, NDCG: 0.0439583, F1: 0.0280949, HIT_RATE: 0.1786192, ARHR: 0.0649011, NOVELTY: 0.0050588, AVERAGE_POPULARITY: 0.0177859, DIVERSITY_MEAN_INTER_LIST: 0.9971257, DIVERSITY_HERFINDAHL: 0.9996937, COVERAGE_ITEM: 0.5319038, COVERAGE_ITEM_CORRECT: 0.0327700, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0961621, DIVERSITY_GINI: 0.2497244, SHANNON_ENTROPY: 12.8833114, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 483, 'shrink': 728, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0821401, PRECISION: 0.0168486, PRECISION_RECALL_MIN_DEN: 0.0649294, RECALL: 0.0632997, MAP: 0.0265098, MRR: 0.0554711, NDCG: 0.0419990, F1: 0.0266088, HIT_RATE: 0.1684856, ARHR: 0.0609919, NOVELTY: 0.0050691, AVERAGE_POPULARITY: 0.0177550, DIVERSITY_MEAN_INTER_LIST: 0.9966671, DIVERSITY_HERFINDAHL: 0.9996478, COVERAGE_ITEM: 0.4991800, COVERAGE_ITEM_CORRECT: 0.0306064, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0922612, DIVERSITY_GINI: 0.2205621, SHANNON_ENTROPY: 12.6874349, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 703, 'shrink': 830, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0805958, PRECISION: 0.0165155, PRECISION_RECALL_MIN_DEN: 0.0642103, RECALL: 0.0626427, MAP: 0.0261112, MRR: 0.0547847, NDCG: 0.0414105, F1: 0.0261352, HIT_RATE: 0.1651551, ARHR: 0.0600299, NOVELTY: 0.0050709, AVERAGE_POPULARITY: 0.0176933, DIVERSITY_MEAN_INTER_LIST: 0.9964079, DIVERSITY_HERFINDAHL: 0.9996219, COVERAGE_ITEM: 0.4857363, COVERAGE_ITEM_CORRECT: 0.0298903, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0907512, DIVERSITY_GINI: 0.2090696, SHANNON_ENTROPY: 12.6004965, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 577, 'shrink': 153, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0836186, PRECISION: 0.0171898, PRECISION_RECALL_MIN_DEN: 0.0659820, RECALL: 0.0643240, MAP: 0.0271604, MRR: 0.0569911, NDCG: 0.0428926, F1: 0.0271260, HIT_RATE: 0.1718977, ARHR: 0.0626206, NOVELTY: 0.0050668, AVERAGE_POPULARITY: 0.0177726, DIVERSITY_MEAN_INTER_LIST: 0.9968075, DIVERSITY_HERFINDAHL: 0.9996619, COVERAGE_ITEM: 0.5036535, COVERAGE_ITEM_CORRECT: 0.0312300, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0941487, DIVERSITY_GINI: 0.2262095, SHANNON_ENTROPY: 12.7356654, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 405, 'shrink': 150, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0845659, PRECISION: 0.0174779, PRECISION_RECALL_MIN_DEN: 0.0670241, RECALL: 0.0653556, MAP: 0.0273103, MRR: 0.0572477, NDCG: 0.0433037, F1: 0.0275783, HIT_RATE: 0.1747789, ARHR: 0.0630584, NOVELTY: 0.0050630, AVERAGE_POPULARITY: 0.0177359, DIVERSITY_MEAN_INTER_LIST: 0.9969555, DIVERSITY_HERFINDAHL: 0.9996767, COVERAGE_ITEM: 0.5148951, COVERAGE_ITEM_CORRECT: 0.0318460, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0954071, DIVERSITY_GINI: 0.2361126, SHANNON_ENTROPY: 12.7999195, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 10, 'shrink': 28, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0837101, PRECISION: 0.0169811, PRECISION_RECALL_MIN_DEN: 0.0647382, RECALL: 0.0631419, MAP: 0.0274330, MRR: 0.0573843, NDCG: 0.0428703, F1: 0.0267633, HIT_RATE: 0.1698111, ARHR: 0.0632178, NOVELTY: 0.0050306, AVERAGE_POPULARITY: 0.0183542, DIVERSITY_MEAN_INTER_LIST: 0.9944615, DIVERSITY_HERFINDAHL: 0.9994273, COVERAGE_ITEM: 0.6264947, COVERAGE_ITEM_CORRECT: 0.0318306, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0923871, DIVERSITY_GINI: 0.3091047, SHANNON_ENTROPY: 13.0146410, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 6, 'shrink': 3, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0779438, PRECISION: 0.0153290, PRECISION_RECALL_MIN_DEN: 0.0594228, RECALL: 0.0581123, MAP: 0.0257884, MRR: 0.0526109, NDCG: 0.0398918, F1: 0.0242581, HIT_RATE: 0.1532902, ARHR: 0.0573241, NOVELTY: 0.0049982, AVERAGE_POPULARITY: 0.0191621, DIVERSITY_MEAN_INTER_LIST: 0.9881986, DIVERSITY_HERFINDAHL: 0.9988011, COVERAGE_ITEM: 0.6195342, COVERAGE_ITEM_CORRECT: 0.0283580, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0849629, DIVERSITY_GINI: 0.2920046, SHANNON_ENTROPY: 12.7248143, 
