
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 65, 'shrink': 351, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4808676057946877, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0163511, PRECISION: 0.0031113, PRECISION_RECALL_MIN_DEN: 0.0136386, RECALL: 0.0132919, MAP: 0.0044864, MRR: 0.0104523, NDCG: 0.0077051, F1: 0.0050400, HIT_RATE: 0.0311133, ARHR: 0.0107257, NOVELTY: 0.0050233, AVERAGE_POPULARITY: 0.0125921, DIVERSITY_MEAN_INTER_LIST: 0.9775630, DIVERSITY_HERFINDAHL: 0.9977378, COVERAGE_ITEM: 0.2396997, COVERAGE_ITEM_CORRECT: 0.0056131, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0196300, DIVERSITY_GINI: 0.0582314, SHANNON_ENTROPY: 10.4964117, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 443, 'shrink': 607, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1043886099704601, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0730164, PRECISION: 0.0145784, PRECISION_RECALL_MIN_DEN: 0.0554641, RECALL: 0.0538935, MAP: 0.0228557, MRR: 0.0494643, NDCG: 0.0361436, F1: 0.0229473, HIT_RATE: 0.1457844, ARHR: 0.0542890, NOVELTY: 0.0050457, AVERAGE_POPULARITY: 0.0166334, DIVERSITY_MEAN_INTER_LIST: 0.9970241, DIVERSITY_HERFINDAHL: 0.9996835, COVERAGE_ITEM: 0.4678345, COVERAGE_ITEM_CORRECT: 0.0269336, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0803322, DIVERSITY_GINI: 0.2177130, SHANNON_ENTROPY: 12.7201997, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 946, 'shrink': 441, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06615986084783755, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0513815, PRECISION: 0.0097797, PRECISION_RECALL_MIN_DEN: 0.0383979, RECALL: 0.0373960, MAP: 0.0157664, MRR: 0.0346348, NDCG: 0.0249881, F1: 0.0155000, HIT_RATE: 0.0977968, ARHR: 0.0370295, NOVELTY: 0.0050623, AVERAGE_POPULARITY: 0.0156477, DIVERSITY_MEAN_INTER_LIST: 0.9956835, DIVERSITY_HERFINDAHL: 0.9995495, COVERAGE_ITEM: 0.3311954, COVERAGE_ITEM_CORRECT: 0.0179711, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0566755, DIVERSITY_GINI: 0.1372348, SHANNON_ENTROPY: 12.0916501, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 381, 'shrink': 292, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2816911059397673, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0119501, PRECISION: 0.0022848, PRECISION_RECALL_MIN_DEN: 0.0085208, RECALL: 0.0081554, MAP: 0.0027916, MRR: 0.0078119, NDCG: 0.0049361, F1: 0.0035635, HIT_RATE: 0.0228483, ARHR: 0.0079726, NOVELTY: 0.0051153, AVERAGE_POPULARITY: 0.0121728, DIVERSITY_MEAN_INTER_LIST: 0.9613358, DIVERSITY_HERFINDAHL: 0.9961154, COVERAGE_ITEM: 0.1141790, COVERAGE_ITEM_CORRECT: 0.0040038, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0145967, DIVERSITY_GINI: 0.0184862, SHANNON_ENTROPY: 9.0222396, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 160, 'shrink': 810, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7558020005282882, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0143285, PRECISION: 0.0025655, PRECISION_RECALL_MIN_DEN: 0.0096365, RECALL: 0.0091618, MAP: 0.0033994, MRR: 0.0094172, NDCG: 0.0057775, F1: 0.0039978, HIT_RATE: 0.0256554, ARHR: 0.0095906, NOVELTY: 0.0050402, AVERAGE_POPULARITY: 0.0112598, DIVERSITY_MEAN_INTER_LIST: 0.9768309, DIVERSITY_HERFINDAHL: 0.9976646, COVERAGE_ITEM: 0.1562964, COVERAGE_ITEM_CORRECT: 0.0045428, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0163332, DIVERSITY_GINI: 0.0313729, SHANNON_ENTROPY: 9.8217672, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 896, 'shrink': 693, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.811208228497274, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0125786, PRECISION: 0.0020992, PRECISION_RECALL_MIN_DEN: 0.0064045, RECALL: 0.0059813, MAP: 0.0027525, MRR: 0.0082593, NDCG: 0.0044830, F1: 0.0031054, HIT_RATE: 0.0209923, ARHR: 0.0084163, NOVELTY: 0.0050970, AVERAGE_POPULARITY: 0.0113399, DIVERSITY_MEAN_INTER_LIST: 0.9618668, DIVERSITY_HERFINDAHL: 0.9961684, COVERAGE_ITEM: 0.0679962, COVERAGE_ITEM_CORRECT: 0.0035573, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0133635, DIVERSITY_GINI: 0.0134409, SHANNON_ENTROPY: 8.7967885, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 908, 'shrink': 361, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1839116030075643, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0119727, PRECISION: 0.0022321, PRECISION_RECALL_MIN_DEN: 0.0076753, RECALL: 0.0073068, MAP: 0.0027127, MRR: 0.0078229, NDCG: 0.0047053, F1: 0.0034166, HIT_RATE: 0.0223214, ARHR: 0.0079917, NOVELTY: 0.0051504, AVERAGE_POPULARITY: 0.0127419, DIVERSITY_MEAN_INTER_LIST: 0.9417868, DIVERSITY_HERFINDAHL: 0.9941608, COVERAGE_ITEM: 0.0749259, COVERAGE_ITEM_CORRECT: 0.0037267, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0142695, DIVERSITY_GINI: 0.0112229, SHANNON_ENTROPY: 8.3880766, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 11, 'shrink': 502, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2386565634516407, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0572196, PRECISION: 0.0108969, PRECISION_RECALL_MIN_DEN: 0.0393713, RECALL: 0.0382776, MAP: 0.0182958, MRR: 0.0402746, NDCG: 0.0279193, F1: 0.0169616, HIT_RATE: 0.1089686, ARHR: 0.0435680, NOVELTY: 0.0049348, AVERAGE_POPULARITY: 0.0165681, DIVERSITY_MEAN_INTER_LIST: 0.9459310, DIVERSITY_HERFINDAHL: 0.9945752, COVERAGE_ITEM: 0.5159654, COVERAGE_ITEM_CORRECT: 0.0204812, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0607525, DIVERSITY_GINI: 0.2067868, SHANNON_ENTROPY: 11.5134524, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 747, 'shrink': 719, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8254279560906439, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0117883, PRECISION: 0.0023947, PRECISION_RECALL_MIN_DEN: 0.0087122, RECALL: 0.0083340, MAP: 0.0027115, MRR: 0.0073928, NDCG: 0.0049361, F1: 0.0037159, HIT_RATE: 0.0239474, ARHR: 0.0075956, NOVELTY: 0.0051254, AVERAGE_POPULARITY: 0.0123337, DIVERSITY_MEAN_INTER_LIST: 0.9354950, DIVERSITY_HERFINDAHL: 0.9935318, COVERAGE_ITEM: 0.0810164, COVERAGE_ITEM_CORRECT: 0.0040962, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0151000, DIVERSITY_GINI: 0.0114435, SHANNON_ENTROPY: 8.3220945, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 806, 'shrink': 174, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.101381242248779, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0459298, PRECISION: 0.0098319, PRECISION_RECALL_MIN_DEN: 0.0371752, RECALL: 0.0361495, MAP: 0.0132534, MRR: 0.0294876, NDCG: 0.0224935, F1: 0.0154581, HIT_RATE: 0.0983194, ARHR: 0.0318350, NOVELTY: 0.0049984, AVERAGE_POPULARITY: 0.0155966, DIVERSITY_MEAN_INTER_LIST: 0.9912481, DIVERSITY_HERFINDAHL: 0.9991060, COVERAGE_ITEM: 0.2490549, COVERAGE_ITEM_CORRECT: 0.0174629, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0568768, DIVERSITY_GINI: 0.0735596, SHANNON_ENTROPY: 11.1362351, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 433, 'shrink': 815, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.382090420211934, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0702900, PRECISION: 0.0143842, PRECISION_RECALL_MIN_DEN: 0.0548643, RECALL: 0.0534026, MAP: 0.0219455, MRR: 0.0479041, NDCG: 0.0352241, F1: 0.0226634, HIT_RATE: 0.1438418, ARHR: 0.0520148, NOVELTY: 0.0050147, AVERAGE_POPULARITY: 0.0172903, DIVERSITY_MEAN_INTER_LIST: 0.9959922, DIVERSITY_HERFINDAHL: 0.9995803, COVERAGE_ITEM: 0.4193109, COVERAGE_ITEM_CORRECT: 0.0258171, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0807097, DIVERSITY_GINI: 0.1757015, SHANNON_ENTROPY: 12.3814113, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 914, 'shrink': 357, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.828697018204926, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0751046, PRECISION: 0.0158133, PRECISION_RECALL_MIN_DEN: 0.0617127, RECALL: 0.0601951, MAP: 0.0242588, MRR: 0.0511350, NDCG: 0.0390392, F1: 0.0250451, HIT_RATE: 0.1581327, ARHR: 0.0559359, NOVELTY: 0.0050209, AVERAGE_POPULARITY: 0.0174425, DIVERSITY_MEAN_INTER_LIST: 0.9958905, DIVERSITY_HERFINDAHL: 0.9995702, COVERAGE_ITEM: 0.4465294, COVERAGE_ITEM_CORRECT: 0.0286198, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0879829, DIVERSITY_GINI: 0.1788322, SHANNON_ENTROPY: 12.3729102, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 380, 'shrink': 379, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.669553501927426, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0622554, PRECISION: 0.0133719, PRECISION_RECALL_MIN_DEN: 0.0521947, RECALL: 0.0509983, MAP: 0.0189435, MRR: 0.0407921, NDCG: 0.0317477, F1: 0.0211869, HIT_RATE: 0.1337194, ARHR: 0.0445296, NOVELTY: 0.0050450, AVERAGE_POPULARITY: 0.0160329, DIVERSITY_MEAN_INTER_LIST: 0.9922383, DIVERSITY_HERFINDAHL: 0.9992050, COVERAGE_ITEM: 0.3481039, COVERAGE_ITEM_CORRECT: 0.0243234, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0753240, DIVERSITY_GINI: 0.1127717, SHANNON_ENTROPY: 11.6069321, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 690, 'shrink': 628, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.35835445736585, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0083458, PRECISION: 0.0014283, PRECISION_RECALL_MIN_DEN: 0.0049258, RECALL: 0.0046453, MAP: 0.0019598, MRR: 0.0059517, NDCG: 0.0032152, F1: 0.0021829, HIT_RATE: 0.0142831, ARHR: 0.0060973, NOVELTY: 0.0050873, AVERAGE_POPULARITY: 0.0112404, DIVERSITY_MEAN_INTER_LIST: 0.9447976, DIVERSITY_HERFINDAHL: 0.9944619, COVERAGE_ITEM: 0.0811935, COVERAGE_ITEM_CORRECT: 0.0023330, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0090097, DIVERSITY_GINI: 0.0118830, SHANNON_ENTROPY: 8.4172036, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 166, 'shrink': 38, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.17566578883447018, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0904768, PRECISION: 0.0187214, PRECISION_RECALL_MIN_DEN: 0.0711959, RECALL: 0.0692516, MAP: 0.0293874, MRR: 0.0620670, NDCG: 0.0462607, F1: 0.0294708, HIT_RATE: 0.1872135, ARHR: 0.0690126, NOVELTY: 0.0050449, AVERAGE_POPULARITY: 0.0179209, DIVERSITY_MEAN_INTER_LIST: 0.9977208, DIVERSITY_HERFINDAHL: 0.9997532, COVERAGE_ITEM: 0.6152608, COVERAGE_ITEM_CORRECT: 0.0346564, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1003398, DIVERSITY_GINI: 0.3123086, SHANNON_ENTROPY: 13.2006992, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 54, 'shrink': 410, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.84730120629138, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0529318, PRECISION: 0.0107709, PRECISION_RECALL_MIN_DEN: 0.0385394, RECALL: 0.0372781, MAP: 0.0151569, MRR: 0.0361210, NDCG: 0.0248977, F1: 0.0167120, HIT_RATE: 0.1077091, ARHR: 0.0390423, NOVELTY: 0.0049831, AVERAGE_POPULARITY: 0.0162243, DIVERSITY_MEAN_INTER_LIST: 0.9913717, DIVERSITY_HERFINDAHL: 0.9991184, COVERAGE_ITEM: 0.3523157, COVERAGE_ITEM_CORRECT: 0.0197960, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0611803, DIVERSITY_GINI: 0.1422131, SHANNON_ENTROPY: 11.9907735, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 924, 'shrink': 595, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.40072211390912715, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0892819, PRECISION: 0.0183613, PRECISION_RECALL_MIN_DEN: 0.0714564, RECALL: 0.0696996, MAP: 0.0290833, MRR: 0.0608488, NDCG: 0.0460485, F1: 0.0290655, HIT_RATE: 0.1836130, ARHR: 0.0669981, NOVELTY: 0.0050433, AVERAGE_POPULARITY: 0.0183556, DIVERSITY_MEAN_INTER_LIST: 0.9971714, DIVERSITY_HERFINDAHL: 0.9996982, COVERAGE_ITEM: 0.5631107, COVERAGE_ITEM_CORRECT: 0.0336323, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1003146, DIVERSITY_GINI: 0.2650346, SHANNON_ENTROPY: 12.9439282, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 791, 'shrink': 4, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8292278916040463, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0311773, PRECISION: 0.0065677, PRECISION_RECALL_MIN_DEN: 0.0239880, RECALL: 0.0232641, MAP: 0.0079287, MRR: 0.0194567, NDCG: 0.0141660, F1: 0.0102410, HIT_RATE: 0.0656773, ARHR: 0.0205428, NOVELTY: 0.0050981, AVERAGE_POPULARITY: 0.0140887, DIVERSITY_MEAN_INTER_LIST: 0.9730297, DIVERSITY_HERFINDAHL: 0.9972845, COVERAGE_ITEM: 0.1552339, COVERAGE_ITEM_CORRECT: 0.0117113, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0393859, DIVERSITY_GINI: 0.0323087, SHANNON_ENTROPY: 9.7909336, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 820, 'shrink': 572, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9182754806763731, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0228508, PRECISION: 0.0046158, PRECISION_RECALL_MIN_DEN: 0.0164134, RECALL: 0.0158375, MAP: 0.0054691, MRR: 0.0141849, NDCG: 0.0097881, F1: 0.0071473, HIT_RATE: 0.0461581, ARHR: 0.0147853, NOVELTY: 0.0051134, AVERAGE_POPULARITY: 0.0135233, DIVERSITY_MEAN_INTER_LIST: 0.9640796, DIVERSITY_HERFINDAHL: 0.9963897, COVERAGE_ITEM: 0.1137632, COVERAGE_ITEM_CORRECT: 0.0080385, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0282119, DIVERSITY_GINI: 0.0211652, SHANNON_ENTROPY: 9.2471009, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 975, 'shrink': 209, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4937064993913204, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0867945, PRECISION: 0.0180009, PRECISION_RECALL_MIN_DEN: 0.0708774, RECALL: 0.0692168, MAP: 0.0285219, MRR: 0.0588385, NDCG: 0.0453248, F1: 0.0285700, HIT_RATE: 0.1800088, ARHR: 0.0648914, NOVELTY: 0.0050350, AVERAGE_POPULARITY: 0.0181737, DIVERSITY_MEAN_INTER_LIST: 0.9966733, DIVERSITY_HERFINDAHL: 0.9996484, COVERAGE_ITEM: 0.5428989, COVERAGE_ITEM_CORRECT: 0.0330241, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0981251, DIVERSITY_GINI: 0.2410593, SHANNON_ENTROPY: 12.7708673, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 199, 'shrink': 867, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1020899174159324, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0798929, PRECISION: 0.0165363, PRECISION_RECALL_MIN_DEN: 0.0628649, RECALL: 0.0612208, MAP: 0.0256822, MRR: 0.0549352, NDCG: 0.0407805, F1: 0.0260388, HIT_RATE: 0.1653631, ARHR: 0.0603406, NOVELTY: 0.0050235, AVERAGE_POPULARITY: 0.0174216, DIVERSITY_MEAN_INTER_LIST: 0.9967482, DIVERSITY_HERFINDAHL: 0.9996559, COVERAGE_ITEM: 0.5009124, COVERAGE_ITEM_CORRECT: 0.0302984, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0909526, DIVERSITY_GINI: 0.2262345, SHANNON_ENTROPY: 12.7308423, 
