
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 580, 'shrink': 171, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0833994, PRECISION: 0.0170684, PRECISION_RECALL_MIN_DEN: 0.0654620, RECALL: 0.0638074, MAP: 0.0270293, MRR: 0.0568628, NDCG: 0.0426467, F1: 0.0269283, HIT_RATE: 0.1706835, ARHR: 0.0624745, NOVELTY: 0.0050671, AVERAGE_POPULARITY: 0.0176848, DIVERSITY_MEAN_INTER_LIST: 0.9968117, DIVERSITY_HERFINDAHL: 0.9996623, COVERAGE_ITEM: 0.5037382, COVERAGE_ITEM_CORRECT: 0.0310221, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0934441, DIVERSITY_GINI: 0.2261143, SHANNON_ENTROPY: 12.7351729, 

SearchBayesianSkopt-CV: New best config found. Config 9: {'topK': 272, 'shrink': 97, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0865914, PRECISION: 0.0179073, PRECISION_RECALL_MIN_DEN: 0.0679073, RECALL: 0.0661227, MAP: 0.0280907, MRR: 0.0594287, NDCG: 0.0443166, F1: 0.0281792, HIT_RATE: 0.1790728, ARHR: 0.0657455, NOVELTY: 0.0050584, AVERAGE_POPULARITY: 0.0177152, DIVERSITY_MEAN_INTER_LIST: 0.9971943, DIVERSITY_HERFINDAHL: 0.9997005, COVERAGE_ITEM: 0.5380943, COVERAGE_ITEM_CORRECT: 0.0328547, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0962879, DIVERSITY_GINI: 0.2551024, SHANNON_ENTROPY: 12.9151478, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 789, 'shrink': 227, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0822647, PRECISION: 0.0166634, PRECISION_RECALL_MIN_DEN: 0.0644415, RECALL: 0.0628223, MAP: 0.0264604, MRR: 0.0555986, NDCG: 0.0418027, F1: 0.0263366, HIT_RATE: 0.1666340, ARHR: 0.0610076, NOVELTY: 0.0050671, AVERAGE_POPULARITY: 0.0176627, DIVERSITY_MEAN_INTER_LIST: 0.9966004, DIVERSITY_HERFINDAHL: 0.9996412, COVERAGE_ITEM: 0.4905871, COVERAGE_ITEM_CORRECT: 0.0302368, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0915314, DIVERSITY_GINI: 0.2146548, SHANNON_ENTROPY: 12.6535106, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 558, 'shrink': 402, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0819179, PRECISION: 0.0169734, PRECISION_RECALL_MIN_DEN: 0.0651175, RECALL: 0.0634634, MAP: 0.0266292, MRR: 0.0557490, NDCG: 0.0421498, F1: 0.0267790, HIT_RATE: 0.1697343, ARHR: 0.0612592, NOVELTY: 0.0050665, AVERAGE_POPULARITY: 0.0176940, DIVERSITY_MEAN_INTER_LIST: 0.9966874, DIVERSITY_HERFINDAHL: 0.9996498, COVERAGE_ITEM: 0.4975707, COVERAGE_ITEM_CORRECT: 0.0307988, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0928149, DIVERSITY_GINI: 0.2197105, SHANNON_ENTROPY: 12.6864880, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 720, 'shrink': 703, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0808752, PRECISION: 0.0164778, PRECISION_RECALL_MIN_DEN: 0.0639733, RECALL: 0.0623908, MAP: 0.0261284, MRR: 0.0549719, NDCG: 0.0413701, F1: 0.0260666, HIT_RATE: 0.1647781, ARHR: 0.0602331, NOVELTY: 0.0050709, AVERAGE_POPULARITY: 0.0176598, DIVERSITY_MEAN_INTER_LIST: 0.9964403, DIVERSITY_HERFINDAHL: 0.9996252, COVERAGE_ITEM: 0.4865756, COVERAGE_ITEM_CORRECT: 0.0297748, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0906506, DIVERSITY_GINI: 0.2097980, SHANNON_ENTROPY: 12.6075532, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 89, 'shrink': 277, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0865024, PRECISION: 0.0179323, PRECISION_RECALL_MIN_DEN: 0.0676461, RECALL: 0.0657787, MAP: 0.0278857, MRR: 0.0593723, NDCG: 0.0440913, F1: 0.0281782, HIT_RATE: 0.1793229, ARHR: 0.0657240, NOVELTY: 0.0050562, AVERAGE_POPULARITY: 0.0177383, DIVERSITY_MEAN_INTER_LIST: 0.9974180, DIVERSITY_HERFINDAHL: 0.9997229, COVERAGE_ITEM: 0.5621713, COVERAGE_ITEM_CORRECT: 0.0330087, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0965144, DIVERSITY_GINI: 0.2739852, SHANNON_ENTROPY: 13.0219830, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 596, 'shrink': 641, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0810579, PRECISION: 0.0167845, PRECISION_RECALL_MIN_DEN: 0.0647625, RECALL: 0.0631423, MAP: 0.0264321, MRR: 0.0552902, NDCG: 0.0418569, F1: 0.0265150, HIT_RATE: 0.1678448, ARHR: 0.0606310, NOVELTY: 0.0050700, AVERAGE_POPULARITY: 0.0176959, DIVERSITY_MEAN_INTER_LIST: 0.9965722, DIVERSITY_HERFINDAHL: 0.9996383, COVERAGE_ITEM: 0.4936054, COVERAGE_ITEM_CORRECT: 0.0303754, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0921606, DIVERSITY_GINI: 0.2156263, SHANNON_ENTROPY: 12.6520896, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 600, 'shrink': 684, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0810335, PRECISION: 0.0167086, PRECISION_RECALL_MIN_DEN: 0.0645863, RECALL: 0.0629836, MAP: 0.0263710, MRR: 0.0552042, NDCG: 0.0417603, F1: 0.0264067, HIT_RATE: 0.1670862, ARHR: 0.0605415, NOVELTY: 0.0050699, AVERAGE_POPULARITY: 0.0177028, DIVERSITY_MEAN_INTER_LIST: 0.9965621, DIVERSITY_HERFINDAHL: 0.9996373, COVERAGE_ITEM: 0.4932897, COVERAGE_ITEM_CORRECT: 0.0302522, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0916572, DIVERSITY_GINI: 0.2152864, SHANNON_ENTROPY: 12.6491727, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 680, 'shrink': 895, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0807755, PRECISION: 0.0165158, PRECISION_RECALL_MIN_DEN: 0.0642902, RECALL: 0.0627242, MAP: 0.0261124, MRR: 0.0547338, NDCG: 0.0414267, F1: 0.0261433, HIT_RATE: 0.1651581, ARHR: 0.0599530, NOVELTY: 0.0050706, AVERAGE_POPULARITY: 0.0176588, DIVERSITY_MEAN_INTER_LIST: 0.9964392, DIVERSITY_HERFINDAHL: 0.9996250, COVERAGE_ITEM: 0.4880539, COVERAGE_ITEM_CORRECT: 0.0298749, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0909777, DIVERSITY_GINI: 0.2107369, SHANNON_ENTROPY: 12.6125547, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 704, 'shrink': 769, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0807733, PRECISION: 0.0164626, PRECISION_RECALL_MIN_DEN: 0.0639557, RECALL: 0.0623817, MAP: 0.0261170, MRR: 0.0548003, NDCG: 0.0413450, F1: 0.0260467, HIT_RATE: 0.1646260, ARHR: 0.0600598, NOVELTY: 0.0050699, AVERAGE_POPULARITY: 0.0176574, DIVERSITY_MEAN_INTER_LIST: 0.9964339, DIVERSITY_HERFINDAHL: 0.9996245, COVERAGE_ITEM: 0.4868527, COVERAGE_ITEM_CORRECT: 0.0297979, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0903989, DIVERSITY_GINI: 0.2099742, SHANNON_ENTROPY: 12.6078790, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 661, 'shrink': 836, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0806655, PRECISION: 0.0165611, PRECISION_RECALL_MIN_DEN: 0.0642647, RECALL: 0.0626660, MAP: 0.0261811, MRR: 0.0547061, NDCG: 0.0414714, F1: 0.0261951, HIT_RATE: 0.1656112, ARHR: 0.0599813, NOVELTY: 0.0050702, AVERAGE_POPULARITY: 0.0176771, DIVERSITY_MEAN_INTER_LIST: 0.9964631, DIVERSITY_HERFINDAHL: 0.9996274, COVERAGE_ITEM: 0.4889394, COVERAGE_ITEM_CORRECT: 0.0299673, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0910784, DIVERSITY_GINI: 0.2115416, SHANNON_ENTROPY: 12.6192437, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 228, 'shrink': 823, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0850046, PRECISION: 0.0176270, PRECISION_RECALL_MIN_DEN: 0.0672229, RECALL: 0.0654560, MAP: 0.0271218, MRR: 0.0576593, NDCG: 0.0432514, F1: 0.0277718, HIT_RATE: 0.1762698, ARHR: 0.0635836, NOVELTY: 0.0050615, AVERAGE_POPULARITY: 0.0177012, DIVERSITY_MEAN_INTER_LIST: 0.9970184, DIVERSITY_HERFINDAHL: 0.9996829, COVERAGE_ITEM: 0.5252743, COVERAGE_ITEM_CORRECT: 0.0321848, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0958097, DIVERSITY_GINI: 0.2422227, SHANNON_ENTROPY: 12.8327282, 

SearchBayesianSkopt-CV: New best config found. Config 20: {'topK': 50, 'shrink': 55, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0885677, PRECISION: 0.0184587, PRECISION_RECALL_MIN_DEN: 0.0691543, RECALL: 0.0672023, MAP: 0.0289715, MRR: 0.0611229, NDCG: 0.0454595, F1: 0.0289561, HIT_RATE: 0.1845871, ARHR: 0.0678929, NOVELTY: 0.0050532, AVERAGE_POPULARITY: 0.0179100, DIVERSITY_MEAN_INTER_LIST: 0.9975898, DIVERSITY_HERFINDAHL: 0.9997401, COVERAGE_ITEM: 0.5995919, COVERAGE_ITEM_CORRECT: 0.0344716, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0985529, DIVERSITY_GINI: 0.3046795, SHANNON_ENTROPY: 13.1678886, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 694, 'shrink': 965, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0805917, PRECISION: 0.0165080, PRECISION_RECALL_MIN_DEN: 0.0641921, RECALL: 0.0626173, MAP: 0.0260784, MRR: 0.0546703, NDCG: 0.0413618, F1: 0.0261244, HIT_RATE: 0.1650798, ARHR: 0.0599217, NOVELTY: 0.0050714, AVERAGE_POPULARITY: 0.0176652, DIVERSITY_MEAN_INTER_LIST: 0.9964070, DIVERSITY_HERFINDAHL: 0.9996218, COVERAGE_ITEM: 0.4869143, COVERAGE_ITEM_CORRECT: 0.0298672, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0907261, DIVERSITY_GINI: 0.2098336, SHANNON_ENTROPY: 12.6045898, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 481, 'shrink': 928, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0818164, PRECISION: 0.0168564, PRECISION_RECALL_MIN_DEN: 0.0647572, RECALL: 0.0631143, MAP: 0.0264141, MRR: 0.0552575, NDCG: 0.0418572, F1: 0.0266023, HIT_RATE: 0.1685635, ARHR: 0.0608325, NOVELTY: 0.0050699, AVERAGE_POPULARITY: 0.0177229, DIVERSITY_MEAN_INTER_LIST: 0.9966610, DIVERSITY_HERFINDAHL: 0.9996472, COVERAGE_ITEM: 0.5001347, COVERAGE_ITEM_CORRECT: 0.0305910, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0920599, DIVERSITY_GINI: 0.2210143, SHANNON_ENTROPY: 12.6886967, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 259, 'shrink': 875, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0837062, PRECISION: 0.0174031, PRECISION_RECALL_MIN_DEN: 0.0666367, RECALL: 0.0648992, MAP: 0.0268462, MRR: 0.0565469, NDCG: 0.0427653, F1: 0.0274431, HIT_RATE: 0.1740306, ARHR: 0.0624211, NOVELTY: 0.0050606, AVERAGE_POPULARITY: 0.0176563, DIVERSITY_MEAN_INTER_LIST: 0.9969524, DIVERSITY_HERFINDAHL: 0.9996764, COVERAGE_ITEM: 0.5216246, COVERAGE_ITEM_CORRECT: 0.0318537, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0944507, DIVERSITY_GINI: 0.2386623, SHANNON_ENTROPY: 12.8078875, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 628, 'shrink': 371, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0817647, PRECISION: 0.0167583, PRECISION_RECALL_MIN_DEN: 0.0647470, RECALL: 0.0631349, MAP: 0.0265728, MRR: 0.0558643, NDCG: 0.0420055, F1: 0.0264824, HIT_RATE: 0.1675832, ARHR: 0.0613025, NOVELTY: 0.0050687, AVERAGE_POPULARITY: 0.0176945, DIVERSITY_MEAN_INTER_LIST: 0.9966287, DIVERSITY_HERFINDAHL: 0.9996440, COVERAGE_ITEM: 0.4937594, COVERAGE_ITEM_CORRECT: 0.0303138, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0918334, DIVERSITY_GINI: 0.2166877, SHANNON_ENTROPY: 12.6651658, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 201, 'shrink': 736, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0855191, PRECISION: 0.0175277, PRECISION_RECALL_MIN_DEN: 0.0666125, RECALL: 0.0648668, MAP: 0.0271239, MRR: 0.0575635, NDCG: 0.0431192, F1: 0.0275952, HIT_RATE: 0.1752766, ARHR: 0.0635059, NOVELTY: 0.0050592, AVERAGE_POPULARITY: 0.0177429, DIVERSITY_MEAN_INTER_LIST: 0.9970920, DIVERSITY_HERFINDAHL: 0.9996903, COVERAGE_ITEM: 0.5296400, COVERAGE_ITEM_CORRECT: 0.0320308, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0952057, DIVERSITY_GINI: 0.2462798, SHANNON_ENTROPY: 12.8593224, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 795, 'shrink': 40, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0861155, PRECISION: 0.0173457, PRECISION_RECALL_MIN_DEN: 0.0669473, RECALL: 0.0653446, MAP: 0.0280096, MRR: 0.0587338, NDCG: 0.0439602, F1: 0.0274119, HIT_RATE: 0.1734569, ARHR: 0.0643872, NOVELTY: 0.0050694, AVERAGE_POPULARITY: 0.0176825, DIVERSITY_MEAN_INTER_LIST: 0.9970131, DIVERSITY_HERFINDAHL: 0.9996824, COVERAGE_ITEM: 0.5271607, COVERAGE_ITEM_CORRECT: 0.0317536, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0954322, DIVERSITY_GINI: 0.2446177, SHANNON_ENTROPY: 12.8466023, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 740, 'shrink': 565, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0811946, PRECISION: 0.0164627, PRECISION_RECALL_MIN_DEN: 0.0639810, RECALL: 0.0623910, MAP: 0.0261870, MRR: 0.0551623, NDCG: 0.0414167, F1: 0.0260467, HIT_RATE: 0.1646268, ARHR: 0.0604174, NOVELTY: 0.0050695, AVERAGE_POPULARITY: 0.0176919, DIVERSITY_MEAN_INTER_LIST: 0.9964673, DIVERSITY_HERFINDAHL: 0.9996278, COVERAGE_ITEM: 0.4863292, COVERAGE_ITEM_CORRECT: 0.0297979, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0907009, DIVERSITY_GINI: 0.2098888, SHANNON_ENTROPY: 12.6112979, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 506, 'shrink': 995, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0816158, PRECISION: 0.0168940, PRECISION_RECALL_MIN_DEN: 0.0648892, RECALL: 0.0632346, MAP: 0.0264731, MRR: 0.0553367, NDCG: 0.0419267, F1: 0.0266600, HIT_RATE: 0.1689397, ARHR: 0.0608601, NOVELTY: 0.0050699, AVERAGE_POPULARITY: 0.0177154, DIVERSITY_MEAN_INTER_LIST: 0.9966312, DIVERSITY_HERFINDAHL: 0.9996442, COVERAGE_ITEM: 0.4979095, COVERAGE_ITEM_CORRECT: 0.0306218, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0921857, DIVERSITY_GINI: 0.2193043, SHANNON_ENTROPY: 12.6768343, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 238, 'shrink': 98, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0871534, PRECISION: 0.0180131, PRECISION_RECALL_MIN_DEN: 0.0680996, RECALL: 0.0662877, MAP: 0.0279374, MRR: 0.0594434, NDCG: 0.0442800, F1: 0.0283264, HIT_RATE: 0.1801312, ARHR: 0.0657228, NOVELTY: 0.0050594, AVERAGE_POPULARITY: 0.0176680, DIVERSITY_MEAN_INTER_LIST: 0.9972422, DIVERSITY_HERFINDAHL: 0.9997053, COVERAGE_ITEM: 0.5420058, COVERAGE_ITEM_CORRECT: 0.0331396, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0970429, DIVERSITY_GINI: 0.2587685, SHANNON_ENTROPY: 12.9376434, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 6, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0784005, PRECISION: 0.0151011, PRECISION_RECALL_MIN_DEN: 0.0581741, RECALL: 0.0567619, MAP: 0.0254241, MRR: 0.0533645, NDCG: 0.0392798, F1: 0.0238546, HIT_RATE: 0.1510105, ARHR: 0.0579525, NOVELTY: 0.0049936, AVERAGE_POPULARITY: 0.0188767, DIVERSITY_MEAN_INTER_LIST: 0.9877367, DIVERSITY_HERFINDAHL: 0.9987550, COVERAGE_ITEM: 0.6196420, COVERAGE_ITEM_CORRECT: 0.0281347, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0841324, DIVERSITY_GINI: 0.2919893, SHANNON_ENTROPY: 12.7147329, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 995, 'shrink': 18, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0862067, PRECISION: 0.0174853, PRECISION_RECALL_MIN_DEN: 0.0685718, RECALL: 0.0670190, MAP: 0.0285287, MRR: 0.0592506, NDCG: 0.0447533, F1: 0.0277334, HIT_RATE: 0.1748533, ARHR: 0.0648986, NOVELTY: 0.0050725, AVERAGE_POPULARITY: 0.0178624, DIVERSITY_MEAN_INTER_LIST: 0.9970436, DIVERSITY_HERFINDAHL: 0.9996855, COVERAGE_ITEM: 0.5380558, COVERAGE_ITEM_CORRECT: 0.0320462, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0959104, DIVERSITY_GINI: 0.2500325, SHANNON_ENTROPY: 12.8723024, 
