
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 647, 'shrink': 492, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.12751404880876174} - results: ROC_AUC: 0.1358681, PRECISION: 0.0280866, PRECISION_RECALL_MIN_DEN: 0.1061640, RECALL: 0.1035515, MAP: 0.0456367, MRR: 0.0957111, NDCG: 0.0709809, F1: 0.0441869, HIT_RATE: 0.2808658, ARHR: 0.1071609, NOVELTY: 0.0053676, AVERAGE_POPULARITY: 0.1181245, DIVERSITY_MEAN_INTER_LIST: 0.9923992, DIVERSITY_HERFINDAHL: 0.9992211, COVERAGE_ITEM: 0.4581636, COVERAGE_ITEM_CORRECT: 0.0373821, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1471499, DIVERSITY_GINI: 0.1756154, SHANNON_ENTROPY: 12.1180130, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 948, 'shrink': 261, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.30283337165640806} - results: ROC_AUC: 0.1334214, PRECISION: 0.0272458, PRECISION_RECALL_MIN_DEN: 0.1037699, RECALL: 0.1013302, MAP: 0.0448209, MRR: 0.0936089, NDCG: 0.0695640, F1: 0.0429436, HIT_RATE: 0.2724580, ARHR: 0.1044174, NOVELTY: 0.0053851, AVERAGE_POPULARITY: 0.1119343, DIVERSITY_MEAN_INTER_LIST: 0.9934659, DIVERSITY_HERFINDAHL: 0.9993278, COVERAGE_ITEM: 0.4573474, COVERAGE_ITEM_CORRECT: 0.0372435, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1440040, DIVERSITY_GINI: 0.1778646, SHANNON_ENTROPY: 12.1930209, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 878, 'shrink': 951, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.6596318785685288} - results: ROC_AUC: 0.1344666, PRECISION: 0.0275635, PRECISION_RECALL_MIN_DEN: 0.1043500, RECALL: 0.1018535, MAP: 0.0451560, MRR: 0.0947898, NDCG: 0.0701124, F1: 0.0433852, HIT_RATE: 0.2756348, ARHR: 0.1058433, NOVELTY: 0.0053464, AVERAGE_POPULARITY: 0.1252267, DIVERSITY_MEAN_INTER_LIST: 0.9912681, DIVERSITY_HERFINDAHL: 0.9991080, COVERAGE_ITEM: 0.4466064, COVERAGE_ITEM_CORRECT: 0.0359192, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1450107, DIVERSITY_GINI: 0.1655872, SHANNON_ENTROPY: 11.9887735, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 369, 'shrink': 832, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.04204349848637979} - results: ROC_AUC: 0.1372889, PRECISION: 0.0283074, PRECISION_RECALL_MIN_DEN: 0.1058966, RECALL: 0.1032281, MAP: 0.0461202, MRR: 0.0972112, NDCG: 0.0714500, F1: 0.0444302, HIT_RATE: 0.2830743, ARHR: 0.1088911, NOVELTY: 0.0053661, AVERAGE_POPULARITY: 0.1202651, DIVERSITY_MEAN_INTER_LIST: 0.9918338, DIVERSITY_HERFINDAHL: 0.9991646, COVERAGE_ITEM: 0.4708527, COVERAGE_ITEM_CORRECT: 0.0372358, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1480810, DIVERSITY_GINI: 0.1828298, SHANNON_ENTROPY: 12.1360977, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 273, 'shrink': 508, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.18310154878545107} - results: ROC_AUC: 0.1382666, PRECISION: 0.0285459, PRECISION_RECALL_MIN_DEN: 0.1066473, RECALL: 0.1039295, MAP: 0.0463473, MRR: 0.0983098, NDCG: 0.0719226, F1: 0.0447887, HIT_RATE: 0.2854587, ARHR: 0.1103107, NOVELTY: 0.0053815, AVERAGE_POPULARITY: 0.1157691, DIVERSITY_MEAN_INTER_LIST: 0.9926456, DIVERSITY_HERFINDAHL: 0.9992457, COVERAGE_ITEM: 0.4822098, COVERAGE_ITEM_CORRECT: 0.0383600, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1483830, DIVERSITY_GINI: 0.1925923, SHANNON_ENTROPY: 12.2390195, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 833, 'shrink': 547, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.4824588496100565} - results: ROC_AUC: 0.1344129, PRECISION: 0.0277493, PRECISION_RECALL_MIN_DEN: 0.1050621, RECALL: 0.1025207, MAP: 0.0453258, MRR: 0.0949884, NDCG: 0.0704068, F1: 0.0436761, HIT_RATE: 0.2774931, ARHR: 0.1061205, NOVELTY: 0.0053601, AVERAGE_POPULARITY: 0.1200879, DIVERSITY_MEAN_INTER_LIST: 0.9921236, DIVERSITY_HERFINDAHL: 0.9991936, COVERAGE_ITEM: 0.4506718, COVERAGE_ITEM_CORRECT: 0.0365582, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1458915, DIVERSITY_GINI: 0.1700673, SHANNON_ENTROPY: 12.0646928, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 362, 'shrink': 831, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.16639268133047272} - results: ROC_AUC: 0.1370932, PRECISION: 0.0283225, PRECISION_RECALL_MIN_DEN: 0.1058630, RECALL: 0.1032018, MAP: 0.0460820, MRR: 0.0972625, NDCG: 0.0714344, F1: 0.0444460, HIT_RATE: 0.2832252, ARHR: 0.1089486, NOVELTY: 0.0053664, AVERAGE_POPULARITY: 0.1202024, DIVERSITY_MEAN_INTER_LIST: 0.9918363, DIVERSITY_HERFINDAHL: 0.9991648, COVERAGE_ITEM: 0.4711068, COVERAGE_ITEM_CORRECT: 0.0372743, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1481314, DIVERSITY_GINI: 0.1830712, SHANNON_ENTROPY: 12.1377145, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 43, 'shrink': 514, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.25845035999271887} - results: ROC_AUC: 0.1382720, PRECISION: 0.0287966, PRECISION_RECALL_MIN_DEN: 0.1069236, RECALL: 0.1041312, MAP: 0.0466814, MRR: 0.0982957, NDCG: 0.0721913, F1: 0.0451142, HIT_RATE: 0.2879663, ARHR: 0.1105543, NOVELTY: 0.0054147, AVERAGE_POPULARITY: 0.1105737, DIVERSITY_MEAN_INTER_LIST: 0.9929796, DIVERSITY_HERFINDAHL: 0.9992791, COVERAGE_ITEM: 0.5427680, COVERAGE_ITEM_CORRECT: 0.0393840, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1491884, DIVERSITY_GINI: 0.2310706, SHANNON_ENTROPY: 12.4516042, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 294, 'shrink': 804, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.12639974500703424} - results: ROC_AUC: 0.1381077, PRECISION: 0.0285420, PRECISION_RECALL_MIN_DEN: 0.1063353, RECALL: 0.1036393, MAP: 0.0463438, MRR: 0.0981039, NDCG: 0.0718630, F1: 0.0447569, HIT_RATE: 0.2854200, ARHR: 0.1099925, NOVELTY: 0.0053704, AVERAGE_POPULARITY: 0.1194059, DIVERSITY_MEAN_INTER_LIST: 0.9919575, DIVERSITY_HERFINDAHL: 0.9991770, COVERAGE_ITEM: 0.4771126, COVERAGE_ITEM_CORRECT: 0.0377979, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1487857, DIVERSITY_GINI: 0.1874666, SHANNON_ENTROPY: 12.1713686, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 883, 'shrink': 150, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.34457432466624077} - results: ROC_AUC: 0.1323141, PRECISION: 0.0271810, PRECISION_RECALL_MIN_DEN: 0.1041272, RECALL: 0.1016939, MAP: 0.0443785, MRR: 0.0923055, NDCG: 0.0691515, F1: 0.0428962, HIT_RATE: 0.2718104, ARHR: 0.1031521, NOVELTY: 0.0054141, AVERAGE_POPULARITY: 0.1046134, DIVERSITY_MEAN_INTER_LIST: 0.9945976, DIVERSITY_HERFINDAHL: 0.9994409, COVERAGE_ITEM: 0.4716458, COVERAGE_ITEM_CORRECT: 0.0386372, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1431232, DIVERSITY_GINI: 0.1911461, SHANNON_ENTROPY: 12.3499298, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 787, 'shrink': 651, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.09645374789173114} - results: ROC_AUC: 0.1348767, PRECISION: 0.0278591, PRECISION_RECALL_MIN_DEN: 0.1053944, RECALL: 0.1028394, MAP: 0.0454815, MRR: 0.0951096, NDCG: 0.0706110, F1: 0.0438404, HIT_RATE: 0.2785907, ARHR: 0.1063665, NOVELTY: 0.0053568, AVERAGE_POPULARITY: 0.1214206, DIVERSITY_MEAN_INTER_LIST: 0.9918618, DIVERSITY_HERFINDAHL: 0.9991674, COVERAGE_ITEM: 0.4508489, COVERAGE_ITEM_CORRECT: 0.0367276, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462439, DIVERSITY_GINI: 0.1695454, SHANNON_ENTROPY: 12.0479695, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 71, 'shrink': 305, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.12645089430315107} - results: ROC_AUC: 0.1378467, PRECISION: 0.0288313, PRECISION_RECALL_MIN_DEN: 0.1069597, RECALL: 0.1041315, MAP: 0.0465130, MRR: 0.0976824, NDCG: 0.0720260, F1: 0.0451567, HIT_RATE: 0.2883127, ARHR: 0.1100024, NOVELTY: 0.0054180, AVERAGE_POPULARITY: 0.1083236, DIVERSITY_MEAN_INTER_LIST: 0.9937235, DIVERSITY_HERFINDAHL: 0.9993535, COVERAGE_ITEM: 0.5320962, COVERAGE_ITEM_CORRECT: 0.0399692, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1489870, DIVERSITY_GINI: 0.2279900, SHANNON_ENTROPY: 12.4884557, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 592, 'shrink': 917, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.7554813549226} - results: ROC_AUC: 0.1361618, PRECISION: 0.0281776, PRECISION_RECALL_MIN_DEN: 0.1060737, RECALL: 0.1034418, MAP: 0.0457590, MRR: 0.0958720, NDCG: 0.0710843, F1: 0.0442903, HIT_RATE: 0.2817760, ARHR: 0.1075663, NOVELTY: 0.0053551, AVERAGE_POPULARITY: 0.1230366, DIVERSITY_MEAN_INTER_LIST: 0.9915049, DIVERSITY_HERFINDAHL: 0.9991317, COVERAGE_ITEM: 0.4571396, COVERAGE_ITEM_CORRECT: 0.0368662, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1471247, DIVERSITY_GINI: 0.1730582, SHANNON_ENTROPY: 12.0545220, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 821, 'shrink': 287, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.5157156913014105} - results: ROC_AUC: 0.1341808, PRECISION: 0.0275789, PRECISION_RECALL_MIN_DEN: 0.1046906, RECALL: 0.1021894, MAP: 0.0451525, MRR: 0.0943865, NDCG: 0.0701130, F1: 0.0434350, HIT_RATE: 0.2757893, ARHR: 0.1054201, NOVELTY: 0.0053830, AVERAGE_POPULARITY: 0.1128342, DIVERSITY_MEAN_INTER_LIST: 0.9933269, DIVERSITY_HERFINDAHL: 0.9993139, COVERAGE_ITEM: 0.4587103, COVERAGE_ITEM_CORRECT: 0.0375592, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1452372, DIVERSITY_GINI: 0.1784294, SHANNON_ENTROPY: 12.1893256, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 290, 'shrink': 198, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.45841287940748643} - results: ROC_AUC: 0.1367019, PRECISION: 0.0282314, PRECISION_RECALL_MIN_DEN: 0.1059713, RECALL: 0.1033682, MAP: 0.0455741, MRR: 0.0967947, NDCG: 0.0710529, F1: 0.0443491, HIT_RATE: 0.2823138, ARHR: 0.1084382, NOVELTY: 0.0054134, AVERAGE_POPULARITY: 0.1065957, DIVERSITY_MEAN_INTER_LIST: 0.9943110, DIVERSITY_HERFINDAHL: 0.9994123, COVERAGE_ITEM: 0.4942907, COVERAGE_ITEM_CORRECT: 0.0394841, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1474267, DIVERSITY_GINI: 0.2054840, SHANNON_ENTROPY: 12.4152139, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 675, 'shrink': 124, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.7697562240918684} - results: ROC_AUC: 0.1337011, PRECISION: 0.0275639, PRECISION_RECALL_MIN_DEN: 0.1048897, RECALL: 0.1024063, MAP: 0.0447657, MRR: 0.0937028, NDCG: 0.0698138, F1: 0.0434359, HIT_RATE: 0.2756388, ARHR: 0.1045825, NOVELTY: 0.0054275, AVERAGE_POPULARITY: 0.1019435, DIVERSITY_MEAN_INTER_LIST: 0.9950094, DIVERSITY_HERFINDAHL: 0.9994821, COVERAGE_ITEM: 0.4829413, COVERAGE_ITEM_CORRECT: 0.0396843, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1455644, DIVERSITY_GINI: 0.2005311, SHANNON_ENTROPY: 12.4353231, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 475, 'shrink': 340, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.18494618323565196} - results: ROC_AUC: 0.1372595, PRECISION: 0.0281554, PRECISION_RECALL_MIN_DEN: 0.1061566, RECALL: 0.1035634, MAP: 0.0460505, MRR: 0.0966569, NDCG: 0.0714142, F1: 0.0442735, HIT_RATE: 0.2815538, ARHR: 0.1081747, NOVELTY: 0.0053849, AVERAGE_POPULARITY: 0.1134157, DIVERSITY_MEAN_INTER_LIST: 0.9931652, DIVERSITY_HERFINDAHL: 0.9992977, COVERAGE_ITEM: 0.4708373, COVERAGE_ITEM_CORRECT: 0.0381983, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1476029, DIVERSITY_GINI: 0.1860921, SHANNON_ENTROPY: 12.2293881, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 269, 'shrink': 183, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.6639272578949035} - results: ROC_AUC: 0.1370378, PRECISION: 0.0282615, PRECISION_RECALL_MIN_DEN: 0.1059183, RECALL: 0.1032721, MAP: 0.0454312, MRR: 0.0965365, NDCG: 0.0709158, F1: 0.0443773, HIT_RATE: 0.2826148, ARHR: 0.1082140, NOVELTY: 0.0054180, AVERAGE_POPULARITY: 0.1056192, DIVERSITY_MEAN_INTER_LIST: 0.9944623, DIVERSITY_HERFINDAHL: 0.9994274, COVERAGE_ITEM: 0.4979095, COVERAGE_ITEM_CORRECT: 0.0398075, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1476280, DIVERSITY_GINI: 0.2088992, SHANNON_ENTROPY: 12.4443450, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 879, 'shrink': 927, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.253018561605127} - results: ROC_AUC: 0.1344049, PRECISION: 0.0275560, PRECISION_RECALL_MIN_DEN: 0.1042289, RECALL: 0.1017242, MAP: 0.0451386, MRR: 0.0946900, NDCG: 0.0700598, F1: 0.0433642, HIT_RATE: 0.2755596, ARHR: 0.1057459, NOVELTY: 0.0053468, AVERAGE_POPULARITY: 0.1250433, DIVERSITY_MEAN_INTER_LIST: 0.9913029, DIVERSITY_HERFINDAHL: 0.9991115, COVERAGE_ITEM: 0.4466295, COVERAGE_ITEM_CORRECT: 0.0359423, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1449604, DIVERSITY_GINI: 0.1657054, SHANNON_ENTROPY: 11.9914250, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 197, 'shrink': 567, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.03675089002958521} - results: ROC_AUC: 0.1396029, PRECISION: 0.0286483, PRECISION_RECALL_MIN_DEN: 0.1069916, RECALL: 0.1042419, MAP: 0.0465390, MRR: 0.0985645, NDCG: 0.0721770, F1: 0.0449440, HIT_RATE: 0.2864832, ARHR: 0.1106801, NOVELTY: 0.0053854, AVERAGE_POPULARITY: 0.1154874, DIVERSITY_MEAN_INTER_LIST: 0.9925980, DIVERSITY_HERFINDAHL: 0.9992410, COVERAGE_ITEM: 0.4929124, COVERAGE_ITEM_CORRECT: 0.0386449, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1496162, DIVERSITY_GINI: 0.1993375, SHANNON_ENTROPY: 12.2743455, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 952, 'shrink': 181, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.75868470042292} - results: ROC_AUC: 0.1328571, PRECISION: 0.0272491, PRECISION_RECALL_MIN_DEN: 0.1040822, RECALL: 0.1016370, MAP: 0.0444129, MRR: 0.0927901, NDCG: 0.0692585, F1: 0.0429757, HIT_RATE: 0.2724912, ARHR: 0.1035691, NOVELTY: 0.0054029, AVERAGE_POPULARITY: 0.1072241, DIVERSITY_MEAN_INTER_LIST: 0.9941928, DIVERSITY_HERFINDAHL: 0.9994004, COVERAGE_ITEM: 0.4647546, COVERAGE_ITEM_CORRECT: 0.0381598, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1440040, DIVERSITY_GINI: 0.1852200, SHANNON_ENTROPY: 12.2860962, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 38, 'shrink': 975, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9801909386902493} - results: ROC_AUC: 0.1382535, PRECISION: 0.0287284, PRECISION_RECALL_MIN_DEN: 0.1066506, RECALL: 0.1038355, MAP: 0.0468117, MRR: 0.0984444, NDCG: 0.0722157, F1: 0.0450032, HIT_RATE: 0.2872841, ARHR: 0.1107841, NOVELTY: 0.0054086, AVERAGE_POPULARITY: 0.1129348, DIVERSITY_MEAN_INTER_LIST: 0.9922971, DIVERSITY_HERFINDAHL: 0.9992109, COVERAGE_ITEM: 0.5432685, COVERAGE_ITEM_CORRECT: 0.0388989, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1484837, DIVERSITY_GINI: 0.2291600, SHANNON_ENTROPY: 12.4019965, 
