
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 65, 'shrink': 351, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4808676057946877, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0742654, PRECISION: 0.0151161, PRECISION_RECALL_MIN_DEN: 0.0558051, RECALL: 0.0542412, MAP: 0.0237510, MRR: 0.0513996, NDCG: 0.0372694, F1: 0.0236385, HIT_RATE: 0.1511613, ARHR: 0.0569590, NOVELTY: 0.0050262, AVERAGE_POPULARITY: 0.0162597, DIVERSITY_MEAN_INTER_LIST: 0.9971389, DIVERSITY_HERFINDAHL: 0.9996950, COVERAGE_ITEM: 0.6145063, COVERAGE_ITEM_CORRECT: 0.0283118, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0811627, DIVERSITY_GINI: 0.3115653, SHANNON_ENTROPY: 13.1549780, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 443, 'shrink': 607, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1043886099704601, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0810631, PRECISION: 0.0170569, PRECISION_RECALL_MIN_DEN: 0.0633541, RECALL: 0.0616195, MAP: 0.0258064, MRR: 0.0550897, NDCG: 0.0411811, F1: 0.0267132, HIT_RATE: 0.1705686, ARHR: 0.0611370, NOVELTY: 0.0050361, AVERAGE_POPULARITY: 0.0158259, DIVERSITY_MEAN_INTER_LIST: 0.9973858, DIVERSITY_HERFINDAHL: 0.9997197, COVERAGE_ITEM: 0.5626718, COVERAGE_ITEM_CORRECT: 0.0313070, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0913552, DIVERSITY_GINI: 0.2763711, SHANNON_ENTROPY: 13.0181193, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 946, 'shrink': 441, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06615986084783755, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0636868, PRECISION: 0.0126479, PRECISION_RECALL_MIN_DEN: 0.0459134, RECALL: 0.0447006, MAP: 0.0196840, MRR: 0.0439084, NDCG: 0.0311522, F1: 0.0197131, HIT_RATE: 0.1264792, ARHR: 0.0477528, NOVELTY: 0.0050346, AVERAGE_POPULARITY: 0.0147142, DIVERSITY_MEAN_INTER_LIST: 0.9965373, DIVERSITY_HERFINDAHL: 0.9996348, COVERAGE_ITEM: 0.4911184, COVERAGE_ITEM_CORRECT: 0.0233532, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0704165, DIVERSITY_GINI: 0.2225472, SHANNON_ENTROPY: 12.6895515, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 381, 'shrink': 292, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2816911059397673, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0791832, PRECISION: 0.0164199, PRECISION_RECALL_MIN_DEN: 0.0607629, RECALL: 0.0589940, MAP: 0.0250143, MRR: 0.0543769, NDCG: 0.0397663, F1: 0.0256876, HIT_RATE: 0.1641993, ARHR: 0.0601646, NOVELTY: 0.0050411, AVERAGE_POPULARITY: 0.0165810, DIVERSITY_MEAN_INTER_LIST: 0.9975820, DIVERSITY_HERFINDAHL: 0.9997393, COVERAGE_ITEM: 0.6144832, COVERAGE_ITEM_CORRECT: 0.0307526, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0881842, DIVERSITY_GINI: 0.3116890, SHANNON_ENTROPY: 13.1837611, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 160, 'shrink': 810, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7558020005282882, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0797561, PRECISION: 0.0164963, PRECISION_RECALL_MIN_DEN: 0.0607232, RECALL: 0.0589842, MAP: 0.0254289, MRR: 0.0546793, NDCG: 0.0401205, F1: 0.0257800, HIT_RATE: 0.1649628, ARHR: 0.0606601, NOVELTY: 0.0050283, AVERAGE_POPULARITY: 0.0161716, DIVERSITY_MEAN_INTER_LIST: 0.9974873, DIVERSITY_HERFINDAHL: 0.9997298, COVERAGE_ITEM: 0.6275881, COVERAGE_ITEM_CORRECT: 0.0308681, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0885366, DIVERSITY_GINI: 0.3250933, SHANNON_ENTROPY: 13.2262127, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 896, 'shrink': 693, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.811208228497274, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0811631, PRECISION: 0.0168718, PRECISION_RECALL_MIN_DEN: 0.0623317, RECALL: 0.0605274, MAP: 0.0259636, MRR: 0.0559571, NDCG: 0.0410130, F1: 0.0263839, HIT_RATE: 0.1687177, ARHR: 0.0619150, NOVELTY: 0.0050359, AVERAGE_POPULARITY: 0.0162394, DIVERSITY_MEAN_INTER_LIST: 0.9976844, DIVERSITY_HERFINDAHL: 0.9997495, COVERAGE_ITEM: 0.6228527, COVERAGE_ITEM_CORRECT: 0.0314533, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0904241, DIVERSITY_GINI: 0.3204954, SHANNON_ENTROPY: 13.2243190, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 908, 'shrink': 361, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1839116030075643, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0821043, PRECISION: 0.0170878, PRECISION_RECALL_MIN_DEN: 0.0630986, RECALL: 0.0612944, MAP: 0.0262426, MRR: 0.0568421, NDCG: 0.0415335, F1: 0.0267216, HIT_RATE: 0.1708782, ARHR: 0.0628977, NOVELTY: 0.0050422, AVERAGE_POPULARITY: 0.0164852, DIVERSITY_MEAN_INTER_LIST: 0.9976576, DIVERSITY_HERFINDAHL: 0.9997469, COVERAGE_ITEM: 0.6216439, COVERAGE_ITEM_CORRECT: 0.0318152, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0914811, DIVERSITY_GINI: 0.3179061, SHANNON_ENTROPY: 13.2119882, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 11, 'shrink': 502, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2386565634516407, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0682265, PRECISION: 0.0129970, PRECISION_RECALL_MIN_DEN: 0.0487591, RECALL: 0.0475050, MAP: 0.0220799, MRR: 0.0475141, NDCG: 0.0338355, F1: 0.0204061, HIT_RATE: 0.1299701, ARHR: 0.0518245, NOVELTY: 0.0050127, AVERAGE_POPULARITY: 0.0157238, DIVERSITY_MEAN_INTER_LIST: 0.9962939, DIVERSITY_HERFINDAHL: 0.9996105, COVERAGE_ITEM: 0.6211973, COVERAGE_ITEM_CORRECT: 0.0245236, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0718762, DIVERSITY_GINI: 0.3159223, SHANNON_ENTROPY: 13.1280317, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 747, 'shrink': 719, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8254279560906439, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0640254, PRECISION: 0.0128409, PRECISION_RECALL_MIN_DEN: 0.0464787, RECALL: 0.0452266, MAP: 0.0197708, MRR: 0.0441141, NDCG: 0.0313870, F1: 0.0199987, HIT_RATE: 0.1284086, ARHR: 0.0480794, NOVELTY: 0.0050314, AVERAGE_POPULARITY: 0.0147390, DIVERSITY_MEAN_INTER_LIST: 0.9967382, DIVERSITY_HERFINDAHL: 0.9996549, COVERAGE_ITEM: 0.4966314, COVERAGE_ITEM_CORRECT: 0.0237536, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0712470, DIVERSITY_GINI: 0.2276059, SHANNON_ENTROPY: 12.7318938, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 806, 'shrink': 174, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.101381242248779, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0698474, PRECISION: 0.0145247, PRECISION_RECALL_MIN_DEN: 0.0518435, RECALL: 0.0502722, MAP: 0.0211566, MRR: 0.0484504, NDCG: 0.0341558, F1: 0.0225365, HIT_RATE: 0.1452473, ARHR: 0.0534333, NOVELTY: 0.0050382, AVERAGE_POPULARITY: 0.0170940, DIVERSITY_MEAN_INTER_LIST: 0.9975341, DIVERSITY_HERFINDAHL: 0.9997345, COVERAGE_ITEM: 0.6247700, COVERAGE_ITEM_CORRECT: 0.0270953, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0785454, DIVERSITY_GINI: 0.3123535, SHANNON_ENTROPY: 13.1705542, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 433, 'shrink': 815, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.382090420211934, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0714920, PRECISION: 0.0148767, PRECISION_RECALL_MIN_DEN: 0.0523142, RECALL: 0.0506230, MAP: 0.0216422, MRR: 0.0494284, NDCG: 0.0347533, F1: 0.0229929, HIT_RATE: 0.1487674, ARHR: 0.0548724, NOVELTY: 0.0050370, AVERAGE_POPULARITY: 0.0164604, DIVERSITY_MEAN_INTER_LIST: 0.9977170, DIVERSITY_HERFINDAHL: 0.9997528, COVERAGE_ITEM: 0.6350722, COVERAGE_ITEM_CORRECT: 0.0279962, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0794010, DIVERSITY_GINI: 0.3262383, SHANNON_ENTROPY: 13.2449792, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 914, 'shrink': 357, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.828697018204926, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0727038, PRECISION: 0.0151841, PRECISION_RECALL_MIN_DEN: 0.0534133, RECALL: 0.0517045, MAP: 0.0219700, MRR: 0.0505939, NDCG: 0.0353922, F1: 0.0234731, HIT_RATE: 0.1518411, ARHR: 0.0560106, NOVELTY: 0.0050386, AVERAGE_POPULARITY: 0.0167083, DIVERSITY_MEAN_INTER_LIST: 0.9977114, DIVERSITY_HERFINDAHL: 0.9997522, COVERAGE_ITEM: 0.6356651, COVERAGE_ITEM_CORRECT: 0.0285043, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0814395, DIVERSITY_GINI: 0.3254880, SHANNON_ENTROPY: 13.2404822, 

SearchBayesianSkopt-CV: New best config found. Config 20: {'topK': 380, 'shrink': 379, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.669553501927426, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0840553, PRECISION: 0.0175159, PRECISION_RECALL_MIN_DEN: 0.0650896, RECALL: 0.0632665, MAP: 0.0268089, MRR: 0.0577883, NDCG: 0.0425659, F1: 0.0274311, HIT_RATE: 0.1751590, ARHR: 0.0640867, NOVELTY: 0.0050393, AVERAGE_POPULARITY: 0.0162771, DIVERSITY_MEAN_INTER_LIST: 0.9977109, DIVERSITY_HERFINDAHL: 0.9997522, COVERAGE_ITEM: 0.6247084, COVERAGE_ITEM_CORRECT: 0.0325313, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0935196, DIVERSITY_GINI: 0.3234915, SHANNON_ENTROPY: 13.2363521, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 690, 'shrink': 628, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.35835445736585, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0647351, PRECISION: 0.0129925, PRECISION_RECALL_MIN_DEN: 0.0469614, RECALL: 0.0456700, MAP: 0.0200563, MRR: 0.0448595, NDCG: 0.0317783, F1: 0.0202258, HIT_RATE: 0.1299253, ARHR: 0.0489017, NOVELTY: 0.0050275, AVERAGE_POPULARITY: 0.0147762, DIVERSITY_MEAN_INTER_LIST: 0.9969380, DIVERSITY_HERFINDAHL: 0.9996749, COVERAGE_ITEM: 0.5024678, COVERAGE_ITEM_CORRECT: 0.0240385, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0721027, DIVERSITY_GINI: 0.2331434, SHANNON_ENTROPY: 12.7786611, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 166, 'shrink': 38, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.17566578883447018, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0707769, PRECISION: 0.0144105, PRECISION_RECALL_MIN_DEN: 0.0511448, RECALL: 0.0496353, MAP: 0.0214281, MRR: 0.0488806, NDCG: 0.0342691, F1: 0.0223344, HIT_RATE: 0.1441047, ARHR: 0.0541155, NOVELTY: 0.0050289, AVERAGE_POPULARITY: 0.0168515, DIVERSITY_MEAN_INTER_LIST: 0.9974619, DIVERSITY_HERFINDAHL: 0.9997273, COVERAGE_ITEM: 0.6359423, COVERAGE_ITEM_CORRECT: 0.0271107, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0775890, DIVERSITY_GINI: 0.3250302, SHANNON_ENTROPY: 13.2140503, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 54, 'shrink': 410, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.84730120629138, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0631575, PRECISION: 0.0127120, PRECISION_RECALL_MIN_DEN: 0.0456921, RECALL: 0.0443727, MAP: 0.0191668, MRR: 0.0440556, NDCG: 0.0305988, F1: 0.0197617, HIT_RATE: 0.1271198, ARHR: 0.0484990, NOVELTY: 0.0050331, AVERAGE_POPULARITY: 0.0164095, DIVERSITY_MEAN_INTER_LIST: 0.9974890, DIVERSITY_HERFINDAHL: 0.9997300, COVERAGE_ITEM: 0.6274726, COVERAGE_ITEM_CORRECT: 0.0239461, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0688058, DIVERSITY_GINI: 0.3156555, SHANNON_ENTROPY: 13.1845859, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 924, 'shrink': 595, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.40072211390912715, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0831296, PRECISION: 0.0173153, PRECISION_RECALL_MIN_DEN: 0.0647263, RECALL: 0.0630305, MAP: 0.0266896, MRR: 0.0567360, NDCG: 0.0423378, F1: 0.0271648, HIT_RATE: 0.1731527, ARHR: 0.0627802, NOVELTY: 0.0050403, AVERAGE_POPULARITY: 0.0160159, DIVERSITY_MEAN_INTER_LIST: 0.9975561, DIVERSITY_HERFINDAHL: 0.9997367, COVERAGE_ITEM: 0.5897825, COVERAGE_ITEM_CORRECT: 0.0318306, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932931, DIVERSITY_GINI: 0.2964526, SHANNON_ENTROPY: 13.1169317, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 791, 'shrink': 4, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8292278916040463, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500549, PRECISION: 0.0104835, PRECISION_RECALL_MIN_DEN: 0.0405604, RECALL: 0.0396130, MAP: 0.0145735, MRR: 0.0320095, NDCG: 0.0246546, F1: 0.0165775, HIT_RATE: 0.1048348, ARHR: 0.0344375, NOVELTY: 0.0050012, AVERAGE_POPULARITY: 0.0160809, DIVERSITY_MEAN_INTER_LIST: 0.9938326, DIVERSITY_HERFINDAHL: 0.9993644, COVERAGE_ITEM: 0.3713109, COVERAGE_ITEM_CORRECT: 0.0189952, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0605512, DIVERSITY_GINI: 0.1246968, SHANNON_ENTROPY: 11.8087883, 

SearchBayesianSkopt-CV: New best config found. Config 26: {'topK': 820, 'shrink': 572, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9182754806763731, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0839477, PRECISION: 0.0175509, PRECISION_RECALL_MIN_DEN: 0.0650993, RECALL: 0.0633070, MAP: 0.0270091, MRR: 0.0580051, NDCG: 0.0427631, F1: 0.0274775, HIT_RATE: 0.1755086, ARHR: 0.0642557, NOVELTY: 0.0050388, AVERAGE_POPULARITY: 0.0161782, DIVERSITY_MEAN_INTER_LIST: 0.9977053, DIVERSITY_HERFINDAHL: 0.9997516, COVERAGE_ITEM: 0.6228604, COVERAGE_ITEM_CORRECT: 0.0325390, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0937712, DIVERSITY_GINI: 0.3219006, SHANNON_ENTROPY: 13.2304530, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 975, 'shrink': 209, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4937064993913204, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0851035, PRECISION: 0.0176148, PRECISION_RECALL_MIN_DEN: 0.0657738, RECALL: 0.0640108, MAP: 0.0269986, MRR: 0.0582669, NDCG: 0.0429752, F1: 0.0276232, HIT_RATE: 0.1761480, ARHR: 0.0645131, NOVELTY: 0.0050434, AVERAGE_POPULARITY: 0.0163969, DIVERSITY_MEAN_INTER_LIST: 0.9976806, DIVERSITY_HERFINDAHL: 0.9997492, COVERAGE_ITEM: 0.6202733, COVERAGE_ITEM_CORRECT: 0.0326391, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0942746, DIVERSITY_GINI: 0.3181490, SHANNON_ENTROPY: 13.2120806, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 199, 'shrink': 867, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1020899174159324, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0703203, PRECISION: 0.0143874, PRECISION_RECALL_MIN_DEN: 0.0509832, RECALL: 0.0494385, MAP: 0.0212957, MRR: 0.0485614, NDCG: 0.0340961, F1: 0.0222877, HIT_RATE: 0.1438738, ARHR: 0.0537679, NOVELTY: 0.0050352, AVERAGE_POPULARITY: 0.0162973, DIVERSITY_MEAN_INTER_LIST: 0.9976079, DIVERSITY_HERFINDAHL: 0.9997419, COVERAGE_ITEM: 0.6323157, COVERAGE_ITEM_CORRECT: 0.0270876, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0772367, DIVERSITY_GINI: 0.3249063, SHANNON_ENTROPY: 13.2307473, 
