
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 432, 'shrink': 578, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0825923, PRECISION: 0.0169436, PRECISION_RECALL_MIN_DEN: 0.0650858, RECALL: 0.0634544, MAP: 0.0265446, MRR: 0.0556651, NDCG: 0.0421020, F1: 0.0267409, HIT_RATE: 0.1694359, ARHR: 0.0612745, NOVELTY: 0.0050649, AVERAGE_POPULARITY: 0.0176612, DIVERSITY_MEAN_INTER_LIST: 0.9967600, DIVERSITY_HERFINDAHL: 0.9996571, COVERAGE_ITEM: 0.5049471, COVERAGE_ITEM_CORRECT: 0.0307834, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0928652, DIVERSITY_GINI: 0.2254266, SHANNON_ENTROPY: 12.7223911, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 488, 'shrink': 268, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0831873, PRECISION: 0.0170987, PRECISION_RECALL_MIN_DEN: 0.0655127, RECALL: 0.0638665, MAP: 0.0268501, MRR: 0.0564282, NDCG: 0.0424970, F1: 0.0269716, HIT_RATE: 0.1709870, ARHR: 0.0621279, NOVELTY: 0.0050670, AVERAGE_POPULARITY: 0.0177230, DIVERSITY_MEAN_INTER_LIST: 0.9968099, DIVERSITY_HERFINDAHL: 0.9996621, COVERAGE_ITEM: 0.5045390, COVERAGE_ITEM_CORRECT: 0.0310760, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0934189, DIVERSITY_GINI: 0.2263019, SHANNON_ENTROPY: 12.7343089, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 888, 'shrink': 788, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0801432, PRECISION: 0.0161406, PRECISION_RECALL_MIN_DEN: 0.0629165, RECALL: 0.0613825, MAP: 0.0256205, MRR: 0.0538937, NDCG: 0.0406356, F1: 0.0255563, HIT_RATE: 0.1614058, ARHR: 0.0588925, NOVELTY: 0.0050725, AVERAGE_POPULARITY: 0.0177187, DIVERSITY_MEAN_INTER_LIST: 0.9962703, DIVERSITY_HERFINDAHL: 0.9996081, COVERAGE_ITEM: 0.4796073, COVERAGE_ITEM_CORRECT: 0.0291511, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0894426, DIVERSITY_GINI: 0.2038054, SHANNON_ENTROPY: 12.5582464, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 7, 'shrink': 555, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0783945, PRECISION: 0.0159355, PRECISION_RECALL_MIN_DEN: 0.0606664, RECALL: 0.0590786, MAP: 0.0252444, MRR: 0.0531890, NDCG: 0.0397400, F1: 0.0251000, HIT_RATE: 0.1593546, ARHR: 0.0584270, NOVELTY: 0.0050088, AVERAGE_POPULARITY: 0.0178963, DIVERSITY_MEAN_INTER_LIST: 0.9897996, DIVERSITY_HERFINDAHL: 0.9989612, COVERAGE_ITEM: 0.6221598, COVERAGE_ITEM_CORRECT: 0.0299134, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0877061, DIVERSITY_GINI: 0.2965950, SHANNON_ENTROPY: 12.7971815, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 830, 'shrink': 719, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0804850, PRECISION: 0.0162507, PRECISION_RECALL_MIN_DEN: 0.0631947, RECALL: 0.0616255, MAP: 0.0258050, MRR: 0.0541025, NDCG: 0.0408646, F1: 0.0257153, HIT_RATE: 0.1625067, ARHR: 0.0591917, NOVELTY: 0.0050708, AVERAGE_POPULARITY: 0.0176856, DIVERSITY_MEAN_INTER_LIST: 0.9963356, DIVERSITY_HERFINDAHL: 0.9996147, COVERAGE_ITEM: 0.4821328, COVERAGE_ITEM_CORRECT: 0.0294206, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0897194, DIVERSITY_GINI: 0.2058609, SHANNON_ENTROPY: 12.5758234, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 664, 'shrink': 84, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0850579, PRECISION: 0.0173765, PRECISION_RECALL_MIN_DEN: 0.0667614, RECALL: 0.0650932, MAP: 0.0277651, MRR: 0.0579641, NDCG: 0.0436211, F1: 0.0274273, HIT_RATE: 0.1737645, ARHR: 0.0637815, NOVELTY: 0.0050666, AVERAGE_POPULARITY: 0.0176608, DIVERSITY_MEAN_INTER_LIST: 0.9969243, DIVERSITY_HERFINDAHL: 0.9996735, COVERAGE_ITEM: 0.5131242, COVERAGE_ITEM_CORRECT: 0.0316381, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0949037, DIVERSITY_GINI: 0.2344656, SHANNON_ENTROPY: 12.7897701, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 358, 'shrink': 594, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0823955, PRECISION: 0.0171107, PRECISION_RECALL_MIN_DEN: 0.0657051, RECALL: 0.0640257, MAP: 0.0266818, MRR: 0.0557142, NDCG: 0.0423495, F1: 0.0270012, HIT_RATE: 0.1711066, ARHR: 0.0613526, NOVELTY: 0.0050607, AVERAGE_POPULARITY: 0.0176359, DIVERSITY_MEAN_INTER_LIST: 0.9968499, DIVERSITY_HERFINDAHL: 0.9996661, COVERAGE_ITEM: 0.5113070, COVERAGE_ITEM_CORRECT: 0.0310991, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0934189, DIVERSITY_GINI: 0.2305849, SHANNON_ENTROPY: 12.7571025, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 974, 'shrink': 598, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0802729, PRECISION: 0.0162084, PRECISION_RECALL_MIN_DEN: 0.0629358, RECALL: 0.0613918, MAP: 0.0257611, MRR: 0.0541851, NDCG: 0.0407965, F1: 0.0256416, HIT_RATE: 0.1620835, ARHR: 0.0592017, NOVELTY: 0.0050709, AVERAGE_POPULARITY: 0.0177186, DIVERSITY_MEAN_INTER_LIST: 0.9962650, DIVERSITY_HERFINDAHL: 0.9996076, COVERAGE_ITEM: 0.4780828, COVERAGE_ITEM_CORRECT: 0.0292897, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0896942, DIVERSITY_GINI: 0.2025829, SHANNON_ENTROPY: 12.5509301, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 852, 'shrink': 679, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0805995, PRECISION: 0.0162202, PRECISION_RECALL_MIN_DEN: 0.0632501, RECALL: 0.0617036, MAP: 0.0257911, MRR: 0.0541469, NDCG: 0.0408768, F1: 0.0256829, HIT_RATE: 0.1622022, ARHR: 0.0591655, NOVELTY: 0.0050708, AVERAGE_POPULARITY: 0.0176980, DIVERSITY_MEAN_INTER_LIST: 0.9963392, DIVERSITY_HERFINDAHL: 0.9996150, COVERAGE_ITEM: 0.4813551, COVERAGE_ITEM_CORRECT: 0.0293821, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0899711, DIVERSITY_GINI: 0.2055357, SHANNON_ENTROPY: 12.5745543, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 456, 'shrink': 703, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0822572, PRECISION: 0.0169207, PRECISION_RECALL_MIN_DEN: 0.0649831, RECALL: 0.0633580, MAP: 0.0264811, MRR: 0.0554762, NDCG: 0.0420148, F1: 0.0267047, HIT_RATE: 0.1692067, ARHR: 0.0610415, NOVELTY: 0.0050671, AVERAGE_POPULARITY: 0.0177194, DIVERSITY_MEAN_INTER_LIST: 0.9967136, DIVERSITY_HERFINDAHL: 0.9996525, COVERAGE_ITEM: 0.5028758, COVERAGE_ITEM_CORRECT: 0.0307218, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0926639, DIVERSITY_GINI: 0.2232773, SHANNON_ENTROPY: 12.7061434, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 396, 'shrink': 659, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0823847, PRECISION: 0.0170726, PRECISION_RECALL_MIN_DEN: 0.0654416, RECALL: 0.0638021, MAP: 0.0264261, MRR: 0.0553276, NDCG: 0.0420856, F1: 0.0269321, HIT_RATE: 0.1707255, ARHR: 0.0609230, NOVELTY: 0.0050640, AVERAGE_POPULARITY: 0.0176527, DIVERSITY_MEAN_INTER_LIST: 0.9968004, DIVERSITY_HERFINDAHL: 0.9996612, COVERAGE_ITEM: 0.5077421, COVERAGE_ITEM_CORRECT: 0.0310375, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0935196, DIVERSITY_GINI: 0.2278883, SHANNON_ENTROPY: 12.7383548, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 129, 'shrink': 224, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0864087, PRECISION: 0.0178495, PRECISION_RECALL_MIN_DEN: 0.0674646, RECALL: 0.0656248, MAP: 0.0276533, MRR: 0.0587828, NDCG: 0.0438129, F1: 0.0280609, HIT_RATE: 0.1784954, ARHR: 0.0651579, NOVELTY: 0.0050611, AVERAGE_POPULARITY: 0.0178555, DIVERSITY_MEAN_INTER_LIST: 0.9973495, DIVERSITY_HERFINDAHL: 0.9997161, COVERAGE_ITEM: 0.5502599, COVERAGE_ITEM_CORRECT: 0.0328932, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0959104, DIVERSITY_GINI: 0.2650578, SHANNON_ENTROPY: 12.9763367, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 639, 'shrink': 45, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0867275, PRECISION: 0.0176715, PRECISION_RECALL_MIN_DEN: 0.0682208, RECALL: 0.0665615, MAP: 0.0282921, MRR: 0.0591137, NDCG: 0.0445138, F1: 0.0279264, HIT_RATE: 0.1767146, ARHR: 0.0650472, NOVELTY: 0.0050690, AVERAGE_POPULARITY: 0.0177221, DIVERSITY_MEAN_INTER_LIST: 0.9970577, DIVERSITY_HERFINDAHL: 0.9996869, COVERAGE_ITEM: 0.5295399, COVERAGE_ITEM_CORRECT: 0.0322156, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0964641, DIVERSITY_GINI: 0.2467162, SHANNON_ENTROPY: 12.8614211, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 885, 'shrink': 692, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0803949, PRECISION: 0.0161595, PRECISION_RECALL_MIN_DEN: 0.0630169, RECALL: 0.0614821, MAP: 0.0257224, MRR: 0.0541717, NDCG: 0.0407627, F1: 0.0255889, HIT_RATE: 0.1615949, ARHR: 0.0591687, NOVELTY: 0.0050722, AVERAGE_POPULARITY: 0.0177171, DIVERSITY_MEAN_INTER_LIST: 0.9963088, DIVERSITY_HERFINDAHL: 0.9996120, COVERAGE_ITEM: 0.4801540, COVERAGE_ITEM_CORRECT: 0.0291742, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0895432, DIVERSITY_GINI: 0.2044214, SHANNON_ENTROPY: 12.5653964, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 952, 'shrink': 479, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0804377, PRECISION: 0.0162010, PRECISION_RECALL_MIN_DEN: 0.0631172, RECALL: 0.0615746, MAP: 0.0257759, MRR: 0.0541876, NDCG: 0.0408427, F1: 0.0256481, HIT_RATE: 0.1620103, ARHR: 0.0592555, NOVELTY: 0.0050709, AVERAGE_POPULARITY: 0.0177197, DIVERSITY_MEAN_INTER_LIST: 0.9963341, DIVERSITY_HERFINDAHL: 0.9996145, COVERAGE_ITEM: 0.4793455, COVERAGE_ITEM_CORRECT: 0.0292974, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0895684, DIVERSITY_GINI: 0.2040982, SHANNON_ENTROPY: 12.5665660, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 6, 'shrink': 255, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0774698, PRECISION: 0.0155409, PRECISION_RECALL_MIN_DEN: 0.0595710, RECALL: 0.0580341, MAP: 0.0250753, MRR: 0.0526019, NDCG: 0.0392464, F1: 0.0245163, HIT_RATE: 0.1554088, ARHR: 0.0576842, NOVELTY: 0.0050035, AVERAGE_POPULARITY: 0.0178690, DIVERSITY_MEAN_INTER_LIST: 0.9873782, DIVERSITY_HERFINDAHL: 0.9987191, COVERAGE_ITEM: 0.6227295, COVERAGE_ITEM_CORRECT: 0.0292127, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0853907, DIVERSITY_GINI: 0.2939608, SHANNON_ENTROPY: 12.7148008, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 81, 'shrink': 626, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0856362, PRECISION: 0.0177313, PRECISION_RECALL_MIN_DEN: 0.0670685, RECALL: 0.0652668, MAP: 0.0276331, MRR: 0.0585514, NDCG: 0.0437153, F1: 0.0278815, HIT_RATE: 0.1773129, ARHR: 0.0647658, NOVELTY: 0.0050558, AVERAGE_POPULARITY: 0.0177296, DIVERSITY_MEAN_INTER_LIST: 0.9973888, DIVERSITY_HERFINDAHL: 0.9997200, COVERAGE_ITEM: 0.5621713, COVERAGE_ITEM_CORRECT: 0.0326468, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0955581, DIVERSITY_GINI: 0.2732433, SHANNON_ENTROPY: 13.0144935, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 361, 'shrink': 197, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0839526, PRECISION: 0.0173151, PRECISION_RECALL_MIN_DEN: 0.0665824, RECALL: 0.0649111, MAP: 0.0270122, MRR: 0.0568179, NDCG: 0.0429124, F1: 0.0273359, HIT_RATE: 0.1731515, ARHR: 0.0625657, NOVELTY: 0.0050609, AVERAGE_POPULARITY: 0.0176464, DIVERSITY_MEAN_INTER_LIST: 0.9969840, DIVERSITY_HERFINDAHL: 0.9996795, COVERAGE_ITEM: 0.5174976, COVERAGE_ITEM_CORRECT: 0.0315534, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0946521, DIVERSITY_GINI: 0.2377669, SHANNON_ENTROPY: 12.8099310, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 948, 'shrink': 794, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0796814, PRECISION: 0.0161783, PRECISION_RECALL_MIN_DEN: 0.0628938, RECALL: 0.0613514, MAP: 0.0255111, MRR: 0.0535369, NDCG: 0.0405378, F1: 0.0256002, HIT_RATE: 0.1617827, ARHR: 0.0585237, NOVELTY: 0.0050723, AVERAGE_POPULARITY: 0.0177284, DIVERSITY_MEAN_INTER_LIST: 0.9962173, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.4779904, COVERAGE_ITEM_CORRECT: 0.0292743, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0895432, DIVERSITY_GINI: 0.2022569, SHANNON_ENTROPY: 12.5446319, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 981, 'shrink': 738, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0799293, PRECISION: 0.0161779, PRECISION_RECALL_MIN_DEN: 0.0627744, RECALL: 0.0612249, MAP: 0.0256409, MRR: 0.0539080, NDCG: 0.0406426, F1: 0.0255888, HIT_RATE: 0.1617792, ARHR: 0.0588886, NOVELTY: 0.0050721, AVERAGE_POPULARITY: 0.0177213, DIVERSITY_MEAN_INTER_LIST: 0.9962077, DIVERSITY_HERFINDAHL: 0.9996019, COVERAGE_ITEM: 0.4773128, COVERAGE_ITEM_CORRECT: 0.0292358, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0895181, DIVERSITY_GINI: 0.2017014, SHANNON_ENTROPY: 12.5403391, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 264, 'shrink': 503, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0841447, PRECISION: 0.0174411, PRECISION_RECALL_MIN_DEN: 0.0666891, RECALL: 0.0649462, MAP: 0.0269844, MRR: 0.0568995, NDCG: 0.0429217, F1: 0.0274953, HIT_RATE: 0.1744106, ARHR: 0.0627896, NOVELTY: 0.0050608, AVERAGE_POPULARITY: 0.0176646, DIVERSITY_MEAN_INTER_LIST: 0.9969832, DIVERSITY_HERFINDAHL: 0.9996794, COVERAGE_ITEM: 0.5222637, COVERAGE_ITEM_CORRECT: 0.0318383, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0945011, DIVERSITY_GINI: 0.2396129, SHANNON_ENTROPY: 12.8167520, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 691, 'shrink': 235, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0824430, PRECISION: 0.0168263, PRECISION_RECALL_MIN_DEN: 0.0650583, RECALL: 0.0634414, MAP: 0.0267168, MRR: 0.0562442, NDCG: 0.0422161, F1: 0.0265944, HIT_RATE: 0.1682626, ARHR: 0.0617572, NOVELTY: 0.0050677, AVERAGE_POPULARITY: 0.0176422, DIVERSITY_MEAN_INTER_LIST: 0.9966676, DIVERSITY_HERFINDAHL: 0.9996479, COVERAGE_ITEM: 0.4938749, COVERAGE_ITEM_CORRECT: 0.0305217, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0921606, DIVERSITY_GINI: 0.2175101, SHANNON_ENTROPY: 12.6751928, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0758788, PRECISION: 0.0146010, PRECISION_RECALL_MIN_DEN: 0.0562148, RECALL: 0.0548677, MAP: 0.0246225, MRR: 0.0513844, NDCG: 0.0380099, F1: 0.0230631, HIT_RATE: 0.1460098, ARHR: 0.0557999, NOVELTY: 0.0049841, AVERAGE_POPULARITY: 0.0188834, DIVERSITY_MEAN_INTER_LIST: 0.9835475, DIVERSITY_HERFINDAHL: 0.9983361, COVERAGE_ITEM: 0.6161155, COVERAGE_ITEM_CORRECT: 0.0272185, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0818925, DIVERSITY_GINI: 0.2844785, SHANNON_ENTROPY: 12.5709716, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 9, 'shrink': 992, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0800825, PRECISION: 0.0164058, PRECISION_RECALL_MIN_DEN: 0.0622017, RECALL: 0.0605617, MAP: 0.0258022, MRR: 0.0543966, NDCG: 0.0406746, F1: 0.0258167, HIT_RATE: 0.1640579, ARHR: 0.0600542, NOVELTY: 0.0050236, AVERAGE_POPULARITY: 0.0179654, DIVERSITY_MEAN_INTER_LIST: 0.9928528, DIVERSITY_HERFINDAHL: 0.9992665, COVERAGE_ITEM: 0.6223908, COVERAGE_ITEM_CORRECT: 0.0308142, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0894426, DIVERSITY_GINI: 0.3009333, SHANNON_ENTROPY: 12.9163971, 
