SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 846, 'shrink': 4, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0752685, PRECISION: 0.0149961, PRECISION_RECALL_MIN_DEN: 0.0632027, RECALL: 0.0620776, MAP: 0.0252142, MRR: 0.0501299, NDCG: 0.0399350, F1: 0.0241538, HIT_RATE: 0.1499608, ARHR: 0.0540897, NOVELTY: 0.0047980, AVERAGE_POPULARITY: 0.0194797, DIVERSITY_MEAN_INTER_LIST: 0.9958657, DIVERSITY_HERFINDAHL: 0.9995662, COVERAGE_ITEM: 0.5211165, COVERAGE_ITEM_CORRECT: 0.0258325, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0791494, DIVERSITY_GINI: 0.2398294, SHANNON_ENTROPY: 12.7457750, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 418, 'shrink': 276, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0738621, PRECISION: 0.0147704, PRECISION_RECALL_MIN_DEN: 0.0611226, RECALL: 0.0599120, MAP: 0.0248106, MRR: 0.0490868, NDCG: 0.0389568, F1: 0.0236949, HIT_RATE: 0.1477037, ARHR: 0.0531808, NOVELTY: 0.0048108, AVERAGE_POPULARITY: 0.0185671, DIVERSITY_MEAN_INTER_LIST: 0.9957966, DIVERSITY_HERFINDAHL: 0.9995593, COVERAGE_ITEM: 0.4961078, COVERAGE_ITEM_CORRECT: 0.0253628, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0773122, DIVERSITY_GINI: 0.2258146, SHANNON_ENTROPY: 12.6774596, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 492, 'shrink': 902, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0725738, PRECISION: 0.0145572, PRECISION_RECALL_MIN_DEN: 0.0604897, RECALL: 0.0592966, MAP: 0.0242304, MRR: 0.0478284, NDCG: 0.0382543, F1: 0.0233733, HIT_RATE: 0.1455723, ARHR: 0.0517223, NOVELTY: 0.0048172, AVERAGE_POPULARITY: 0.0186440, DIVERSITY_MEAN_INTER_LIST: 0.9956001, DIVERSITY_HERFINDAHL: 0.9995397, COVERAGE_ITEM: 0.4871992, COVERAGE_ITEM_CORRECT: 0.0249163, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0764817, DIVERSITY_GINI: 0.2170311, SHANNON_ENTROPY: 12.6091810, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 15, 'shrink': 209, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0745148, PRECISION: 0.0146143, PRECISION_RECALL_MIN_DEN: 0.0591228, RECALL: 0.0579282, MAP: 0.0250224, MRR: 0.0502509, NDCG: 0.0387811, F1: 0.0233388, HIT_RATE: 0.1461434, ARHR: 0.0545324, NOVELTY: 0.0047711, AVERAGE_POPULARITY: 0.0188317, DIVERSITY_MEAN_INTER_LIST: 0.9938040, DIVERSITY_HERFINDAHL: 0.9993601, COVERAGE_ITEM: 0.5983523, COVERAGE_ITEM_CORRECT: 0.0257709, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0760790, DIVERSITY_GINI: 0.2972792, SHANNON_ENTROPY: 12.9452218, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 426, 'shrink': 505, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0734676, PRECISION: 0.0145782, PRECISION_RECALL_MIN_DEN: 0.0606584, RECALL: 0.0594803, MAP: 0.0245631, MRR: 0.0485061, NDCG: 0.0385993, F1: 0.0234139, HIT_RATE: 0.1457815, ARHR: 0.0525119, NOVELTY: 0.0048123, AVERAGE_POPULARITY: 0.0185550, DIVERSITY_MEAN_INTER_LIST: 0.9957239, DIVERSITY_HERFINDAHL: 0.9995520, COVERAGE_ITEM: 0.4929509, COVERAGE_ITEM_CORRECT: 0.0249779, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0765572, DIVERSITY_GINI: 0.2222625, SHANNON_ENTROPY: 12.6502686, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 432, 'shrink': 183, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0746961, PRECISION: 0.0147499, PRECISION_RECALL_MIN_DEN: 0.0609903, RECALL: 0.0597988, MAP: 0.0249345, MRR: 0.0495749, NDCG: 0.0390721, F1: 0.0236600, HIT_RATE: 0.1474990, ARHR: 0.0536643, NOVELTY: 0.0048082, AVERAGE_POPULARITY: 0.0186584, DIVERSITY_MEAN_INTER_LIST: 0.9958337, DIVERSITY_HERFINDAHL: 0.9995630, COVERAGE_ITEM: 0.4983022, COVERAGE_ITEM_CORRECT: 0.0252936, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0773122, DIVERSITY_GINI: 0.2284407, SHANNON_ENTROPY: 12.6957274, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 938, 'shrink': 37, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0761443, PRECISION: 0.0149875, PRECISION_RECALL_MIN_DEN: 0.0623570, RECALL: 0.0611866, MAP: 0.0255209, MRR: 0.0506311, NDCG: 0.0399949, F1: 0.0240751, HIT_RATE: 0.1498753, ARHR: 0.0546592, NOVELTY: 0.0048058, AVERAGE_POPULARITY: 0.0188846, DIVERSITY_MEAN_INTER_LIST: 0.9958355, DIVERSITY_HERFINDAHL: 0.9995632, COVERAGE_ITEM: 0.5088277, COVERAGE_ITEM_CORRECT: 0.0257555, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0786460, DIVERSITY_GINI: 0.2351904, SHANNON_ENTROPY: 12.7280783, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 76, 'shrink': 307, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0759152, PRECISION: 0.0153836, PRECISION_RECALL_MIN_DEN: 0.0628403, RECALL: 0.0615317, MAP: 0.0255052, MRR: 0.0507377, NDCG: 0.0400998, F1: 0.0246123, HIT_RATE: 0.1538358, ARHR: 0.0552368, NOVELTY: 0.0047951, AVERAGE_POPULARITY: 0.0186574, DIVERSITY_MEAN_INTER_LIST: 0.9962983, DIVERSITY_HERFINDAHL: 0.9996095, COVERAGE_ITEM: 0.5502214, COVERAGE_ITEM_CORRECT: 0.0268643, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0798540, DIVERSITY_GINI: 0.2698273, SHANNON_ENTROPY: 12.9387500, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 990, 'shrink': 797, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0706345, PRECISION: 0.0141699, PRECISION_RECALL_MIN_DEN: 0.0589045, RECALL: 0.0577614, MAP: 0.0236027, MRR: 0.0466970, NDCG: 0.0372897, F1: 0.0227555, HIT_RATE: 0.1416995, ARHR: 0.0502825, NOVELTY: 0.0048221, AVERAGE_POPULARITY: 0.0186823, DIVERSITY_MEAN_INTER_LIST: 0.9951593, DIVERSITY_HERFINDAHL: 0.9994956, COVERAGE_ITEM: 0.4653090, COVERAGE_ITEM_CORRECT: 0.0240924, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0750472, DIVERSITY_GINI: 0.1985391, SHANNON_ENTROPY: 12.4659684, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 996, 'shrink': 992, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0704568, PRECISION: 0.0141044, PRECISION_RECALL_MIN_DEN: 0.0587086, RECALL: 0.0575817, MAP: 0.0234671, MRR: 0.0464378, NDCG: 0.0371202, F1: 0.0226568, HIT_RATE: 0.1410436, ARHR: 0.0500001, NOVELTY: 0.0048226, AVERAGE_POPULARITY: 0.0186787, DIVERSITY_MEAN_INTER_LIST: 0.9951118, DIVERSITY_HERFINDAHL: 0.9994908, COVERAGE_ITEM: 0.4648547, COVERAGE_ITEM_CORRECT: 0.0239923, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0747704, DIVERSITY_GINI: 0.1979993, SHANNON_ENTROPY: 12.4589332, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 277, 'shrink': 863, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0734646, PRECISION: 0.0146969, PRECISION_RECALL_MIN_DEN: 0.0611132, RECALL: 0.0598937, MAP: 0.0246558, MRR: 0.0487072, NDCG: 0.0387944, F1: 0.0236013, HIT_RATE: 0.1469695, ARHR: 0.0527315, NOVELTY: 0.0048132, AVERAGE_POPULARITY: 0.0186407, DIVERSITY_MEAN_INTER_LIST: 0.9958595, DIVERSITY_HERFINDAHL: 0.9995656, COVERAGE_ITEM: 0.5058787, COVERAGE_ITEM_CORRECT: 0.0252243, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0766075, DIVERSITY_GINI: 0.2323381, SHANNON_ENTROPY: 12.7139356, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 717, 'shrink': 636, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0722326, PRECISION: 0.0142761, PRECISION_RECALL_MIN_DEN: 0.0595037, RECALL: 0.0583109, MAP: 0.0239488, MRR: 0.0473758, NDCG: 0.0377107, F1: 0.0229355, HIT_RATE: 0.1427609, ARHR: 0.0511365, NOVELTY: 0.0048214, AVERAGE_POPULARITY: 0.0186317, DIVERSITY_MEAN_INTER_LIST: 0.9954346, DIVERSITY_HERFINDAHL: 0.9995231, COVERAGE_ITEM: 0.4759346, COVERAGE_ITEM_CORRECT: 0.0244004, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0752737, DIVERSITY_GINI: 0.2075674, SHANNON_ENTROPY: 12.5427168, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 854, 'shrink': 542, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0714802, PRECISION: 0.0142682, PRECISION_RECALL_MIN_DEN: 0.0593023, RECALL: 0.0581423, MAP: 0.0238349, MRR: 0.0471018, NDCG: 0.0376118, F1: 0.0229116, HIT_RATE: 0.1426822, ARHR: 0.0507804, NOVELTY: 0.0048212, AVERAGE_POPULARITY: 0.0186814, DIVERSITY_MEAN_INTER_LIST: 0.9953468, DIVERSITY_HERFINDAHL: 0.9995143, COVERAGE_ITEM: 0.4710452, COVERAGE_ITEM_CORRECT: 0.0243388, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0752234, DIVERSITY_GINI: 0.2034908, SHANNON_ENTROPY: 12.5117089, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 179, 'shrink': 402, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0751493, PRECISION: 0.0150739, PRECISION_RECALL_MIN_DEN: 0.0623963, RECALL: 0.0611122, MAP: 0.0251210, MRR: 0.0499975, NDCG: 0.0395570, F1: 0.0241801, HIT_RATE: 0.1507392, ARHR: 0.0542814, NOVELTY: 0.0048048, AVERAGE_POPULARITY: 0.0187607, DIVERSITY_MEAN_INTER_LIST: 0.9960731, DIVERSITY_HERFINDAHL: 0.9995870, COVERAGE_ITEM: 0.5216785, COVERAGE_ITEM_CORRECT: 0.0260327, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0785202, DIVERSITY_GINI: 0.2461794, SHANNON_ENTROPY: 12.8051192, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 303, 'shrink': 847, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0729265, PRECISION: 0.0145947, PRECISION_RECALL_MIN_DEN: 0.0606172, RECALL: 0.0593886, MAP: 0.0246357, MRR: 0.0486093, NDCG: 0.0386214, F1: 0.0234287, HIT_RATE: 0.1459466, ARHR: 0.0525788, NOVELTY: 0.0048142, AVERAGE_POPULARITY: 0.0185776, DIVERSITY_MEAN_INTER_LIST: 0.9958121, DIVERSITY_HERFINDAHL: 0.9995609, COVERAGE_ITEM: 0.5033686, COVERAGE_ITEM_CORRECT: 0.0251165, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0763307, DIVERSITY_GINI: 0.2299390, SHANNON_ENTROPY: 12.6971246, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 809, 'shrink': 595, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0716168, PRECISION: 0.0142678, PRECISION_RECALL_MIN_DEN: 0.0593164, RECALL: 0.0581444, MAP: 0.0237367, MRR: 0.0469543, NDCG: 0.0375190, F1: 0.0229114, HIT_RATE: 0.1426781, ARHR: 0.0506692, NOVELTY: 0.0048206, AVERAGE_POPULARITY: 0.0186628, DIVERSITY_MEAN_INTER_LIST: 0.9953638, DIVERSITY_HERFINDAHL: 0.9995160, COVERAGE_ITEM: 0.4723388, COVERAGE_ITEM_CORRECT: 0.0243773, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0752485, DIVERSITY_GINI: 0.2044607, SHANNON_ENTROPY: 12.5186482, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 763, 'shrink': 93, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0750343, PRECISION: 0.0148445, PRECISION_RECALL_MIN_DEN: 0.0615799, RECALL: 0.0603733, MAP: 0.0251368, MRR: 0.0499199, NDCG: 0.0393806, F1: 0.0238274, HIT_RATE: 0.1484449, ARHR: 0.0539456, NOVELTY: 0.0048138, AVERAGE_POPULARITY: 0.0186810, DIVERSITY_MEAN_INTER_LIST: 0.9957463, DIVERSITY_HERFINDAHL: 0.9995543, COVERAGE_ITEM: 0.4928662, COVERAGE_ITEM_CORRECT: 0.0253782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0781427, DIVERSITY_GINI: 0.2239702, SHANNON_ENTROPY: 12.6652304, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 604, 'shrink': 555, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0726761, PRECISION: 0.0144476, PRECISION_RECALL_MIN_DEN: 0.0600463, RECALL: 0.0588808, MAP: 0.0242041, MRR: 0.0476615, NDCG: 0.0381088, F1: 0.0232003, HIT_RATE: 0.1444756, ARHR: 0.0515112, NOVELTY: 0.0048170, AVERAGE_POPULARITY: 0.0186654, DIVERSITY_MEAN_INTER_LIST: 0.9955405, DIVERSITY_HERFINDAHL: 0.9995337, COVERAGE_ITEM: 0.4812551, COVERAGE_ITEM_CORRECT: 0.0246237, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0762049, DIVERSITY_GINI: 0.2125515, SHANNON_ENTROPY: 12.5803266, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 741, 'shrink': 422, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0724997, PRECISION: 0.0142638, PRECISION_RECALL_MIN_DEN: 0.0594693, RECALL: 0.0582825, MAP: 0.0241370, MRR: 0.0477386, NDCG: 0.0378795, F1: 0.0229173, HIT_RATE: 0.1426380, ARHR: 0.0515382, NOVELTY: 0.0048182, AVERAGE_POPULARITY: 0.0186457, DIVERSITY_MEAN_INTER_LIST: 0.9954787, DIVERSITY_HERFINDAHL: 0.9995275, COVERAGE_ITEM: 0.4761347, COVERAGE_ITEM_CORRECT: 0.0243850, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0751227, DIVERSITY_GINI: 0.2082845, SHANNON_ENTROPY: 12.5519584, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 541, 'shrink': 842, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0727335, PRECISION: 0.0144308, PRECISION_RECALL_MIN_DEN: 0.0599719, RECALL: 0.0587963, MAP: 0.0241388, MRR: 0.0476087, NDCG: 0.0380369, F1: 0.0231722, HIT_RATE: 0.1443077, ARHR: 0.0514937, NOVELTY: 0.0048165, AVERAGE_POPULARITY: 0.0186201, DIVERSITY_MEAN_INTER_LIST: 0.9955476, DIVERSITY_HERFINDAHL: 0.9995344, COVERAGE_ITEM: 0.4835804, COVERAGE_ITEM_CORRECT: 0.0246930, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0758777, DIVERSITY_GINI: 0.2143542, SHANNON_ENTROPY: 12.5898171, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0631599, PRECISION: 0.0122371, PRECISION_RECALL_MIN_DEN: 0.0510803, RECALL: 0.0502700, MAP: 0.0209612, MRR: 0.0412007, NDCG: 0.0329319, F1: 0.0196820, HIT_RATE: 0.1223713, ARHR: 0.0440017, NOVELTY: 0.0047149, AVERAGE_POPULARITY: 0.0196775, DIVERSITY_MEAN_INTER_LIST: 0.9772222, DIVERSITY_HERFINDAHL: 0.9977022, COVERAGE_ITEM: 0.5886737, COVERAGE_ITEM_CORRECT: 0.0214591, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0658613, DIVERSITY_GINI: 0.2690497, SHANNON_ENTROPY: 12.3582613, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 995, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0662337, PRECISION: 0.0128910, PRECISION_RECALL_MIN_DEN: 0.0522984, RECALL: 0.0512232, MAP: 0.0221321, MRR: 0.0440182, NDCG: 0.0342875, F1: 0.0205973, HIT_RATE: 0.1289101, ARHR: 0.0474086, NOVELTY: 0.0047339, AVERAGE_POPULARITY: 0.0185317, DIVERSITY_MEAN_INTER_LIST: 0.9757053, DIVERSITY_HERFINDAHL: 0.9975506, COVERAGE_ITEM: 0.5924004, COVERAGE_ITEM_CORRECT: 0.0226833, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0677992, DIVERSITY_GINI: 0.2719627, SHANNON_ENTROPY: 12.3417466, 
