SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 682, 'shrink': 922, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.011512913624770695, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0562061, PRECISION: 0.0108559, PRECISION_RECALL_MIN_DEN: 0.0414242, RECALL: 0.0404971, MAP: 0.0179561, MRR: 0.0382412, NDCG: 0.0280240, F1: 0.0171210, HIT_RATE: 0.1085586, ARHR: 0.0410500, NOVELTY: 0.0047440, AVERAGE_POPULARITY: 0.0154023, DIVERSITY_MEAN_INTER_LIST: 0.9956252, DIVERSITY_HERFINDAHL: 0.9995422, COVERAGE_ITEM: 0.4838884, COVERAGE_ITEM_CORRECT: 0.0190568, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0574053, DIVERSITY_GINI: 0.2229025, SHANNON_ENTROPY: 12.6473987, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 237, 'shrink': 453, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3540595614661066, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0694258, PRECISION: 0.0138654, PRECISION_RECALL_MIN_DEN: 0.0538952, RECALL: 0.0526316, MAP: 0.0225899, MRR: 0.0471626, NDCG: 0.0354969, F1: 0.0219475, HIT_RATE: 0.1386536, ARHR: 0.0512769, NOVELTY: 0.0047529, AVERAGE_POPULARITY: 0.0171128, DIVERSITY_MEAN_INTER_LIST: 0.9964630, DIVERSITY_HERFINDAHL: 0.9996259, COVERAGE_ITEM: 0.6094398, COVERAGE_ITEM_CORRECT: 0.0243773, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0712218, DIVERSITY_GINI: 0.3161700, SHANNON_ENTROPY: 13.1361267, 
SearchBayesianSkopt-CV: New best config found. Config 12: {'topK': 926, 'shrink': 538, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1370536825932005, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0716792, PRECISION: 0.0143631, PRECISION_RECALL_MIN_DEN: 0.0560687, RECALL: 0.0547936, MAP: 0.0234273, MRR: 0.0488232, NDCG: 0.0368352, F1: 0.0227597, HIT_RATE: 0.1436306, ARHR: 0.0532146, NOVELTY: 0.0047601, AVERAGE_POPULARITY: 0.0169799, DIVERSITY_MEAN_INTER_LIST: 0.9966121, DIVERSITY_HERFINDAHL: 0.9996408, COVERAGE_ITEM: 0.6105409, COVERAGE_ITEM_CORRECT: 0.0251704, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0735875, DIVERSITY_GINI: 0.3169972, SHANNON_ENTROPY: 13.1461647, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 679, 'shrink': 418, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4158694608329111, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0623586, PRECISION: 0.0126296, PRECISION_RECALL_MIN_DEN: 0.0475762, RECALL: 0.0464057, MAP: 0.0193989, MRR: 0.0425724, NDCG: 0.0311429, F1: 0.0198544, HIT_RATE: 0.1262959, ARHR: 0.0463774, NOVELTY: 0.0047492, AVERAGE_POPULARITY: 0.0171409, DIVERSITY_MEAN_INTER_LIST: 0.9966465, DIVERSITY_HERFINDAHL: 0.9996443, COVERAGE_ITEM: 0.6175630, COVERAGE_ITEM_CORRECT: 0.0223754, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0645275, DIVERSITY_GINI: 0.3201395, SHANNON_ENTROPY: 13.1582067, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 809, 'shrink': 293, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8307459501556871, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0620638, PRECISION: 0.0126008, PRECISION_RECALL_MIN_DEN: 0.0474614, RECALL: 0.0462739, MAP: 0.0190755, MRR: 0.0417000, NDCG: 0.0307995, F1: 0.0198061, HIT_RATE: 0.1260078, ARHR: 0.0453677, NOVELTY: 0.0047560, AVERAGE_POPULARITY: 0.0174374, DIVERSITY_MEAN_INTER_LIST: 0.9965920, DIVERSITY_HERFINDAHL: 0.9996388, COVERAGE_ITEM: 0.6189182, COVERAGE_ITEM_CORRECT: 0.0222368, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0648043, DIVERSITY_GINI: 0.3182771, SHANNON_ENTROPY: 13.1438531, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 926, 'shrink': 789, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1510713373641939, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0619900, PRECISION: 0.0125721, PRECISION_RECALL_MIN_DEN: 0.0473688, RECALL: 0.0462072, MAP: 0.0192449, MRR: 0.0419303, NDCG: 0.0309167, F1: 0.0197650, HIT_RATE: 0.1257210, ARHR: 0.0456808, NOVELTY: 0.0047543, AVERAGE_POPULARITY: 0.0171445, DIVERSITY_MEAN_INTER_LIST: 0.9966520, DIVERSITY_HERFINDAHL: 0.9996448, COVERAGE_ITEM: 0.6199885, COVERAGE_ITEM_CORRECT: 0.0222291, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0644017, DIVERSITY_GINI: 0.3212192, SHANNON_ENTROPY: 13.1630540, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 222, 'shrink': 605, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.901613652137152, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0604657, PRECISION: 0.0121062, PRECISION_RECALL_MIN_DEN: 0.0463558, RECALL: 0.0452783, MAP: 0.0187250, MRR: 0.0406932, NDCG: 0.0301450, F1: 0.0191033, HIT_RATE: 0.1210623, ARHR: 0.0442485, NOVELTY: 0.0047503, AVERAGE_POPULARITY: 0.0170695, DIVERSITY_MEAN_INTER_LIST: 0.9965280, DIVERSITY_HERFINDAHL: 0.9996324, COVERAGE_ITEM: 0.6169394, COVERAGE_ITEM_CORRECT: 0.0214129, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0626148, DIVERSITY_GINI: 0.3185781, SHANNON_ENTROPY: 13.1411325, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 562, 'shrink': 11, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7190625117197071, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0573432, PRECISION: 0.0113416, PRECISION_RECALL_MIN_DEN: 0.0429742, RECALL: 0.0419348, MAP: 0.0182156, MRR: 0.0393477, NDCG: 0.0287170, F1: 0.0178530, HIT_RATE: 0.1134164, ARHR: 0.0424743, NOVELTY: 0.0047646, AVERAGE_POPULARITY: 0.0165424, DIVERSITY_MEAN_INTER_LIST: 0.9962960, DIVERSITY_HERFINDAHL: 0.9996092, COVERAGE_ITEM: 0.5563580, COVERAGE_ITEM_CORRECT: 0.0199346, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0589908, DIVERSITY_GINI: 0.2730168, SHANNON_ENTROPY: 12.9468530, 
SearchBayesianSkopt-CV: New best config found. Config 18: {'topK': 426, 'shrink': 914, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8543088309732674, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0719188, PRECISION: 0.0145918, PRECISION_RECALL_MIN_DEN: 0.0567311, RECALL: 0.0554409, MAP: 0.0238874, MRR: 0.0492240, NDCG: 0.0373968, F1: 0.0231026, HIT_RATE: 0.1459175, ARHR: 0.0536815, NOVELTY: 0.0047497, AVERAGE_POPULARITY: 0.0167159, DIVERSITY_MEAN_INTER_LIST: 0.9965958, DIVERSITY_HERFINDAHL: 0.9996392, COVERAGE_ITEM: 0.5988142, COVERAGE_ITEM_CORRECT: 0.0254937, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0746445, DIVERSITY_GINI: 0.3113245, SHANNON_ENTROPY: 13.1248542, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 134, 'shrink': 863, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.21976854274299212, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0595047, PRECISION: 0.0118284, PRECISION_RECALL_MIN_DEN: 0.0451082, RECALL: 0.0440859, MAP: 0.0186464, MRR: 0.0405630, NDCG: 0.0297669, F1: 0.0186511, HIT_RATE: 0.1182841, ARHR: 0.0440023, NOVELTY: 0.0047432, AVERAGE_POPULARITY: 0.0166585, DIVERSITY_MEAN_INTER_LIST: 0.9964126, DIVERSITY_HERFINDAHL: 0.9996209, COVERAGE_ITEM: 0.6085698, COVERAGE_ITEM_CORRECT: 0.0210048, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0611300, DIVERSITY_GINI: 0.3135801, SHANNON_ENTROPY: 13.1140144, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 828, 'shrink': 513, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.946388057478196, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0569768, PRECISION: 0.0109904, PRECISION_RECALL_MIN_DEN: 0.0419820, RECALL: 0.0410733, MAP: 0.0182293, MRR: 0.0389005, NDCG: 0.0284567, F1: 0.0173396, HIT_RATE: 0.1099036, ARHR: 0.0417799, NOVELTY: 0.0047381, AVERAGE_POPULARITY: 0.0155342, DIVERSITY_MEAN_INTER_LIST: 0.9960142, DIVERSITY_HERFINDAHL: 0.9995811, COVERAGE_ITEM: 0.5004350, COVERAGE_ITEM_CORRECT: 0.0192955, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0579338, DIVERSITY_GINI: 0.2377008, SHANNON_ENTROPY: 12.7591934, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 94, 'shrink': 644, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5810533072701148, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0583719, PRECISION: 0.0113952, PRECISION_RECALL_MIN_DEN: 0.0439857, RECALL: 0.0430190, MAP: 0.0181392, MRR: 0.0394387, NDCG: 0.0289797, F1: 0.0180168, HIT_RATE: 0.1139520, ARHR: 0.0426874, NOVELTY: 0.0047452, AVERAGE_POPULARITY: 0.0167802, DIVERSITY_MEAN_INTER_LIST: 0.9963321, DIVERSITY_HERFINDAHL: 0.9996129, COVERAGE_ITEM: 0.6124350, COVERAGE_ITEM_CORRECT: 0.0202117, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0593683, DIVERSITY_GINI: 0.3147306, SHANNON_ENTROPY: 13.1099001, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 733, 'shrink': 628, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.49459920017318815, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0561157, PRECISION: 0.0108271, PRECISION_RECALL_MIN_DEN: 0.0414030, RECALL: 0.0404913, MAP: 0.0179438, MRR: 0.0381271, NDCG: 0.0279992, F1: 0.0170846, HIT_RATE: 0.1082711, ARHR: 0.0409311, NOVELTY: 0.0047441, AVERAGE_POPULARITY: 0.0154177, DIVERSITY_MEAN_INTER_LIST: 0.9956448, DIVERSITY_HERFINDAHL: 0.9995441, COVERAGE_ITEM: 0.4850048, COVERAGE_ITEM_CORRECT: 0.0189721, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0572543, DIVERSITY_GINI: 0.2236437, SHANNON_ENTROPY: 12.6527330, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 401, 'shrink': 919, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8595167145428104, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0564030, PRECISION: 0.0109085, PRECISION_RECALL_MIN_DEN: 0.0415312, RECALL: 0.0405896, MAP: 0.0179074, MRR: 0.0385732, NDCG: 0.0280611, F1: 0.0171948, HIT_RATE: 0.1090849, ARHR: 0.0414304, NOVELTY: 0.0047374, AVERAGE_POPULARITY: 0.0154194, DIVERSITY_MEAN_INTER_LIST: 0.9958018, DIVERSITY_HERFINDAHL: 0.9995598, COVERAGE_ITEM: 0.4911800, COVERAGE_ITEM_CORRECT: 0.0191030, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0576570, DIVERSITY_GINI: 0.2297498, SHANNON_ENTROPY: 12.6998176, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 933, 'shrink': 375, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1708888797691581, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0564636, PRECISION: 0.0109005, PRECISION_RECALL_MIN_DEN: 0.0417764, RECALL: 0.0408607, MAP: 0.0181190, MRR: 0.0384453, NDCG: 0.0282610, F1: 0.0172088, HIT_RATE: 0.1090054, ARHR: 0.0412899, NOVELTY: 0.0047418, AVERAGE_POPULARITY: 0.0154735, DIVERSITY_MEAN_INTER_LIST: 0.9958437, DIVERSITY_HERFINDAHL: 0.9995640, COVERAGE_ITEM: 0.4904639, COVERAGE_ITEM_CORRECT: 0.0190953, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0574556, DIVERSITY_GINI: 0.2283105, SHANNON_ENTROPY: 12.6933197, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 454, 'shrink': 782, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5581631908124777, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0561793, PRECISION: 0.0108558, PRECISION_RECALL_MIN_DEN: 0.0413776, RECALL: 0.0404522, MAP: 0.0178826, MRR: 0.0383914, NDCG: 0.0279895, F1: 0.0171170, HIT_RATE: 0.1085582, ARHR: 0.0412154, NOVELTY: 0.0047397, AVERAGE_POPULARITY: 0.0154408, DIVERSITY_MEAN_INTER_LIST: 0.9957595, DIVERSITY_HERFINDAHL: 0.9995556, COVERAGE_ITEM: 0.4893167, COVERAGE_ITEM_CORRECT: 0.0190106, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0573801, DIVERSITY_GINI: 0.2279165, SHANNON_ENTROPY: 12.6856986, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 134, 'shrink': 374, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6999108172880487, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0551723, PRECISION: 0.0107044, PRECISION_RECALL_MIN_DEN: 0.0404604, RECALL: 0.0395112, MAP: 0.0178312, MRR: 0.0383189, NDCG: 0.0276789, F1: 0.0168447, HIT_RATE: 0.1070445, ARHR: 0.0413119, NOVELTY: 0.0047280, AVERAGE_POPULARITY: 0.0152580, DIVERSITY_MEAN_INTER_LIST: 0.9955160, DIVERSITY_HERFINDAHL: 0.9995313, COVERAGE_ITEM: 0.5037613, COVERAGE_ITEM_CORRECT: 0.0188643, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0558953, DIVERSITY_GINI: 0.2401004, SHANNON_ENTROPY: 12.7438401, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 833, 'shrink': 183, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9884837882540274, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0575975, PRECISION: 0.0111092, PRECISION_RECALL_MIN_DEN: 0.0425723, RECALL: 0.0416394, MAP: 0.0185198, MRR: 0.0396063, NDCG: 0.0288659, F1: 0.0175377, HIT_RATE: 0.1110915, ARHR: 0.0425379, NOVELTY: 0.0047401, AVERAGE_POPULARITY: 0.0156409, DIVERSITY_MEAN_INTER_LIST: 0.9961265, DIVERSITY_HERFINDAHL: 0.9995923, COVERAGE_ITEM: 0.5180751, COVERAGE_ITEM_CORRECT: 0.0195265, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0585630, DIVERSITY_GINI: 0.2509401, SHANNON_ENTROPY: 12.8328370, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 919, 'shrink': 744, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4205482835283592, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0564493, PRECISION: 0.0109087, PRECISION_RECALL_MIN_DEN: 0.0416979, RECALL: 0.0407818, MAP: 0.0181040, MRR: 0.0384324, NDCG: 0.0282284, F1: 0.0172118, HIT_RATE: 0.1090874, ARHR: 0.0412940, NOVELTY: 0.0047409, AVERAGE_POPULARITY: 0.0154460, DIVERSITY_MEAN_INTER_LIST: 0.9958461, DIVERSITY_HERFINDAHL: 0.9995643, COVERAGE_ITEM: 0.4888085, COVERAGE_ITEM_CORRECT: 0.0191107, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0575060, DIVERSITY_GINI: 0.2272357, SHANNON_ENTROPY: 12.6884540, 
