
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 936, 'shrink': 306, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1578207319001266, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0109763, PRECISION: 0.0020724, PRECISION_RECALL_MIN_DEN: 0.0078941, RECALL: 0.0076046, MAP: 0.0028065, MRR: 0.0071061, NDCG: 0.0047700, F1: 0.0032561, HIT_RATE: 0.0207244, ARHR: 0.0072054, NOVELTY: 0.0047919, AVERAGE_POPULARITY: 0.0131175, DIVERSITY_MEAN_INTER_LIST: 0.9437505, DIVERSITY_HERFINDAHL: 0.9943558, COVERAGE_ITEM: 0.0754572, COVERAGE_ITEM_CORRECT: 0.0033109, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0123317, DIVERSITY_GINI: 0.0116515, SHANNON_ENTROPY: 8.4391894, 

SearchBayesianSkopt-CV: New best config found. Config 10: {'topK': 478, 'shrink': 236, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2983425123427124, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0818024, PRECISION: 0.0164869, PRECISION_RECALL_MIN_DEN: 0.0682442, RECALL: 0.0668272, MAP: 0.0273699, MRR: 0.0543117, NDCG: 0.0431896, F1: 0.0264478, HIT_RATE: 0.1648687, ARHR: 0.0590899, NOVELTY: 0.0047847, AVERAGE_POPULARITY: 0.0189703, DIVERSITY_MEAN_INTER_LIST: 0.9963853, DIVERSITY_HERFINDAHL: 0.9996182, COVERAGE_ITEM: 0.5849856, COVERAGE_ITEM_CORRECT: 0.0287045, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0852145, DIVERSITY_GINI: 0.2899821, SHANNON_ENTROPY: 13.0185956, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 66, 'shrink': 590, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3446026929577848, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0133242, PRECISION: 0.0025421, PRECISION_RECALL_MIN_DEN: 0.0112602, RECALL: 0.0110183, MAP: 0.0039983, MRR: 0.0085805, NDCG: 0.0065896, F1: 0.0041290, HIT_RATE: 0.0254209, ARHR: 0.0088200, NOVELTY: 0.0046848, AVERAGE_POPULARITY: 0.0128654, DIVERSITY_MEAN_INTER_LIST: 0.9536043, DIVERSITY_HERFINDAHL: 0.9953409, COVERAGE_ITEM: 0.2213282, COVERAGE_ITEM_CORRECT: 0.0044504, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0148987, DIVERSITY_GINI: 0.0507956, SHANNON_ENTROPY: 10.0136592, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 74, 'shrink': 664, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3885485506543114, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0158557, PRECISION: 0.0029228, PRECISION_RECALL_MIN_DEN: 0.0133468, RECALL: 0.0130559, MAP: 0.0044923, MRR: 0.0100563, NDCG: 0.0076084, F1: 0.0047740, HIT_RATE: 0.0292280, ARHR: 0.0102127, NOVELTY: 0.0047019, AVERAGE_POPULARITY: 0.0130232, DIVERSITY_MEAN_INTER_LIST: 0.9765322, DIVERSITY_HERFINDAHL: 0.9976333, COVERAGE_ITEM: 0.2287199, COVERAGE_ITEM_CORRECT: 0.0049432, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0174405, DIVERSITY_GINI: 0.0562590, SHANNON_ENTROPY: 10.4499716, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 89, 'shrink': 798, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.16139299249199215, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0647896, PRECISION: 0.0123260, PRECISION_RECALL_MIN_DEN: 0.0502678, RECALL: 0.0492358, MAP: 0.0212440, MRR: 0.0437462, NDCG: 0.0330481, F1: 0.0197145, HIT_RATE: 0.1232596, ARHR: 0.0470495, NOVELTY: 0.0047420, AVERAGE_POPULARITY: 0.0174744, DIVERSITY_MEAN_INTER_LIST: 0.9943725, DIVERSITY_HERFINDAHL: 0.9994169, COVERAGE_ITEM: 0.5321347, COVERAGE_ITEM_CORRECT: 0.0215823, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0650560, DIVERSITY_GINI: 0.2601761, SHANNON_ENTROPY: 12.8144810, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 138, 'shrink': 472, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6490873196382327, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0121751, PRECISION: 0.0021905, PRECISION_RECALL_MIN_DEN: 0.0094923, RECALL: 0.0091810, MAP: 0.0031509, MRR: 0.0078150, NDCG: 0.0054025, F1: 0.0035347, HIT_RATE: 0.0219048, ARHR: 0.0078951, NOVELTY: 0.0047004, AVERAGE_POPULARITY: 0.0120580, DIVERSITY_MEAN_INTER_LIST: 0.9734915, DIVERSITY_HERFINDAHL: 0.9973293, COVERAGE_ITEM: 0.1738518, COVERAGE_ITEM_CORRECT: 0.0037498, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0131370, DIVERSITY_GINI: 0.0362661, SHANNON_ENTROPY: 9.9002527, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 93, 'shrink': 893, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8089291067070306, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0143715, PRECISION: 0.0026116, PRECISION_RECALL_MIN_DEN: 0.0112271, RECALL: 0.0108922, MAP: 0.0039256, MRR: 0.0094676, NDCG: 0.0065830, F1: 0.0042111, HIT_RATE: 0.0261160, ARHR: 0.0096703, NOVELTY: 0.0046850, AVERAGE_POPULARITY: 0.0124022, DIVERSITY_MEAN_INTER_LIST: 0.9677644, DIVERSITY_HERFINDAHL: 0.9967567, COVERAGE_ITEM: 0.1907526, COVERAGE_ITEM_CORRECT: 0.0044966, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0154272, DIVERSITY_GINI: 0.0423890, SHANNON_ENTROPY: 10.0417456, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 320, 'shrink': 381, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6221684969841396, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0791133, PRECISION: 0.0159409, PRECISION_RECALL_MIN_DEN: 0.0661524, RECALL: 0.0647991, MAP: 0.0258510, MRR: 0.0523439, NDCG: 0.0413621, F1: 0.0255859, HIT_RATE: 0.1594092, ARHR: 0.0566714, NOVELTY: 0.0047541, AVERAGE_POPULARITY: 0.0188291, DIVERSITY_MEAN_INTER_LIST: 0.9960705, DIVERSITY_HERFINDAHL: 0.9995867, COVERAGE_ITEM: 0.5492512, COVERAGE_ITEM_CORRECT: 0.0276343, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0836794, DIVERSITY_GINI: 0.2608208, SHANNON_ENTROPY: 12.8610721, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 706, 'shrink': 583, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5809806322303708, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0525541, PRECISION: 0.0104553, PRECISION_RECALL_MIN_DEN: 0.0410890, RECALL: 0.0400474, MAP: 0.0157375, MRR: 0.0345534, NDCG: 0.0257603, F1: 0.0165795, HIT_RATE: 0.1045527, ARHR: 0.0365447, NOVELTY: 0.0047133, AVERAGE_POPULARITY: 0.0177103, DIVERSITY_MEAN_INTER_LIST: 0.9940314, DIVERSITY_HERFINDAHL: 0.9993828, COVERAGE_ITEM: 0.3246737, COVERAGE_ITEM_CORRECT: 0.0175707, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0572291, DIVERSITY_GINI: 0.1282313, SHANNON_ENTROPY: 11.9216147, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 310, 'shrink': 693, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9571685391143359, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0209889, PRECISION: 0.0042386, PRECISION_RECALL_MIN_DEN: 0.0164852, RECALL: 0.0160372, MAP: 0.0055597, MRR: 0.0133239, NDCG: 0.0097052, F1: 0.0067035, HIT_RATE: 0.0423863, ARHR: 0.0137990, NOVELTY: 0.0047570, AVERAGE_POPULARITY: 0.0132857, DIVERSITY_MEAN_INTER_LIST: 0.9761939, DIVERSITY_HERFINDAHL: 0.9975994, COVERAGE_ITEM: 0.1465332, COVERAGE_ITEM_CORRECT: 0.0070606, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0244117, DIVERSITY_GINI: 0.0305275, SHANNON_ENTROPY: 9.7775563, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 365, 'shrink': 936, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9592343180992808, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0122388, PRECISION: 0.0021581, PRECISION_RECALL_MIN_DEN: 0.0074649, RECALL: 0.0071109, MAP: 0.0031451, MRR: 0.0081020, NDCG: 0.0050143, F1: 0.0033022, HIT_RATE: 0.0215809, ARHR: 0.0082680, NOVELTY: 0.0047048, AVERAGE_POPULARITY: 0.0113347, DIVERSITY_MEAN_INTER_LIST: 0.9759136, DIVERSITY_HERFINDAHL: 0.9975714, COVERAGE_ITEM: 0.0987719, COVERAGE_ITEM_CORRECT: 0.0035881, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0127092, DIVERSITY_GINI: 0.0219737, SHANNON_ENTROPY: 9.4840682, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0762578, PRECISION: 0.0151718, PRECISION_RECALL_MIN_DEN: 0.0631830, RECALL: 0.0619675, MAP: 0.0251239, MRR: 0.0496151, NDCG: 0.0398546, F1: 0.0243744, HIT_RATE: 0.1517183, ARHR: 0.0537156, NOVELTY: 0.0048105, AVERAGE_POPULARITY: 0.0181915, DIVERSITY_MEAN_INTER_LIST: 0.9953711, DIVERSITY_HERFINDAHL: 0.9995168, COVERAGE_ITEM: 0.4907026, COVERAGE_ITEM_CORRECT: 0.0261482, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0796779, DIVERSITY_GINI: 0.2198681, SHANNON_ENTROPY: 12.6090128, 

SearchBayesianSkopt-CV: New best config found. Config 21: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3279725588248061, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0829154, PRECISION: 0.0163892, PRECISION_RECALL_MIN_DEN: 0.0681736, RECALL: 0.0668443, MAP: 0.0276316, MRR: 0.0549323, NDCG: 0.0434805, F1: 0.0263219, HIT_RATE: 0.1638920, ARHR: 0.0595432, NOVELTY: 0.0047959, AVERAGE_POPULARITY: 0.0186730, DIVERSITY_MEAN_INTER_LIST: 0.9962275, DIVERSITY_HERFINDAHL: 0.9996024, COVERAGE_ITEM: 0.5595380, COVERAGE_ITEM_CORRECT: 0.0284196, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0856927, DIVERSITY_GINI: 0.2710175, SHANNON_ENTROPY: 12.9252587, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 35, 'shrink': 30, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01850153514550801, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0634112, PRECISION: 0.0122612, PRECISION_RECALL_MIN_DEN: 0.0499948, RECALL: 0.0489519, MAP: 0.0215598, MRR: 0.0433972, NDCG: 0.0331383, F1: 0.0196094, HIT_RATE: 0.1226124, ARHR: 0.0469404, NOVELTY: 0.0047306, AVERAGE_POPULARITY: 0.0177869, DIVERSITY_MEAN_INTER_LIST: 0.9896777, DIVERSITY_HERFINDAHL: 0.9989475, COVERAGE_ITEM: 0.6028489, COVERAGE_ITEM_CORRECT: 0.0216516, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0636970, DIVERSITY_GINI: 0.3001798, SHANNON_ENTROPY: 12.8289932, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 19, 'shrink': 975, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.36521044278434683, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0798571, PRECISION: 0.0160464, PRECISION_RECALL_MIN_DEN: 0.0659042, RECALL: 0.0646056, MAP: 0.0274389, MRR: 0.0541279, NDCG: 0.0426776, F1: 0.0257072, HIT_RATE: 0.1604639, ARHR: 0.0589133, NOVELTY: 0.0047585, AVERAGE_POPULARITY: 0.0187456, DIVERSITY_MEAN_INTER_LIST: 0.9960399, DIVERSITY_HERFINDAHL: 0.9995836, COVERAGE_ITEM: 0.6204350, COVERAGE_ITEM_CORRECT: 0.0283272, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0826224, DIVERSITY_GINI: 0.3219180, SHANNON_ENTROPY: 13.1419807, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 935, 'shrink': 21, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0064950472188400905, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0600579, PRECISION: 0.0114473, PRECISION_RECALL_MIN_DEN: 0.0464433, RECALL: 0.0453902, MAP: 0.0194808, MRR: 0.0400400, NDCG: 0.0303411, F1: 0.0182828, HIT_RATE: 0.1144727, ARHR: 0.0427732, NOVELTY: 0.0047897, AVERAGE_POPULARITY: 0.0169501, DIVERSITY_MEAN_INTER_LIST: 0.9952161, DIVERSITY_HERFINDAHL: 0.9995013, COVERAGE_ITEM: 0.3970972, COVERAGE_ITEM_CORRECT: 0.0195496, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0612055, DIVERSITY_GINI: 0.1740409, SHANNON_ENTROPY: 12.3477660, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 928, 'shrink': 6, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.36148664099150923, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0808043, PRECISION: 0.0163977, PRECISION_RECALL_MIN_DEN: 0.0682147, RECALL: 0.0668665, MAP: 0.0268790, MRR: 0.0538583, NDCG: 0.0428068, F1: 0.0263360, HIT_RATE: 0.1639766, ARHR: 0.0584190, NOVELTY: 0.0047831, AVERAGE_POPULARITY: 0.0191112, DIVERSITY_MEAN_INTER_LIST: 0.9962886, DIVERSITY_HERFINDAHL: 0.9996085, COVERAGE_ITEM: 0.5819442, COVERAGE_ITEM_CORRECT: 0.0284581, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0854662, DIVERSITY_GINI: 0.2849734, SHANNON_ENTROPY: 12.9844700, 

SearchBayesianSkopt-CV: New best config found. Config 26: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3333130158080828, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0829517, PRECISION: 0.0163974, PRECISION_RECALL_MIN_DEN: 0.0681955, RECALL: 0.0668717, MAP: 0.0276501, MRR: 0.0549404, NDCG: 0.0435074, F1: 0.0263349, HIT_RATE: 0.1639736, ARHR: 0.0595606, NOVELTY: 0.0047955, AVERAGE_POPULARITY: 0.0186845, DIVERSITY_MEAN_INTER_LIST: 0.9962316, DIVERSITY_HERFINDAHL: 0.9996028, COVERAGE_ITEM: 0.5606160, COVERAGE_ITEM_CORRECT: 0.0284196, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0857179, DIVERSITY_GINI: 0.2716721, SHANNON_ENTROPY: 12.9284166, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.33363550689799354, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0829826, PRECISION: 0.0163974, PRECISION_RECALL_MIN_DEN: 0.0681792, RECALL: 0.0668527, MAP: 0.0276457, MRR: 0.0549472, NDCG: 0.0435008, F1: 0.0263334, HIT_RATE: 0.1639738, ARHR: 0.0595677, NOVELTY: 0.0047956, AVERAGE_POPULARITY: 0.0186846, DIVERSITY_MEAN_INTER_LIST: 0.9962318, DIVERSITY_HERFINDAHL: 0.9996028, COVERAGE_ITEM: 0.5606006, COVERAGE_ITEM_CORRECT: 0.0284196, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0857179, DIVERSITY_GINI: 0.2716875, SHANNON_ENTROPY: 12.9285093, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 18, 'shrink': 888, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01554073577650095, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0730475, PRECISION: 0.0146497, PRECISION_RECALL_MIN_DEN: 0.0587968, RECALL: 0.0575313, MAP: 0.0245535, MRR: 0.0495846, NDCG: 0.0383097, F1: 0.0233520, HIT_RATE: 0.1464972, ARHR: 0.0539909, NOVELTY: 0.0047498, AVERAGE_POPULARITY: 0.0183899, DIVERSITY_MEAN_INTER_LIST: 0.9931141, DIVERSITY_HERFINDAHL: 0.9992911, COVERAGE_ITEM: 0.5852782, COVERAGE_ITEM_CORRECT: 0.0258248, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0754750, DIVERSITY_GINI: 0.2921351, SHANNON_ENTROPY: 12.9076761, 
