
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 839, 'shrink': 808, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0712565, PRECISION: 0.0142313, PRECISION_RECALL_MIN_DEN: 0.0591917, RECALL: 0.0580356, MAP: 0.0236869, MRR: 0.0468216, NDCG: 0.0374417, F1: 0.0228556, HIT_RATE: 0.1423127, ARHR: 0.0504672, NOVELTY: 0.0048218, AVERAGE_POPULARITY: 0.0186490, DIVERSITY_MEAN_INTER_LIST: 0.9952988, DIVERSITY_HERFINDAHL: 0.9995095, COVERAGE_ITEM: 0.4709220, COVERAGE_ITEM_CORRECT: 0.0243003, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0751227, DIVERSITY_GINI: 0.2029700, SHANNON_ENTROPY: 12.5036523, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 824, 'shrink': 924, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0709311, PRECISION: 0.0142436, PRECISION_RECALL_MIN_DEN: 0.0592290, RECALL: 0.0580422, MAP: 0.0236675, MRR: 0.0467301, NDCG: 0.0374057, F1: 0.0228717, HIT_RATE: 0.1424357, ARHR: 0.0504142, NOVELTY: 0.0048224, AVERAGE_POPULARITY: 0.0186555, DIVERSITY_MEAN_INTER_LIST: 0.9952824, DIVERSITY_HERFINDAHL: 0.9995079, COVERAGE_ITEM: 0.4713147, COVERAGE_ITEM_CORRECT: 0.0243388, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0749969, DIVERSITY_GINI: 0.2031691, SHANNON_ENTROPY: 12.5032773, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 489, 'shrink': 375, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0732999, PRECISION: 0.0146391, PRECISION_RECALL_MIN_DEN: 0.0606228, RECALL: 0.0594397, MAP: 0.0246716, MRR: 0.0486762, NDCG: 0.0386993, F1: 0.0234896, HIT_RATE: 0.1463910, ARHR: 0.0526362, NOVELTY: 0.0048127, AVERAGE_POPULARITY: 0.0186262, DIVERSITY_MEAN_INTER_LIST: 0.9957181, DIVERSITY_HERFINDAHL: 0.9995515, COVERAGE_ITEM: 0.4910953, COVERAGE_ITEM_CORRECT: 0.0250857, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0769095, DIVERSITY_GINI: 0.2210995, SHANNON_ENTROPY: 12.6441884, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 670, 'shrink': 269, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0731712, PRECISION: 0.0144599, PRECISION_RECALL_MIN_DEN: 0.0601150, RECALL: 0.0589469, MAP: 0.0244677, MRR: 0.0483252, NDCG: 0.0383639, F1: 0.0232216, HIT_RATE: 0.1445994, ARHR: 0.0521819, NOVELTY: 0.0048169, AVERAGE_POPULARITY: 0.0186100, DIVERSITY_MEAN_INTER_LIST: 0.9956256, DIVERSITY_HERFINDAHL: 0.9995422, COVERAGE_ITEM: 0.4828181, COVERAGE_ITEM_CORRECT: 0.0246545, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0762804, DIVERSITY_GINI: 0.2147695, SHANNON_ENTROPY: 12.6029774, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 56, 'shrink': 641, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0763500, PRECISION: 0.0153261, PRECISION_RECALL_MIN_DEN: 0.0624833, RECALL: 0.0611780, MAP: 0.0255838, MRR: 0.0512436, NDCG: 0.0401287, F1: 0.0245109, HIT_RATE: 0.1532610, ARHR: 0.0559109, NOVELTY: 0.0047947, AVERAGE_POPULARITY: 0.0186345, DIVERSITY_MEAN_INTER_LIST: 0.9962949, DIVERSITY_HERFINDAHL: 0.9996091, COVERAGE_ITEM: 0.5607623, COVERAGE_ITEM_CORRECT: 0.0267257, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0795520, DIVERSITY_GINI: 0.2769108, SHANNON_ENTROPY: 12.9697078, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 206, 'shrink': 561, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0746913, PRECISION: 0.0149672, PRECISION_RECALL_MIN_DEN: 0.0617766, RECALL: 0.0604831, MAP: 0.0248429, MRR: 0.0493861, NDCG: 0.0391491, F1: 0.0239946, HIT_RATE: 0.1496718, ARHR: 0.0535754, NOVELTY: 0.0048039, AVERAGE_POPULARITY: 0.0186886, DIVERSITY_MEAN_INTER_LIST: 0.9960267, DIVERSITY_HERFINDAHL: 0.9995823, COVERAGE_ITEM: 0.5174437, COVERAGE_ITEM_CORRECT: 0.0257401, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0779414, DIVERSITY_GINI: 0.2424330, SHANNON_ENTROPY: 12.7815379, 

SearchBayesianSkopt-CV: New best config found. Config 15: {'topK': 927, 'shrink': 12, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0764800, PRECISION: 0.0151102, PRECISION_RECALL_MIN_DEN: 0.0629470, RECALL: 0.0617877, MAP: 0.0258197, MRR: 0.0517969, NDCG: 0.0404841, F1: 0.0242786, HIT_RATE: 0.1511018, ARHR: 0.0559398, NOVELTY: 0.0048056, AVERAGE_POPULARITY: 0.0188680, DIVERSITY_MEAN_INTER_LIST: 0.9959962, DIVERSITY_HERFINDAHL: 0.9995793, COVERAGE_ITEM: 0.5294167, COVERAGE_ITEM_CORRECT: 0.0261636, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0795772, DIVERSITY_GINI: 0.2483371, SHANNON_ENTROPY: 12.8035318, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 136, 'shrink': 457, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0752665, PRECISION: 0.0150786, PRECISION_RECALL_MIN_DEN: 0.0617309, RECALL: 0.0604664, MAP: 0.0249654, MRR: 0.0502089, NDCG: 0.0393775, F1: 0.0241351, HIT_RATE: 0.1507863, ARHR: 0.0544466, NOVELTY: 0.0048023, AVERAGE_POPULARITY: 0.0187653, DIVERSITY_MEAN_INTER_LIST: 0.9961940, DIVERSITY_HERFINDAHL: 0.9995990, COVERAGE_ITEM: 0.5319962, COVERAGE_ITEM_CORRECT: 0.0262021, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0786712, DIVERSITY_GINI: 0.2548338, SHANNON_ENTROPY: 12.8579461, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 493, 'shrink': 532, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0728550, PRECISION: 0.0145979, PRECISION_RECALL_MIN_DEN: 0.0604469, RECALL: 0.0592599, MAP: 0.0245120, MRR: 0.0483750, NDCG: 0.0385005, F1: 0.0234230, HIT_RATE: 0.1459792, ARHR: 0.0523016, NOVELTY: 0.0048157, AVERAGE_POPULARITY: 0.0186301, DIVERSITY_MEAN_INTER_LIST: 0.9956735, DIVERSITY_HERFINDAHL: 0.9995470, COVERAGE_ITEM: 0.4891550, COVERAGE_ITEM_CORRECT: 0.0250010, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0767334, DIVERSITY_GINI: 0.2191928, SHANNON_ENTROPY: 12.6289035, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 698, 'shrink': 801, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0717352, PRECISION: 0.0142392, PRECISION_RECALL_MIN_DEN: 0.0592784, RECALL: 0.0580999, MAP: 0.0238868, MRR: 0.0470510, NDCG: 0.0375861, F1: 0.0228719, HIT_RATE: 0.1423915, ARHR: 0.0508154, NOVELTY: 0.0048215, AVERAGE_POPULARITY: 0.0186060, DIVERSITY_MEAN_INTER_LIST: 0.9954249, DIVERSITY_HERFINDAHL: 0.9995222, COVERAGE_ITEM: 0.4769278, COVERAGE_ITEM_CORRECT: 0.0243080, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0750975, DIVERSITY_GINI: 0.2081378, SHANNON_ENTROPY: 12.5444864, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 941, 'shrink': 988, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0705142, PRECISION: 0.0142309, PRECISION_RECALL_MIN_DEN: 0.0591026, RECALL: 0.0579720, MAP: 0.0235371, MRR: 0.0464402, NDCG: 0.0372867, F1: 0.0228502, HIT_RATE: 0.1423088, ARHR: 0.0500368, NOVELTY: 0.0048223, AVERAGE_POPULARITY: 0.0186335, DIVERSITY_MEAN_INTER_LIST: 0.9951733, DIVERSITY_HERFINDAHL: 0.9994970, COVERAGE_ITEM: 0.4667488, COVERAGE_ITEM_CORRECT: 0.0242772, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0752485, DIVERSITY_GINI: 0.1997126, SHANNON_ENTROPY: 12.4740795, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 6, 'shrink': 22, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0708637, PRECISION: 0.0137730, PRECISION_RECALL_MIN_DEN: 0.0561109, RECALL: 0.0549957, MAP: 0.0233410, MRR: 0.0464241, NDCG: 0.0364799, F1: 0.0220279, HIT_RATE: 0.1377296, ARHR: 0.0500657, NOVELTY: 0.0047485, AVERAGE_POPULARITY: 0.0192094, DIVERSITY_MEAN_INTER_LIST: 0.9840212, DIVERSITY_HERFINDAHL: 0.9983820, COVERAGE_ITEM: 0.6070837, COVERAGE_ITEM_CORRECT: 0.0243311, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0726563, DIVERSITY_GINI: 0.2907243, SHANNON_ENTROPY: 12.6194638, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0650287, PRECISION: 0.0124702, PRECISION_RECALL_MIN_DEN: 0.0513990, RECALL: 0.0504845, MAP: 0.0212199, MRR: 0.0426504, NDCG: 0.0333125, F1: 0.0199992, HIT_RATE: 0.1247023, ARHR: 0.0455803, NOVELTY: 0.0047146, AVERAGE_POPULARITY: 0.0195873, DIVERSITY_MEAN_INTER_LIST: 0.9772581, DIVERSITY_HERFINDAHL: 0.9977058, COVERAGE_ITEM: 0.5933474, COVERAGE_ITEM_CORRECT: 0.0219596, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0668680, DIVERSITY_GINI: 0.2731260, SHANNON_ENTROPY: 12.3789850, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 999, 'shrink': 17, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0767935, PRECISION: 0.0150318, PRECISION_RECALL_MIN_DEN: 0.0626217, RECALL: 0.0614484, MAP: 0.0257747, MRR: 0.0514918, NDCG: 0.0403220, F1: 0.0241519, HIT_RATE: 0.1503184, ARHR: 0.0556509, NOVELTY: 0.0048059, AVERAGE_POPULARITY: 0.0187918, DIVERSITY_MEAN_INTER_LIST: 0.9959610, DIVERSITY_HERFINDAHL: 0.9995757, COVERAGE_ITEM: 0.5247507, COVERAGE_ITEM_CORRECT: 0.0260096, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0791494, DIVERSITY_GINI: 0.2456044, SHANNON_ENTROPY: 12.7885177, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0732366, PRECISION: 0.0144822, PRECISION_RECALL_MIN_DEN: 0.0605918, RECALL: 0.0594953, MAP: 0.0246363, MRR: 0.0499524, NDCG: 0.0388053, F1: 0.0232903, HIT_RATE: 0.1448218, ARHR: 0.0538680, NOVELTY: 0.0047864, AVERAGE_POPULARITY: 0.0189816, DIVERSITY_MEAN_INTER_LIST: 0.9958946, DIVERSITY_HERFINDAHL: 0.9995691, COVERAGE_ITEM: 0.5143253, COVERAGE_ITEM_CORRECT: 0.0250934, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0763559, DIVERSITY_GINI: 0.2343456, SHANNON_ENTROPY: 12.7210182, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 20, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0754508, PRECISION: 0.0149913, PRECISION_RECALL_MIN_DEN: 0.0613278, RECALL: 0.0600892, MAP: 0.0255715, MRR: 0.0507104, NDCG: 0.0397895, F1: 0.0239948, HIT_RATE: 0.1499132, ARHR: 0.0550993, NOVELTY: 0.0047757, AVERAGE_POPULARITY: 0.0187238, DIVERSITY_MEAN_INTER_LIST: 0.9950101, DIVERSITY_HERFINDAHL: 0.9994807, COVERAGE_ITEM: 0.5918614, COVERAGE_ITEM_CORRECT: 0.0262714, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0779414, DIVERSITY_GINI: 0.2945409, SHANNON_ENTROPY: 12.9820754, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 7, 'shrink': 995, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0685667, PRECISION: 0.0134466, PRECISION_RECALL_MIN_DEN: 0.0545969, RECALL: 0.0534933, MAP: 0.0229176, MRR: 0.0455798, NDCG: 0.0356405, F1: 0.0214896, HIT_RATE: 0.1344655, ARHR: 0.0492414, NOVELTY: 0.0047468, AVERAGE_POPULARITY: 0.0186789, DIVERSITY_MEAN_INTER_LIST: 0.9847693, DIVERSITY_HERFINDAHL: 0.9984568, COVERAGE_ITEM: 0.5996689, COVERAGE_ITEM_CORRECT: 0.0236689, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0706178, DIVERSITY_GINI: 0.2853930, SHANNON_ENTROPY: 12.6125129, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0732366, PRECISION: 0.0144822, PRECISION_RECALL_MIN_DEN: 0.0605918, RECALL: 0.0594953, MAP: 0.0246363, MRR: 0.0499524, NDCG: 0.0388053, F1: 0.0232903, HIT_RATE: 0.1448218, ARHR: 0.0538680, NOVELTY: 0.0047864, AVERAGE_POPULARITY: 0.0189816, DIVERSITY_MEAN_INTER_LIST: 0.9958946, DIVERSITY_HERFINDAHL: 0.9995691, COVERAGE_ITEM: 0.5143253, COVERAGE_ITEM_CORRECT: 0.0250934, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0763559, DIVERSITY_GINI: 0.2343456, SHANNON_ENTROPY: 12.7210182, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0732366, PRECISION: 0.0144822, PRECISION_RECALL_MIN_DEN: 0.0605918, RECALL: 0.0594953, MAP: 0.0246363, MRR: 0.0499524, NDCG: 0.0388053, F1: 0.0232903, HIT_RATE: 0.1448218, ARHR: 0.0538680, NOVELTY: 0.0047864, AVERAGE_POPULARITY: 0.0189816, DIVERSITY_MEAN_INTER_LIST: 0.9958946, DIVERSITY_HERFINDAHL: 0.9995691, COVERAGE_ITEM: 0.5143253, COVERAGE_ITEM_CORRECT: 0.0250934, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0763559, DIVERSITY_GINI: 0.2343456, SHANNON_ENTROPY: 12.7210182, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0650287, PRECISION: 0.0124702, PRECISION_RECALL_MIN_DEN: 0.0513990, RECALL: 0.0504845, MAP: 0.0212199, MRR: 0.0426504, NDCG: 0.0333125, F1: 0.0199992, HIT_RATE: 0.1247023, ARHR: 0.0455803, NOVELTY: 0.0047146, AVERAGE_POPULARITY: 0.0195873, DIVERSITY_MEAN_INTER_LIST: 0.9772581, DIVERSITY_HERFINDAHL: 0.9977058, COVERAGE_ITEM: 0.5933474, COVERAGE_ITEM_CORRECT: 0.0219596, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0668680, DIVERSITY_GINI: 0.2731260, SHANNON_ENTROPY: 12.3789850, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 1000, 'shrink': 992, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0704738, PRECISION: 0.0141167, PRECISION_RECALL_MIN_DEN: 0.0587488, RECALL: 0.0576227, MAP: 0.0234972, MRR: 0.0465327, NDCG: 0.0371605, F1: 0.0226757, HIT_RATE: 0.1411674, ARHR: 0.0501005, NOVELTY: 0.0048214, AVERAGE_POPULARITY: 0.0186527, DIVERSITY_MEAN_INTER_LIST: 0.9951215, DIVERSITY_HERFINDAHL: 0.9994918, COVERAGE_ITEM: 0.4654629, COVERAGE_ITEM_CORRECT: 0.0240462, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0748459, DIVERSITY_GINI: 0.1984968, SHANNON_ENTROPY: 12.4626349, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 8, 'shrink': 989, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0699548, PRECISION: 0.0137249, PRECISION_RECALL_MIN_DEN: 0.0559244, RECALL: 0.0548340, MAP: 0.0234588, MRR: 0.0465070, NDCG: 0.0364778, F1: 0.0219530, HIT_RATE: 0.1372492, ARHR: 0.0503779, NOVELTY: 0.0047490, AVERAGE_POPULARITY: 0.0187291, DIVERSITY_MEAN_INTER_LIST: 0.9872884, DIVERSITY_HERFINDAHL: 0.9987087, COVERAGE_ITEM: 0.6000693, COVERAGE_ITEM_CORRECT: 0.0242079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0718762, DIVERSITY_GINI: 0.2884403, SHANNON_ENTROPY: 12.6916226, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0732366, PRECISION: 0.0144822, PRECISION_RECALL_MIN_DEN: 0.0605918, RECALL: 0.0594953, MAP: 0.0246363, MRR: 0.0499524, NDCG: 0.0388053, F1: 0.0232903, HIT_RATE: 0.1448218, ARHR: 0.0538680, NOVELTY: 0.0047864, AVERAGE_POPULARITY: 0.0189816, DIVERSITY_MEAN_INTER_LIST: 0.9958946, DIVERSITY_HERFINDAHL: 0.9995691, COVERAGE_ITEM: 0.5143253, COVERAGE_ITEM_CORRECT: 0.0250934, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0763559, DIVERSITY_GINI: 0.2343456, SHANNON_ENTROPY: 12.7210182, 
