
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 728, 'shrink': 783, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828434, PRECISION: 0.0166840, PRECISION_RECALL_MIN_DEN: 0.0696800, RECALL: 0.0683135, MAP: 0.0279827, MRR: 0.0556240, NDCG: 0.0441388, F1: 0.0268167, HIT_RATE: 0.1668398, ARHR: 0.0603555, NOVELTY: 0.0047884, AVERAGE_POPULARITY: 0.0188085, DIVERSITY_MEAN_INTER_LIST: 0.9962484, DIVERSITY_HERFINDAHL: 0.9996045, COVERAGE_ITEM: 0.5797344, COVERAGE_ITEM_CORRECT: 0.0288508, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0868756, DIVERSITY_GINI: 0.2836819, SHANNON_ENTROPY: 12.9776759, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 428, 'shrink': 961, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0775066, PRECISION: 0.0156216, PRECISION_RECALL_MIN_DEN: 0.0649250, RECALL: 0.0636329, MAP: 0.0256840, MRR: 0.0506105, NDCG: 0.0407627, F1: 0.0250840, HIT_RATE: 0.1562161, ARHR: 0.0549105, NOVELTY: 0.0047995, AVERAGE_POPULARITY: 0.0179965, DIVERSITY_MEAN_INTER_LIST: 0.9956035, DIVERSITY_HERFINDAHL: 0.9995400, COVERAGE_ITEM: 0.4925120, COVERAGE_ITEM_CORRECT: 0.0269413, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0815654, DIVERSITY_GINI: 0.2226939, SHANNON_ENTROPY: 12.6387749, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 498, 'shrink': 246, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0478586, PRECISION: 0.0094238, PRECISION_RECALL_MIN_DEN: 0.0366603, RECALL: 0.0357361, MAP: 0.0144693, MRR: 0.0312877, NDCG: 0.0233550, F1: 0.0149131, HIT_RATE: 0.0942376, ARHR: 0.0334820, NOVELTY: 0.0048072, AVERAGE_POPULARITY: 0.0183433, DIVERSITY_MEAN_INTER_LIST: 0.9923183, DIVERSITY_HERFINDAHL: 0.9992116, COVERAGE_ITEM: 0.3004273, COVERAGE_ITEM_CORRECT: 0.0155996, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0507361, DIVERSITY_GINI: 0.1091910, SHANNON_ENTROPY: 11.6468775, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 271, 'shrink': 720, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0491142, PRECISION: 0.0096494, PRECISION_RECALL_MIN_DEN: 0.0369567, RECALL: 0.0359602, MAP: 0.0147248, MRR: 0.0319980, NDCG: 0.0237179, F1: 0.0152128, HIT_RATE: 0.0964942, ARHR: 0.0343612, NOVELTY: 0.0047941, AVERAGE_POPULARITY: 0.0186722, DIVERSITY_MEAN_INTER_LIST: 0.9909924, DIVERSITY_HERFINDAHL: 0.9990790, COVERAGE_ITEM: 0.3153802, COVERAGE_ITEM_CORRECT: 0.0160616, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0514156, DIVERSITY_GINI: 0.1175051, SHANNON_ENTROPY: 11.7022511, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 95, 'shrink': 502, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0785471, PRECISION: 0.0159848, PRECISION_RECALL_MIN_DEN: 0.0654583, RECALL: 0.0640772, MAP: 0.0263485, MRR: 0.0520388, NDCG: 0.0415357, F1: 0.0255838, HIT_RATE: 0.1598477, ARHR: 0.0567281, NOVELTY: 0.0047783, AVERAGE_POPULARITY: 0.0182274, DIVERSITY_MEAN_INTER_LIST: 0.9960453, DIVERSITY_HERFINDAHL: 0.9995842, COVERAGE_ITEM: 0.5276612, COVERAGE_ITEM_CORRECT: 0.0278653, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0828237, DIVERSITY_GINI: 0.2530690, SHANNON_ENTROPY: 12.8383848, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 820, 'shrink': 571, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0643806, PRECISION: 0.0128453, PRECISION_RECALL_MIN_DEN: 0.0522510, RECALL: 0.0511323, MAP: 0.0206004, MRR: 0.0420459, NDCG: 0.0329673, F1: 0.0205308, HIT_RATE: 0.1284531, ARHR: 0.0452211, NOVELTY: 0.0048178, AVERAGE_POPULARITY: 0.0180192, DIVERSITY_MEAN_INTER_LIST: 0.9940482, DIVERSITY_HERFINDAHL: 0.9993845, COVERAGE_ITEM: 0.3729971, COVERAGE_ITEM_CORRECT: 0.0217594, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0680005, DIVERSITY_GINI: 0.1507136, SHANNON_ENTROPY: 12.0945114, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 659, 'shrink': 694, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0765052, PRECISION: 0.0154295, PRECISION_RECALL_MIN_DEN: 0.0648059, RECALL: 0.0635837, MAP: 0.0250213, MRR: 0.0502932, NDCG: 0.0402134, F1: 0.0248324, HIT_RATE: 0.1542953, ARHR: 0.0543282, NOVELTY: 0.0047460, AVERAGE_POPULARITY: 0.0188567, DIVERSITY_MEAN_INTER_LIST: 0.9956477, DIVERSITY_HERFINDAHL: 0.9995444, COVERAGE_ITEM: 0.5267757, COVERAGE_ITEM_CORRECT: 0.0268258, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0814647, DIVERSITY_GINI: 0.2365140, SHANNON_ENTROPY: 12.6932883, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 461, 'shrink': 500, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0651293, PRECISION: 0.0129806, PRECISION_RECALL_MIN_DEN: 0.0520222, RECALL: 0.0508117, MAP: 0.0209533, MRR: 0.0432818, NDCG: 0.0332579, F1: 0.0206774, HIT_RATE: 0.1298058, ARHR: 0.0466053, NOVELTY: 0.0048112, AVERAGE_POPULARITY: 0.0181546, DIVERSITY_MEAN_INTER_LIST: 0.9943557, DIVERSITY_HERFINDAHL: 0.9994153, COVERAGE_ITEM: 0.3874110, COVERAGE_ITEM_CORRECT: 0.0220289, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0684787, DIVERSITY_GINI: 0.1595050, SHANNON_ENTROPY: 12.1814668, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 523, 'shrink': 407, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0768608, PRECISION: 0.0154907, PRECISION_RECALL_MIN_DEN: 0.0644043, RECALL: 0.0631246, MAP: 0.0256831, MRR: 0.0504704, NDCG: 0.0406005, F1: 0.0248745, HIT_RATE: 0.1549066, ARHR: 0.0547368, NOVELTY: 0.0048008, AVERAGE_POPULARITY: 0.0180063, DIVERSITY_MEAN_INTER_LIST: 0.9954895, DIVERSITY_HERFINDAHL: 0.9995286, COVERAGE_ITEM: 0.4875765, COVERAGE_ITEM_CORRECT: 0.0266795, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0808104, DIVERSITY_GINI: 0.2186475, SHANNON_ENTROPY: 12.6081089, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 943, 'shrink': 246, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0468963, PRECISION: 0.0091989, PRECISION_RECALL_MIN_DEN: 0.0365575, RECALL: 0.0356919, MAP: 0.0143270, MRR: 0.0307485, NDCG: 0.0231469, F1: 0.0146273, HIT_RATE: 0.0919895, ARHR: 0.0327640, NOVELTY: 0.0048144, AVERAGE_POPULARITY: 0.0183470, DIVERSITY_MEAN_INTER_LIST: 0.9914410, DIVERSITY_HERFINDAHL: 0.9991238, COVERAGE_ITEM: 0.2808162, COVERAGE_ITEM_CORRECT: 0.0151838, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0499811, DIVERSITY_GINI: 0.0970369, SHANNON_ENTROPY: 11.4650650, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0640151, PRECISION: 0.0123721, PRECISION_RECALL_MIN_DEN: 0.0516951, RECALL: 0.0508365, MAP: 0.0214876, MRR: 0.0427143, NDCG: 0.0335357, F1: 0.0199000, HIT_RATE: 0.1237213, ARHR: 0.0455601, NOVELTY: 0.0046967, AVERAGE_POPULARITY: 0.0191543, DIVERSITY_MEAN_INTER_LIST: 0.9742246, DIVERSITY_HERFINDAHL: 0.9974025, COVERAGE_ITEM: 0.5796343, COVERAGE_ITEM_CORRECT: 0.0218518, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0664402, DIVERSITY_GINI: 0.2621388, SHANNON_ENTROPY: 12.2662989, 

SearchBayesianSkopt-CV: New best config found. Config 21: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 46, 'shrink': 992, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0825100, PRECISION: 0.0166471, PRECISION_RECALL_MIN_DEN: 0.0683690, RECALL: 0.0670646, MAP: 0.0277152, MRR: 0.0549738, NDCG: 0.0437060, F1: 0.0266720, HIT_RATE: 0.1664714, ARHR: 0.0598468, NOVELTY: 0.0047638, AVERAGE_POPULARITY: 0.0186700, DIVERSITY_MEAN_INTER_LIST: 0.9965968, DIVERSITY_HERFINDAHL: 0.9996393, COVERAGE_ITEM: 0.6137286, COVERAGE_ITEM_CORRECT: 0.0293051, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0864980, DIVERSITY_GINI: 0.3175458, SHANNON_ENTROPY: 13.1499903, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0715011, PRECISION: 0.0136880, PRECISION_RECALL_MIN_DEN: 0.0572257, RECALL: 0.0561905, MAP: 0.0244709, MRR: 0.0479428, NDCG: 0.0376270, F1: 0.0220130, HIT_RATE: 0.1368799, ARHR: 0.0513997, NOVELTY: 0.0047249, AVERAGE_POPULARITY: 0.0186346, DIVERSITY_MEAN_INTER_LIST: 0.9824622, DIVERSITY_HERFINDAHL: 0.9982261, COVERAGE_ITEM: 0.6135746, COVERAGE_ITEM_CORRECT: 0.0242464, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0725305, DIVERSITY_GINI: 0.2938078, SHANNON_ENTROPY: 12.5906687, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 994, 'shrink': 18, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0768738, PRECISION: 0.0155803, PRECISION_RECALL_MIN_DEN: 0.0647680, RECALL: 0.0635281, MAP: 0.0251875, MRR: 0.0505942, NDCG: 0.0404276, F1: 0.0250228, HIT_RATE: 0.1558029, ARHR: 0.0546275, NOVELTY: 0.0047492, AVERAGE_POPULARITY: 0.0189458, DIVERSITY_MEAN_INTER_LIST: 0.9956593, DIVERSITY_HERFINDAHL: 0.9995456, COVERAGE_ITEM: 0.5274071, COVERAGE_ITEM_CORRECT: 0.0269567, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0825720, DIVERSITY_GINI: 0.2370651, SHANNON_ENTROPY: 12.6975872, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 5, 'shrink': 13, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0644224, PRECISION: 0.0124457, PRECISION_RECALL_MIN_DEN: 0.0518573, RECALL: 0.0509918, MAP: 0.0215880, MRR: 0.0431236, NDCG: 0.0337047, F1: 0.0200073, HIT_RATE: 0.1244573, ARHR: 0.0460171, NOVELTY: 0.0046986, AVERAGE_POPULARITY: 0.0191874, DIVERSITY_MEAN_INTER_LIST: 0.9747060, DIVERSITY_HERFINDAHL: 0.9974507, COVERAGE_ITEM: 0.5814437, COVERAGE_ITEM_CORRECT: 0.0219519, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0667170, DIVERSITY_GINI: 0.2638318, SHANNON_ENTROPY: 12.2837323, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 985, 'shrink': 991, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0765369, PRECISION: 0.0152374, PRECISION_RECALL_MIN_DEN: 0.0640270, RECALL: 0.0627850, MAP: 0.0252241, MRR: 0.0492799, NDCG: 0.0400621, F1: 0.0245214, HIT_RATE: 0.1523738, ARHR: 0.0532941, NOVELTY: 0.0048095, AVERAGE_POPULARITY: 0.0179799, DIVERSITY_MEAN_INTER_LIST: 0.9950679, DIVERSITY_HERFINDAHL: 0.9994865, COVERAGE_ITEM: 0.4743869, COVERAGE_ITEM_CORRECT: 0.0261636, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0802819, DIVERSITY_GINI: 0.2076281, SHANNON_ENTROPY: 12.5172091, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 15, 'shrink': 980, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0727572, PRECISION: 0.0144480, PRECISION_RECALL_MIN_DEN: 0.0602145, RECALL: 0.0590804, MAP: 0.0243405, MRR: 0.0487538, NDCG: 0.0383820, F1: 0.0232172, HIT_RATE: 0.1444801, ARHR: 0.0526441, NOVELTY: 0.0047277, AVERAGE_POPULARITY: 0.0191576, DIVERSITY_MEAN_INTER_LIST: 0.9943408, DIVERSITY_HERFINDAHL: 0.9994138, COVERAGE_ITEM: 0.5971588, COVERAGE_ITEM_CORRECT: 0.0253782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0758022, DIVERSITY_GINI: 0.2954866, SHANNON_ENTROPY: 12.9503284, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
