
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 280, 'shrink': 731, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1267384, PRECISION: 0.0249888, PRECISION_RECALL_MIN_DEN: 0.0926714, RECALL: 0.0904040, MAP: 0.0418710, MRR: 0.0902954, NDCG: 0.0643781, F1: 0.0391522, HIT_RATE: 0.2498882, ARHR: 0.1003868, NOVELTY: 0.0046487, AVERAGE_POPULARITY: 0.1292792, DIVERSITY_MEAN_INTER_LIST: 0.9750977, DIVERSITY_HERFINDAHL: 0.9974913, COVERAGE_ITEM: 0.3408893, COVERAGE_ITEM_CORRECT: 0.0241463, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1328552, DIVERSITY_GINI: 0.0886802, SHANNON_ENTROPY: 10.6542904, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 267, 'shrink': 173, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1286814, PRECISION: 0.0254208, PRECISION_RECALL_MIN_DEN: 0.0938337, RECALL: 0.0915096, MAP: 0.0423089, MRR: 0.0915038, NDCG: 0.0651588, F1: 0.0397860, HIT_RATE: 0.2542084, ARHR: 0.1018778, NOVELTY: 0.0046515, AVERAGE_POPULARITY: 0.1282922, DIVERSITY_MEAN_INTER_LIST: 0.9754670, DIVERSITY_HERFINDAHL: 0.9975282, COVERAGE_ITEM: 0.3410741, COVERAGE_ITEM_CORRECT: 0.0248393, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1351453, DIVERSITY_GINI: 0.0887757, SHANNON_ENTROPY: 10.6599611, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 84, 'shrink': 276, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1261174, PRECISION: 0.0250426, PRECISION_RECALL_MIN_DEN: 0.0907617, RECALL: 0.0883789, MAP: 0.0407134, MRR: 0.0893955, NDCG: 0.0629913, F1: 0.0390241, HIT_RATE: 0.2504259, ARHR: 0.0996423, NOVELTY: 0.0048711, AVERAGE_POPULARITY: 0.0858473, DIVERSITY_MEAN_INTER_LIST: 0.9882688, DIVERSITY_HERFINDAHL: 0.9988081, COVERAGE_ITEM: 0.4102714, COVERAGE_ITEM_CORRECT: 0.0287661, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1323518, DIVERSITY_GINI: 0.1350201, SHANNON_ENTROPY: 11.5925329, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 882, 'shrink': 254, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1226536, PRECISION: 0.0240638, PRECISION_RECALL_MIN_DEN: 0.0899550, RECALL: 0.0877681, MAP: 0.0405798, MRR: 0.0870637, NDCG: 0.0623412, F1: 0.0377687, HIT_RATE: 0.2406378, ARHR: 0.0965015, NOVELTY: 0.0045386, AVERAGE_POPULARITY: 0.1598776, DIVERSITY_MEAN_INTER_LIST: 0.9592998, DIVERSITY_HERFINDAHL: 0.9959118, COVERAGE_ITEM: 0.3127392, COVERAGE_ITEM_CORRECT: 0.0217055, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1286775, DIVERSITY_GINI: 0.0727506, SHANNON_ENTROPY: 10.1351832, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 874, 'shrink': 63, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1264824, PRECISION: 0.0249014, PRECISION_RECALL_MIN_DEN: 0.0931616, RECALL: 0.0909061, MAP: 0.0421581, MRR: 0.0896844, NDCG: 0.0645997, F1: 0.0390906, HIT_RATE: 0.2490141, ARHR: 0.0996167, NOVELTY: 0.0045581, AVERAGE_POPULARITY: 0.1560118, DIVERSITY_MEAN_INTER_LIST: 0.9619514, DIVERSITY_HERFINDAHL: 0.9961769, COVERAGE_ITEM: 0.3209471, COVERAGE_ITEM_CORRECT: 0.0228835, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1329307, DIVERSITY_GINI: 0.0765612, SHANNON_ENTROPY: 10.2293479, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 385, 'shrink': 422, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1258956, PRECISION: 0.0246815, PRECISION_RECALL_MIN_DEN: 0.0915466, RECALL: 0.0893172, MAP: 0.0416353, MRR: 0.0898354, NDCG: 0.0638447, F1: 0.0386728, HIT_RATE: 0.2468147, ARHR: 0.0997926, NOVELTY: 0.0046038, AVERAGE_POPULARITY: 0.1408395, DIVERSITY_MEAN_INTER_LIST: 0.9698750, DIVERSITY_HERFINDAHL: 0.9969691, COVERAGE_ITEM: 0.3298171, COVERAGE_ITEM_CORRECT: 0.0230067, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1315717, DIVERSITY_GINI: 0.0818979, SHANNON_ENTROPY: 10.4451127, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 549, 'shrink': 472, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1236317, PRECISION: 0.0242117, PRECISION_RECALL_MIN_DEN: 0.0902759, RECALL: 0.0880903, MAP: 0.0408066, MRR: 0.0882700, NDCG: 0.0627296, F1: 0.0379805, HIT_RATE: 0.2421166, ARHR: 0.0977856, NOVELTY: 0.0045676, AVERAGE_POPULARITY: 0.1511234, DIVERSITY_MEAN_INTER_LIST: 0.9644243, DIVERSITY_HERFINDAHL: 0.9964242, COVERAGE_ITEM: 0.3197844, COVERAGE_ITEM_CORRECT: 0.0221675, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1295835, DIVERSITY_GINI: 0.0765111, SHANNON_ENTROPY: 10.2715716, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 193, 'shrink': 943, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1274139, PRECISION: 0.0253045, PRECISION_RECALL_MIN_DEN: 0.0938805, RECALL: 0.0915831, MAP: 0.0423269, MRR: 0.0910113, NDCG: 0.0650717, F1: 0.0396511, HIT_RATE: 0.2530445, ARHR: 0.1011323, NOVELTY: 0.0047128, AVERAGE_POPULARITY: 0.1149185, DIVERSITY_MEAN_INTER_LIST: 0.9806073, DIVERSITY_HERFINDAHL: 0.9980421, COVERAGE_ITEM: 0.3594764, COVERAGE_ITEM_CORRECT: 0.0258248, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1347175, DIVERSITY_GINI: 0.1001392, SHANNON_ENTROPY: 10.9457931, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 40, 'shrink': 883, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1129333, PRECISION: 0.0225680, PRECISION_RECALL_MIN_DEN: 0.0803767, RECALL: 0.0780220, MAP: 0.0363070, MRR: 0.0805481, NDCG: 0.0560213, F1: 0.0350082, HIT_RATE: 0.2256801, ARHR: 0.0898587, NOVELTY: 0.0050330, AVERAGE_POPULARITY: 0.0623401, DIVERSITY_MEAN_INTER_LIST: 0.9907745, DIVERSITY_HERFINDAHL: 0.9990587, COVERAGE_ITEM: 0.4659788, COVERAGE_ITEM_CORRECT: 0.0300828, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1188876, DIVERSITY_GINI: 0.1819945, SHANNON_ENTROPY: 12.1480709, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 214, 'shrink': 973, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1270345, PRECISION: 0.0251794, PRECISION_RECALL_MIN_DEN: 0.0932212, RECALL: 0.0909415, MAP: 0.0422635, MRR: 0.0911570, NDCG: 0.0649020, F1: 0.0394372, HIT_RATE: 0.2517942, ARHR: 0.1012143, NOVELTY: 0.0046940, AVERAGE_POPULARITY: 0.1189100, DIVERSITY_MEAN_INTER_LIST: 0.9791742, DIVERSITY_HERFINDAHL: 0.9978989, COVERAGE_ITEM: 0.3542483, COVERAGE_ITEM_CORRECT: 0.0252243, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1339877, DIVERSITY_GINI: 0.0967976, SHANNON_ENTROPY: 10.8635690, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 490, 'shrink': 746, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1237968, PRECISION: 0.0241168, PRECISION_RECALL_MIN_DEN: 0.0899606, RECALL: 0.0877727, MAP: 0.0408104, MRR: 0.0879828, NDCG: 0.0626174, F1: 0.0378335, HIT_RATE: 0.2411682, ARHR: 0.0974838, NOVELTY: 0.0045789, AVERAGE_POPULARITY: 0.1479289, DIVERSITY_MEAN_INTER_LIST: 0.9661940, DIVERSITY_HERFINDAHL: 0.9966011, COVERAGE_ITEM: 0.3232647, COVERAGE_ITEM_CORRECT: 0.0220982, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1291305, DIVERSITY_GINI: 0.0782490, SHANNON_ENTROPY: 10.3274127, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 988, 'shrink': 420, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1214820, PRECISION: 0.0238212, PRECISION_RECALL_MIN_DEN: 0.0890450, RECALL: 0.0868865, MAP: 0.0401732, MRR: 0.0862047, NDCG: 0.0617225, F1: 0.0373886, HIT_RATE: 0.2382122, ARHR: 0.0954749, NOVELTY: 0.0045319, AVERAGE_POPULARITY: 0.1616548, DIVERSITY_MEAN_INTER_LIST: 0.9579551, DIVERSITY_HERFINDAHL: 0.9957774, COVERAGE_ITEM: 0.3109605, COVERAGE_ITEM_CORRECT: 0.0213513, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1277463, DIVERSITY_GINI: 0.0717846, SHANNON_ENTROPY: 10.1018514, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 529, 'shrink': 765, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1231318, PRECISION: 0.0240979, PRECISION_RECALL_MIN_DEN: 0.0900104, RECALL: 0.0878236, MAP: 0.0406803, MRR: 0.0879572, NDCG: 0.0625254, F1: 0.0378154, HIT_RATE: 0.2409790, ARHR: 0.0973972, NOVELTY: 0.0045716, AVERAGE_POPULARITY: 0.1500218, DIVERSITY_MEAN_INTER_LIST: 0.9650226, DIVERSITY_HERFINDAHL: 0.9964840, COVERAGE_ITEM: 0.3210780, COVERAGE_ITEM_CORRECT: 0.0220289, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1290802, DIVERSITY_GINI: 0.0771404, SHANNON_ENTROPY: 10.2915810, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 714, 'shrink': 992, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1211880, PRECISION: 0.0238095, PRECISION_RECALL_MIN_DEN: 0.0890870, RECALL: 0.0869251, MAP: 0.0402170, MRR: 0.0863254, NDCG: 0.0617515, F1: 0.0373781, HIT_RATE: 0.2380953, ARHR: 0.0955741, NOVELTY: 0.0045485, AVERAGE_POPULARITY: 0.1568937, DIVERSITY_MEAN_INTER_LIST: 0.9608242, DIVERSITY_HERFINDAHL: 0.9960642, COVERAGE_ITEM: 0.3149567, COVERAGE_ITEM_CORRECT: 0.0215592, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1275702, DIVERSITY_GINI: 0.0738900, SHANNON_ENTROPY: 10.1770537, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 598, 'shrink': 531, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1230329, PRECISION: 0.0240905, PRECISION_RECALL_MIN_DEN: 0.0899017, RECALL: 0.0877205, MAP: 0.0405723, MRR: 0.0876375, NDCG: 0.0623884, F1: 0.0377973, HIT_RATE: 0.2409052, ARHR: 0.0970368, NOVELTY: 0.0045606, AVERAGE_POPULARITY: 0.1531664, DIVERSITY_MEAN_INTER_LIST: 0.9632175, DIVERSITY_HERFINDAHL: 0.9963035, COVERAGE_ITEM: 0.3180674, COVERAGE_ITEM_CORRECT: 0.0219288, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1290047, DIVERSITY_GINI: 0.0755209, SHANNON_ENTROPY: 10.2370805, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 229, 'shrink': 555, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1271678, PRECISION: 0.0252244, PRECISION_RECALL_MIN_DEN: 0.0930990, RECALL: 0.0907947, MAP: 0.0421469, MRR: 0.0911769, NDCG: 0.0648100, F1: 0.0394774, HIT_RATE: 0.2522440, ARHR: 0.1014127, NOVELTY: 0.0046812, AVERAGE_POPULARITY: 0.1217328, DIVERSITY_MEAN_INTER_LIST: 0.9780918, DIVERSITY_HERFINDAHL: 0.9977906, COVERAGE_ITEM: 0.3505525, COVERAGE_ITEM_CORRECT: 0.0250626, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1337863, DIVERSITY_GINI: 0.0943935, SHANNON_ENTROPY: 10.8027857, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 743, 'shrink': 108, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1255763, PRECISION: 0.0245562, PRECISION_RECALL_MIN_DEN: 0.0915210, RECALL: 0.0892856, MAP: 0.0416025, MRR: 0.0891486, NDCG: 0.0637301, F1: 0.0385153, HIT_RATE: 0.2455623, ARHR: 0.0989322, NOVELTY: 0.0045537, AVERAGE_POPULARITY: 0.1560105, DIVERSITY_MEAN_INTER_LIST: 0.9618779, DIVERSITY_HERFINDAHL: 0.9961696, COVERAGE_ITEM: 0.3175592, COVERAGE_ITEM_CORRECT: 0.0224293, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1311942, DIVERSITY_GINI: 0.0751110, SHANNON_ENTROPY: 10.2072075, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 536, 'shrink': 825, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1229942, PRECISION: 0.0240372, PRECISION_RECALL_MIN_DEN: 0.0898246, RECALL: 0.0876426, MAP: 0.0406517, MRR: 0.0878538, NDCG: 0.0624358, F1: 0.0377240, HIT_RATE: 0.2403723, ARHR: 0.0972480, NOVELTY: 0.0045706, AVERAGE_POPULARITY: 0.1503153, DIVERSITY_MEAN_INTER_LIST: 0.9648484, DIVERSITY_HERFINDAHL: 0.9964666, COVERAGE_ITEM: 0.3208162, COVERAGE_ITEM_CORRECT: 0.0219519, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1287278, DIVERSITY_GINI: 0.0769935, SHANNON_ENTROPY: 10.2865794, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 604, 'shrink': 483, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1230917, PRECISION: 0.0240526, PRECISION_RECALL_MIN_DEN: 0.0898316, RECALL: 0.0876523, MAP: 0.0405627, MRR: 0.0875837, NDCG: 0.0623565, F1: 0.0377439, HIT_RATE: 0.2405259, ARHR: 0.0969600, NOVELTY: 0.0045598, AVERAGE_POPULARITY: 0.1534220, DIVERSITY_MEAN_INTER_LIST: 0.9630801, DIVERSITY_HERFINDAHL: 0.9962898, COVERAGE_ITEM: 0.3180289, COVERAGE_ITEM_CORRECT: 0.0218903, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1289543, DIVERSITY_GINI: 0.0754602, SHANNON_ENTROPY: 10.2334931, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 883, 'shrink': 866, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1204997, PRECISION: 0.0236542, PRECISION_RECALL_MIN_DEN: 0.0885632, RECALL: 0.0864295, MAP: 0.0399507, MRR: 0.0855905, NDCG: 0.0613534, F1: 0.0371409, HIT_RATE: 0.2365419, ARHR: 0.0947721, NOVELTY: 0.0045366, AVERAGE_POPULARITY: 0.1604017, DIVERSITY_MEAN_INTER_LIST: 0.9585596, DIVERSITY_HERFINDAHL: 0.9958378, COVERAGE_ITEM: 0.3120385, COVERAGE_ITEM_CORRECT: 0.0212050, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1268152, DIVERSITY_GINI: 0.0723347, SHANNON_ENTROPY: 10.1195250, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 769, 'shrink': 725, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1214200, PRECISION: 0.0237565, PRECISION_RECALL_MIN_DEN: 0.0889723, RECALL: 0.0868196, MAP: 0.0402014, MRR: 0.0863085, NDCG: 0.0617167, F1: 0.0373029, HIT_RATE: 0.2375653, ARHR: 0.0955347, NOVELTY: 0.0045437, AVERAGE_POPULARITY: 0.1582917, DIVERSITY_MEAN_INTER_LIST: 0.9599526, DIVERSITY_HERFINDAHL: 0.9959771, COVERAGE_ITEM: 0.3139711, COVERAGE_ITEM_CORRECT: 0.0214360, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1274695, DIVERSITY_GINI: 0.0732928, SHANNON_ENTROPY: 10.1544639, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 430, 'shrink': 389, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1252454, PRECISION: 0.0245872, PRECISION_RECALL_MIN_DEN: 0.0914011, RECALL: 0.0891809, MAP: 0.0414096, MRR: 0.0892961, NDCG: 0.0635689, F1: 0.0385444, HIT_RATE: 0.2458715, ARHR: 0.0991575, NOVELTY: 0.0045910, AVERAGE_POPULARITY: 0.1444011, DIVERSITY_MEAN_INTER_LIST: 0.9681032, DIVERSITY_HERFINDAHL: 0.9967920, COVERAGE_ITEM: 0.3265063, COVERAGE_ITEM_CORRECT: 0.0227372, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1312445, DIVERSITY_GINI: 0.0800083, SHANNON_ENTROPY: 10.3845320, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 521, 'shrink': 692, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1234305, PRECISION: 0.0241471, PRECISION_RECALL_MIN_DEN: 0.0901433, RECALL: 0.0879613, MAP: 0.0407309, MRR: 0.0880627, NDCG: 0.0626125, F1: 0.0378883, HIT_RATE: 0.2414711, ARHR: 0.0975107, NOVELTY: 0.0045731, AVERAGE_POPULARITY: 0.1495819, DIVERSITY_MEAN_INTER_LIST: 0.9652832, DIVERSITY_HERFINDAHL: 0.9965100, COVERAGE_ITEM: 0.3216708, COVERAGE_ITEM_CORRECT: 0.0220366, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1294577, DIVERSITY_GINI: 0.0773845, SHANNON_ENTROPY: 10.2989821, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 999, 'shrink': 3, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1282861, PRECISION: 0.0254061, PRECISION_RECALL_MIN_DEN: 0.0945510, RECALL: 0.0922740, MAP: 0.0426493, MRR: 0.0910590, NDCG: 0.0655233, F1: 0.0398376, HIT_RATE: 0.2540606, ARHR: 0.1012935, NOVELTY: 0.0046471, AVERAGE_POPULARITY: 0.1428152, DIVERSITY_MEAN_INTER_LIST: 0.9684376, DIVERSITY_HERFINDAHL: 0.9968254, COVERAGE_ITEM: 0.3616708, COVERAGE_ITEM_CORRECT: 0.0238922, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1350195, DIVERSITY_GINI: 0.0978168, SHANNON_ENTROPY: 10.6160867, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0734530, PRECISION: 0.0146764, PRECISION_RECALL_MIN_DEN: 0.0528131, RECALL: 0.0512437, MAP: 0.0236883, MRR: 0.0519200, NDCG: 0.0365174, F1: 0.0228142, HIT_RATE: 0.1467640, ARHR: 0.0576166, NOVELTY: 0.0051946, AVERAGE_POPULARITY: 0.0321527, DIVERSITY_MEAN_INTER_LIST: 0.9585863, DIVERSITY_HERFINDAHL: 0.9958405, COVERAGE_ITEM: 0.5376246, COVERAGE_ITEM_CORRECT: 0.0262483, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0780924, DIVERSITY_GINI: 0.2421566, SHANNON_ENTROPY: 11.9077191, 
