
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 859, 'shrink': 714, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.47430081963291515, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1008368, PRECISION: 0.0217621, PRECISION_RECALL_MIN_DEN: 0.0803290, RECALL: 0.0779821, MAP: 0.0338736, MRR: 0.0700237, NDCG: 0.0526714, F1: 0.0340256, HIT_RATE: 0.2176207, ARHR: 0.0791840, NOVELTY: 0.0052786, AVERAGE_POPULARITY: 0.0183285, DIVERSITY_MEAN_INTER_LIST: 0.9973245, DIVERSITY_HERFINDAHL: 0.9997148, COVERAGE_ITEM: 0.5659442, COVERAGE_ITEM_CORRECT: 0.0418787, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1217818, DIVERSITY_GINI: 0.2541131, SHANNON_ENTROPY: 12.8950532, 
SearchBayesianSkopt-CV: New best config found. Config 8: {'topK': 311, 'shrink': 994, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7178584969411138, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1059883, PRECISION: 0.0230689, PRECISION_RECALL_MIN_DEN: 0.0844341, RECALL: 0.0818004, MAP: 0.0360531, MRR: 0.0749840, NDCG: 0.0557150, F1: 0.0359876, HIT_RATE: 0.2306892, ARHR: 0.0851587, NOVELTY: 0.0052800, AVERAGE_POPULARITY: 0.0180430, DIVERSITY_MEAN_INTER_LIST: 0.9977359, DIVERSITY_HERFINDAHL: 0.9997560, COVERAGE_ITEM: 0.6022021, COVERAGE_ITEM_CORRECT: 0.0444966, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1277463, DIVERSITY_GINI: 0.2893702, SHANNON_ENTROPY: 13.1030589, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 511, 'shrink': 433, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3849132987614328, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0071834, PRECISION: 0.0012657, PRECISION_RECALL_MIN_DEN: 0.0039608, RECALL: 0.0036941, MAP: 0.0013794, MRR: 0.0045718, NDCG: 0.0024433, F1: 0.0018787, HIT_RATE: 0.0126567, ARHR: 0.0046679, NOVELTY: 0.0053457, AVERAGE_POPULARITY: 0.0110970, DIVERSITY_MEAN_INTER_LIST: 0.9459671, DIVERSITY_HERFINDAHL: 0.9945800, COVERAGE_ITEM: 0.0941213, COVERAGE_ITEM_CORRECT: 0.0020789, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0086574, DIVERSITY_GINI: 0.0132627, SHANNON_ENTROPY: 8.5098231, 

SearchBayesianSkopt-CV: New best config found. Config 10: {'topK': 764, 'shrink': 875, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5826205429046004, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1076546, PRECISION: 0.0231430, PRECISION_RECALL_MIN_DEN: 0.0855315, RECALL: 0.0830315, MAP: 0.0364856, MRR: 0.0756119, NDCG: 0.0564227, F1: 0.0361949, HIT_RATE: 0.2314301, ARHR: 0.0856044, NOVELTY: 0.0052846, AVERAGE_POPULARITY: 0.0180718, DIVERSITY_MEAN_INTER_LIST: 0.9977164, DIVERSITY_HERFINDAHL: 0.9997540, COVERAGE_ITEM: 0.6046583, COVERAGE_ITEM_CORRECT: 0.0445043, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1289795, DIVERSITY_GINI: 0.2889425, SHANNON_ENTROPY: 13.0998035, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 90, 'shrink': 98, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.30559079613695, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0183104, PRECISION: 0.0036752, PRECISION_RECALL_MIN_DEN: 0.0154847, RECALL: 0.0150333, MAP: 0.0049675, MRR: 0.0116545, NDCG: 0.0086511, F1: 0.0059040, HIT_RATE: 0.0367518, ARHR: 0.0120485, NOVELTY: 0.0053194, AVERAGE_POPULARITY: 0.0125396, DIVERSITY_MEAN_INTER_LIST: 0.9826111, DIVERSITY_HERFINDAHL: 0.9982437, COVERAGE_ITEM: 0.2170780, COVERAGE_ITEM_CORRECT: 0.0068527, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0246382, DIVERSITY_GINI: 0.0488856, SHANNON_ENTROPY: 10.3817440, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 179, 'shrink': 134, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9049774037112548, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0376008, PRECISION: 0.0077715, PRECISION_RECALL_MIN_DEN: 0.0246678, RECALL: 0.0233518, MAP: 0.0095042, MRR: 0.0249611, NDCG: 0.0158201, F1: 0.0116573, HIT_RATE: 0.0777151, ARHR: 0.0268228, NOVELTY: 0.0052516, AVERAGE_POPULARITY: 0.0143953, DIVERSITY_MEAN_INTER_LIST: 0.9924262, DIVERSITY_HERFINDAHL: 0.9992251, COVERAGE_ITEM: 0.1964504, COVERAGE_ITEM_CORRECT: 0.0143754, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0479678, DIVERSITY_GINI: 0.0672215, SHANNON_ENTROPY: 11.1283950, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 72, 'shrink': 72, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6420150282538833, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0146747, PRECISION: 0.0029783, PRECISION_RECALL_MIN_DEN: 0.0114505, RECALL: 0.0111191, MAP: 0.0038994, MRR: 0.0087391, NDCG: 0.0067349, F1: 0.0046930, HIT_RATE: 0.0297832, ARHR: 0.0090866, NOVELTY: 0.0053202, AVERAGE_POPULARITY: 0.0124522, DIVERSITY_MEAN_INTER_LIST: 0.9776709, DIVERSITY_HERFINDAHL: 0.9977498, COVERAGE_ITEM: 0.2556612, COVERAGE_ITEM_CORRECT: 0.0056824, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0198565, DIVERSITY_GINI: 0.0685381, SHANNON_ENTROPY: 10.6642129, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 543, 'shrink': 581, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7462208672858044, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0141811, PRECISION: 0.0023792, PRECISION_RECALL_MIN_DEN: 0.0075574, RECALL: 0.0070307, MAP: 0.0033130, MRR: 0.0095617, NDCG: 0.0052303, F1: 0.0035548, HIT_RATE: 0.0237917, ARHR: 0.0098239, NOVELTY: 0.0053386, AVERAGE_POPULARITY: 0.0112288, DIVERSITY_MEAN_INTER_LIST: 0.9642957, DIVERSITY_HERFINDAHL: 0.9964125, COVERAGE_ITEM: 0.0866910, COVERAGE_ITEM_CORRECT: 0.0040577, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0160312, DIVERSITY_GINI: 0.0152117, SHANNON_ENTROPY: 8.9270738, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 324, 'shrink': 489, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6449607981290189, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0666406, PRECISION: 0.0139206, PRECISION_RECALL_MIN_DEN: 0.0482602, RECALL: 0.0464297, MAP: 0.0192085, MRR: 0.0454621, NDCG: 0.0311952, F1: 0.0214135, HIT_RATE: 0.1392059, ARHR: 0.0498565, NOVELTY: 0.0052619, AVERAGE_POPULARITY: 0.0167660, DIVERSITY_MEAN_INTER_LIST: 0.9954956, DIVERSITY_HERFINDAHL: 0.9995320, COVERAGE_ITEM: 0.3262907, COVERAGE_ITEM_CORRECT: 0.0259711, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0826475, DIVERSITY_GINI: 0.1281525, SHANNON_ENTROPY: 12.0010233, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 898, 'shrink': 103, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4038860388013334, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0101946, PRECISION: 0.0018382, PRECISION_RECALL_MIN_DEN: 0.0063871, RECALL: 0.0060339, MAP: 0.0022774, MRR: 0.0068231, NDCG: 0.0039079, F1: 0.0028171, HIT_RATE: 0.0183816, ARHR: 0.0069801, NOVELTY: 0.0053226, AVERAGE_POPULARITY: 0.0128386, DIVERSITY_MEAN_INTER_LIST: 0.9249620, DIVERSITY_HERFINDAHL: 0.9924799, COVERAGE_ITEM: 0.0682271, COVERAGE_ITEM_CORRECT: 0.0030953, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0125330, DIVERSITY_GINI: 0.0088539, SHANNON_ENTROPY: 8.0095370, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 611, 'shrink': 35, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4806179345329795, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0093754, PRECISION: 0.0016968, PRECISION_RECALL_MIN_DEN: 0.0062380, RECALL: 0.0059380, MAP: 0.0021546, MRR: 0.0062311, NDCG: 0.0037189, F1: 0.0026379, HIT_RATE: 0.0169681, ARHR: 0.0063579, NOVELTY: 0.0053220, AVERAGE_POPULARITY: 0.0125244, DIVERSITY_MEAN_INTER_LIST: 0.9337755, DIVERSITY_HERFINDAHL: 0.9933611, COVERAGE_ITEM: 0.0850433, COVERAGE_ITEM_CORRECT: 0.0028874, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0117025, DIVERSITY_GINI: 0.0112393, SHANNON_ENTROPY: 8.2707538, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 896, 'shrink': 637, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7135847848844233, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1021012, PRECISION: 0.0217484, PRECISION_RECALL_MIN_DEN: 0.0805136, RECALL: 0.0781562, MAP: 0.0340389, MRR: 0.0708106, NDCG: 0.0528865, F1: 0.0340254, HIT_RATE: 0.2174838, ARHR: 0.0798768, NOVELTY: 0.0052825, AVERAGE_POPULARITY: 0.0181192, DIVERSITY_MEAN_INTER_LIST: 0.9973732, DIVERSITY_HERFINDAHL: 0.9997197, COVERAGE_ITEM: 0.5630183, COVERAGE_ITEM_CORRECT: 0.0416631, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1223355, DIVERSITY_GINI: 0.2568216, SHANNON_ENTROPY: 12.9218055, 

SearchBayesianSkopt-CV: New best config found. Config 19: {'topK': 523, 'shrink': 780, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5560477758044736, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1080536, PRECISION: 0.0231532, PRECISION_RECALL_MIN_DEN: 0.0853969, RECALL: 0.0828706, MAP: 0.0365137, MRR: 0.0756452, NDCG: 0.0564218, F1: 0.0361927, HIT_RATE: 0.2315318, ARHR: 0.0857639, NOVELTY: 0.0052822, AVERAGE_POPULARITY: 0.0181089, DIVERSITY_MEAN_INTER_LIST: 0.9977839, DIVERSITY_HERFINDAHL: 0.9997608, COVERAGE_ITEM: 0.6089625, COVERAGE_ITEM_CORRECT: 0.0446352, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1288285, DIVERSITY_GINI: 0.2936611, SHANNON_ENTROPY: 13.1254535, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 429, 'shrink': 348, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.867843909305845, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0550834, PRECISION: 0.0111606, PRECISION_RECALL_MIN_DEN: 0.0379192, RECALL: 0.0363385, MAP: 0.0152551, MRR: 0.0372595, NDCG: 0.0247698, F1: 0.0170703, HIT_RATE: 0.1116060, ARHR: 0.0403073, NOVELTY: 0.0052588, AVERAGE_POPULARITY: 0.0160602, DIVERSITY_MEAN_INTER_LIST: 0.9943990, DIVERSITY_HERFINDAHL: 0.9994223, COVERAGE_ITEM: 0.2625679, COVERAGE_ITEM_CORRECT: 0.0204966, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0680005, DIVERSITY_GINI: 0.0996474, SHANNON_ENTROPY: 11.6571200, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 450, 'shrink': 434, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11359375089685367, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0851566, PRECISION: 0.0178136, PRECISION_RECALL_MIN_DEN: 0.0636364, RECALL: 0.0614485, MAP: 0.0276697, MRR: 0.0601756, NDCG: 0.0427712, F1: 0.0276174, HIT_RATE: 0.1781364, ARHR: 0.0676252, NOVELTY: 0.0052976, AVERAGE_POPULARITY: 0.0166759, DIVERSITY_MEAN_INTER_LIST: 0.9974801, DIVERSITY_HERFINDAHL: 0.9997304, COVERAGE_ITEM: 0.4797690, COVERAGE_ITEM_CORRECT: 0.0341944, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1002894, DIVERSITY_GINI: 0.2219548, SHANNON_ENTROPY: 12.7797658, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 286, 'shrink': 932, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4401059970749528, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0155541, PRECISION: 0.0027957, PRECISION_RECALL_MIN_DEN: 0.0097493, RECALL: 0.0091772, MAP: 0.0037656, MRR: 0.0105834, NDCG: 0.0061523, F1: 0.0042839, HIT_RATE: 0.0279569, ARHR: 0.0109445, NOVELTY: 0.0053320, AVERAGE_POPULARITY: 0.0116890, DIVERSITY_MEAN_INTER_LIST: 0.9706534, DIVERSITY_HERFINDAHL: 0.9970482, COVERAGE_ITEM: 0.1265833, COVERAGE_ITEM_CORRECT: 0.0049509, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0186485, DIVERSITY_GINI: 0.0219210, SHANNON_ENTROPY: 9.3323264, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 905, 'shrink': 25, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.32806089671947275, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1004200, PRECISION: 0.0211675, PRECISION_RECALL_MIN_DEN: 0.0764097, RECALL: 0.0739926, MAP: 0.0329082, MRR: 0.0701380, NDCG: 0.0510127, F1: 0.0329152, HIT_RATE: 0.2116753, ARHR: 0.0791449, NOVELTY: 0.0052853, AVERAGE_POPULARITY: 0.0180565, DIVERSITY_MEAN_INTER_LIST: 0.9976232, DIVERSITY_HERFINDAHL: 0.9997447, COVERAGE_ITEM: 0.5588527, COVERAGE_ITEM_CORRECT: 0.0404928, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1185856, DIVERSITY_GINI: 0.2613044, SHANNON_ENTROPY: 12.9732589, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 985, 'shrink': 888, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9701604059486972, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0748144, PRECISION: 0.0153380, PRECISION_RECALL_MIN_DEN: 0.0546502, RECALL: 0.0527467, MAP: 0.0226549, MRR: 0.0515556, NDCG: 0.0359792, F1: 0.0237599, HIT_RATE: 0.1533796, ARHR: 0.0566034, NOVELTY: 0.0052887, AVERAGE_POPULARITY: 0.0172318, DIVERSITY_MEAN_INTER_LIST: 0.9959403, DIVERSITY_HERFINDAHL: 0.9995764, COVERAGE_ITEM: 0.3809124, COVERAGE_ITEM_CORRECT: 0.0285120, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0906254, DIVERSITY_GINI: 0.1537326, SHANNON_ENTROPY: 12.2231568, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 877, 'shrink': 823, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0819191398230257, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0906760, PRECISION: 0.0192283, PRECISION_RECALL_MIN_DEN: 0.0707659, RECALL: 0.0686204, MAP: 0.0292061, MRR: 0.0623916, NDCG: 0.0460215, F1: 0.0300353, HIT_RATE: 0.1922834, ARHR: 0.0697282, NOVELTY: 0.0052820, AVERAGE_POPULARITY: 0.0177878, DIVERSITY_MEAN_INTER_LIST: 0.9967092, DIVERSITY_HERFINDAHL: 0.9996533, COVERAGE_ITEM: 0.4776670, COVERAGE_ITEM_CORRECT: 0.0367045, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1100289, DIVERSITY_GINI: 0.2020107, SHANNON_ENTROPY: 12.5851110, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 336, 'shrink': 34, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0122169895791564, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0439097, PRECISION: 0.0101034, PRECISION_RECALL_MIN_DEN: 0.0360598, RECALL: 0.0348787, MAP: 0.0120879, MRR: 0.0277224, NDCG: 0.0211593, F1: 0.0156612, HIT_RATE: 0.1010340, ARHR: 0.0303178, NOVELTY: 0.0052518, AVERAGE_POPULARITY: 0.0145316, DIVERSITY_MEAN_INTER_LIST: 0.9869358, DIVERSITY_HERFINDAHL: 0.9986761, COVERAGE_ITEM: 0.2306295, COVERAGE_ITEM_CORRECT: 0.0192339, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0609035, DIVERSITY_GINI: 0.0577170, SHANNON_ENTROPY: 10.6949860, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 136, 'shrink': 229, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.978059677796915, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0152110, PRECISION: 0.0027177, PRECISION_RECALL_MIN_DEN: 0.0099617, RECALL: 0.0094235, MAP: 0.0037485, MRR: 0.0103858, NDCG: 0.0061620, F1: 0.0042167, HIT_RATE: 0.0271769, ARHR: 0.0106773, NOVELTY: 0.0053334, AVERAGE_POPULARITY: 0.0113677, DIVERSITY_MEAN_INTER_LIST: 0.9766223, DIVERSITY_HERFINDAHL: 0.9976450, COVERAGE_ITEM: 0.1615553, COVERAGE_ITEM_CORRECT: 0.0049201, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0181704, DIVERSITY_GINI: 0.0317345, SHANNON_ENTROPY: 9.8232019, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 343, 'shrink': 615, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5645224312981117, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0110525, PRECISION: 0.0023011, PRECISION_RECALL_MIN_DEN: 0.0086828, RECALL: 0.0083731, MAP: 0.0025702, MRR: 0.0064821, NDCG: 0.0047747, F1: 0.0036062, HIT_RATE: 0.0230105, ARHR: 0.0066931, NOVELTY: 0.0053118, AVERAGE_POPULARITY: 0.0111951, DIVERSITY_MEAN_INTER_LIST: 0.9650607, DIVERSITY_HERFINDAHL: 0.9964890, COVERAGE_ITEM: 0.1602002, COVERAGE_ITEM_CORRECT: 0.0042656, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0156537, DIVERSITY_GINI: 0.0282590, SHANNON_ENTROPY: 9.4415617, 
