
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 729, 'shrink': 425, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0938938, PRECISION: 0.0195254, PRECISION_RECALL_MIN_DEN: 0.0721717, RECALL: 0.0700094, MAP: 0.0301318, MRR: 0.0646364, NDCG: 0.0473504, F1: 0.0305329, HIT_RATE: 0.1952537, ARHR: 0.0721920, NOVELTY: 0.0052903, AVERAGE_POPULARITY: 0.0176680, DIVERSITY_MEAN_INTER_LIST: 0.9969276, DIVERSITY_HERFINDAHL: 0.9996751, COVERAGE_ITEM: 0.4947064, COVERAGE_ITEM_CORRECT: 0.0369201, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1120926, DIVERSITY_GINI: 0.2122069, SHANNON_ENTROPY: 12.6647932, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 772, 'shrink': 180, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0951460, PRECISION: 0.0196984, PRECISION_RECALL_MIN_DEN: 0.0727054, RECALL: 0.0705463, MAP: 0.0306545, MRR: 0.0659974, NDCG: 0.0479776, F1: 0.0307953, HIT_RATE: 0.1969843, ARHR: 0.0738039, NOVELTY: 0.0052887, AVERAGE_POPULARITY: 0.0176672, DIVERSITY_MEAN_INTER_LIST: 0.9970828, DIVERSITY_HERFINDAHL: 0.9996907, COVERAGE_ITEM: 0.5012358, COVERAGE_ITEM_CORRECT: 0.0374437, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1128224, DIVERSITY_GINI: 0.2189577, SHANNON_ENTROPY: 12.7199246, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 664, 'shrink': 439, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0944951, PRECISION: 0.0196381, PRECISION_RECALL_MIN_DEN: 0.0726851, RECALL: 0.0705104, MAP: 0.0302564, MRR: 0.0649979, NDCG: 0.0476033, F1: 0.0307184, HIT_RATE: 0.1963811, ARHR: 0.0725253, NOVELTY: 0.0052898, AVERAGE_POPULARITY: 0.0176685, DIVERSITY_MEAN_INTER_LIST: 0.9969833, DIVERSITY_HERFINDAHL: 0.9996807, COVERAGE_ITEM: 0.4979557, COVERAGE_ITEM_CORRECT: 0.0372358, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1129986, DIVERSITY_GINI: 0.2146940, SHANNON_ENTROPY: 12.6836610, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 887, 'shrink': 399, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0928411, PRECISION: 0.0192772, PRECISION_RECALL_MIN_DEN: 0.0714678, RECALL: 0.0693464, MAP: 0.0300386, MRR: 0.0642728, NDCG: 0.0470491, F1: 0.0301659, HIT_RATE: 0.1927721, ARHR: 0.0715964, NOVELTY: 0.0052877, AVERAGE_POPULARITY: 0.0176455, DIVERSITY_MEAN_INTER_LIST: 0.9968043, DIVERSITY_HERFINDAHL: 0.9996628, COVERAGE_ITEM: 0.4895861, COVERAGE_ITEM_CORRECT: 0.0364735, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1108343, DIVERSITY_GINI: 0.2076762, SHANNON_ENTROPY: 12.6286169, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 397, 'shrink': 365, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0962226, PRECISION: 0.0200865, PRECISION_RECALL_MIN_DEN: 0.0739471, RECALL: 0.0717486, MAP: 0.0308715, MRR: 0.0664570, NDCG: 0.0485408, F1: 0.0313850, HIT_RATE: 0.2008652, ARHR: 0.0743509, NOVELTY: 0.0052851, AVERAGE_POPULARITY: 0.0176828, DIVERSITY_MEAN_INTER_LIST: 0.9972906, DIVERSITY_HERFINDAHL: 0.9997114, COVERAGE_ITEM: 0.5175900, COVERAGE_ITEM_CORRECT: 0.0383523, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1148358, DIVERSITY_GINI: 0.2314504, SHANNON_ENTROPY: 12.8017948, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 643, 'shrink': 734, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0940224, PRECISION: 0.0194647, PRECISION_RECALL_MIN_DEN: 0.0722051, RECALL: 0.0700523, MAP: 0.0300639, MRR: 0.0645221, NDCG: 0.0472755, F1: 0.0304633, HIT_RATE: 0.1946469, ARHR: 0.0719495, NOVELTY: 0.0052901, AVERAGE_POPULARITY: 0.0176630, DIVERSITY_MEAN_INTER_LIST: 0.9969148, DIVERSITY_HERFINDAHL: 0.9996739, COVERAGE_ITEM: 0.4978710, COVERAGE_ITEM_CORRECT: 0.0368893, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1122688, DIVERSITY_GINI: 0.2137544, SHANNON_ENTROPY: 12.6705850, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 282, 'shrink': 793, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0959809, PRECISION: 0.0202382, PRECISION_RECALL_MIN_DEN: 0.0741653, RECALL: 0.0719300, MAP: 0.0307458, MRR: 0.0660607, NDCG: 0.0484887, F1: 0.0315866, HIT_RATE: 0.2023822, ARHR: 0.0741251, NOVELTY: 0.0052860, AVERAGE_POPULARITY: 0.0176723, DIVERSITY_MEAN_INTER_LIST: 0.9973774, DIVERSITY_HERFINDAHL: 0.9997201, COVERAGE_ITEM: 0.5281232, COVERAGE_ITEM_CORRECT: 0.0387911, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1151881, DIVERSITY_GINI: 0.2386235, SHANNON_ENTROPY: 12.8446622, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 303, 'shrink': 471, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0965989, PRECISION: 0.0201748, PRECISION_RECALL_MIN_DEN: 0.0739220, RECALL: 0.0716858, MAP: 0.0307554, MRR: 0.0662710, NDCG: 0.0484616, F1: 0.0314858, HIT_RATE: 0.2017477, ARHR: 0.0743089, NOVELTY: 0.0052868, AVERAGE_POPULARITY: 0.0176450, DIVERSITY_MEAN_INTER_LIST: 0.9973829, DIVERSITY_HERFINDAHL: 0.9997207, COVERAGE_ITEM: 0.5265140, COVERAGE_ITEM_CORRECT: 0.0387757, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1149868, DIVERSITY_GINI: 0.2379192, SHANNON_ENTROPY: 12.8430664, 

SearchBayesianSkopt-CV: New best config found. Config 15: {'topK': 145, 'shrink': 746, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0990085, PRECISION: 0.0211042, PRECISION_RECALL_MIN_DEN: 0.0763599, RECALL: 0.0739002, MAP: 0.0320188, MRR: 0.0687281, NDCG: 0.0501917, F1: 0.0328318, HIT_RATE: 0.2110422, ARHR: 0.0774583, NOVELTY: 0.0052893, AVERAGE_POPULARITY: 0.0178705, DIVERSITY_MEAN_INTER_LIST: 0.9977064, DIVERSITY_HERFINDAHL: 0.9997530, COVERAGE_ITEM: 0.5528085, COVERAGE_ITEM_CORRECT: 0.0407084, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1188373, DIVERSITY_GINI: 0.2598506, SHANNON_ENTROPY: 12.9801276, 

SearchBayesianSkopt-CV: New best config found. Config 16: {'topK': 876, 'shrink': 21, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1006517, PRECISION: 0.0208225, PRECISION_RECALL_MIN_DEN: 0.0774063, RECALL: 0.0752019, MAP: 0.0330750, MRR: 0.0702636, NDCG: 0.0514205, F1: 0.0326116, HIT_RATE: 0.2082253, ARHR: 0.0784095, NOVELTY: 0.0052935, AVERAGE_POPULARITY: 0.0179009, DIVERSITY_MEAN_INTER_LIST: 0.9974965, DIVERSITY_HERFINDAHL: 0.9997320, COVERAGE_ITEM: 0.5484658, COVERAGE_ITEM_CORRECT: 0.0399692, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1192400, DIVERSITY_GINI: 0.2532291, SHANNON_ENTROPY: 12.9295646, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 615, 'shrink': 903, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0940410, PRECISION: 0.0195107, PRECISION_RECALL_MIN_DEN: 0.0722330, RECALL: 0.0700755, MAP: 0.0301124, MRR: 0.0645394, NDCG: 0.0473247, F1: 0.0305220, HIT_RATE: 0.1951068, ARHR: 0.0719895, NOVELTY: 0.0052907, AVERAGE_POPULARITY: 0.0177089, DIVERSITY_MEAN_INTER_LIST: 0.9969022, DIVERSITY_HERFINDAHL: 0.9996726, COVERAGE_ITEM: 0.4991184, COVERAGE_ITEM_CORRECT: 0.0369971, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1124198, DIVERSITY_GINI: 0.2144976, SHANNON_ENTROPY: 12.6735964, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 180, 'shrink': 281, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1003823, PRECISION: 0.0212072, PRECISION_RECALL_MIN_DEN: 0.0767863, RECALL: 0.0743230, MAP: 0.0319315, MRR: 0.0694046, NDCG: 0.0502915, F1: 0.0329978, HIT_RATE: 0.2120724, ARHR: 0.0780059, NOVELTY: 0.0052883, AVERAGE_POPULARITY: 0.0178105, DIVERSITY_MEAN_INTER_LIST: 0.9976677, DIVERSITY_HERFINDAHL: 0.9997491, COVERAGE_ITEM: 0.5482040, COVERAGE_ITEM_CORRECT: 0.0408855, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1202466, DIVERSITY_GINI: 0.2568994, SHANNON_ENTROPY: 12.9645157, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 465, 'shrink': 599, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0959028, PRECISION: 0.0198109, PRECISION_RECALL_MIN_DEN: 0.0731650, RECALL: 0.0709512, MAP: 0.0306243, MRR: 0.0659143, NDCG: 0.0480857, F1: 0.0309721, HIT_RATE: 0.1981093, ARHR: 0.0736001, NOVELTY: 0.0052879, AVERAGE_POPULARITY: 0.0177339, DIVERSITY_MEAN_INTER_LIST: 0.9971452, DIVERSITY_HERFINDAHL: 0.9996969, COVERAGE_ITEM: 0.5099365, COVERAGE_ITEM_CORRECT: 0.0377055, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1137788, DIVERSITY_GINI: 0.2244123, SHANNON_ENTROPY: 12.7500018, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 623, 'shrink': 458, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0948531, PRECISION: 0.0196273, PRECISION_RECALL_MIN_DEN: 0.0726322, RECALL: 0.0704730, MAP: 0.0302932, MRR: 0.0651183, NDCG: 0.0476246, F1: 0.0307027, HIT_RATE: 0.1962734, ARHR: 0.0726496, NOVELTY: 0.0052895, AVERAGE_POPULARITY: 0.0176928, DIVERSITY_MEAN_INTER_LIST: 0.9970070, DIVERSITY_HERFINDAHL: 0.9996831, COVERAGE_ITEM: 0.5001270, COVERAGE_ITEM_CORRECT: 0.0371896, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1130993, DIVERSITY_GINI: 0.2163578, SHANNON_ENTROPY: 12.6950781, 

SearchBayesianSkopt-CV: New best config found. Config 21: {'topK': 38, 'shrink': 235, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1011677, PRECISION: 0.0218173, PRECISION_RECALL_MIN_DEN: 0.0775704, RECALL: 0.0748740, MAP: 0.0331431, MRR: 0.0704598, NDCG: 0.0514650, F1: 0.0337884, HIT_RATE: 0.2181727, ARHR: 0.0800521, NOVELTY: 0.0052845, AVERAGE_POPULARITY: 0.0178975, DIVERSITY_MEAN_INTER_LIST: 0.9979984, DIVERSITY_HERFINDAHL: 0.9997822, COVERAGE_ITEM: 0.6037652, COVERAGE_ITEM_CORRECT: 0.0425255, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1203473, DIVERSITY_GINI: 0.2992386, SHANNON_ENTROPY: 13.1794465, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 377, 'shrink': 195, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0976412, PRECISION: 0.0204575, PRECISION_RECALL_MIN_DEN: 0.0748993, RECALL: 0.0726295, MAP: 0.0313788, MRR: 0.0677546, NDCG: 0.0492977, F1: 0.0319218, HIT_RATE: 0.2045753, ARHR: 0.0758827, NOVELTY: 0.0052868, AVERAGE_POPULARITY: 0.0176647, DIVERSITY_MEAN_INTER_LIST: 0.9974094, DIVERSITY_HERFINDAHL: 0.9997233, COVERAGE_ITEM: 0.5247815, COVERAGE_ITEM_CORRECT: 0.0391684, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1164716, DIVERSITY_GINI: 0.2382807, SHANNON_ENTROPY: 12.8499144, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 864, 'shrink': 956, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0920042, PRECISION: 0.0190832, PRECISION_RECALL_MIN_DEN: 0.0708952, RECALL: 0.0687994, MAP: 0.0295945, MRR: 0.0631884, NDCG: 0.0464849, F1: 0.0298762, HIT_RATE: 0.1908318, ARHR: 0.0703894, NOVELTY: 0.0052901, AVERAGE_POPULARITY: 0.0176705, DIVERSITY_MEAN_INTER_LIST: 0.9966401, DIVERSITY_HERFINDAHL: 0.9996464, COVERAGE_ITEM: 0.4872223, COVERAGE_ITEM_CORRECT: 0.0360577, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1101044, DIVERSITY_GINI: 0.2047124, SHANNON_ENTROPY: 12.5950080, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 697, 'shrink': 155, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0962276, PRECISION: 0.0200829, PRECISION_RECALL_MIN_DEN: 0.0739355, RECALL: 0.0717401, MAP: 0.0310395, MRR: 0.0668597, NDCG: 0.0486948, F1: 0.0313796, HIT_RATE: 0.2008286, ARHR: 0.0747908, NOVELTY: 0.0052893, AVERAGE_POPULARITY: 0.0176446, DIVERSITY_MEAN_INTER_LIST: 0.9971852, DIVERSITY_HERFINDAHL: 0.9997009, COVERAGE_ITEM: 0.5065486, COVERAGE_ITEM_CORRECT: 0.0381906, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1149365, DIVERSITY_GINI: 0.2237521, SHANNON_ENTROPY: 12.7556060, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 623, 'shrink': 909, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0940410, PRECISION: 0.0195036, PRECISION_RECALL_MIN_DEN: 0.0722748, RECALL: 0.0701297, MAP: 0.0300729, MRR: 0.0644757, NDCG: 0.0473000, F1: 0.0305183, HIT_RATE: 0.1950364, ARHR: 0.0719380, NOVELTY: 0.0052901, AVERAGE_POPULARITY: 0.0177044, DIVERSITY_MEAN_INTER_LIST: 0.9968958, DIVERSITY_HERFINDAHL: 0.9996720, COVERAGE_ITEM: 0.4984485, COVERAGE_ITEM_CORRECT: 0.0369355, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1123694, DIVERSITY_GINI: 0.2140629, SHANNON_ENTROPY: 12.6706095, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 864, 'shrink': 309, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0937778, PRECISION: 0.0193409, PRECISION_RECALL_MIN_DEN: 0.0715787, RECALL: 0.0694424, MAP: 0.0301948, MRR: 0.0648199, NDCG: 0.0472505, F1: 0.0302532, HIT_RATE: 0.1934092, ARHR: 0.0721674, NOVELTY: 0.0052878, AVERAGE_POPULARITY: 0.0176665, DIVERSITY_MEAN_INTER_LIST: 0.9968846, DIVERSITY_HERFINDAHL: 0.9996708, COVERAGE_ITEM: 0.4919731, COVERAGE_ITEM_CORRECT: 0.0366429, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1116396, DIVERSITY_GINI: 0.2103569, SHANNON_ENTROPY: 12.6520879, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 263, 'shrink': 756, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0967802, PRECISION: 0.0203551, PRECISION_RECALL_MIN_DEN: 0.0747362, RECALL: 0.0724670, MAP: 0.0310112, MRR: 0.0667252, NDCG: 0.0488675, F1: 0.0317818, HIT_RATE: 0.2035506, ARHR: 0.0748595, NOVELTY: 0.0052861, AVERAGE_POPULARITY: 0.0176747, DIVERSITY_MEAN_INTER_LIST: 0.9974265, DIVERSITY_HERFINDAHL: 0.9997250, COVERAGE_ITEM: 0.5312955, COVERAGE_ITEM_CORRECT: 0.0391376, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1160438, DIVERSITY_GINI: 0.2412858, SHANNON_ENTROPY: 12.8631907, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 299, 'shrink': 157, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0983299, PRECISION: 0.0206869, PRECISION_RECALL_MIN_DEN: 0.0755718, RECALL: 0.0732573, MAP: 0.0315306, MRR: 0.0685300, NDCG: 0.0496496, F1: 0.0322621, HIT_RATE: 0.2068688, ARHR: 0.0768306, NOVELTY: 0.0052875, AVERAGE_POPULARITY: 0.0176416, DIVERSITY_MEAN_INTER_LIST: 0.9975477, DIVERSITY_HERFINDAHL: 0.9997371, COVERAGE_ITEM: 0.5365005, COVERAGE_ITEM_CORRECT: 0.0398537, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1174783, DIVERSITY_GINI: 0.2480493, SHANNON_ENTROPY: 12.9118743, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 46, 'shrink': 581, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1004406, PRECISION: 0.0216765, PRECISION_RECALL_MIN_DEN: 0.0773663, RECALL: 0.0746818, MAP: 0.0327782, MRR: 0.0697603, NDCG: 0.0510400, F1: 0.0336002, HIT_RATE: 0.2167648, ARHR: 0.0793244, NOVELTY: 0.0052886, AVERAGE_POPULARITY: 0.0178210, DIVERSITY_MEAN_INTER_LIST: 0.9979495, DIVERSITY_HERFINDAHL: 0.9997773, COVERAGE_ITEM: 0.5948643, COVERAGE_ITEM_CORRECT: 0.0423715, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1198943, DIVERSITY_GINI: 0.2916354, SHANNON_ENTROPY: 13.1420568, 

SearchBayesianSkopt-CV: New best config found. Config 30: {'topK': 13, 'shrink': 10, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1005957, PRECISION: 0.0212269, PRECISION_RECALL_MIN_DEN: 0.0757078, RECALL: 0.0731884, MAP: 0.0339703, MRR: 0.0711838, NDCG: 0.0516905, F1: 0.0329045, HIT_RATE: 0.2122691, ARHR: 0.0805977, NOVELTY: 0.0052904, AVERAGE_POPULARITY: 0.0186791, DIVERSITY_MEAN_INTER_LIST: 0.9973689, DIVERSITY_HERFINDAHL: 0.9997193, COVERAGE_ITEM: 0.6484697, COVERAGE_ITEM_CORRECT: 0.0416862, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1168743, DIVERSITY_GINI: 0.3258131, SHANNON_ENTROPY: 13.2300180, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 9, 'shrink': 13, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0984069, PRECISION: 0.0205761, PRECISION_RECALL_MIN_DEN: 0.0735978, RECALL: 0.0712566, MAP: 0.0333384, MRR: 0.0697087, NDCG: 0.0505948, F1: 0.0319265, HIT_RATE: 0.2057608, ARHR: 0.0786969, NOVELTY: 0.0052907, AVERAGE_POPULARITY: 0.0187594, DIVERSITY_MEAN_INTER_LIST: 0.9961132, DIVERSITY_HERFINDAHL: 0.9995937, COVERAGE_ITEM: 0.6483234, COVERAGE_ITEM_CORRECT: 0.0403542, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1142318, DIVERSITY_GINI: 0.3201523, SHANNON_ENTROPY: 13.1333248, 
