
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 333, 'shrink': 998, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8954517764018277, 'tversky_beta': 0.8160475655924888} - results: ROC_AUC: 0.0965502, PRECISION: 0.0202096, PRECISION_RECALL_MIN_DEN: 0.0741123, RECALL: 0.0718913, MAP: 0.0307440, MRR: 0.0661540, NDCG: 0.0485033, F1: 0.0315491, HIT_RATE: 0.2020962, ARHR: 0.0740379, NOVELTY: 0.0052852, AVERAGE_POPULARITY: 0.0176862, DIVERSITY_MEAN_INTER_LIST: 0.9973206, DIVERSITY_HERFINDAHL: 0.9997144, COVERAGE_ITEM: 0.5221405, COVERAGE_ITEM_CORRECT: 0.0386756, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1155908, DIVERSITY_GINI: 0.2340951, SHANNON_ENTROPY: 12.8170324, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 550, 'shrink': 932, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.687764630592392, 'tversky_beta': 1.5535389971820617} - results: ROC_AUC: 0.0946055, PRECISION: 0.0195813, PRECISION_RECALL_MIN_DEN: 0.0725129, RECALL: 0.0703626, MAP: 0.0302754, MRR: 0.0649848, NDCG: 0.0475745, F1: 0.0306348, HIT_RATE: 0.1958134, ARHR: 0.0724356, NOVELTY: 0.0052905, AVERAGE_POPULARITY: 0.0177461, DIVERSITY_MEAN_INTER_LIST: 0.9969121, DIVERSITY_HERFINDAHL: 0.9996736, COVERAGE_ITEM: 0.4986333, COVERAGE_ITEM_CORRECT: 0.0372127, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1128224, DIVERSITY_GINI: 0.2150958, SHANNON_ENTROPY: 12.6778847, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 337, 'shrink': 510, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.28187001291649266, 'tversky_beta': 0.6384092164603213} - results: ROC_AUC: 0.0954979, PRECISION: 0.0201458, PRECISION_RECALL_MIN_DEN: 0.0738380, RECALL: 0.0716108, MAP: 0.0304167, MRR: 0.0653953, NDCG: 0.0481281, F1: 0.0314447, HIT_RATE: 0.2014585, ARHR: 0.0732502, NOVELTY: 0.0052881, AVERAGE_POPULARITY: 0.0176734, DIVERSITY_MEAN_INTER_LIST: 0.9972174, DIVERSITY_HERFINDAHL: 0.9997041, COVERAGE_ITEM: 0.5189990, COVERAGE_ITEM_CORRECT: 0.0385217, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1151630, DIVERSITY_GINI: 0.2309760, SHANNON_ENTROPY: 12.7896457, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 699, 'shrink': 304, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6606414845689769, 'tversky_beta': 0.05636790689708572} - results: ROC_AUC: 0.0942151, PRECISION: 0.0195567, PRECISION_RECALL_MIN_DEN: 0.0721454, RECALL: 0.0699779, MAP: 0.0301786, MRR: 0.0647971, NDCG: 0.0474083, F1: 0.0305682, HIT_RATE: 0.1955666, ARHR: 0.0722919, NOVELTY: 0.0052885, AVERAGE_POPULARITY: 0.0176283, DIVERSITY_MEAN_INTER_LIST: 0.9969501, DIVERSITY_HERFINDAHL: 0.9996774, COVERAGE_ITEM: 0.4977016, COVERAGE_ITEM_CORRECT: 0.0369432, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1125959, DIVERSITY_GINI: 0.2139835, SHANNON_ENTROPY: 12.6759147, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 250, 'shrink': 871, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9848845719887216, 'tversky_beta': 1.3316444918620929} - results: ROC_AUC: 0.0969356, PRECISION: 0.0204714, PRECISION_RECALL_MIN_DEN: 0.0751318, RECALL: 0.0728395, MAP: 0.0310808, MRR: 0.0668643, NDCG: 0.0490210, F1: 0.0319593, HIT_RATE: 0.2047135, ARHR: 0.0750452, NOVELTY: 0.0052859, AVERAGE_POPULARITY: 0.0176942, DIVERSITY_MEAN_INTER_LIST: 0.9974164, DIVERSITY_HERFINDAHL: 0.9997240, COVERAGE_ITEM: 0.5303946, COVERAGE_ITEM_CORRECT: 0.0393917, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1165975, DIVERSITY_GINI: 0.2406781, SHANNON_ENTROPY: 12.8591905, 

SearchBayesianSkopt-CV: New best config found. Config 12: {'topK': 48, 'shrink': 238, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4967694332733771, 'tversky_beta': 0.8198822062529385} - results: ROC_AUC: 0.1004477, PRECISION: 0.0217503, PRECISION_RECALL_MIN_DEN: 0.0778707, RECALL: 0.0752040, MAP: 0.0328105, MRR: 0.0697173, NDCG: 0.0512064, F1: 0.0337418, HIT_RATE: 0.2175027, ARHR: 0.0792634, NOVELTY: 0.0052884, AVERAGE_POPULARITY: 0.0178487, DIVERSITY_MEAN_INTER_LIST: 0.9979485, DIVERSITY_HERFINDAHL: 0.9997772, COVERAGE_ITEM: 0.5911684, COVERAGE_ITEM_CORRECT: 0.0424870, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1203473, DIVERSITY_GINI: 0.2896938, SHANNON_ENTROPY: 13.1350981, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 557, 'shrink': 795, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7259000024929684, 'tversky_beta': 1.3657773462838259} - results: ROC_AUC: 0.0944753, PRECISION: 0.0195742, PRECISION_RECALL_MIN_DEN: 0.0723842, RECALL: 0.0702368, MAP: 0.0302997, MRR: 0.0648841, NDCG: 0.0475479, F1: 0.0306142, HIT_RATE: 0.1957419, ARHR: 0.0723903, NOVELTY: 0.0052900, AVERAGE_POPULARITY: 0.0177379, DIVERSITY_MEAN_INTER_LIST: 0.9969271, DIVERSITY_HERFINDAHL: 0.9996751, COVERAGE_ITEM: 0.4994880, COVERAGE_ITEM_CORRECT: 0.0371819, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1125456, DIVERSITY_GINI: 0.2155021, SHANNON_ENTROPY: 12.6812989, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 12, 'shrink': 367, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3147237315085722, 'tversky_beta': 1.5498013898719802} - results: ROC_AUC: 0.0956404, PRECISION: 0.0201569, PRECISION_RECALL_MIN_DEN: 0.0718622, RECALL: 0.0694488, MAP: 0.0317763, MRR: 0.0669905, NDCG: 0.0486460, F1: 0.0312412, HIT_RATE: 0.2015693, ARHR: 0.0756560, NOVELTY: 0.0052892, AVERAGE_POPULARITY: 0.0180813, DIVERSITY_MEAN_INTER_LIST: 0.9967359, DIVERSITY_HERFINDAHL: 0.9996560, COVERAGE_ITEM: 0.6310298, COVERAGE_ITEM_CORRECT: 0.0397536, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1118409, DIVERSITY_GINI: 0.3084348, SHANNON_ENTROPY: 13.1185638, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 236, 'shrink': 102, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7233166615505026, 'tversky_beta': 0.10381689742209702} - results: ROC_AUC: 0.0996564, PRECISION: 0.0211115, PRECISION_RECALL_MIN_DEN: 0.0765738, RECALL: 0.0741486, MAP: 0.0321563, MRR: 0.0696699, NDCG: 0.0504600, F1: 0.0328648, HIT_RATE: 0.2111154, ARHR: 0.0784251, NOVELTY: 0.0052856, AVERAGE_POPULARITY: 0.0176272, DIVERSITY_MEAN_INTER_LIST: 0.9976725, DIVERSITY_HERFINDAHL: 0.9997496, COVERAGE_ITEM: 0.5480500, COVERAGE_ITEM_CORRECT: 0.0408701, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1188876, DIVERSITY_GINI: 0.2575959, SHANNON_ENTROPY: 12.9699204, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 379, 'shrink': 355, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4710563439335584, 'tversky_beta': 0.14205126074073407} - results: ROC_AUC: 0.0973352, PRECISION: 0.0203199, PRECISION_RECALL_MIN_DEN: 0.0744621, RECALL: 0.0722372, MAP: 0.0312029, MRR: 0.0672170, NDCG: 0.0490397, F1: 0.0317160, HIT_RATE: 0.2031990, ARHR: 0.0751854, NOVELTY: 0.0052854, AVERAGE_POPULARITY: 0.0176945, DIVERSITY_MEAN_INTER_LIST: 0.9973557, DIVERSITY_HERFINDAHL: 0.9997179, COVERAGE_ITEM: 0.5228104, COVERAGE_ITEM_CORRECT: 0.0388681, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1160186, DIVERSITY_GINI: 0.2356705, SHANNON_ENTROPY: 12.8306949, 

SearchBayesianSkopt-CV: New best config found. Config 17: {'topK': 83, 'shrink': 54, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2110095697166887, 'tversky_beta': 1.5269595804150975} - results: ROC_AUC: 0.1035119, PRECISION: 0.0220967, PRECISION_RECALL_MIN_DEN: 0.0802776, RECALL: 0.0777694, MAP: 0.0347461, MRR: 0.0721859, NDCG: 0.0535090, F1: 0.0344138, HIT_RATE: 0.2209674, ARHR: 0.0817228, NOVELTY: 0.0052878, AVERAGE_POPULARITY: 0.0180282, DIVERSITY_MEAN_INTER_LIST: 0.9979971, DIVERSITY_HERFINDAHL: 0.9997821, COVERAGE_ITEM: 0.5908527, COVERAGE_ITEM_CORRECT: 0.0431800, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1232415, DIVERSITY_GINI: 0.2922011, SHANNON_ENTROPY: 13.1531845, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 914, 'shrink': 874, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.46677722524060317, 'tversky_beta': 0.054853882177233984} - results: ROC_AUC: 0.0909477, PRECISION: 0.0189946, PRECISION_RECALL_MIN_DEN: 0.0706618, RECALL: 0.0685748, MAP: 0.0293936, MRR: 0.0623785, NDCG: 0.0461855, F1: 0.0297467, HIT_RATE: 0.1899465, ARHR: 0.0695240, NOVELTY: 0.0052908, AVERAGE_POPULARITY: 0.0176199, DIVERSITY_MEAN_INTER_LIST: 0.9964533, DIVERSITY_HERFINDAHL: 0.9996277, COVERAGE_ITEM: 0.4868527, COVERAGE_ITEM_CORRECT: 0.0359577, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1095508, DIVERSITY_GINI: 0.2030855, SHANNON_ENTROPY: 12.5709056, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 969, 'shrink': 251, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.35780320297387186, 'tversky_beta': 1.7975016303574325} - results: ROC_AUC: 0.0911961, PRECISION: 0.0189203, PRECISION_RECALL_MIN_DEN: 0.0704690, RECALL: 0.0683981, MAP: 0.0294523, MRR: 0.0626477, NDCG: 0.0461997, F1: 0.0296386, HIT_RATE: 0.1892029, ARHR: 0.0698304, NOVELTY: 0.0052898, AVERAGE_POPULARITY: 0.0177334, DIVERSITY_MEAN_INTER_LIST: 0.9965326, DIVERSITY_HERFINDAHL: 0.9996357, COVERAGE_ITEM: 0.4780751, COVERAGE_ITEM_CORRECT: 0.0356574, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1090223, DIVERSITY_GINI: 0.1983007, SHANNON_ENTROPY: 12.5497305, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 236, 'shrink': 283, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9236115136137291, 'tversky_beta': 0.6480345741612877} - results: ROC_AUC: 0.0982294, PRECISION: 0.0207789, PRECISION_RECALL_MIN_DEN: 0.0759281, RECALL: 0.0735751, MAP: 0.0314933, MRR: 0.0680543, NDCG: 0.0496317, F1: 0.0324048, HIT_RATE: 0.2077895, ARHR: 0.0764862, NOVELTY: 0.0052853, AVERAGE_POPULARITY: 0.0177139, DIVERSITY_MEAN_INTER_LIST: 0.9975349, DIVERSITY_HERFINDAHL: 0.9997359, COVERAGE_ITEM: 0.5374013, COVERAGE_ITEM_CORRECT: 0.0400308, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1175286, DIVERSITY_GINI: 0.2475962, SHANNON_ENTROPY: 12.9069753, 
