SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 976, 'shrink': 426, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.553731385809306, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0914014, PRECISION: 0.0177709, PRECISION_RECALL_MIN_DEN: 0.0676287, RECALL: 0.0660852, MAP: 0.0288775, MRR: 0.0633586, NDCG: 0.0455347, F1: 0.0280077, HIT_RATE: 0.1777094, ARHR: 0.0688738, NOVELTY: 0.0048143, AVERAGE_POPULARITY: 0.1040683, DIVERSITY_MEAN_INTER_LIST: 0.9790493, DIVERSITY_HERFINDAHL: 0.9978849, COVERAGE_ITEM: 0.3882425, COVERAGE_ITEM_CORRECT: 0.0178248, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0919592, DIVERSITY_GINI: 0.1182426, SHANNON_ENTROPY: 11.0372955, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 288, 'shrink': 844, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.350197238335558, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0473246, PRECISION: 0.0091337, PRECISION_RECALL_MIN_DEN: 0.0357185, RECALL: 0.0348627, MAP: 0.0149604, MRR: 0.0311676, NDCG: 0.0234291, F1: 0.0144732, HIT_RATE: 0.0913365, ARHR: 0.0335565, NOVELTY: 0.0057335, AVERAGE_POPULARITY: 0.0109874, DIVERSITY_MEAN_INTER_LIST: 0.9932420, DIVERSITY_HERFINDAHL: 0.9993039, COVERAGE_ITEM: 0.6224216, COVERAGE_ITEM_CORRECT: 0.0167700, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0487480, DIVERSITY_GINI: 0.3681048, SHANNON_ENTROPY: 13.2513240, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 529, 'shrink': 155, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1937091013121131, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0470520, PRECISION: 0.0090760, PRECISION_RECALL_MIN_DEN: 0.0358463, RECALL: 0.0350488, MAP: 0.0150598, MRR: 0.0312426, NDCG: 0.0235611, F1: 0.0144172, HIT_RATE: 0.0907602, ARHR: 0.0335299, NOVELTY: 0.0057203, AVERAGE_POPULARITY: 0.0111936, DIVERSITY_MEAN_INTER_LIST: 0.9932724, DIVERSITY_HERFINDAHL: 0.9993069, COVERAGE_ITEM: 0.6278345, COVERAGE_ITEM_CORRECT: 0.0166391, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0484208, DIVERSITY_GINI: 0.3725896, SHANNON_ENTROPY: 13.2667085, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 333, 'shrink': 298, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1494515698319139, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0925738, PRECISION: 0.0178122, PRECISION_RECALL_MIN_DEN: 0.0672006, RECALL: 0.0656445, MAP: 0.0293819, MRR: 0.0642237, NDCG: 0.0459375, F1: 0.0280184, HIT_RATE: 0.1781220, ARHR: 0.0697729, NOVELTY: 0.0048398, AVERAGE_POPULARITY: 0.1031186, DIVERSITY_MEAN_INTER_LIST: 0.9796080, DIVERSITY_HERFINDAHL: 0.9979408, COVERAGE_ITEM: 0.4002772, COVERAGE_ITEM_CORRECT: 0.0179018, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0915817, DIVERSITY_GINI: 0.1259475, SHANNON_ENTROPY: 11.1345594, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 947, 'shrink': 574, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8044491785674561, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0821928, PRECISION: 0.0163696, PRECISION_RECALL_MIN_DEN: 0.0615687, RECALL: 0.0600898, MAP: 0.0254185, MRR: 0.0558899, NDCG: 0.0406483, F1: 0.0257289, HIT_RATE: 0.1636962, ARHR: 0.0607205, NOVELTY: 0.0051933, AVERAGE_POPULARITY: 0.0417054, DIVERSITY_MEAN_INTER_LIST: 0.9912197, DIVERSITY_HERFINDAHL: 0.9991017, COVERAGE_ITEM: 0.5014591, COVERAGE_ITEM_CORRECT: 0.0241771, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0851139, DIVERSITY_GINI: 0.2164294, SHANNON_ENTROPY: 12.3958458, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 135, 'shrink': 767, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3018549820770806, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0723998, PRECISION: 0.0141510, PRECISION_RECALL_MIN_DEN: 0.0538654, RECALL: 0.0525731, MAP: 0.0224518, MRR: 0.0486263, NDCG: 0.0356026, F1: 0.0222955, HIT_RATE: 0.1415102, ARHR: 0.0524674, NOVELTY: 0.0052134, AVERAGE_POPULARITY: 0.0358787, DIVERSITY_MEAN_INTER_LIST: 0.9904806, DIVERSITY_HERFINDAHL: 0.9990278, COVERAGE_ITEM: 0.4979249, COVERAGE_ITEM_CORRECT: 0.0225756, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0748710, DIVERSITY_GINI: 0.2131748, SHANNON_ENTROPY: 12.3429004, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 505, 'shrink': 914, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3171781493349584, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0933564, PRECISION: 0.0179263, PRECISION_RECALL_MIN_DEN: 0.0682993, RECALL: 0.0667966, MAP: 0.0295427, MRR: 0.0646731, NDCG: 0.0463811, F1: 0.0282649, HIT_RATE: 0.1792626, ARHR: 0.0701862, NOVELTY: 0.0047962, AVERAGE_POPULARITY: 0.1149810, DIVERSITY_MEAN_INTER_LIST: 0.9758907, DIVERSITY_HERFINDAHL: 0.9975691, COVERAGE_ITEM: 0.3935630, COVERAGE_ITEM_CORRECT: 0.0172397, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0927646, DIVERSITY_GINI: 0.1201678, SHANNON_ENTROPY: 10.9646980, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 154, 'shrink': 932, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03330613560983565, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0478540, PRECISION: 0.0091133, PRECISION_RECALL_MIN_DEN: 0.0361171, RECALL: 0.0353017, MAP: 0.0152720, MRR: 0.0321445, NDCG: 0.0238130, F1: 0.0144854, HIT_RATE: 0.0911332, ARHR: 0.0345612, NOVELTY: 0.0057266, AVERAGE_POPULARITY: 0.0108595, DIVERSITY_MEAN_INTER_LIST: 0.9930231, DIVERSITY_HERFINDAHL: 0.9992820, COVERAGE_ITEM: 0.6179249, COVERAGE_ITEM_CORRECT: 0.0167623, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0485970, DIVERSITY_GINI: 0.3688733, SHANNON_ENTROPY: 13.2437873, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 514, 'shrink': 174, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4912481811641821, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0461448, PRECISION: 0.0089415, PRECISION_RECALL_MIN_DEN: 0.0351320, RECALL: 0.0343368, MAP: 0.0148699, MRR: 0.0310410, NDCG: 0.0232130, F1: 0.0141869, HIT_RATE: 0.0894149, ARHR: 0.0333413, NOVELTY: 0.0057376, AVERAGE_POPULARITY: 0.0109700, DIVERSITY_MEAN_INTER_LIST: 0.9932567, DIVERSITY_HERFINDAHL: 0.9993054, COVERAGE_ITEM: 0.6223061, COVERAGE_ITEM_CORRECT: 0.0164004, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0476406, DIVERSITY_GINI: 0.3650075, SHANNON_ENTROPY: 13.2425308, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 297, 'shrink': 123, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8651894146979222, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0919311, PRECISION: 0.0176653, PRECISION_RECALL_MIN_DEN: 0.0671329, RECALL: 0.0656172, MAP: 0.0290541, MRR: 0.0632974, NDCG: 0.0455457, F1: 0.0278357, HIT_RATE: 0.1766527, ARHR: 0.0687201, NOVELTY: 0.0048831, AVERAGE_POPULARITY: 0.0947176, DIVERSITY_MEAN_INTER_LIST: 0.9824023, DIVERSITY_HERFINDAHL: 0.9982202, COVERAGE_ITEM: 0.4121501, COVERAGE_ITEM_CORRECT: 0.0188027, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0914811, DIVERSITY_GINI: 0.1348857, SHANNON_ENTROPY: 11.3291897, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 935, 'shrink': 61, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8195397260844886, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0408745, PRECISION: 0.0078719, PRECISION_RECALL_MIN_DEN: 0.0317853, RECALL: 0.0311310, MAP: 0.0130923, MRR: 0.0274302, NDCG: 0.0206813, F1: 0.0125634, HIT_RATE: 0.0787185, ARHR: 0.0291968, NOVELTY: 0.0057570, AVERAGE_POPULARITY: 0.0102765, DIVERSITY_MEAN_INTER_LIST: 0.9926906, DIVERSITY_HERFINDAHL: 0.9992488, COVERAGE_ITEM: 0.5168585, COVERAGE_ITEM_CORRECT: 0.0144062, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0426073, DIVERSITY_GINI: 0.2602704, SHANNON_ENTROPY: 12.7847973, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 114, 'shrink': 344, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6637339967322207, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0552941, PRECISION: 0.0108760, PRECISION_RECALL_MIN_DEN: 0.0411840, RECALL: 0.0400852, MAP: 0.0167905, MRR: 0.0367206, NDCG: 0.0268655, F1: 0.0171037, HIT_RATE: 0.1087596, ARHR: 0.0394624, NOVELTY: 0.0053661, AVERAGE_POPULARITY: 0.0241606, DIVERSITY_MEAN_INTER_LIST: 0.9906692, DIVERSITY_HERFINDAHL: 0.9990467, COVERAGE_ITEM: 0.5179904, COVERAGE_ITEM_CORRECT: 0.0188181, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0580848, DIVERSITY_GINI: 0.2338630, SHANNON_ENTROPY: 12.4795941, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 759, 'shrink': 834, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.543515501769703, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0928953, PRECISION: 0.0180159, PRECISION_RECALL_MIN_DEN: 0.0680589, RECALL: 0.0664761, MAP: 0.0294465, MRR: 0.0646742, NDCG: 0.0462151, F1: 0.0283470, HIT_RATE: 0.1801590, ARHR: 0.0702529, NOVELTY: 0.0047932, AVERAGE_POPULARITY: 0.1123667, DIVERSITY_MEAN_INTER_LIST: 0.9764980, DIVERSITY_HERFINDAHL: 0.9976298, COVERAGE_ITEM: 0.3902368, COVERAGE_ITEM_CORRECT: 0.0173244, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0928904, DIVERSITY_GINI: 0.1180442, SHANNON_ENTROPY: 10.9550109, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 913, 'shrink': 435, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9825036901293418, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0893720, PRECISION: 0.0173781, PRECISION_RECALL_MIN_DEN: 0.0658788, RECALL: 0.0643667, MAP: 0.0282892, MRR: 0.0615909, NDCG: 0.0444926, F1: 0.0273659, HIT_RATE: 0.1737806, ARHR: 0.0670538, NOVELTY: 0.0048564, AVERAGE_POPULARITY: 0.0939824, DIVERSITY_MEAN_INTER_LIST: 0.9819520, DIVERSITY_HERFINDAHL: 0.9981751, COVERAGE_ITEM: 0.3943715, COVERAGE_ITEM_CORRECT: 0.0183253, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0898452, DIVERSITY_GINI: 0.1237171, SHANNON_ENTROPY: 11.1998248, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 523, 'shrink': 649, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8532706794375953, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0642139, PRECISION: 0.0124223, PRECISION_RECALL_MIN_DEN: 0.0483327, RECALL: 0.0472110, MAP: 0.0198510, MRR: 0.0425269, NDCG: 0.0315769, F1: 0.0196646, HIT_RATE: 0.1242228, ARHR: 0.0457562, NOVELTY: 0.0052266, AVERAGE_POPULARITY: 0.0340320, DIVERSITY_MEAN_INTER_LIST: 0.9904809, DIVERSITY_HERFINDAHL: 0.9990278, COVERAGE_ITEM: 0.4941521, COVERAGE_ITEM_CORRECT: 0.0203580, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0662137, DIVERSITY_GINI: 0.2069600, SHANNON_ENTROPY: 12.2838014, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 631, 'shrink': 868, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.043856147603472, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0477417, PRECISION: 0.0091372, PRECISION_RECALL_MIN_DEN: 0.0359307, RECALL: 0.0351255, MAP: 0.0150685, MRR: 0.0316456, NDCG: 0.0236415, F1: 0.0145011, HIT_RATE: 0.0913721, ARHR: 0.0339497, NOVELTY: 0.0057192, AVERAGE_POPULARITY: 0.0112951, DIVERSITY_MEAN_INTER_LIST: 0.9932837, DIVERSITY_HERFINDAHL: 0.9993081, COVERAGE_ITEM: 0.6279500, COVERAGE_ITEM_CORRECT: 0.0167546, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0488235, DIVERSITY_GINI: 0.3731843, SHANNON_ENTROPY: 13.2691024, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 588, 'shrink': 318, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4352221182432308, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0919990, PRECISION: 0.0177339, PRECISION_RECALL_MIN_DEN: 0.0671722, RECALL: 0.0656259, MAP: 0.0290423, MRR: 0.0636796, NDCG: 0.0455980, F1: 0.0279207, HIT_RATE: 0.1773392, ARHR: 0.0691928, NOVELTY: 0.0048362, AVERAGE_POPULARITY: 0.1004067, DIVERSITY_MEAN_INTER_LIST: 0.9801822, DIVERSITY_HERFINDAHL: 0.9979982, COVERAGE_ITEM: 0.3959808, COVERAGE_ITEM_CORRECT: 0.0180404, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0917076, DIVERSITY_GINI: 0.1235020, SHANNON_ENTROPY: 11.1286672, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 715, 'shrink': 527, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7217907024574701, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0611401, PRECISION: 0.0118742, PRECISION_RECALL_MIN_DEN: 0.0464287, RECALL: 0.0453320, MAP: 0.0189346, MRR: 0.0406504, NDCG: 0.0301665, F1: 0.0188149, HIT_RATE: 0.1187416, ARHR: 0.0436073, NOVELTY: 0.0052707, AVERAGE_POPULARITY: 0.0304066, DIVERSITY_MEAN_INTER_LIST: 0.9907419, DIVERSITY_HERFINDAHL: 0.9990539, COVERAGE_ITEM: 0.5006044, COVERAGE_ITEM_CORRECT: 0.0198114, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0636467, DIVERSITY_GINI: 0.2138383, SHANNON_ENTROPY: 12.3431927, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 971, 'shrink': 540, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.452478738895229, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0921756, PRECISION: 0.0179344, PRECISION_RECALL_MIN_DEN: 0.0680601, RECALL: 0.0665092, MAP: 0.0290503, MRR: 0.0639018, NDCG: 0.0458566, F1: 0.0282484, HIT_RATE: 0.1793436, ARHR: 0.0694305, NOVELTY: 0.0047940, AVERAGE_POPULARITY: 0.1102522, DIVERSITY_MEAN_INTER_LIST: 0.9771108, DIVERSITY_HERFINDAHL: 0.9976911, COVERAGE_ITEM: 0.3863869, COVERAGE_ITEM_CORRECT: 0.0174167, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0926136, DIVERSITY_GINI: 0.1162305, SHANNON_ENTROPY: 10.9554329, 
