
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 824, 'shrink': 332, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9575983792961817, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0773163, PRECISION: 0.0164158, PRECISION_RECALL_MIN_DEN: 0.0576022, RECALL: 0.0557945, MAP: 0.0254642, MRR: 0.0545009, NDCG: 0.0392132, F1: 0.0253663, HIT_RATE: 0.1641583, ARHR: 0.0619564, NOVELTY: 0.0059016, AVERAGE_POPULARITY: 0.0100491, DIVERSITY_MEAN_INTER_LIST: 0.9986508, DIVERSITY_HERFINDAHL: 0.9998474, COVERAGE_ITEM: 0.7104216, COVERAGE_ITEM_CORRECT: 0.0341944, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0909526, DIVERSITY_GINI: 0.4309198, SHANNON_ENTROPY: 13.7209418, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 313, 'shrink': 462, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9992737262185316, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0778396, PRECISION: 0.0164122, PRECISION_RECALL_MIN_DEN: 0.0580406, RECALL: 0.0562238, MAP: 0.0259877, MRR: 0.0555273, NDCG: 0.0397236, F1: 0.0254069, HIT_RATE: 0.1641220, ARHR: 0.0630767, NOVELTY: 0.0059091, AVERAGE_POPULARITY: 0.0096300, DIVERSITY_MEAN_INTER_LIST: 0.9986388, DIVERSITY_HERFINDAHL: 0.9998462, COVERAGE_ITEM: 0.7090510, COVERAGE_ITEM_CORRECT: 0.0342021, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0910029, DIVERSITY_GINI: 0.4342757, SHANNON_ENTROPY: 13.7290974, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 506, 'shrink': 198, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.272663006594066, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0764697, PRECISION: 0.0162556, PRECISION_RECALL_MIN_DEN: 0.0572295, RECALL: 0.0553363, MAP: 0.0240154, MRR: 0.0528638, NDCG: 0.0378735, F1: 0.0251286, HIT_RATE: 0.1625561, ARHR: 0.0596707, NOVELTY: 0.0056332, AVERAGE_POPULARITY: 0.0161364, DIVERSITY_MEAN_INTER_LIST: 0.9965918, DIVERSITY_HERFINDAHL: 0.9996416, COVERAGE_ITEM: 0.5794187, COVERAGE_ITEM_CORRECT: 0.0322695, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0920096, DIVERSITY_GINI: 0.2677383, SHANNON_ENTROPY: 12.8986302, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 38, 'shrink': 74, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0010851970182432782, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0739205, PRECISION: 0.0155926, PRECISION_RECALL_MIN_DEN: 0.0564673, RECALL: 0.0546537, MAP: 0.0252517, MRR: 0.0526510, NDCG: 0.0383306, F1: 0.0242609, HIT_RATE: 0.1559261, ARHR: 0.0600444, NOVELTY: 0.0059317, AVERAGE_POPULARITY: 0.0090995, DIVERSITY_MEAN_INTER_LIST: 0.9978699, DIVERSITY_HERFINDAHL: 0.9997694, COVERAGE_ITEM: 0.6516651, COVERAGE_ITEM_CORRECT: 0.0325467, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0855669, DIVERSITY_GINI: 0.3922216, SHANNON_ENTROPY: 13.5477755, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 950, 'shrink': 666, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2473129044724764, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0796169, PRECISION: 0.0168114, PRECISION_RECALL_MIN_DEN: 0.0586720, RECALL: 0.0567444, MAP: 0.0261217, MRR: 0.0564886, NDCG: 0.0400932, F1: 0.0259351, HIT_RATE: 0.1681137, ARHR: 0.0640774, NOVELTY: 0.0058793, AVERAGE_POPULARITY: 0.0103270, DIVERSITY_MEAN_INTER_LIST: 0.9986746, DIVERSITY_HERFINDAHL: 0.9998498, COVERAGE_ITEM: 0.7180520, COVERAGE_ITEM_CORRECT: 0.0348643, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0933937, DIVERSITY_GINI: 0.4409059, SHANNON_ENTROPY: 13.7500365, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1427898, PRECISION: 0.0291445, PRECISION_RECALL_MIN_DEN: 0.1014444, RECALL: 0.0981809, MAP: 0.0473557, MRR: 0.1050555, NDCG: 0.0718732, F1: 0.0449441, HIT_RATE: 0.2914448, ARHR: 0.1196276, NOVELTY: 0.0046023, AVERAGE_POPULARITY: 0.1500616, DIVERSITY_MEAN_INTER_LIST: 0.9656291, DIVERSITY_HERFINDAHL: 0.9965459, COVERAGE_ITEM: 0.3291242, COVERAGE_ITEM_CORRECT: 0.0275342, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1579716, DIVERSITY_GINI: 0.0776506, SHANNON_ENTROPY: 10.3403888, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1427898, PRECISION: 0.0291445, PRECISION_RECALL_MIN_DEN: 0.1014444, RECALL: 0.0981809, MAP: 0.0473557, MRR: 0.1050555, NDCG: 0.0718732, F1: 0.0449441, HIT_RATE: 0.2914448, ARHR: 0.1196276, NOVELTY: 0.0046023, AVERAGE_POPULARITY: 0.1500616, DIVERSITY_MEAN_INTER_LIST: 0.9656291, DIVERSITY_HERFINDAHL: 0.9965459, COVERAGE_ITEM: 0.3291242, COVERAGE_ITEM_CORRECT: 0.0275342, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1579716, DIVERSITY_GINI: 0.0776506, SHANNON_ENTROPY: 10.3403888, 

SearchBayesianSkopt-CV: New best config found. Config 22: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1651467, PRECISION: 0.0346279, PRECISION_RECALL_MIN_DEN: 0.1207277, RECALL: 0.1169305, MAP: 0.0560973, MRR: 0.1223736, NDCG: 0.0850796, F1: 0.0534305, HIT_RATE: 0.3462792, ARHR: 0.1405640, NOVELTY: 0.0046728, AVERAGE_POPULARITY: 0.1310890, DIVERSITY_MEAN_INTER_LIST: 0.9765304, DIVERSITY_HERFINDAHL: 0.9976358, COVERAGE_ITEM: 0.3467026, COVERAGE_ITEM_CORRECT: 0.0356959, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1844218, DIVERSITY_GINI: 0.0882881, SHANNON_ENTROPY: 10.7134853, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1258930, PRECISION: 0.0260487, PRECISION_RECALL_MIN_DEN: 0.0881868, RECALL: 0.0851207, MAP: 0.0406877, MRR: 0.0924729, NDCG: 0.0622933, F1: 0.0398865, HIT_RATE: 0.2604874, ARHR: 0.1049385, NOVELTY: 0.0050715, AVERAGE_POPULARITY: 0.0544990, DIVERSITY_MEAN_INTER_LIST: 0.9943262, DIVERSITY_HERFINDAHL: 0.9994150, COVERAGE_ITEM: 0.4566622, COVERAGE_ITEM_CORRECT: 0.0389605, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1422927, DIVERSITY_GINI: 0.1700602, SHANNON_ENTROPY: 12.1932097, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1427898, PRECISION: 0.0291445, PRECISION_RECALL_MIN_DEN: 0.1014444, RECALL: 0.0981809, MAP: 0.0473557, MRR: 0.1050555, NDCG: 0.0718732, F1: 0.0449441, HIT_RATE: 0.2914448, ARHR: 0.1196276, NOVELTY: 0.0046023, AVERAGE_POPULARITY: 0.1500616, DIVERSITY_MEAN_INTER_LIST: 0.9656291, DIVERSITY_HERFINDAHL: 0.9965459, COVERAGE_ITEM: 0.3291242, COVERAGE_ITEM_CORRECT: 0.0275342, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1579716, DIVERSITY_GINI: 0.0776506, SHANNON_ENTROPY: 10.3403888, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1265860, PRECISION: 0.0240694, PRECISION_RECALL_MIN_DEN: 0.0831524, RECALL: 0.0804906, MAP: 0.0417242, MRR: 0.0944212, NDCG: 0.0620673, F1: 0.0370553, HIT_RATE: 0.2406944, ARHR: 0.1052584, NOVELTY: 0.0050122, AVERAGE_POPULARITY: 0.0810699, DIVERSITY_MEAN_INTER_LIST: 0.9667437, DIVERSITY_HERFINDAHL: 0.9966573, COVERAGE_ITEM: 0.3960346, COVERAGE_ITEM_CORRECT: 0.0278730, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1356235, DIVERSITY_GINI: 0.1171067, SHANNON_ENTROPY: 10.9471556, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.18480192507092294, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1444209, PRECISION: 0.0295259, PRECISION_RECALL_MIN_DEN: 0.1035408, RECALL: 0.1002660, MAP: 0.0483272, MRR: 0.1063874, NDCG: 0.0732128, F1: 0.0456167, HIT_RATE: 0.2952592, ARHR: 0.1211967, NOVELTY: 0.0047013, AVERAGE_POPULARITY: 0.1420821, DIVERSITY_MEAN_INTER_LIST: 0.9686833, DIVERSITY_HERFINDAHL: 0.9968512, COVERAGE_ITEM: 0.3937863, COVERAGE_ITEM_CORRECT: 0.0287122, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1600352, DIVERSITY_GINI: 0.1025309, SHANNON_ENTROPY: 10.6353959, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07156383521850081, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1443778, PRECISION: 0.0295261, PRECISION_RECALL_MIN_DEN: 0.1034006, RECALL: 0.1001387, MAP: 0.0483044, MRR: 0.1064507, NDCG: 0.0731904, F1: 0.0456036, HIT_RATE: 0.2952609, ARHR: 0.1212065, NOVELTY: 0.0046884, AVERAGE_POPULARITY: 0.1436950, DIVERSITY_MEAN_INTER_LIST: 0.9680427, DIVERSITY_HERFINDAHL: 0.9967872, COVERAGE_ITEM: 0.3881655, COVERAGE_ITEM_CORRECT: 0.0285736, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1600604, DIVERSITY_GINI: 0.0996350, SHANNON_ENTROPY: 10.5916594, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0843532051727915, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1443501, PRECISION: 0.0295366, PRECISION_RECALL_MIN_DEN: 0.1034461, RECALL: 0.1001807, MAP: 0.0482741, MRR: 0.1063632, NDCG: 0.0731646, F1: 0.0456204, HIT_RATE: 0.2953660, ARHR: 0.1211725, NOVELTY: 0.0046899, AVERAGE_POPULARITY: 0.1434842, DIVERSITY_MEAN_INTER_LIST: 0.9681333, DIVERSITY_HERFINDAHL: 0.9967962, COVERAGE_ITEM: 0.3890125, COVERAGE_ITEM_CORRECT: 0.0286275, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1600101, DIVERSITY_GINI: 0.1000204, SHANNON_ENTROPY: 10.5972865, 

