
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 759, 'shrink': 384, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1481614, PRECISION: 0.0300633, PRECISION_RECALL_MIN_DEN: 0.1082583, RECALL: 0.1051200, MAP: 0.0499969, MRR: 0.1083864, NDCG: 0.0758611, F1: 0.0467529, HIT_RATE: 0.3006331, ARHR: 0.1231416, NOVELTY: 0.0045397, AVERAGE_POPULARITY: 0.1670066, DIVERSITY_MEAN_INTER_LIST: 0.9573250, DIVERSITY_HERFINDAHL: 0.9957156, COVERAGE_ITEM: 0.3090279, COVERAGE_ITEM_CORRECT: 0.0280346, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1640619, DIVERSITY_GINI: 0.0679589, SHANNON_ENTROPY: 10.0573628, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 525, 'shrink': 857, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1502748, PRECISION: 0.0305227, PRECISION_RECALL_MIN_DEN: 0.1096599, RECALL: 0.1064504, MAP: 0.0507517, MRR: 0.1104451, NDCG: 0.0769712, F1: 0.0474388, HIT_RATE: 0.3052270, ARHR: 0.1254551, NOVELTY: 0.0045769, AVERAGE_POPULARITY: 0.1562061, DIVERSITY_MEAN_INTER_LIST: 0.9640021, DIVERSITY_HERFINDAHL: 0.9963832, COVERAGE_ITEM: 0.3191145, COVERAGE_ITEM_CORRECT: 0.0289047, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1663772, DIVERSITY_GINI: 0.0730057, SHANNON_ENTROPY: 10.2369275, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 541, 'shrink': 477, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1504297, PRECISION: 0.0306355, PRECISION_RECALL_MIN_DEN: 0.1097844, RECALL: 0.1065890, MAP: 0.0509115, MRR: 0.1108133, NDCG: 0.0771863, F1: 0.0475887, HIT_RATE: 0.3063547, ARHR: 0.1259683, NOVELTY: 0.0045729, AVERAGE_POPULARITY: 0.1573173, DIVERSITY_MEAN_INTER_LIST: 0.9634390, DIVERSITY_HERFINDAHL: 0.9963269, COVERAGE_ITEM: 0.3175977, COVERAGE_ITEM_CORRECT: 0.0289432, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1665282, DIVERSITY_GINI: 0.0723408, SHANNON_ENTROPY: 10.2173304, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 755, 'shrink': 937, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1470861, PRECISION: 0.0297696, PRECISION_RECALL_MIN_DEN: 0.1070947, RECALL: 0.1039675, MAP: 0.0496689, MRR: 0.1075411, NDCG: 0.0752188, F1: 0.0462833, HIT_RATE: 0.2976963, ARHR: 0.1220492, NOVELTY: 0.0045402, AVERAGE_POPULARITY: 0.1668107, DIVERSITY_MEAN_INTER_LIST: 0.9571402, DIVERSITY_HERFINDAHL: 0.9956971, COVERAGE_ITEM: 0.3093513, COVERAGE_ITEM_CORRECT: 0.0276574, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1627532, DIVERSITY_GINI: 0.0680639, SHANNON_ENTROPY: 10.0574370, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 598, 'shrink': 791, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1490733, PRECISION: 0.0302538, PRECISION_RECALL_MIN_DEN: 0.1085963, RECALL: 0.1054127, MAP: 0.0504420, MRR: 0.1093575, NDCG: 0.0763656, F1: 0.0470110, HIT_RATE: 0.3025378, ARHR: 0.1242254, NOVELTY: 0.0045627, AVERAGE_POPULARITY: 0.1603106, DIVERSITY_MEAN_INTER_LIST: 0.9614637, DIVERSITY_HERFINDAHL: 0.9961294, COVERAGE_ITEM: 0.3153879, COVERAGE_ITEM_CORRECT: 0.0283349, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1648169, DIVERSITY_GINI: 0.0710480, SHANNON_ENTROPY: 10.1664724, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 944, 'shrink': 510, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1461505, PRECISION: 0.0296282, PRECISION_RECALL_MIN_DEN: 0.1064814, RECALL: 0.1033641, MAP: 0.0494607, MRR: 0.1070996, NDCG: 0.0748638, F1: 0.0460519, HIT_RATE: 0.2962821, ARHR: 0.1215399, NOVELTY: 0.0045238, AVERAGE_POPULARITY: 0.1716334, DIVERSITY_MEAN_INTER_LIST: 0.9539359, DIVERSITY_HERFINDAHL: 0.9953767, COVERAGE_ITEM: 0.3052089, COVERAGE_ITEM_CORRECT: 0.0274418, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1616459, DIVERSITY_GINI: 0.0659966, SHANNON_ENTROPY: 9.9780556, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 85, 'shrink': 686, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1559070, PRECISION: 0.0323327, PRECISION_RECALL_MIN_DEN: 0.1113787, RECALL: 0.1077571, MAP: 0.0524062, MRR: 0.1151581, NDCG: 0.0792366, F1: 0.0497389, HIT_RATE: 0.3233271, ARHR: 0.1319130, NOVELTY: 0.0049274, AVERAGE_POPULARITY: 0.0854264, DIVERSITY_MEAN_INTER_LIST: 0.9909342, DIVERSITY_HERFINDAHL: 0.9990759, COVERAGE_ITEM: 0.4247315, COVERAGE_ITEM_CORRECT: 0.0380751, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1726186, DIVERSITY_GINI: 0.1397954, SHANNON_ENTROPY: 11.7402301, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 583, 'shrink': 900, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1491976, PRECISION: 0.0302928, PRECISION_RECALL_MIN_DEN: 0.1088167, RECALL: 0.1056280, MAP: 0.0505753, MRR: 0.1095521, NDCG: 0.0765229, F1: 0.0470794, HIT_RATE: 0.3029275, ARHR: 0.1244323, NOVELTY: 0.0045651, AVERAGE_POPULARITY: 0.1595827, DIVERSITY_MEAN_INTER_LIST: 0.9619132, DIVERSITY_HERFINDAHL: 0.9961743, COVERAGE_ITEM: 0.3159269, COVERAGE_ITEM_CORRECT: 0.0284427, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1650937, DIVERSITY_GINI: 0.0713601, SHANNON_ENTROPY: 10.1786589, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 250, 'shrink': 318, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1568933, PRECISION: 0.0324084, PRECISION_RECALL_MIN_DEN: 0.1140126, RECALL: 0.1106126, MAP: 0.0530933, MRR: 0.1158056, NDCG: 0.0805308, F1: 0.0501263, HIT_RATE: 0.3240838, ARHR: 0.1320968, NOVELTY: 0.0046910, AVERAGE_POPULARITY: 0.1276566, DIVERSITY_MEAN_INTER_LIST: 0.9781958, DIVERSITY_HERFINDAHL: 0.9978023, COVERAGE_ITEM: 0.3502368, COVERAGE_ITEM_CORRECT: 0.0327623, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1749843, DIVERSITY_GINI: 0.0902302, SHANNON_ENTROPY: 10.7709899, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 385, 'shrink': 883, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1518559, PRECISION: 0.0313704, PRECISION_RECALL_MIN_DEN: 0.1117831, RECALL: 0.1085090, MAP: 0.0514488, MRR: 0.1119724, NDCG: 0.0782787, F1: 0.0486662, HIT_RATE: 0.3137044, ARHR: 0.1274621, NOVELTY: 0.0046186, AVERAGE_POPULARITY: 0.1449470, DIVERSITY_MEAN_INTER_LIST: 0.9703031, DIVERSITY_HERFINDAHL: 0.9970132, COVERAGE_ITEM: 0.3298710, COVERAGE_ITEM_CORRECT: 0.0304678, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1699761, DIVERSITY_GINI: 0.0787890, SHANNON_ENTROPY: 10.4388948, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 739, 'shrink': 400, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1483229, PRECISION: 0.0300916, PRECISION_RECALL_MIN_DEN: 0.1082985, RECALL: 0.1051648, MAP: 0.0500774, MRR: 0.1086023, NDCG: 0.0759608, F1: 0.0467916, HIT_RATE: 0.3009162, ARHR: 0.1233638, NOVELTY: 0.0045419, AVERAGE_POPULARITY: 0.1663585, DIVERSITY_MEAN_INTER_LIST: 0.9577279, DIVERSITY_HERFINDAHL: 0.9957559, COVERAGE_ITEM: 0.3096516, COVERAGE_ITEM_CORRECT: 0.0280885, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1641626, DIVERSITY_GINI: 0.0682426, SHANNON_ENTROPY: 10.0671211, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 405, 'shrink': 76, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1556509, PRECISION: 0.0322505, PRECISION_RECALL_MIN_DEN: 0.1144339, RECALL: 0.1110559, MAP: 0.0528026, MRR: 0.1149367, NDCG: 0.0802579, F1: 0.0499820, HIT_RATE: 0.3225046, ARHR: 0.1312797, NOVELTY: 0.0046089, AVERAGE_POPULARITY: 0.1478620, DIVERSITY_MEAN_INTER_LIST: 0.9690190, DIVERSITY_HERFINDAHL: 0.9968848, COVERAGE_ITEM: 0.3277844, COVERAGE_ITEM_CORRECT: 0.0314533, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1739273, DIVERSITY_GINI: 0.0775278, SHANNON_ENTROPY: 10.3875641, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 24, 'shrink': 4, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1440657, PRECISION: 0.0300282, PRECISION_RECALL_MIN_DEN: 0.1014649, RECALL: 0.0979023, MAP: 0.0491212, MRR: 0.1064634, NDCG: 0.0732418, F1: 0.0459589, HIT_RATE: 0.3002821, ARHR: 0.1227777, NOVELTY: 0.0051401, AVERAGE_POPULARITY: 0.0582078, DIVERSITY_MEAN_INTER_LIST: 0.9945850, DIVERSITY_HERFINDAHL: 0.9994409, COVERAGE_ITEM: 0.4876766, COVERAGE_ITEM_CORRECT: 0.0437344, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1579212, DIVERSITY_GINI: 0.1999940, SHANNON_ENTROPY: 12.4354375, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0941591, PRECISION: 0.0197846, PRECISION_RECALL_MIN_DEN: 0.0681570, RECALL: 0.0657094, MAP: 0.0322054, MRR: 0.0689684, NDCG: 0.0481488, F1: 0.0304119, HIT_RATE: 0.1978456, ARHR: 0.0790954, NOVELTY: 0.0053885, AVERAGE_POPULARITY: 0.0338739, DIVERSITY_MEAN_INTER_LIST: 0.9717901, DIVERSITY_HERFINDAHL: 0.9971618, COVERAGE_ITEM: 0.5712108, COVERAGE_ITEM_CORRECT: 0.0365967, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1057758, DIVERSITY_GINI: 0.2635874, SHANNON_ENTROPY: 12.2470474, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 12, 'shrink': 994, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1124954, PRECISION: 0.0238977, PRECISION_RECALL_MIN_DEN: 0.0758209, RECALL: 0.0723756, MAP: 0.0365762, MRR: 0.0835123, NDCG: 0.0547684, F1: 0.0359292, HIT_RATE: 0.2389773, ARHR: 0.0967097, NOVELTY: 0.0053367, AVERAGE_POPULARITY: 0.0391727, DIVERSITY_MEAN_INTER_LIST: 0.9892719, DIVERSITY_HERFINDAHL: 0.9989097, COVERAGE_ITEM: 0.5512608, COVERAGE_ITEM_CORRECT: 0.0395303, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1248773, DIVERSITY_GINI: 0.2576283, SHANNON_ENTROPY: 12.6488153, 

SearchBayesianSkopt-CV: New best config found. Config 23: {'topK': 272, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1605848, PRECISION: 0.0335653, PRECISION_RECALL_MIN_DEN: 0.1160663, RECALL: 0.1123874, MAP: 0.0545595, MRR: 0.1189201, NDCG: 0.0824069, F1: 0.0516889, HIT_RATE: 0.3356527, ARHR: 0.1367367, NOVELTY: 0.0047360, AVERAGE_POPULARITY: 0.1253068, DIVERSITY_MEAN_INTER_LIST: 0.9787009, DIVERSITY_HERFINDAHL: 0.9978528, COVERAGE_ITEM: 0.3789413, COVERAGE_ITEM_CORRECT: 0.0350106, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1784573, DIVERSITY_GINI: 0.1044992, SHANNON_ENTROPY: 10.9309398, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 280, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1551484, PRECISION: 0.0317483, PRECISION_RECALL_MIN_DEN: 0.1126331, RECALL: 0.1093277, MAP: 0.0522249, MRR: 0.1140751, NDCG: 0.0793369, F1: 0.0492045, HIT_RATE: 0.3174834, ARHR: 0.1297586, NOVELTY: 0.0046729, AVERAGE_POPULARITY: 0.1317238, DIVERSITY_MEAN_INTER_LIST: 0.9765129, DIVERSITY_HERFINDAHL: 0.9976340, COVERAGE_ITEM: 0.3445005, COVERAGE_ITEM_CORRECT: 0.0318614, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1725431, DIVERSITY_GINI: 0.0871779, SHANNON_ENTROPY: 10.6933084, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 999, 'shrink': 49, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1522329, PRECISION: 0.0310842, PRECISION_RECALL_MIN_DEN: 0.1123270, RECALL: 0.1091733, MAP: 0.0521685, MRR: 0.1119294, NDCG: 0.0788885, F1: 0.0483870, HIT_RATE: 0.3108416, ARHR: 0.1272637, NOVELTY: 0.0045522, AVERAGE_POPULARITY: 0.1665215, DIVERSITY_MEAN_INTER_LIST: 0.9581592, DIVERSITY_HERFINDAHL: 0.9957990, COVERAGE_ITEM: 0.3182291, COVERAGE_ITEM_CORRECT: 0.0293667, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1693218, DIVERSITY_GINI: 0.0716387, SHANNON_ENTROPY: 10.1222056, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 290, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1601320, PRECISION: 0.0334310, PRECISION_RECALL_MIN_DEN: 0.1157707, RECALL: 0.1121415, MAP: 0.0545198, MRR: 0.1188604, NDCG: 0.0822979, F1: 0.0515046, HIT_RATE: 0.3343103, ARHR: 0.1365118, NOVELTY: 0.0047282, AVERAGE_POPULARITY: 0.1274220, DIVERSITY_MEAN_INTER_LIST: 0.9778686, DIVERSITY_HERFINDAHL: 0.9977696, COVERAGE_ITEM: 0.3778941, COVERAGE_ITEM_CORRECT: 0.0347026, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1782308, DIVERSITY_GINI: 0.1035800, SHANNON_ENTROPY: 10.8987398, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 998, 'shrink': 10, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1549780, PRECISION: 0.0315045, PRECISION_RECALL_MIN_DEN: 0.1140183, RECALL: 0.1108459, MAP: 0.0534264, MRR: 0.1138683, NDCG: 0.0804449, F1: 0.0490603, HIT_RATE: 0.3150447, ARHR: 0.1296049, NOVELTY: 0.0046001, AVERAGE_POPULARITY: 0.1591559, DIVERSITY_MEAN_INTER_LIST: 0.9623246, DIVERSITY_HERFINDAHL: 0.9962155, COVERAGE_ITEM: 0.3428296, COVERAGE_ITEM_CORRECT: 0.0303523, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1709073, DIVERSITY_GINI: 0.0826006, SHANNON_ENTROPY: 10.3404128, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 281, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1604376, PRECISION: 0.0334699, PRECISION_RECALL_MIN_DEN: 0.1159236, RECALL: 0.1122654, MAP: 0.0545394, MRR: 0.1189429, NDCG: 0.0823530, F1: 0.0515634, HIT_RATE: 0.3346991, ARHR: 0.1366631, NOVELTY: 0.0047321, AVERAGE_POPULARITY: 0.1263130, DIVERSITY_MEAN_INTER_LIST: 0.9783015, DIVERSITY_HERFINDAHL: 0.9978129, COVERAGE_ITEM: 0.3785640, COVERAGE_ITEM_CORRECT: 0.0347950, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1783818, DIVERSITY_GINI: 0.1040608, SHANNON_ENTROPY: 10.9148929, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 1000, 'shrink': 999, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1449794, PRECISION: 0.0294231, PRECISION_RECALL_MIN_DEN: 0.1058080, RECALL: 0.1027028, MAP: 0.0491336, MRR: 0.1062082, NDCG: 0.0743471, F1: 0.0457389, HIT_RATE: 0.2942315, ARHR: 0.1204970, NOVELTY: 0.0045203, AVERAGE_POPULARITY: 0.1726562, DIVERSITY_MEAN_INTER_LIST: 0.9528843, DIVERSITY_HERFINDAHL: 0.9952716, COVERAGE_ITEM: 0.3043311, COVERAGE_ITEM_CORRECT: 0.0270876, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1606896, DIVERSITY_GINI: 0.0655778, SHANNON_ENTROPY: 9.9574811, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 25, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1536643, PRECISION: 0.0314023, PRECISION_RECALL_MIN_DEN: 0.1135402, RECALL: 0.1103798, MAP: 0.0528108, MRR: 0.1128379, NDCG: 0.0797760, F1: 0.0488909, HIT_RATE: 0.3140232, ARHR: 0.1284690, NOVELTY: 0.0045719, AVERAGE_POPULARITY: 0.1634279, DIVERSITY_MEAN_INTER_LIST: 0.9599917, DIVERSITY_HERFINDAHL: 0.9959822, COVERAGE_ITEM: 0.3282002, COVERAGE_ITEM_CORRECT: 0.0299442, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1704039, DIVERSITY_GINI: 0.0759553, SHANNON_ENTROPY: 10.2126390, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 298, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1600349, PRECISION: 0.0332930, PRECISION_RECALL_MIN_DEN: 0.1155641, RECALL: 0.1119743, MAP: 0.0544555, MRR: 0.1185792, NDCG: 0.0821743, F1: 0.0513231, HIT_RATE: 0.3329301, ARHR: 0.1361139, NOVELTY: 0.0047249, AVERAGE_POPULARITY: 0.1282889, DIVERSITY_MEAN_INTER_LIST: 0.9775074, DIVERSITY_HERFINDAHL: 0.9977335, COVERAGE_ITEM: 0.3773013, COVERAGE_ITEM_CORRECT: 0.0344716, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1777778, DIVERSITY_GINI: 0.1031693, SHANNON_ENTROPY: 10.8843235, 
