
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 987, 'shrink': 277, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4739529424088746, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0880286, PRECISION: 0.0194896, PRECISION_RECALL_MIN_DEN: 0.0675260, RECALL: 0.0646653, MAP: 0.0294371, MRR: 0.0624650, NDCG: 0.0448984, F1: 0.0299510, HIT_RATE: 0.1948956, ARHR: 0.0721023, NOVELTY: 0.0056627, AVERAGE_POPULARITY: 0.0156616, DIVERSITY_MEAN_INTER_LIST: 0.9985004, DIVERSITY_HERFINDAHL: 0.9998324, COVERAGE_ITEM: 0.6270568, COVERAGE_ITEM_CORRECT: 0.0390914, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1049704, DIVERSITY_GINI: 0.3702661, SHANNON_ENTROPY: 13.5174112, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 798, 'shrink': 79, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2747324089274612, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0875517, PRECISION: 0.0192601, PRECISION_RECALL_MIN_DEN: 0.0682484, RECALL: 0.0656416, MAP: 0.0292496, MRR: 0.0616189, NDCG: 0.0449831, F1: 0.0297816, HIT_RATE: 0.1926013, ARHR: 0.0705951, NOVELTY: 0.0056090, AVERAGE_POPULARITY: 0.0177716, DIVERSITY_MEAN_INTER_LIST: 0.9983901, DIVERSITY_HERFINDAHL: 0.9998214, COVERAGE_ITEM: 0.6039500, COVERAGE_ITEM_CORRECT: 0.0378364, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1054486, DIVERSITY_GINI: 0.3431741, SHANNON_ENTROPY: 13.4148655, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 474, 'shrink': 117, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6990580330463593, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0941911, PRECISION: 0.0208889, PRECISION_RECALL_MIN_DEN: 0.0702646, RECALL: 0.0671628, MAP: 0.0309042, MRR: 0.0678652, NDCG: 0.0473119, F1: 0.0318651, HIT_RATE: 0.2088887, ARHR: 0.0783437, NOVELTY: 0.0057259, AVERAGE_POPULARITY: 0.0135720, DIVERSITY_MEAN_INTER_LIST: 0.9986354, DIVERSITY_HERFINDAHL: 0.9998459, COVERAGE_ITEM: 0.6816015, COVERAGE_ITEM_CORRECT: 0.0420250, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1114886, DIVERSITY_GINI: 0.4210019, SHANNON_ENTROPY: 13.6859187, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 831, 'shrink': 522, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8945431767307812, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1497626, PRECISION: 0.0307138, PRECISION_RECALL_MIN_DEN: 0.1074094, RECALL: 0.1042746, MAP: 0.0505097, MRR: 0.1097404, NDCG: 0.0765169, F1: 0.0474470, HIT_RATE: 0.3071378, ARHR: 0.1249973, NOVELTY: 0.0047587, AVERAGE_POPULARITY: 0.1351546, DIVERSITY_MEAN_INTER_LIST: 0.9732585, DIVERSITY_HERFINDAHL: 0.9973087, COVERAGE_ITEM: 0.3886583, COVERAGE_ITEM_CORRECT: 0.0307064, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1664276, DIVERSITY_GINI: 0.1133983, SHANNON_ENTROPY: 10.9581978, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 849, 'shrink': 579, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8504043376932433, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0929424, PRECISION: 0.0204268, PRECISION_RECALL_MIN_DEN: 0.0681442, RECALL: 0.0651109, MAP: 0.0304252, MRR: 0.0669798, NDCG: 0.0463594, F1: 0.0310971, HIT_RATE: 0.2042685, ARHR: 0.0772867, NOVELTY: 0.0057652, AVERAGE_POPULARITY: 0.0124402, DIVERSITY_MEAN_INTER_LIST: 0.9986755, DIVERSITY_HERFINDAHL: 0.9998499, COVERAGE_ITEM: 0.6961617, COVERAGE_ITEM_CORRECT: 0.0414321, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1090474, DIVERSITY_GINI: 0.4366704, SHANNON_ENTROPY: 13.7337136, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 202, 'shrink': 644, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7882867167634193, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1575851, PRECISION: 0.0323414, PRECISION_RECALL_MIN_DEN: 0.1140098, RECALL: 0.1106342, MAP: 0.0535002, MRR: 0.1162699, NDCG: 0.0808631, F1: 0.0500495, HIT_RATE: 0.3234135, ARHR: 0.1325811, NOVELTY: 0.0047366, AVERAGE_POPULARITY: 0.1183067, DIVERSITY_MEAN_INTER_LIST: 0.9818468, DIVERSITY_HERFINDAHL: 0.9981673, COVERAGE_ITEM: 0.3637267, COVERAGE_ITEM_CORRECT: 0.0334706, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1747326, DIVERSITY_GINI: 0.0984255, SHANNON_ENTROPY: 10.9782775, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 463, 'shrink': 582, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4013451686377254, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0905353, PRECISION: 0.0201297, PRECISION_RECALL_MIN_DEN: 0.0681023, RECALL: 0.0651287, MAP: 0.0297794, MRR: 0.0646876, NDCG: 0.0455835, F1: 0.0307519, HIT_RATE: 0.2012968, ARHR: 0.0748845, NOVELTY: 0.0057132, AVERAGE_POPULARITY: 0.0138472, DIVERSITY_MEAN_INTER_LIST: 0.9985769, DIVERSITY_HERFINDAHL: 0.9998400, COVERAGE_ITEM: 0.6548835, COVERAGE_ITEM_CORRECT: 0.0404928, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1073613, DIVERSITY_GINI: 0.3991507, SHANNON_ENTROPY: 13.6152415, 

SearchBayesianSkopt-CV: New best config found. Config 15: {'topK': 339, 'shrink': 374, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.24889322549719634, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1612454, PRECISION: 0.0338486, PRECISION_RECALL_MIN_DEN: 0.1181850, RECALL: 0.1144365, MAP: 0.0548761, MRR: 0.1193881, NDCG: 0.0831478, F1: 0.0522420, HIT_RATE: 0.3384857, ARHR: 0.1370245, NOVELTY: 0.0046339, AVERAGE_POPULARITY: 0.1416316, DIVERSITY_MEAN_INTER_LIST: 0.9722216, DIVERSITY_HERFINDAHL: 0.9972050, COVERAGE_ITEM: 0.3367315, COVERAGE_ITEM_CORRECT: 0.0341405, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1805713, DIVERSITY_GINI: 0.0818349, SHANNON_ENTROPY: 10.5130990, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 31, 'shrink': 445, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5441405308173068, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1229438, PRECISION: 0.0266956, PRECISION_RECALL_MIN_DEN: 0.0789522, RECALL: 0.0750993, MAP: 0.0378542, MRR: 0.0917767, NDCG: 0.0579191, F1: 0.0393874, HIT_RATE: 0.2669564, ARHR: 0.1072653, NOVELTY: 0.0052697, AVERAGE_POPULARITY: 0.0460669, DIVERSITY_MEAN_INTER_LIST: 0.9679752, DIVERSITY_HERFINDAHL: 0.9967804, COVERAGE_ITEM: 0.4097632, COVERAGE_ITEM_CORRECT: 0.0375900, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1363030, DIVERSITY_GINI: 0.1528961, SHANNON_ENTROPY: 11.5502906, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 906, 'shrink': 266, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4020480753893918, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0885981, PRECISION: 0.0196062, PRECISION_RECALL_MIN_DEN: 0.0677741, RECALL: 0.0648928, MAP: 0.0295724, MRR: 0.0628966, NDCG: 0.0451133, F1: 0.0301133, HIT_RATE: 0.1960624, ARHR: 0.0726710, NOVELTY: 0.0056681, AVERAGE_POPULARITY: 0.0154342, DIVERSITY_MEAN_INTER_LIST: 0.9985100, DIVERSITY_HERFINDAHL: 0.9998334, COVERAGE_ITEM: 0.6305602, COVERAGE_ITEM_CORRECT: 0.0392993, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1053731, DIVERSITY_GINI: 0.3732886, SHANNON_ENTROPY: 13.5283100, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 522, 'shrink': 168, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5275356078918114, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0865715, PRECISION: 0.0190722, PRECISION_RECALL_MIN_DEN: 0.0672311, RECALL: 0.0645548, MAP: 0.0288764, MRR: 0.0609304, NDCG: 0.0443061, F1: 0.0294442, HIT_RATE: 0.1907221, ARHR: 0.0700412, NOVELTY: 0.0056260, AVERAGE_POPULARITY: 0.0170942, DIVERSITY_MEAN_INTER_LIST: 0.9984088, DIVERSITY_HERFINDAHL: 0.9998232, COVERAGE_ITEM: 0.6056516, COVERAGE_ITEM_CORRECT: 0.0379519, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1035863, DIVERSITY_GINI: 0.3484007, SHANNON_ENTROPY: 13.4353719, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 232, 'shrink': 906, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7670016824978094, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1532895, PRECISION: 0.0313171, PRECISION_RECALL_MIN_DEN: 0.1093483, RECALL: 0.1061428, MAP: 0.0514171, MRR: 0.1126500, NDCG: 0.0779730, F1: 0.0483607, HIT_RATE: 0.3131713, ARHR: 0.1284352, NOVELTY: 0.0048275, AVERAGE_POPULARITY: 0.1063407, DIVERSITY_MEAN_INTER_LIST: 0.9840686, DIVERSITY_HERFINDAHL: 0.9983895, COVERAGE_ITEM: 0.3938633, COVERAGE_ITEM_CORRECT: 0.0325929, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1691708, DIVERSITY_GINI: 0.1155462, SHANNON_ENTROPY: 11.2167553, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1375933, PRECISION: 0.0281086, PRECISION_RECALL_MIN_DEN: 0.0992042, RECALL: 0.0961265, MAP: 0.0457855, MRR: 0.1009012, NDCG: 0.0697149, F1: 0.0434962, HIT_RATE: 0.2810857, ARHR: 0.1143859, NOVELTY: 0.0045166, AVERAGE_POPULARITY: 0.1730871, DIVERSITY_MEAN_INTER_LIST: 0.9518264, DIVERSITY_HERFINDAHL: 0.9951658, COVERAGE_ITEM: 0.2999423, COVERAGE_ITEM_CORRECT: 0.0252397, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1539449, DIVERSITY_GINI: 0.0639532, SHANNON_ENTROPY: 9.9241353, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 996, 'shrink': 78, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9090717925975134, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1541601, PRECISION: 0.0315786, PRECISION_RECALL_MIN_DEN: 0.1132205, RECALL: 0.1100296, MAP: 0.0531929, MRR: 0.1136142, NDCG: 0.0801041, F1: 0.0490688, HIT_RATE: 0.3157857, ARHR: 0.1293380, NOVELTY: 0.0046462, AVERAGE_POPULARITY: 0.1517511, DIVERSITY_MEAN_INTER_LIST: 0.9660661, DIVERSITY_HERFINDAHL: 0.9965895, COVERAGE_ITEM: 0.3626179, COVERAGE_ITEM_CORRECT: 0.0307295, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1711086, DIVERSITY_GINI: 0.0924865, SHANNON_ENTROPY: 10.5296467, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1523977, PRECISION: 0.0311054, PRECISION_RECALL_MIN_DEN: 0.1125063, RECALL: 0.1093328, MAP: 0.0520632, MRR: 0.1116442, NDCG: 0.0788129, F1: 0.0484284, HIT_RATE: 0.3110543, ARHR: 0.1269140, NOVELTY: 0.0045375, AVERAGE_POPULARITY: 0.1696653, DIVERSITY_MEAN_INTER_LIST: 0.9560473, DIVERSITY_HERFINDAHL: 0.9955878, COVERAGE_ITEM: 0.3131242, COVERAGE_ITEM_CORRECT: 0.0294283, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1694979, DIVERSITY_GINI: 0.0693593, SHANNON_ENTROPY: 10.0616978, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 665, 'shrink': 85, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9726737373913226, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1543198, PRECISION: 0.0315611, PRECISION_RECALL_MIN_DEN: 0.1130407, RECALL: 0.1098551, MAP: 0.0532889, MRR: 0.1137823, NDCG: 0.0801405, F1: 0.0490306, HIT_RATE: 0.3156107, ARHR: 0.1295454, NOVELTY: 0.0046590, AVERAGE_POPULARITY: 0.1486420, DIVERSITY_MEAN_INTER_LIST: 0.9676295, DIVERSITY_HERFINDAHL: 0.9967459, COVERAGE_ITEM: 0.3649124, COVERAGE_ITEM_CORRECT: 0.0307988, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1710079, DIVERSITY_GINI: 0.0939117, SHANNON_ENTROPY: 10.5724476, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 591, 'shrink': 961, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9429662066142699, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1522427, PRECISION: 0.0311486, PRECISION_RECALL_MIN_DEN: 0.1095458, RECALL: 0.1063988, MAP: 0.0518058, MRR: 0.1116745, NDCG: 0.0781874, F1: 0.0481850, HIT_RATE: 0.3114860, ARHR: 0.1273118, NOVELTY: 0.0047391, AVERAGE_POPULARITY: 0.1371526, DIVERSITY_MEAN_INTER_LIST: 0.9725404, DIVERSITY_HERFINDAHL: 0.9972369, COVERAGE_ITEM: 0.3855245, COVERAGE_ITEM_CORRECT: 0.0311607, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1685164, DIVERSITY_GINI: 0.1093105, SHANNON_ENTROPY: 10.8777311, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 11, 'shrink': 84, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.48783980634644564, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1131152, PRECISION: 0.0242365, PRECISION_RECALL_MIN_DEN: 0.0753977, RECALL: 0.0716915, MAP: 0.0365223, MRR: 0.0846282, NDCG: 0.0546555, F1: 0.0362241, HIT_RATE: 0.2423649, ARHR: 0.0983830, NOVELTY: 0.0053399, AVERAGE_POPULARITY: 0.0388774, DIVERSITY_MEAN_INTER_LIST: 0.9880529, DIVERSITY_HERFINDAHL: 0.9987878, COVERAGE_ITEM: 0.5556651, COVERAGE_ITEM_CORRECT: 0.0401463, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1252045, DIVERSITY_GINI: 0.2598629, SHANNON_ENTROPY: 12.6242262, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 982, 'shrink': 986, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.990184570392493, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1521002, PRECISION: 0.0311631, PRECISION_RECALL_MIN_DEN: 0.1097759, RECALL: 0.1066224, MAP: 0.0518215, MRR: 0.1115371, NDCG: 0.0782168, F1: 0.0482258, HIT_RATE: 0.3116315, ARHR: 0.1272005, NOVELTY: 0.0047286, AVERAGE_POPULARITY: 0.1398156, DIVERSITY_MEAN_INTER_LIST: 0.9713578, DIVERSITY_HERFINDAHL: 0.9971186, COVERAGE_ITEM: 0.3857170, COVERAGE_ITEM_CORRECT: 0.0310760, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1683403, DIVERSITY_GINI: 0.1090621, SHANNON_ENTROPY: 10.8550453, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 533, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1557715, PRECISION: 0.0322508, PRECISION_RECALL_MIN_DEN: 0.1141338, RECALL: 0.1106259, MAP: 0.0528656, MRR: 0.1144937, NDCG: 0.0800759, F1: 0.0499396, HIT_RATE: 0.3225082, ARHR: 0.1308558, NOVELTY: 0.0045702, AVERAGE_POPULARITY: 0.1582529, DIVERSITY_MEAN_INTER_LIST: 0.9636132, DIVERSITY_HERFINDAHL: 0.9963443, COVERAGE_ITEM: 0.3186833, COVERAGE_ITEM_CORRECT: 0.0313609, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1737511, DIVERSITY_GINI: 0.0725580, SHANNON_ENTROPY: 10.2235394, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 534, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1171277, PRECISION: 0.0232768, PRECISION_RECALL_MIN_DEN: 0.0848779, RECALL: 0.0822618, MAP: 0.0374227, MRR: 0.0837203, NDCG: 0.0579530, F1: 0.0362836, HIT_RATE: 0.2327679, ARHR: 0.0929402, NOVELTY: 0.0049939, AVERAGE_POPULARITY: 0.0955101, DIVERSITY_MEAN_INTER_LIST: 0.9863413, DIVERSITY_HERFINDAHL: 0.9986167, COVERAGE_ITEM: 0.3958114, COVERAGE_ITEM_CORRECT: 0.0250395, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1332578, DIVERSITY_GINI: 0.1345558, SHANNON_ENTROPY: 11.6145379, 
