
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 496, 'shrink': 403, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7282175590509827, 'tversky_beta': 0.617401717843656} - results: ROC_AUC: 0.1522164, PRECISION: 0.0311939, PRECISION_RECALL_MIN_DEN: 0.1111637, RECALL: 0.1079017, MAP: 0.0513818, MRR: 0.1119138, NDCG: 0.0780430, F1: 0.0483929, HIT_RATE: 0.3119391, ARHR: 0.1275291, NOVELTY: 0.0045827, AVERAGE_POPULARITY: 0.1546424, DIVERSITY_MEAN_INTER_LIST: 0.9651515, DIVERSITY_HERFINDAHL: 0.9964981, COVERAGE_ITEM: 0.3205621, COVERAGE_ITEM_CORRECT: 0.0297363, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1691456, DIVERSITY_GINI: 0.0737155, SHANNON_ENTROPY: 10.2638108, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 398, 'shrink': 669, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7497586000902638, 'tversky_beta': 0.3364987870168619} - results: ROC_AUC: 0.1527529, PRECISION: 0.0314479, PRECISION_RECALL_MIN_DEN: 0.1117671, RECALL: 0.1084831, MAP: 0.0516735, MRR: 0.1128725, NDCG: 0.0785338, F1: 0.0487569, HIT_RATE: 0.3144788, ARHR: 0.1286456, NOVELTY: 0.0046125, AVERAGE_POPULARITY: 0.1464588, DIVERSITY_MEAN_INTER_LIST: 0.9695766, DIVERSITY_HERFINDAHL: 0.9969405, COVERAGE_ITEM: 0.3281848, COVERAGE_ITEM_CORRECT: 0.0305371, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1700516, DIVERSITY_GINI: 0.0778349, SHANNON_ENTROPY: 10.4077730, 

SearchBayesianSkopt-CV: New best config found. Config 11: {'topK': 189, 'shrink': 363, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6455519041239566, 'tversky_beta': 1.8560505232718276} - results: ROC_AUC: 0.1595699, PRECISION: 0.0330344, PRECISION_RECALL_MIN_DEN: 0.1155698, RECALL: 0.1120474, MAP: 0.0542524, MRR: 0.1183616, NDCG: 0.0820160, F1: 0.0510225, HIT_RATE: 0.3303435, ARHR: 0.1353033, NOVELTY: 0.0047447, AVERAGE_POPULARITY: 0.1166318, DIVERSITY_MEAN_INTER_LIST: 0.9824018, DIVERSITY_HERFINDAHL: 0.9982228, COVERAGE_ITEM: 0.3663985, COVERAGE_ITEM_CORRECT: 0.0344870, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1769724, DIVERSITY_GINI: 0.0997831, SHANNON_ENTROPY: 11.0063283, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 801, 'shrink': 167, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9739913135779712, 'tversky_beta': 0.2697526862778193} - results: ROC_AUC: 0.1519803, PRECISION: 0.0311094, PRECISION_RECALL_MIN_DEN: 0.1118339, RECALL: 0.1086393, MAP: 0.0516899, MRR: 0.1114496, NDCG: 0.0783860, F1: 0.0483651, HIT_RATE: 0.3110940, ARHR: 0.1268577, NOVELTY: 0.0045504, AVERAGE_POPULARITY: 0.1656442, DIVERSITY_MEAN_INTER_LIST: 0.9587446, DIVERSITY_HERFINDAHL: 0.9958575, COVERAGE_ITEM: 0.3153340, COVERAGE_ITEM_CORRECT: 0.0293744, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1690701, DIVERSITY_GINI: 0.0705846, SHANNON_ENTROPY: 10.1154276, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 741, 'shrink': 444, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2418129704695709, 'tversky_beta': 1.6572251278362085} - results: ROC_AUC: 0.1465482, PRECISION: 0.0296495, PRECISION_RECALL_MIN_DEN: 0.1069290, RECALL: 0.1038004, MAP: 0.0494734, MRR: 0.1071086, NDCG: 0.0749784, F1: 0.0461220, HIT_RATE: 0.2964954, ARHR: 0.1214460, NOVELTY: 0.0045438, AVERAGE_POPULARITY: 0.1659896, DIVERSITY_MEAN_INTER_LIST: 0.9575474, DIVERSITY_HERFINDAHL: 0.9957378, COVERAGE_ITEM: 0.3111299, COVERAGE_ITEM_CORRECT: 0.0276266, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1624009, DIVERSITY_GINI: 0.0687634, SHANNON_ENTROPY: 10.0744457, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 467, 'shrink': 587, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6345175064562977, 'tversky_beta': 1.4580362047692321} - results: ROC_AUC: 0.1505556, PRECISION: 0.0307801, PRECISION_RECALL_MIN_DEN: 0.1100393, RECALL: 0.1067902, MAP: 0.0508978, MRR: 0.1108455, NDCG: 0.0772401, F1: 0.0477832, HIT_RATE: 0.3078014, ARHR: 0.1260766, NOVELTY: 0.0045918, AVERAGE_POPULARITY: 0.1521400, DIVERSITY_MEAN_INTER_LIST: 0.9663955, DIVERSITY_HERFINDAHL: 0.9966225, COVERAGE_ITEM: 0.3230491, COVERAGE_ITEM_CORRECT: 0.0294129, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1675098, DIVERSITY_GINI: 0.0750999, SHANNON_ENTROPY: 10.3101796, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 780, 'shrink': 439, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.160104114266294, 'tversky_beta': 1.940847811785846} - results: ROC_AUC: 0.1479487, PRECISION: 0.0300633, PRECISION_RECALL_MIN_DEN: 0.1081142, RECALL: 0.1049657, MAP: 0.0499537, MRR: 0.1083449, NDCG: 0.0757862, F1: 0.0467374, HIT_RATE: 0.3006327, ARHR: 0.1231144, NOVELTY: 0.0045390, AVERAGE_POPULARITY: 0.1673928, DIVERSITY_MEAN_INTER_LIST: 0.9570325, DIVERSITY_HERFINDAHL: 0.9956863, COVERAGE_ITEM: 0.3095053, COVERAGE_ITEM_CORRECT: 0.0281270, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1640116, DIVERSITY_GINI: 0.0680592, SHANNON_ENTROPY: 10.0545179, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 957, 'shrink': 782, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9888620811683397, 'tversky_beta': 1.888326904459089} - results: ROC_AUC: 0.1453415, PRECISION: 0.0295255, PRECISION_RECALL_MIN_DEN: 0.1060511, RECALL: 0.1029228, MAP: 0.0492670, MRR: 0.1065442, NDCG: 0.0745422, F1: 0.0458839, HIT_RATE: 0.2952553, ARHR: 0.1209260, NOVELTY: 0.0045241, AVERAGE_POPULARITY: 0.1716789, DIVERSITY_MEAN_INTER_LIST: 0.9536630, DIVERSITY_HERFINDAHL: 0.9953494, COVERAGE_ITEM: 0.3055784, COVERAGE_ITEM_CORRECT: 0.0273109, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1610922, DIVERSITY_GINI: 0.0661317, SHANNON_ENTROPY: 9.9771254, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 713, 'shrink': 501, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.062933394317309, 'tversky_beta': 0.8640162203225683} - results: ROC_AUC: 0.1482269, PRECISION: 0.0301161, PRECISION_RECALL_MIN_DEN: 0.1081885, RECALL: 0.1050297, MAP: 0.0500701, MRR: 0.1086155, NDCG: 0.0759273, F1: 0.0468074, HIT_RATE: 0.3011614, ARHR: 0.1233841, NOVELTY: 0.0045454, AVERAGE_POPULARITY: 0.1653591, DIVERSITY_MEAN_INTER_LIST: 0.9583427, DIVERSITY_HERFINDAHL: 0.9958173, COVERAGE_ITEM: 0.3108065, COVERAGE_ITEM_CORRECT: 0.0280885, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1642129, DIVERSITY_GINI: 0.0687954, SHANNON_ENTROPY: 10.0848476, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 680, 'shrink': 890, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.41095869722205147, 'tversky_beta': 0.7906808716312197} - results: ROC_AUC: 0.1472092, PRECISION: 0.0298688, PRECISION_RECALL_MIN_DEN: 0.1077290, RECALL: 0.1046003, MAP: 0.0497777, MRR: 0.1076156, NDCG: 0.0754689, F1: 0.0464661, HIT_RATE: 0.2986880, ARHR: 0.1221109, NOVELTY: 0.0045501, AVERAGE_POPULARITY: 0.1639600, DIVERSITY_MEAN_INTER_LIST: 0.9589521, DIVERSITY_HERFINDAHL: 0.9958783, COVERAGE_ITEM: 0.3121309, COVERAGE_ITEM_CORRECT: 0.0278268, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1635837, DIVERSITY_GINI: 0.0694009, SHANNON_ENTROPY: 10.1057545, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 299, 'shrink': 594, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.12017971760110882, 'tversky_beta': 1.3460551763221364} - results: ROC_AUC: 0.1533526, PRECISION: 0.0314337, PRECISION_RECALL_MIN_DEN: 0.1122581, RECALL: 0.1089992, MAP: 0.0518527, MRR: 0.1131145, NDCG: 0.0788475, F1: 0.0487926, HIT_RATE: 0.3143375, ARHR: 0.1284531, NOVELTY: 0.0046644, AVERAGE_POPULARITY: 0.1339544, DIVERSITY_MEAN_INTER_LIST: 0.9755251, DIVERSITY_HERFINDAHL: 0.9975353, COVERAGE_ITEM: 0.3434071, COVERAGE_ITEM_CORRECT: 0.0314302, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1714609, DIVERSITY_GINI: 0.0863179, SHANNON_ENTROPY: 10.6585023, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 417, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9582635132760635, 'tversky_beta': 1.8684805046459538} - results: ROC_AUC: 0.1479306, PRECISION: 0.0301902, PRECISION_RECALL_MIN_DEN: 0.1084326, RECALL: 0.1052779, MAP: 0.0501740, MRR: 0.1087252, NDCG: 0.0760751, F1: 0.0469204, HIT_RATE: 0.3019020, ARHR: 0.1235887, NOVELTY: 0.0045271, AVERAGE_POPULARITY: 0.1711757, DIVERSITY_MEAN_INTER_LIST: 0.9546730, DIVERSITY_HERFINDAHL: 0.9954504, COVERAGE_ITEM: 0.3069721, COVERAGE_ITEM_CORRECT: 0.0281116, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1643639, DIVERSITY_GINI: 0.0668124, SHANNON_ENTROPY: 10.0003939, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 999, 'shrink': 29, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.06926480480260767, 'tversky_beta': 1.506393297440828} - results: ROC_AUC: 0.1454205, PRECISION: 0.0294727, PRECISION_RECALL_MIN_DEN: 0.1060824, RECALL: 0.1029536, MAP: 0.0492115, MRR: 0.1064452, NDCG: 0.0744903, F1: 0.0458235, HIT_RATE: 0.2947268, ARHR: 0.1207914, NOVELTY: 0.0045240, AVERAGE_POPULARITY: 0.1719813, DIVERSITY_MEAN_INTER_LIST: 0.9534781, DIVERSITY_HERFINDAHL: 0.9953310, COVERAGE_ITEM: 0.3063099, COVERAGE_ITEM_CORRECT: 0.0274264, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1608657, DIVERSITY_GINI: 0.0663610, SHANNON_ENTROPY: 9.9790951, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 340, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1536940, PRECISION: 0.0316668, PRECISION_RECALL_MIN_DEN: 0.1124928, RECALL: 0.1091790, MAP: 0.0518676, MRR: 0.1136060, NDCG: 0.0789472, F1: 0.0490910, HIT_RATE: 0.3166677, ARHR: 0.1293798, NOVELTY: 0.0046383, AVERAGE_POPULARITY: 0.1399234, DIVERSITY_MEAN_INTER_LIST: 0.9727766, DIVERSITY_HERFINDAHL: 0.9972605, COVERAGE_ITEM: 0.3351761, COVERAGE_ITEM_CORRECT: 0.0311376, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1713854, DIVERSITY_GINI: 0.0817622, SHANNON_ENTROPY: 10.5307358, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 340, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.1453653, PRECISION: 0.0303992, PRECISION_RECALL_MIN_DEN: 0.1052495, RECALL: 0.1019010, MAP: 0.0485375, MRR: 0.1069691, NDCG: 0.0740710, F1: 0.0468252, HIT_RATE: 0.3039921, ARHR: 0.1221232, NOVELTY: 0.0048616, AVERAGE_POPULARITY: 0.1118489, DIVERSITY_MEAN_INTER_LIST: 0.9823824, DIVERSITY_HERFINDAHL: 0.9982209, COVERAGE_ITEM: 0.3957190, COVERAGE_ITEM_CORRECT: 0.0314456, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1637347, DIVERSITY_GINI: 0.1237094, SHANNON_ENTROPY: 11.2972039, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 748, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.04634407837116351, 'tversky_beta': 0.37740541289565444} - results: ROC_AUC: 0.0866351, PRECISION: 0.0188427, PRECISION_RECALL_MIN_DEN: 0.0564624, RECALL: 0.0533089, MAP: 0.0267911, MRR: 0.0640559, NDCG: 0.0404217, F1: 0.0278432, HIT_RATE: 0.1884269, ARHR: 0.0746110, NOVELTY: 0.0054637, AVERAGE_POPULARITY: 0.0274744, DIVERSITY_MEAN_INTER_LIST: 0.9278939, DIVERSITY_HERFINDAHL: 0.9927730, COVERAGE_ITEM: 0.5490202, COVERAGE_ITEM_CORRECT: 0.0351800, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0970429, DIVERSITY_GINI: 0.2316707, SHANNON_ENTROPY: 11.3926786, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 307, 'shrink': 40, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.16186163384576083, 'tversky_beta': 1.9952043447681314} - results: ROC_AUC: 0.1548874, PRECISION: 0.0319666, PRECISION_RECALL_MIN_DEN: 0.1126810, RECALL: 0.1092456, MAP: 0.0521653, MRR: 0.1141945, NDCG: 0.0792500, F1: 0.0494581, HIT_RATE: 0.3196665, ARHR: 0.1304629, NOVELTY: 0.0046471, AVERAGE_POPULARITY: 0.1372078, DIVERSITY_MEAN_INTER_LIST: 0.9740884, DIVERSITY_HERFINDAHL: 0.9973916, COVERAGE_ITEM: 0.3369471, COVERAGE_ITEM_CORRECT: 0.0326468, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1724173, DIVERSITY_GINI: 0.0828760, SHANNON_ENTROPY: 10.5775114, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 998, 'shrink': 783, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.049883840404957094, 'tversky_beta': 0.03389819644112758} - results: ROC_AUC: 0.1435156, PRECISION: 0.0290841, PRECISION_RECALL_MIN_DEN: 0.1050331, RECALL: 0.1019543, MAP: 0.0487344, MRR: 0.1050907, NDCG: 0.0737127, F1: 0.0452558, HIT_RATE: 0.2908408, ARHR: 0.1189738, NOVELTY: 0.0045168, AVERAGE_POPULARITY: 0.1729160, DIVERSITY_MEAN_INTER_LIST: 0.9523853, DIVERSITY_HERFINDAHL: 0.9952217, COVERAGE_ITEM: 0.3007815, COVERAGE_ITEM_CORRECT: 0.0267950, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1596326, DIVERSITY_GINI: 0.0643488, SHANNON_ENTROPY: 9.9359543, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 216, 'shrink': 998, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8832111203721749, 'tversky_beta': 0.11135432175984453} - results: ROC_AUC: 0.1577176, PRECISION: 0.0326272, PRECISION_RECALL_MIN_DEN: 0.1148907, RECALL: 0.1114881, MAP: 0.0536006, MRR: 0.1166391, NDCG: 0.0812192, F1: 0.0504792, HIT_RATE: 0.3262716, ARHR: 0.1330984, NOVELTY: 0.0047216, AVERAGE_POPULARITY: 0.1212933, DIVERSITY_MEAN_INTER_LIST: 0.9807368, DIVERSITY_HERFINDAHL: 0.9980564, COVERAGE_ITEM: 0.3593378, COVERAGE_ITEM_CORRECT: 0.0335630, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1758903, DIVERSITY_GINI: 0.0956296, SHANNON_ENTROPY: 10.9104397, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 228, 'shrink': 3, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0478356979803385, 'tversky_beta': 1.884165965157407} - results: ROC_AUC: 0.1554872, PRECISION: 0.0318609, PRECISION_RECALL_MIN_DEN: 0.1125325, RECALL: 0.1092788, MAP: 0.0523494, MRR: 0.1137732, NDCG: 0.0794596, F1: 0.0493343, HIT_RATE: 0.3186093, ARHR: 0.1297122, NOVELTY: 0.0047020, AVERAGE_POPULARITY: 0.1232475, DIVERSITY_MEAN_INTER_LIST: 0.9801827, DIVERSITY_HERFINDAHL: 0.9980010, COVERAGE_ITEM: 0.3497363, COVERAGE_ITEM_CORRECT: 0.0359346, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1725934, DIVERSITY_GINI: 0.0913973, SHANNON_ENTROPY: 10.8566226, 

