SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 734, 'shrink': 796, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0720029, PRECISION: 0.0142883, PRECISION_RECALL_MIN_DEN: 0.0594847, RECALL: 0.0582852, MAP: 0.0239553, MRR: 0.0473247, NDCG: 0.0377123, F1: 0.0229493, HIT_RATE: 0.1428829, ARHR: 0.0510903, NOVELTY: 0.0048207, AVERAGE_POPULARITY: 0.0186342, DIVERSITY_MEAN_INTER_LIST: 0.9953999, DIVERSITY_HERFINDAHL: 0.9995196, COVERAGE_ITEM: 0.4754803, COVERAGE_ITEM_CORRECT: 0.0244158, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0752737, DIVERSITY_GINI: 0.2069271, SHANNON_ENTROPY: 12.5354377, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 472, 'shrink': 616, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0731530, PRECISION: 0.0146516, PRECISION_RECALL_MIN_DEN: 0.0607480, RECALL: 0.0595629, MAP: 0.0245056, MRR: 0.0483760, NDCG: 0.0385903, F1: 0.0235152, HIT_RATE: 0.1465157, ARHR: 0.0523634, NOVELTY: 0.0048151, AVERAGE_POPULARITY: 0.0186150, DIVERSITY_MEAN_INTER_LIST: 0.9956756, DIVERSITY_HERFINDAHL: 0.9995472, COVERAGE_ITEM: 0.4899480, COVERAGE_ITEM_CORRECT: 0.0251088, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0767082, DIVERSITY_GINI: 0.2197751, SHANNON_ENTROPY: 12.6317183, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 955, 'shrink': 143, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0734513, PRECISION: 0.0144314, PRECISION_RECALL_MIN_DEN: 0.0601145, RECALL: 0.0589932, MAP: 0.0246896, MRR: 0.0489531, NDCG: 0.0386223, F1: 0.0231879, HIT_RATE: 0.1443141, ARHR: 0.0526925, NOVELTY: 0.0048150, AVERAGE_POPULARITY: 0.0186109, DIVERSITY_MEAN_INTER_LIST: 0.9955842, DIVERSITY_HERFINDAHL: 0.9995381, COVERAGE_ITEM: 0.4805544, COVERAGE_ITEM_CORRECT: 0.0246622, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0764314, DIVERSITY_GINI: 0.2134443, SHANNON_ENTROPY: 12.5935334, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 158, 'shrink': 525, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0752041, PRECISION: 0.0150323, PRECISION_RECALL_MIN_DEN: 0.0619679, RECALL: 0.0606774, MAP: 0.0250133, MRR: 0.0500434, NDCG: 0.0394081, F1: 0.0240926, HIT_RATE: 0.1503232, ARHR: 0.0542655, NOVELTY: 0.0048044, AVERAGE_POPULARITY: 0.0187562, DIVERSITY_MEAN_INTER_LIST: 0.9961193, DIVERSITY_HERFINDAHL: 0.9995916, COVERAGE_ITEM: 0.5262984, COVERAGE_ITEM_CORRECT: 0.0260327, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0783944, DIVERSITY_GINI: 0.2500778, SHANNON_ENTROPY: 12.8274326, 
SearchBayesianSkopt-CV: New best config found. Config 14: {'topK': 556, 'shrink': 6, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0768344, PRECISION: 0.0152162, PRECISION_RECALL_MIN_DEN: 0.0630398, RECALL: 0.0618166, MAP: 0.0257213, MRR: 0.0515064, NDCG: 0.0403981, F1: 0.0244184, HIT_RATE: 0.1521623, ARHR: 0.0557788, NOVELTY: 0.0048007, AVERAGE_POPULARITY: 0.0189909, DIVERSITY_MEAN_INTER_LIST: 0.9961379, DIVERSITY_HERFINDAHL: 0.9995934, COVERAGE_ITEM: 0.5405428, COVERAGE_ITEM_CORRECT: 0.0263330, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0797534, DIVERSITY_GINI: 0.2569798, SHANNON_ENTROPY: 12.8558816, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 19, 'shrink': 769, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0751979, PRECISION: 0.0148564, PRECISION_RECALL_MIN_DEN: 0.0607683, RECALL: 0.0595527, MAP: 0.0254757, MRR: 0.0506866, NDCG: 0.0395599, F1: 0.0237784, HIT_RATE: 0.1485638, ARHR: 0.0550671, NOVELTY: 0.0047753, AVERAGE_POPULARITY: 0.0187545, DIVERSITY_MEAN_INTER_LIST: 0.9948390, DIVERSITY_HERFINDAHL: 0.9994636, COVERAGE_ITEM: 0.5929779, COVERAGE_ITEM_CORRECT: 0.0260327, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0773122, DIVERSITY_GINI: 0.2948740, SHANNON_ENTROPY: 12.9769624, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 282, 'shrink': 965, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0732725, PRECISION: 0.0146559, PRECISION_RECALL_MIN_DEN: 0.0611702, RECALL: 0.0599770, MAP: 0.0246288, MRR: 0.0486833, NDCG: 0.0387816, F1: 0.0235547, HIT_RATE: 0.1465594, ARHR: 0.0526699, NOVELTY: 0.0048117, AVERAGE_POPULARITY: 0.0185775, DIVERSITY_MEAN_INTER_LIST: 0.9958609, DIVERSITY_HERFINDAHL: 0.9995657, COVERAGE_ITEM: 0.5064793, COVERAGE_ITEM_CORRECT: 0.0251781, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0765320, DIVERSITY_GINI: 0.2326421, SHANNON_ENTROPY: 12.7153531, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 686, 'shrink': 375, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0727923, PRECISION: 0.0144149, PRECISION_RECALL_MIN_DEN: 0.0597422, RECALL: 0.0585485, MAP: 0.0243343, MRR: 0.0479500, NDCG: 0.0381301, F1: 0.0231327, HIT_RATE: 0.1441491, ARHR: 0.0517983, NOVELTY: 0.0048172, AVERAGE_POPULARITY: 0.0186003, DIVERSITY_MEAN_INTER_LIST: 0.9955531, DIVERSITY_HERFINDAHL: 0.9995350, COVERAGE_ITEM: 0.4799076, COVERAGE_ITEM_CORRECT: 0.0245621, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0759532, DIVERSITY_GINI: 0.2116813, SHANNON_ENTROPY: 12.5782282, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 561, 'shrink': 180, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0743544, PRECISION: 0.0147417, PRECISION_RECALL_MIN_DEN: 0.0612220, RECALL: 0.0600505, MAP: 0.0249412, MRR: 0.0491709, NDCG: 0.0390869, F1: 0.0236694, HIT_RATE: 0.1474171, ARHR: 0.0532194, NOVELTY: 0.0048136, AVERAGE_POPULARITY: 0.0185343, DIVERSITY_MEAN_INTER_LIST: 0.9957699, DIVERSITY_HERFINDAHL: 0.9995566, COVERAGE_ITEM: 0.4921039, COVERAGE_ITEM_CORRECT: 0.0251935, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0774632, DIVERSITY_GINI: 0.2235549, SHANNON_ENTROPY: 12.6645975, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 488, 'shrink': 260, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0736269, PRECISION: 0.0146676, PRECISION_RECALL_MIN_DEN: 0.0606604, RECALL: 0.0594837, MAP: 0.0246738, MRR: 0.0487823, NDCG: 0.0387307, F1: 0.0235298, HIT_RATE: 0.1466765, ARHR: 0.0527516, NOVELTY: 0.0048110, AVERAGE_POPULARITY: 0.0186486, DIVERSITY_MEAN_INTER_LIST: 0.9957716, DIVERSITY_HERFINDAHL: 0.9995568, COVERAGE_ITEM: 0.4933744, COVERAGE_ITEM_CORRECT: 0.0251550, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0770605, DIVERSITY_GINI: 0.2237082, SHANNON_ENTROPY: 12.6639897, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 334, 'shrink': 341, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0737261, PRECISION: 0.0146771, PRECISION_RECALL_MIN_DEN: 0.0608816, RECALL: 0.0596747, MAP: 0.0249117, MRR: 0.0490052, NDCG: 0.0389336, F1: 0.0235578, HIT_RATE: 0.1467714, ARHR: 0.0530652, NOVELTY: 0.0048093, AVERAGE_POPULARITY: 0.0185457, DIVERSITY_MEAN_INTER_LIST: 0.9958800, DIVERSITY_HERFINDAHL: 0.9995677, COVERAGE_ITEM: 0.5036458, COVERAGE_ITEM_CORRECT: 0.0252551, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0768844, DIVERSITY_GINI: 0.2314799, SHANNON_ENTROPY: 12.7135280, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 621, 'shrink': 633, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0722952, PRECISION: 0.0144721, PRECISION_RECALL_MIN_DEN: 0.0601106, RECALL: 0.0589150, MAP: 0.0240711, MRR: 0.0473360, NDCG: 0.0379889, F1: 0.0232352, HIT_RATE: 0.1447214, ARHR: 0.0511553, NOVELTY: 0.0048180, AVERAGE_POPULARITY: 0.0186132, DIVERSITY_MEAN_INTER_LIST: 0.9955259, DIVERSITY_HERFINDAHL: 0.9995322, COVERAGE_ITEM: 0.4809625, COVERAGE_ITEM_CORRECT: 0.0246237, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0763810, DIVERSITY_GINI: 0.2120774, SHANNON_ENTROPY: 12.5759454, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 13, 'shrink': 579, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0733382, PRECISION: 0.0144474, PRECISION_RECALL_MIN_DEN: 0.0584912, RECALL: 0.0573464, MAP: 0.0248673, MRR: 0.0496351, NDCG: 0.0384683, F1: 0.0230786, HIT_RATE: 0.1444735, ARHR: 0.0538674, NOVELTY: 0.0047649, AVERAGE_POPULARITY: 0.0187950, DIVERSITY_MEAN_INTER_LIST: 0.9928453, DIVERSITY_HERFINDAHL: 0.9992642, COVERAGE_ITEM: 0.6000770, COVERAGE_ITEM_CORRECT: 0.0254783, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0754499, DIVERSITY_GINI: 0.2965476, SHANNON_ENTROPY: 12.9044359, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 328, 'shrink': 481, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0732814, PRECISION: 0.0145790, PRECISION_RECALL_MIN_DEN: 0.0607289, RECALL: 0.0595362, MAP: 0.0247785, MRR: 0.0487182, NDCG: 0.0387540, F1: 0.0234204, HIT_RATE: 0.1457898, ARHR: 0.0527552, NOVELTY: 0.0048103, AVERAGE_POPULARITY: 0.0185194, DIVERSITY_MEAN_INTER_LIST: 0.9958587, DIVERSITY_HERFINDAHL: 0.9995655, COVERAGE_ITEM: 0.5026372, COVERAGE_ITEM_CORRECT: 0.0250934, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0762300, DIVERSITY_GINI: 0.2303831, SHANNON_ENTROPY: 12.7051520, 
SearchBayesianSkopt-CV: New best config found. Config 24: {'topK': 576, 'shrink': 68, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0766845, PRECISION: 0.0150319, PRECISION_RECALL_MIN_DEN: 0.0623034, RECALL: 0.0611315, MAP: 0.0258058, MRR: 0.0513755, NDCG: 0.0401903, F1: 0.0241278, HIT_RATE: 0.1503186, ARHR: 0.0555485, NOVELTY: 0.0048131, AVERAGE_POPULARITY: 0.0185672, DIVERSITY_MEAN_INTER_LIST: 0.9959458, DIVERSITY_HERFINDAHL: 0.9995742, COVERAGE_ITEM: 0.5095284, COVERAGE_ITEM_CORRECT: 0.0258094, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0788977, DIVERSITY_GINI: 0.2381038, SHANNON_ENTROPY: 12.7555243, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 140, 'shrink': 975, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0749283, PRECISION: 0.0150541, PRECISION_RECALL_MIN_DEN: 0.0618520, RECALL: 0.0605883, MAP: 0.0249670, MRR: 0.0500105, NDCG: 0.0393778, F1: 0.0241136, HIT_RATE: 0.1505409, ARHR: 0.0542204, NOVELTY: 0.0048033, AVERAGE_POPULARITY: 0.0187558, DIVERSITY_MEAN_INTER_LIST: 0.9961558, DIVERSITY_HERFINDAHL: 0.9995952, COVERAGE_ITEM: 0.5300019, COVERAGE_ITEM_CORRECT: 0.0261405, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0785454, DIVERSITY_GINI: 0.2527621, SHANNON_ENTROPY: 12.8429962, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 866, 'shrink': 954, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0706591, PRECISION: 0.0142067, PRECISION_RECALL_MIN_DEN: 0.0590792, RECALL: 0.0579348, MAP: 0.0236189, MRR: 0.0465576, NDCG: 0.0373391, F1: 0.0228163, HIT_RATE: 0.1420667, ARHR: 0.0502213, NOVELTY: 0.0048234, AVERAGE_POPULARITY: 0.0186501, DIVERSITY_MEAN_INTER_LIST: 0.9952421, DIVERSITY_HERFINDAHL: 0.9995039, COVERAGE_ITEM: 0.4698287, COVERAGE_ITEM_CORRECT: 0.0242310, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0749214, DIVERSITY_GINI: 0.2019483, SHANNON_ENTROPY: 12.4927082, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 695, 'shrink': 615, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0718393, PRECISION: 0.0143209, PRECISION_RECALL_MIN_DEN: 0.0595285, RECALL: 0.0583384, MAP: 0.0240067, MRR: 0.0472188, NDCG: 0.0377554, F1: 0.0229955, HIT_RATE: 0.1432090, ARHR: 0.0510289, NOVELTY: 0.0048200, AVERAGE_POPULARITY: 0.0186008, DIVERSITY_MEAN_INTER_LIST: 0.9954690, DIVERSITY_HERFINDAHL: 0.9995266, COVERAGE_ITEM: 0.4776593, COVERAGE_ITEM_CORRECT: 0.0244389, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0753744, DIVERSITY_GINI: 0.2090746, SHANNON_ENTROPY: 12.5543444, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 642, 'shrink': 222, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0737555, PRECISION: 0.0145663, PRECISION_RECALL_MIN_DEN: 0.0605852, RECALL: 0.0594082, MAP: 0.0245398, MRR: 0.0485504, NDCG: 0.0385562, F1: 0.0233939, HIT_RATE: 0.1456630, ARHR: 0.0524293, NOVELTY: 0.0048163, AVERAGE_POPULARITY: 0.0186140, DIVERSITY_MEAN_INTER_LIST: 0.9956803, DIVERSITY_HERFINDAHL: 0.9995477, COVERAGE_ITEM: 0.4858287, COVERAGE_ITEM_CORRECT: 0.0248701, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0769347, DIVERSITY_GINI: 0.2177191, SHANNON_ENTROPY: 12.6247343, 
SearchBayesianSkopt-CV: New best config found. Config 29: {'topK': 22, 'shrink': 59, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0776132, PRECISION: 0.0152358, PRECISION_RECALL_MIN_DEN: 0.0617414, RECALL: 0.0604763, MAP: 0.0262233, MRR: 0.0523254, NDCG: 0.0405746, F1: 0.0243387, HIT_RATE: 0.1523584, ARHR: 0.0567278, NOVELTY: 0.0047771, AVERAGE_POPULARITY: 0.0188510, DIVERSITY_MEAN_INTER_LIST: 0.9954836, DIVERSITY_HERFINDAHL: 0.9995280, COVERAGE_ITEM: 0.5998306, COVERAGE_ITEM_CORRECT: 0.0267488, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0792500, DIVERSITY_GINI: 0.3048833, SHANNON_ENTROPY: 13.0521135, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 999, 'shrink': 11, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0763549, PRECISION: 0.0149463, PRECISION_RECALL_MIN_DEN: 0.0624192, RECALL: 0.0612882, MAP: 0.0256617, MRR: 0.0514608, NDCG: 0.0401953, F1: 0.0240284, HIT_RATE: 0.1494629, ARHR: 0.0556301, NOVELTY: 0.0048055, AVERAGE_POPULARITY: 0.0188966, DIVERSITY_MEAN_INTER_LIST: 0.9959783, DIVERSITY_HERFINDAHL: 0.9995775, COVERAGE_ITEM: 0.5281001, COVERAGE_ITEM_CORRECT: 0.0259018, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0787215, DIVERSITY_GINI: 0.2471290, SHANNON_ENTROPY: 12.7956492, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 6, 'shrink': 10, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0703259, PRECISION: 0.0137647, PRECISION_RECALL_MIN_DEN: 0.0559826, RECALL: 0.0548995, MAP: 0.0232621, MRR: 0.0465632, NDCG: 0.0364079, F1: 0.0220098, HIT_RATE: 0.1376467, ARHR: 0.0502024, NOVELTY: 0.0047348, AVERAGE_POPULARITY: 0.0195513, DIVERSITY_MEAN_INTER_LIST: 0.9840796, DIVERSITY_HERFINDAHL: 0.9983878, COVERAGE_ITEM: 0.6069297, COVERAGE_ITEM_CORRECT: 0.0243003, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0726060, DIVERSITY_GINI: 0.2901643, SHANNON_ENTROPY: 12.6152581, 
