
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 968, 'shrink': 136, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.618413825009243, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0883792, PRECISION: 0.0175797, PRECISION_RECALL_MIN_DEN: 0.0686408, RECALL: 0.0670694, MAP: 0.0287251, MRR: 0.0614213, NDCG: 0.0452067, F1: 0.0278559, HIT_RATE: 0.1757969, ARHR: 0.0672118, NOVELTY: 0.0050215, AVERAGE_POPULARITY: 0.0151882, DIVERSITY_MEAN_INTER_LIST: 0.9977796, DIVERSITY_HERFINDAHL: 0.9997590, COVERAGE_ITEM: 0.6253397, COVERAGE_ITEM_CORRECT: 0.0332166, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0970681, DIVERSITY_GINI: 0.3223000, SHANNON_ENTROPY: 13.2463334, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 369, 'shrink': 729, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3710971705726787, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0812711, PRECISION: 0.0163325, PRECISION_RECALL_MIN_DEN: 0.0633245, RECALL: 0.0618143, MAP: 0.0272877, MRR: 0.0575428, NDCG: 0.0423378, F1: 0.0258357, HIT_RATE: 0.1633248, ARHR: 0.0629200, NOVELTY: 0.0050817, AVERAGE_POPULARITY: 0.0154899, DIVERSITY_MEAN_INTER_LIST: 0.9960621, DIVERSITY_HERFINDAHL: 0.9995873, COVERAGE_ITEM: 0.4105871, COVERAGE_ITEM_CORRECT: 0.0296516, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0898452, DIVERSITY_GINI: 0.1753921, SHANNON_ENTROPY: 12.3905479, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 192, 'shrink': 336, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.39872991780170397, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1016659, PRECISION: 0.0204724, PRECISION_RECALL_MIN_DEN: 0.0788911, RECALL: 0.0769371, MAP: 0.0350068, MRR: 0.0724723, NDCG: 0.0535041, F1: 0.0323388, HIT_RATE: 0.2047237, ARHR: 0.0801400, NOVELTY: 0.0050725, AVERAGE_POPULARITY: 0.0163695, DIVERSITY_MEAN_INTER_LIST: 0.9971869, DIVERSITY_HERFINDAHL: 0.9996998, COVERAGE_ITEM: 0.5192223, COVERAGE_ITEM_CORRECT: 0.0375207, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1094501, DIVERSITY_GINI: 0.2532125, SHANNON_ENTROPY: 12.9129492, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 490, 'shrink': 139, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5667658264590953, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0886370, PRECISION: 0.0175718, PRECISION_RECALL_MIN_DEN: 0.0683886, RECALL: 0.0668147, MAP: 0.0287111, MRR: 0.0615071, NDCG: 0.0451696, F1: 0.0278242, HIT_RATE: 0.1757179, ARHR: 0.0672097, NOVELTY: 0.0050208, AVERAGE_POPULARITY: 0.0151637, DIVERSITY_MEAN_INTER_LIST: 0.9977647, DIVERSITY_HERFINDAHL: 0.9997576, COVERAGE_ITEM: 0.6236612, COVERAGE_ITEM_CORRECT: 0.0332705, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0973449, DIVERSITY_GINI: 0.3214490, SHANNON_ENTROPY: 13.2417173, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 246, 'shrink': 460, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.36937465806381736, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1019610, PRECISION: 0.0203399, PRECISION_RECALL_MIN_DEN: 0.0787199, RECALL: 0.0767886, MAP: 0.0350704, MRR: 0.0721810, NDCG: 0.0534828, F1: 0.0321602, HIT_RATE: 0.2033991, ARHR: 0.0797915, NOVELTY: 0.0050761, AVERAGE_POPULARITY: 0.0166172, DIVERSITY_MEAN_INTER_LIST: 0.9971004, DIVERSITY_HERFINDAHL: 0.9996911, COVERAGE_ITEM: 0.5080423, COVERAGE_ITEM_CORRECT: 0.0370818, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1088461, DIVERSITY_GINI: 0.2446277, SHANNON_ENTROPY: 12.8633260, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 321, 'shrink': 762, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5900090486477384, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1019029, PRECISION: 0.0203780, PRECISION_RECALL_MIN_DEN: 0.0786026, RECALL: 0.0766352, MAP: 0.0350686, MRR: 0.0722152, NDCG: 0.0534526, F1: 0.0321936, HIT_RATE: 0.2037799, ARHR: 0.0799501, NOVELTY: 0.0050767, AVERAGE_POPULARITY: 0.0166528, DIVERSITY_MEAN_INTER_LIST: 0.9970825, DIVERSITY_HERFINDAHL: 0.9996894, COVERAGE_ITEM: 0.5070337, COVERAGE_ITEM_CORRECT: 0.0370818, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1088964, DIVERSITY_GINI: 0.2439132, SHANNON_ENTROPY: 12.8574056, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 810, 'shrink': 464, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7549432963151199, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0798621, PRECISION: 0.0159236, PRECISION_RECALL_MIN_DEN: 0.0627482, RECALL: 0.0614027, MAP: 0.0270110, MRR: 0.0563818, NDCG: 0.0418845, F1: 0.0252854, HIT_RATE: 0.1592358, ARHR: 0.0614543, NOVELTY: 0.0050857, AVERAGE_POPULARITY: 0.0154975, DIVERSITY_MEAN_INTER_LIST: 0.9956661, DIVERSITY_HERFINDAHL: 0.9995477, COVERAGE_ITEM: 0.4002233, COVERAGE_ITEM_CORRECT: 0.0288739, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0882346, DIVERSITY_GINI: 0.1662829, SHANNON_ENTROPY: 12.2958827, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 226, 'shrink': 526, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.39616507778925236, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0928643, PRECISION: 0.0185537, PRECISION_RECALL_MIN_DEN: 0.0714251, RECALL: 0.0697032, MAP: 0.0310214, MRR: 0.0655572, NDCG: 0.0479963, F1: 0.0293058, HIT_RATE: 0.1855367, ARHR: 0.0720990, NOVELTY: 0.0050236, AVERAGE_POPULARITY: 0.0150274, DIVERSITY_MEAN_INTER_LIST: 0.9976908, DIVERSITY_HERFINDAHL: 0.9997502, COVERAGE_ITEM: 0.5859557, COVERAGE_ITEM_CORRECT: 0.0351338, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1010948, DIVERSITY_GINI: 0.2993936, SHANNON_ENTROPY: 13.1547188, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 451, 'shrink': 145, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3190372039720924, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1015932, PRECISION: 0.0203441, PRECISION_RECALL_MIN_DEN: 0.0793919, RECALL: 0.0775730, MAP: 0.0349653, MRR: 0.0720586, NDCG: 0.0535927, F1: 0.0322321, HIT_RATE: 0.2034410, ARHR: 0.0795168, NOVELTY: 0.0050731, AVERAGE_POPULARITY: 0.0162558, DIVERSITY_MEAN_INTER_LIST: 0.9972744, DIVERSITY_HERFINDAHL: 0.9997085, COVERAGE_ITEM: 0.5246352, COVERAGE_ITEM_CORRECT: 0.0373513, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1092739, DIVERSITY_GINI: 0.2544208, SHANNON_ENTROPY: 12.9216675, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 222, 'shrink': 745, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8958667099363364, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0823561, PRECISION: 0.0164575, PRECISION_RECALL_MIN_DEN: 0.0634202, RECALL: 0.0618709, MAP: 0.0275080, MRR: 0.0582958, NDCG: 0.0425905, F1: 0.0259972, HIT_RATE: 0.1645749, ARHR: 0.0638850, NOVELTY: 0.0050778, AVERAGE_POPULARITY: 0.0155724, DIVERSITY_MEAN_INTER_LIST: 0.9962554, DIVERSITY_HERFINDAHL: 0.9996067, COVERAGE_ITEM: 0.4216593, COVERAGE_ITEM_CORRECT: 0.0299365, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0900214, DIVERSITY_GINI: 0.1844635, SHANNON_ENTROPY: 12.4692042, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 655, 'shrink': 433, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5476218530478486, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0934094, PRECISION: 0.0189445, PRECISION_RECALL_MIN_DEN: 0.0725170, RECALL: 0.0707452, MAP: 0.0312140, MRR: 0.0662141, NDCG: 0.0485115, F1: 0.0298855, HIT_RATE: 0.1894452, ARHR: 0.0729186, NOVELTY: 0.0050281, AVERAGE_POPULARITY: 0.0151130, DIVERSITY_MEAN_INTER_LIST: 0.9977315, DIVERSITY_HERFINDAHL: 0.9997542, COVERAGE_ITEM: 0.5922233, COVERAGE_ITEM_CORRECT: 0.0358422, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1026803, DIVERSITY_GINI: 0.3039352, SHANNON_ENTROPY: 13.1757924, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 193, 'shrink': 930, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1160858255341026, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0919623, PRECISION: 0.0184360, PRECISION_RECALL_MIN_DEN: 0.0709653, RECALL: 0.0692504, MAP: 0.0306486, MRR: 0.0648882, NDCG: 0.0475601, F1: 0.0291184, HIT_RATE: 0.1843601, ARHR: 0.0712981, NOVELTY: 0.0050220, AVERAGE_POPULARITY: 0.0149986, DIVERSITY_MEAN_INTER_LIST: 0.9976988, DIVERSITY_HERFINDAHL: 0.9997510, COVERAGE_ITEM: 0.5895438, COVERAGE_ITEM_CORRECT: 0.0348951, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1006166, DIVERSITY_GINI: 0.3016151, SHANNON_ENTROPY: 13.1642807, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 757, 'shrink': 544, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7836687910633893, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0805283, PRECISION: 0.0159993, PRECISION_RECALL_MIN_DEN: 0.0627660, RECALL: 0.0613925, MAP: 0.0273338, MRR: 0.0571619, NDCG: 0.0422004, F1: 0.0253802, HIT_RATE: 0.1599926, ARHR: 0.0623325, NOVELTY: 0.0050813, AVERAGE_POPULARITY: 0.0154943, DIVERSITY_MEAN_INTER_LIST: 0.9959287, DIVERSITY_HERFINDAHL: 0.9995740, COVERAGE_ITEM: 0.4056670, COVERAGE_ITEM_CORRECT: 0.0290510, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0885869, DIVERSITY_GINI: 0.1708719, SHANNON_ENTROPY: 12.3464440, 

SearchBayesianSkopt-CV: New best config found. Config 20: {'topK': 781, 'shrink': 598, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7216928385509119, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1020689, PRECISION: 0.0203590, PRECISION_RECALL_MIN_DEN: 0.0790251, RECALL: 0.0771656, MAP: 0.0353514, MRR: 0.0724814, NDCG: 0.0538033, F1: 0.0322168, HIT_RATE: 0.2035896, ARHR: 0.0801214, NOVELTY: 0.0050754, AVERAGE_POPULARITY: 0.0164863, DIVERSITY_MEAN_INTER_LIST: 0.9971677, DIVERSITY_HERFINDAHL: 0.9996979, COVERAGE_ITEM: 0.5150876, COVERAGE_ITEM_CORRECT: 0.0371742, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1091481, DIVERSITY_GINI: 0.2482662, SHANNON_ENTROPY: 12.8822385, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 566, 'shrink': 725, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6557170921705704, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0925036, PRECISION: 0.0187473, PRECISION_RECALL_MIN_DEN: 0.0719628, RECALL: 0.0702263, MAP: 0.0308707, MRR: 0.0655753, NDCG: 0.0480620, F1: 0.0295938, HIT_RATE: 0.1874725, ARHR: 0.0721836, NOVELTY: 0.0050245, AVERAGE_POPULARITY: 0.0151145, DIVERSITY_MEAN_INTER_LIST: 0.9977403, DIVERSITY_HERFINDAHL: 0.9997551, COVERAGE_ITEM: 0.6000385, COVERAGE_ITEM_CORRECT: 0.0355419, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1017491, DIVERSITY_GINI: 0.3084862, SHANNON_ENTROPY: 13.1937330, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 984, 'shrink': 495, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8184541171751432, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0802403, PRECISION: 0.0159956, PRECISION_RECALL_MIN_DEN: 0.0630164, RECALL: 0.0616692, MAP: 0.0273814, MRR: 0.0570791, NDCG: 0.0422929, F1: 0.0254002, HIT_RATE: 0.1599563, ARHR: 0.0622702, NOVELTY: 0.0050797, AVERAGE_POPULARITY: 0.0154925, DIVERSITY_MEAN_INTER_LIST: 0.9958693, DIVERSITY_HERFINDAHL: 0.9995681, COVERAGE_ITEM: 0.4052435, COVERAGE_ITEM_CORRECT: 0.0290202, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0885114, DIVERSITY_GINI: 0.1698014, SHANNON_ENTROPY: 12.3336509, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 694, 'shrink': 818, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5586599194989195, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0927463, PRECISION: 0.0188610, PRECISION_RECALL_MIN_DEN: 0.0721253, RECALL: 0.0703615, MAP: 0.0309907, MRR: 0.0657496, NDCG: 0.0482136, F1: 0.0297476, HIT_RATE: 0.1886105, ARHR: 0.0724459, NOVELTY: 0.0050259, AVERAGE_POPULARITY: 0.0151309, DIVERSITY_MEAN_INTER_LIST: 0.9977476, DIVERSITY_HERFINDAHL: 0.9997558, COVERAGE_ITEM: 0.5982214, COVERAGE_ITEM_CORRECT: 0.0356574, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1021266, DIVERSITY_GINI: 0.3074758, SHANNON_ENTROPY: 13.1907983, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 616, 'shrink': 60, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.545689865026052, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828808, PRECISION: 0.0163286, PRECISION_RECALL_MIN_DEN: 0.0641244, RECALL: 0.0626338, MAP: 0.0268337, MRR: 0.0571570, NDCG: 0.0421678, F1: 0.0259014, HIT_RATE: 0.1632860, ARHR: 0.0621762, NOVELTY: 0.0050201, AVERAGE_POPULARITY: 0.0151057, DIVERSITY_MEAN_INTER_LIST: 0.9977284, DIVERSITY_HERFINDAHL: 0.9997539, COVERAGE_ITEM: 0.6244697, COVERAGE_ITEM_CORRECT: 0.0307757, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0913301, DIVERSITY_GINI: 0.3189022, SHANNON_ENTROPY: 13.2278060, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 719, 'shrink': 749, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4350190353646898, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0938444, PRECISION: 0.0189061, PRECISION_RECALL_MIN_DEN: 0.0723398, RECALL: 0.0705826, MAP: 0.0313270, MRR: 0.0662844, NDCG: 0.0485601, F1: 0.0298232, HIT_RATE: 0.1890611, ARHR: 0.0730244, NOVELTY: 0.0050277, AVERAGE_POPULARITY: 0.0151083, DIVERSITY_MEAN_INTER_LIST: 0.9977242, DIVERSITY_HERFINDAHL: 0.9997535, COVERAGE_ITEM: 0.5882502, COVERAGE_ITEM_CORRECT: 0.0357267, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1025041, DIVERSITY_GINI: 0.3014570, SHANNON_ENTROPY: 13.1657740, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 88, 'shrink': 965, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4312377055849212, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1015593, PRECISION: 0.0202518, PRECISION_RECALL_MIN_DEN: 0.0776143, RECALL: 0.0756086, MAP: 0.0348215, MRR: 0.0723467, NDCG: 0.0529488, F1: 0.0319465, HIT_RATE: 0.2025179, ARHR: 0.0801333, NOVELTY: 0.0050576, AVERAGE_POPULARITY: 0.0162784, DIVERSITY_MEAN_INTER_LIST: 0.9969835, DIVERSITY_HERFINDAHL: 0.9996795, COVERAGE_ITEM: 0.5485890, COVERAGE_ITEM_CORRECT: 0.0375284, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1083176, DIVERSITY_GINI: 0.2733344, SHANNON_ENTROPY: 12.9928770, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 461, 'shrink': 229, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4959090000189725, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0909220, PRECISION: 0.0181599, PRECISION_RECALL_MIN_DEN: 0.0705051, RECALL: 0.0688647, MAP: 0.0299571, MRR: 0.0639086, NDCG: 0.0468384, F1: 0.0287399, HIT_RATE: 0.1815993, ARHR: 0.0700434, NOVELTY: 0.0050214, AVERAGE_POPULARITY: 0.0151574, DIVERSITY_MEAN_INTER_LIST: 0.9977606, DIVERSITY_HERFINDAHL: 0.9997572, COVERAGE_ITEM: 0.6154225, COVERAGE_ITEM_CORRECT: 0.0344100, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0997106, DIVERSITY_GINI: 0.3172601, SHANNON_ENTROPY: 13.2269891, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 316, 'shrink': 267, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4549468408597643, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0818547, PRECISION: 0.0164048, PRECISION_RECALL_MIN_DEN: 0.0634772, RECALL: 0.0619549, MAP: 0.0275406, MRR: 0.0580703, NDCG: 0.0426155, F1: 0.0259388, HIT_RATE: 0.1640479, ARHR: 0.0635642, NOVELTY: 0.0050797, AVERAGE_POPULARITY: 0.0155243, DIVERSITY_MEAN_INTER_LIST: 0.9961889, DIVERSITY_HERFINDAHL: 0.9996000, COVERAGE_ITEM: 0.4159692, COVERAGE_ITEM_CORRECT: 0.0298595, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0900717, DIVERSITY_GINI: 0.1798540, SHANNON_ENTROPY: 12.4310278, 
