user_id,item_list
238,5497 18330 16897 16871 20820 6139 21872 12945 7114 4215
239,10513 21802 11597 20911 13756 22739 18799 6616 23206 9618
240,21920 10730 588 11991 12597 20308 24577 7271 10556 1846
241,25308 1409 6002 19123 1552 11369 6121 1039 6522 3782
242,1397 10592 25675 7487 15275 18499 16810 4296 9060 17860
243,11832 5907 19970 16116 9018 800 6952 22892 22511 9908
244,5078 25675 14684 4502 9438 18293 5581 24075 20308 11459
245,5487 1785 3255 999 23536 9284 16112 7885 3835 12639
246,2426 1583 7991 10594 12818 19468 18392 5044 6734 10981
247,24230 22750 7816 18293 24216 6294 23004 23847 3529 15915
248,15929 281 1771 656 8367 7728 13522 22520 5003 22779
249,19089 18984 17723 6198 12409 16630 7494 11658 5522 20146
250,12719 9159 23335 5152 14382 626 19653 11067 17017 11547
251,19526 3613 8529 13128 20762 561 6320 22554 11923 466
252,10347 24199 8118 25766 13810 14506 15603 8401 2281 22817
253,5522 9438 17114 4605 23481 13552 18984 16011 10289 4115
254,9438 25675 5942 12061 25407 22554 23799 9851 19089 10786
255,4559 3667 11876 15364 11390 21757 14006 12865 24625 3554
256,13290 3636 9236 19393 23540 13072 7484 14462 11129 16239
257,2426 14684 4502 9555 23154 10594 10834 12818 10418 7883
258,23600 16630 7494 9438 19480 12409 20146 19709 23481 20095
259,17637 14386 16324 2459 6652 8395 15651 8971 23434 10062
260,25407 6734 12050 9555 10792 13711 10908 18392 10834 11991
261,7030 16301 19577 11855 2667 9293 3281 13954 5324 5776
262,19792 8492 7932 2441 468 13831 20554 25733 21495 11430
263,25711 19857 11645 23801 18949 14396 3188 21297 20294 10017
264,24355 18419 20308 5581 10418 17668 4257 22653 7883 5078
265,10269 4543 24075 12061 13949 24322 129 10133 3059 10401
266,8545 15394 5475 13490 16925 7917 15788 2679 9515 13969
267,18486 21733 16460 3127 14189 13126 4002 21111 14282 24105
268,2426 15691 9555 23154 23141 10834 10594 6734 1583 12818
269,5044 19089 16188 23600 3572 16630 11295 5646 10035 23305
270,21854 2333 23536 13541 7235 4254 6088 11792 23299 2868
271,6955 8541 10186 10808 7977 6802 7760 4161 9851 1921
272,25675 4512 15877 19564 10301 12755 18293 19401 7202 21228
273,2426 23154 9555 6734 7991 17156 23141 18392 16906 13711
274,17517 24770 8318 25167 17972 14917 658 12698 9092 5272
275,7487 17860 4296 25675 11748 3506 12453 22410 16574 24075
276,17926 15898 18727 21924 8399 11995 21705 6042 20819 8153
277,12341 5717 18190 9284 2432 6662 7701 10788 9282 20472
278,11979 24420 15379 14339 1441 1628 7117 15022 23741 10784
279,24098 6938 3577 1103 2278 9859 10604 13513 23985 19961
280,4502 19874 24355 15231 23403 18419 4257 20308 10418 1714
281,2300 12061 23711 5396 2333 8285 8920 12341 13030 23923
282,23071 9703 16711 3810 24484 24109 24093 8064 5223 23427
283,4620 18190 15327 23536 5717 11764 8285 15335 2333 19443
284,4502 14684 19874 25407 16394 4257 18419 12214 9819 1714
285,13865 5420 12789 6587 22846 15196 15903 15234 7109 6743
286,1863 7266 12061 10184 13628 773 637 7861 21185 22359
287,24200 25305 1684 17369 5933 21081 8537 13911 5188 5733
288,8436 25855 12192 7920 25968 18878 8742 3086 7810 15930
289,3527 13433 10839 24546 7839 5915 377 158 25494 2241
290,471 14248 6279 24962 21704 11854 3418 18980 10784 16814
291,10865 4787 13885 22847 12808 22434 22161 4788 21317 17121
292,7333 23689 17546 8216 12698 3971 24958 7207 5703 16577
293,18246 22754 15473 9508 25613 4350 6867 10980 3439 25028
294,23450 9876 22257 23796 14764 1361 12339 21667 20319 17036
295,1808 8784 18311 13708 9477 2729 5770 2936 15656 9922
296,25407 7494 11295 19089 10594 23154 19709 16630 20095 22445
297,11702 5937 16011 5421 25500 13552 5284 14104 19563 4346
298,18512 14684 20308 8769 6612 8395 4502 22653 18419 17637
299,14436 19427 25621 8919 23579 8855 22159 24219 24172 24661
300,25407 14356 5044 2426 9992 19468 15691 5150 20367 25773
301,12409 17723 19709 20095 16630 19480 24075 2665 8894 22121
302,25903 10789 1378 6088 6926 22646 1863 13541 8811 12550
303,7144 18636 4118 22075 25712 9531 18149 5857 19973 10766
304,8704 23600 23481 12273 11687 14291 20146 19910 12710 11729
305,23258 3255 9284 8686 17552 9497 12208 11716 15327 4704
306,11357 13686 15993 3905 11305 3968 1566 1097 17745 24444
307,18246 454 6662 17525 12341 9508 4620 21663 8695 19258
308,2333 13541 2868 18190 3983 15459 4620 21854 5717 23258
309,25228 9813 14006 520 9179 25463 9781 20073 7188 4991
310,25407 22445 25071 8894 1240 20146 5044 19709 19379 18984
311,8709 20300 22548 18793 459 16652 16172 24958 7913 24354
312,5717 18190 15327 3835 13541 9284 921 12684 18114 16112
313,25675 22554 24075 22750 6294 9438 12061 25046 22128 6632
314,22313 22622 20212 25458 11702 13810 12616 21248 20208 3780
315,6088 2333 13541 6588 9315 10450 20171 20130 19533 1863
316,11532 17331 18122 19175 9573 10542 24862 17647 15054 15196
317,16503 17707 10009 15750 11057 7235 163 2468 24933 24788
318,1121 2327 25564 15207 15234 20892 3615 17478 22378 2164
319,3631 10161 3506 18219 21266 10269 3551 23136 17579 2421
320,25738 12601 679 21042 22121 4351 6446 15691 19852 5930
321,21802 20163 11597 13494 17145 13756 11952 15330 24675 15905
322,3981 10340 15595 5291 21596 5183 24857 25782 11828 25044
323,14684 24014 18419 19355 890 20308 12413 24355 1258 4257
324,15899 22158 2639 2401 20 10620 16772 19468 8990 17745
325,359 8395 20345 2835 17637 19874 14684 11242 16324 2570
326,8231 18241 14509 21942 4171 25828 19843 5108 25718 7260
327,9645 17925 20438 24929 4846 8092 1740 12211 23447 23270
328,15800 7946 12714 18899 25369 23895 9128 24999 20020 22079
329,18512 14684 19874 11832 24355 14534 22653 6316 9036 22652
330,10269 9438 22554 12061 9851 10786 5942 18293 25407 25260
331,5187 23749 11845 504 19415 5200 12271 12158 23197 2286
332,20553 20290 12273 364 12710 23799 14978 24075 773 19089
333,9851 6088 11792 18190 10450 16805 9218 24075 5717 7235
334,21733 11723 4218 9168 15197 15663 22548 11467 14189 7508
335,9851 25675 24075 13363 11792 9029 13541 5717 6588 17858
336,19874 14684 4502 24355 18512 17668 16538 10418 10337 14158
337,9816 7662 18398 25192 10707 2275 10747 5971 22758 5975
338,22118 20201 15188 11086 19824 4854 20676 19031 3846 15826
339,9733 24070 12050 11348 11340 4980 5952 22655 25407 6691
340,19874 8395 2459 17637 359 24711 14684 16324 2835 20553
341,22807 25693 2724 893 7775 991 25583 15158 17322 18327
342,18190 19588 9284 10786 6088 19401 23258 2868 9315 24075
343,20658 15144 19705 24202 2248 4814 9679 25658 14253 23795
344,5084 11871 4502 21139 19874 1547 14818 18419 592 5815
345,681 3422 13294 5549 7111 20404 9066 17707 5025 16503
346,5078 359 20308 8395 16324 23992 19874 10418 2835 8430
347,16873 8229 7981 10994 5815 6500 13477 11820 3675 9041
348,14684 4502 19874 19631 16365 10418 20308 1714 15363 15124
349,10437 4222 13109 14769 13418 292 4150 23109 14253 14207
350,8123 20335 22747 24138 24898 3660 4413 7653 25013 12162
351,16122 8203 16387 10761 10204 1195 14871 19329 3296 7817
352,9591 15459 2333 18190 23457 10788 3983 22646 2868 22645
353,23600 8251 14291 19480 16630 7494 19709 9339 14895 23481
354,5593 24603 7335 17160 623 18246 10990 9578 15906 23923
355,11340 12050 25407 4980 2426 8316 9322 23154 18392 11991
356,25675 8987 16849 15993 7964 19220 1888 9345 13661 1097
357,3631 23737 17680 22438 1414 19166 4737 19606 654 3737
358,8524 15830 20496 18619 12734 5119 14311 14012 23351 16179
359,14684 12214 5581 4502 4257 19874 11812 16394 7883 16587
360,17517 15903 4588 12552 22121 4390 21222 15234 8990 11513
361,7898 5406 16865 15892 23460 4928 4833 10329 3249 15430
362,5469 3497 25407 502 3744 9060 2995 13887 17541 22564
363,23444 8678 129 22858 13693 11533 770 17968 20100 21491
364,22359 13541 9050 14418 24764 9591 10789 1378 9851 22646
365,3037 5032 497 15559 9769 4936 9662 15910 22903 8682
366,1594 2049 17866 115 2236 5803 20193 15104 11776 267
367,23109 11925 13485 914 4825 7869 7587 9358 7910 14406
368,9438 10269 22554 12061 10786 9851 5942 18293 19089 25407
369,5522 8431 18984 11091 24209 21381 19089 17723 20095 2533
370,22359 15908 20308 19312 15562 1185 20130 14418 19917 20901
371,8796 12885 21072 21413 17860 2072 13726 19985 3298 20016
372,4620 23536 13030 17964 2868 16055 2300 15335 22646 2333
373,7710 21245 17877 17753 11748 12638 25585 11237 25433 20410
374,13319 12191 12080 10057 9077 574 24513 15071 19614 12087
375,2426 21061 9555 3744 2001 10594 2679 10162 3788 4257
376,23230 17230 8560 21552 10775 9851 20711 1904 17471 13722
377,7494 20095 17723 16630 19480 20146 24128 2665 14895 19709
378,13552 913 18886 4781 2422 14188 22701 13328 13573 6278
379,3744 21061 14141 13887 588 25407 8986 1869 8337 15572
380,23154 9555 10594 15691 10834 6734 1583 18392 8316 17156
381,21527 6239 6760 5562 22858 24104 23628 14978 24153 13311
382,7553 25675 16425 17860 23888 8491 11959 6848 22410 23391
383,9438 12061 16890 22554 9851 23799 5374 9295 24894 7964
384,11730 23909 11091 19910 13352 11687 13797 21552 16630 18984
385,18399 25675 24481 24197 12019 20095 23824 20553 11275 4502
386,19977 21147 3749 16353 25044 17379 2493 8826 1282 21083
387,17592 13540 6572 13976 2308 5887 139 8633 2341 22746
388,23774 13503 2118 6440 25596 5952 11533 10882 13149 23912
389,2426 23154 9555 7991 17156 10594 10834 13711 16906 18392
390,23600 11091 11658 19480 5522 12409 14291 7896 18930 20095
391,7985 9438 18095 19332 3600 24423 18448 17700 17470 8890
392,20986 8538 9438 24075 21510 8242 13911 23184 17369 4768
393,20308 14684 19874 10073 24197 24355 21304 4502 24075 18399
394,21030 12612 17277 20061 8704 7650 8538 3231 17865 25740
395,8894 4147 2236 13294 20935 22445 7908 25407 23537 18317
396,11772 13508 2995 7012 11848 3744 24170 16728 3200 22564
397,2426 8990 5186 20325 18499 14973 13123 18859 11205 16728
398,20963 2798 24333 21409 15224 23405 12381 7016 4184 3579
399,11533 5952 8860 15169 19875 13065 13503 20546 3737 20974
400,9398 7850 18245 23280 25457 4384 8350 8062 1329 16688
401,8544 1863 9591 22128 24410 11384 20711 24621 8560 21464
402,12488 1151 19150 21373 1236 8097 10284 24138 12162 4257
403,19976 13433 4502 8430 17313 25801 6927 17733 25630 7669
404,22473 11356 4858 9602 14593 15191 24734 2751 18264 14350
405,14684 4502 19874 20308 6612 10418 4257 19879 24075 17668
406,18987 15562 2274 14539 2304 15234 2729 19429 15034 15289
407,10269 25675 9438 12061 22554 9851 5942 10786 23799 13118
408,3657 5489 21871 3835 11542 2996 14129 562 3518 7229
409,11755 409 17418 11882 21641 16790 22450 4525 22974 6320
410,17743 14727 16177 1329 23280 25737 24735 19949 9398 17248
411,16630 19089 19480 20095 8097 20146 18984 12914 22121 15691
412,16394 8097 25407 24577 15234 17070 4257 12914 22010 19874
413,21552 8560 22645 4940 13628 14385 16552 18122 6088 8920
414,10269 9438 25675 12061 9851 11792 10786 5942 23127 25491
415,15537 5063 23608 4686 2109 22266 18870 23410 20807 12138
416,3774 5771 19764 8905 2663 3345 1164 24439 5113 9708
417,16241 5078 927 2459 16301 890 23844 19355 9779 17133
418,14684 18512 19874 4502 11737 6135 11672 1714 15363 8769
419,9591 18122 21552 8920 12801 1960 22645 13628 14385 9851
420,23975 9520 9438 1745 1959 16480 11623 20857 4859 19507
421,16726 1702 20963 23405 4184 7053 15733 15224 20203 17908
422,14159 14619 21789 5435 21450 11524 772 8608 13283 6876
423,9591 4966 8544 22511 11452 8560 22645 12801 8920 24621
424,20308 1714 22653 15363 6612 25201 5581 18419 19970 8538
425,1863 21552 8544 13541 22511 21464 15327 23536 20496 11868
426,5815 17370 8396 14017 14539 22891 10994 25549 12454 18807
427,12719 8323 24407 1900 1218 572 2976 25563 15238 23977
428,22731 23618 3913 625 15331 2748 902 1 21337 8165
429,304 7993 18852 4738 19071 14289 13342 13232 6226 19326
430,20686 10538 5389 21879 8493 11775 5514 22689 5478 7886
431,5083 14061 17418 24992 4670 10734 11096 10028 598 25950
432,16775 25083 22075 19778 15903 19973 20313 9092 17315 658
433,8769 14684 20308 19874 9327 17739 24197 4257 6691 24355
434,4620 5717 15327 7849 6829 18190 8920 14593 11764 21552
435,9934 15562 25868 956 10201 6380 17948 1920 12906 6172
436,17723 19089 20095 24128 23600 20146 6198 25679 16630 7494
437,20146 2665 8894 5044 15691 19480 8097 25407 20095 14895
438,6579 12239 519 9503 13592 13014 24446 1627 11362 12952
439,23154 10594 2426 25407 9322 17156 1583 21920 5 10792
440,3335 9498 15814 23394 16028 25917 19186 448 22779 6801
