
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 529, 'shrink': 922, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0231871761331173, 'tversky_beta': 1.4174259242892298, 'icm_weight': 14.248528868079857} - results: ROC_AUC: 0.1367516, PRECISION: 0.0281745, PRECISION_RECALL_MIN_DEN: 0.1062511, RECALL: 0.1036393, MAP: 0.0461076, MRR: 0.0963007, NDCG: 0.0714179, F1: 0.0443044, HIT_RATE: 0.2817447, ARHR: 0.1079477, NOVELTY: 0.0048421, AVERAGE_POPULARITY: 0.0699793, DIVERSITY_MEAN_INTER_LIST: 0.9916381, DIVERSITY_HERFINDAHL: 0.9991450, COVERAGE_ITEM: 0.4590414, COVERAGE_ITEM_CORRECT: 0.0369971, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1475022, DIVERSITY_GINI: 0.1748872, SHANNON_ENTROPY: 12.0751194, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 929, 'shrink': 343, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.38958309361660926, 'tversky_beta': 1.1468409963710882, 'icm_weight': 4.172586700865727} - results: ROC_AUC: 0.1342658, PRECISION: 0.0276131, PRECISION_RECALL_MIN_DEN: 0.1045847, RECALL: 0.1021081, MAP: 0.0452709, MRR: 0.0949182, NDCG: 0.0702723, F1: 0.0434695, HIT_RATE: 0.2761314, ARHR: 0.1059602, NOVELTY: 0.0048549, AVERAGE_POPULARITY: 0.0683213, DIVERSITY_MEAN_INTER_LIST: 0.9917131, DIVERSITY_HERFINDAHL: 0.9991525, COVERAGE_ITEM: 0.4438653, COVERAGE_ITEM_CORRECT: 0.0361886, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1453630, DIVERSITY_GINI: 0.1650536, SHANNON_ENTROPY: 12.0095802, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 503, 'shrink': 235, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6316485455418368, 'tversky_beta': 1.6548843755043863, 'icm_weight': 10.346657510877039} - results: ROC_AUC: 0.1355263, PRECISION: 0.0276928, PRECISION_RECALL_MIN_DEN: 0.1056007, RECALL: 0.1031400, MAP: 0.0451489, MRR: 0.0943374, NDCG: 0.0703806, F1: 0.0436623, HIT_RATE: 0.2769279, ARHR: 0.1053098, NOVELTY: 0.0049073, AVERAGE_POPULARITY: 0.0536798, DIVERSITY_MEAN_INTER_LIST: 0.9947028, DIVERSITY_HERFINDAHL: 0.9994514, COVERAGE_ITEM: 0.4840192, COVERAGE_ITEM_CORRECT: 0.0392608, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1464452, DIVERSITY_GINI: 0.1999860, SHANNON_ENTROPY: 12.4110153, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 460, 'shrink': 644, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3586598268267107, 'tversky_beta': 0.18501048796171007, 'icm_weight': 10.886648105830597} - results: ROC_AUC: 0.1369732, PRECISION: 0.0280945, PRECISION_RECALL_MIN_DEN: 0.1058363, RECALL: 0.1032278, MAP: 0.0458935, MRR: 0.0963263, NDCG: 0.0711502, F1: 0.0441672, HIT_RATE: 0.2809450, ARHR: 0.1079218, NOVELTY: 0.0048480, AVERAGE_POPULARITY: 0.0671594, DIVERSITY_MEAN_INTER_LIST: 0.9922219, DIVERSITY_HERFINDAHL: 0.9992034, COVERAGE_ITEM: 0.4672570, COVERAGE_ITEM_CORRECT: 0.0372820, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1470492, DIVERSITY_GINI: 0.1810557, SHANNON_ENTROPY: 12.1432728, 

SearchBayesianSkopt-CV: New best config found. Config 13: {'topK': 315, 'shrink': 648, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6974294257180801, 'tversky_beta': 1.2692505030339674, 'icm_weight': 19.915397580413302} - results: ROC_AUC: 0.1378729, PRECISION: 0.0286404, PRECISION_RECALL_MIN_DEN: 0.1068890, RECALL: 0.1041920, MAP: 0.0464114, MRR: 0.0980864, NDCG: 0.0720196, F1: 0.0449295, HIT_RATE: 0.2864041, ARHR: 0.1099948, NOVELTY: 0.0048398, AVERAGE_POPULARITY: 0.0697244, DIVERSITY_MEAN_INTER_LIST: 0.9919136, DIVERSITY_HERFINDAHL: 0.9991726, COVERAGE_ITEM: 0.4732551, COVERAGE_ITEM_CORRECT: 0.0378287, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1492387, DIVERSITY_GINI: 0.1851370, SHANNON_ENTROPY: 12.1565726, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 227, 'shrink': 456, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9045577794635913, 'tversky_beta': 1.856413918885561, 'icm_weight': 2.5593373732246834} - results: ROC_AUC: 0.1387604, PRECISION: 0.0286477, PRECISION_RECALL_MIN_DEN: 0.1070736, RECALL: 0.1043464, MAP: 0.0463298, MRR: 0.0982842, NDCG: 0.0720111, F1: 0.0449529, HIT_RATE: 0.2864772, ARHR: 0.1103143, NOVELTY: 0.0048556, AVERAGE_POPULARITY: 0.0652989, DIVERSITY_MEAN_INTER_LIST: 0.9929684, DIVERSITY_HERFINDAHL: 0.9992780, COVERAGE_ITEM: 0.4870529, COVERAGE_ITEM_CORRECT: 0.0388681, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1495155, DIVERSITY_GINI: 0.1971666, SHANNON_ENTROPY: 12.2873234, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 673, 'shrink': 522, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5639095474139134, 'tversky_beta': 0.09668673748577586, 'icm_weight': 4.978508471134559} - results: ROC_AUC: 0.1351817, PRECISION: 0.0279541, PRECISION_RECALL_MIN_DEN: 0.1055259, RECALL: 0.1029451, MAP: 0.0454049, MRR: 0.0953198, NDCG: 0.0706403, F1: 0.0439680, HIT_RATE: 0.2795409, ARHR: 0.1067401, NOVELTY: 0.0048378, AVERAGE_POPULARITY: 0.0712726, DIVERSITY_MEAN_INTER_LIST: 0.9912189, DIVERSITY_HERFINDAHL: 0.9991031, COVERAGE_ITEM: 0.4535438, COVERAGE_ITEM_CORRECT: 0.0363734, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462439, DIVERSITY_GINI: 0.1699531, SHANNON_ENTROPY: 12.0176978, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 150, 'shrink': 228, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2565371943257755, 'tversky_beta': 1.4959976512892739, 'icm_weight': 19.443598268215798} - results: ROC_AUC: 0.1381543, PRECISION: 0.0287114, PRECISION_RECALL_MIN_DEN: 0.1069982, RECALL: 0.1042682, MAP: 0.0460292, MRR: 0.0971653, NDCG: 0.0716600, F1: 0.0450240, HIT_RATE: 0.2871137, ARHR: 0.1094995, NOVELTY: 0.0048873, AVERAGE_POPULARITY: 0.0567466, DIVERSITY_MEAN_INTER_LIST: 0.9945746, DIVERSITY_HERFINDAHL: 0.9994386, COVERAGE_ITEM: 0.5149028, COVERAGE_ITEM_CORRECT: 0.0407623, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1491632, DIVERSITY_GINI: 0.2206297, SHANNON_ENTROPY: 12.5131435, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 430, 'shrink': 169, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7833800145599221, 'tversky_beta': 1.9420949385984445, 'icm_weight': 10.202120028370144} - results: ROC_AUC: 0.1373759, PRECISION: 0.0280641, PRECISION_RECALL_MIN_DEN: 0.1067940, RECALL: 0.1042601, MAP: 0.0459121, MRR: 0.0959692, NDCG: 0.0713846, F1: 0.0442239, HIT_RATE: 0.2806412, ARHR: 0.1074056, NOVELTY: 0.0048959, AVERAGE_POPULARITY: 0.0569349, DIVERSITY_MEAN_INTER_LIST: 0.9943160, DIVERSITY_HERFINDAHL: 0.9994128, COVERAGE_ITEM: 0.4811473, COVERAGE_ITEM_CORRECT: 0.0393224, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1476280, DIVERSITY_GINI: 0.1972166, SHANNON_ENTROPY: 12.3715378, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 753, 'shrink': 734, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5212913264027775, 'tversky_beta': 1.744698777776423, 'icm_weight': 9.20873449945503} - results: ROC_AUC: 0.1352469, PRECISION: 0.0278776, PRECISION_RECALL_MIN_DEN: 0.1056829, RECALL: 0.1031488, MAP: 0.0455541, MRR: 0.0953205, NDCG: 0.0707767, F1: 0.0438918, HIT_RATE: 0.2787760, ARHR: 0.1066127, NOVELTY: 0.0048444, AVERAGE_POPULARITY: 0.0710424, DIVERSITY_MEAN_INTER_LIST: 0.9912531, DIVERSITY_HERFINDAHL: 0.9991065, COVERAGE_ITEM: 0.4459057, COVERAGE_ITEM_CORRECT: 0.0363272, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1458664, DIVERSITY_GINI: 0.1657845, SHANNON_ENTROPY: 11.9942623, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 959, 'shrink': 531, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8617185606586752, 'tversky_beta': 0.18782946886642798, 'icm_weight': 9.334988233308536} - results: ROC_AUC: 0.1328955, PRECISION: 0.0272416, PRECISION_RECALL_MIN_DEN: 0.1035307, RECALL: 0.1010874, MAP: 0.0445469, MRR: 0.0933118, NDCG: 0.0692853, F1: 0.0429168, HIT_RATE: 0.2724163, ARHR: 0.1041056, NOVELTY: 0.0048695, AVERAGE_POPULARITY: 0.0622858, DIVERSITY_MEAN_INTER_LIST: 0.9928812, DIVERSITY_HERFINDAHL: 0.9992693, COVERAGE_ITEM: 0.4540828, COVERAGE_ITEM_CORRECT: 0.0366583, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1438530, DIVERSITY_GINI: 0.1737939, SHANNON_ENTROPY: 12.1301227, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 649, 'shrink': 316, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.37948751604556497, 'tversky_beta': 1.1029276759858302, 'icm_weight': 6.420760758064602} - results: ROC_AUC: 0.1365494, PRECISION: 0.0281361, PRECISION_RECALL_MIN_DEN: 0.1066319, RECALL: 0.1040201, MAP: 0.0458990, MRR: 0.0962474, NDCG: 0.0713231, F1: 0.0442906, HIT_RATE: 0.2813610, ARHR: 0.1077326, NOVELTY: 0.0048531, AVERAGE_POPULARITY: 0.0682185, DIVERSITY_MEAN_INTER_LIST: 0.9919829, DIVERSITY_HERFINDAHL: 0.9991795, COVERAGE_ITEM: 0.4532897, COVERAGE_ITEM_CORRECT: 0.0372281, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1474770, DIVERSITY_GINI: 0.1719684, SHANNON_ENTROPY: 12.0740945, 

SearchBayesianSkopt-CV: New best config found. Config 21: {'topK': 42, 'shrink': 819, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.08008515038480725, 'tversky_beta': 1.9210076964019525, 'icm_weight': 4.9241524588925945} - results: ROC_AUC: 0.1385817, PRECISION: 0.0287174, PRECISION_RECALL_MIN_DEN: 0.1065888, RECALL: 0.1038037, MAP: 0.0466334, MRR: 0.0980702, NDCG: 0.0720771, F1: 0.0449870, HIT_RATE: 0.2871745, ARHR: 0.1103215, NOVELTY: 0.0048231, AVERAGE_POPULARITY: 0.0703725, DIVERSITY_MEAN_INTER_LIST: 0.9921368, DIVERSITY_HERFINDAHL: 0.9991949, COVERAGE_ITEM: 0.5342907, COVERAGE_ITEM_CORRECT: 0.0385987, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1487102, DIVERSITY_GINI: 0.2237820, SHANNON_ENTROPY: 12.3735666, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 748, 'shrink': 569, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.637196302482334, 'tversky_beta': 1.6723689976186178, 'icm_weight': 18.172193255256243} - results: ROC_AUC: 0.1350660, PRECISION: 0.0279199, PRECISION_RECALL_MIN_DEN: 0.1057872, RECALL: 0.1032413, MAP: 0.0455495, MRR: 0.0952004, NDCG: 0.0707769, F1: 0.0439521, HIT_RATE: 0.2791989, ARHR: 0.1064955, NOVELTY: 0.0048687, AVERAGE_POPULARITY: 0.0631520, DIVERSITY_MEAN_INTER_LIST: 0.9929019, DIVERSITY_HERFINDAHL: 0.9992714, COVERAGE_ITEM: 0.4567700, COVERAGE_ITEM_CORRECT: 0.0377286, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462942, DIVERSITY_GINI: 0.1761795, SHANNON_ENTROPY: 12.1502506, 

SearchBayesianSkopt-CV: New best config found. Config 23: {'topK': 38, 'shrink': 831, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.391373006418712, 'tversky_beta': 1.2119949393248732, 'icm_weight': 2.014334370830857} - results: ROC_AUC: 0.1376840, PRECISION: 0.0286186, PRECISION_RECALL_MIN_DEN: 0.1064134, RECALL: 0.1036199, MAP: 0.0466562, MRR: 0.0979039, NDCG: 0.0719804, F1: 0.0448478, HIT_RATE: 0.2861865, ARHR: 0.1101452, NOVELTY: 0.0048300, AVERAGE_POPULARITY: 0.0669230, DIVERSITY_MEAN_INTER_LIST: 0.9926663, DIVERSITY_HERFINDAHL: 0.9992478, COVERAGE_ITEM: 0.5436073, COVERAGE_ITEM_CORRECT: 0.0389759, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1481314, DIVERSITY_GINI: 0.2303729, SHANNON_ENTROPY: 12.4280327, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 340, 'shrink': 384, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.779283553531558, 'tversky_beta': 0.9400728530084117, 'icm_weight': 15.7531548289244} - results: ROC_AUC: 0.1360225, PRECISION: 0.0279887, PRECISION_RECALL_MIN_DEN: 0.1052272, RECALL: 0.1026377, MAP: 0.0453820, MRR: 0.0958380, NDCG: 0.0706218, F1: 0.0439817, HIT_RATE: 0.2798865, ARHR: 0.1073048, NOVELTY: 0.0048767, AVERAGE_POPULARITY: 0.0593427, DIVERSITY_MEAN_INTER_LIST: 0.9938424, DIVERSITY_HERFINDAHL: 0.9993654, COVERAGE_ITEM: 0.4846737, COVERAGE_ITEM_CORRECT: 0.0386910, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1467220, DIVERSITY_GINI: 0.1972775, SHANNON_ENTROPY: 12.3363933, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 345, 'shrink': 31, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3050630592304187, 'tversky_beta': 1.8996013959655313, 'icm_weight': 17.963243339476097} - results: ROC_AUC: 0.1295014, PRECISION: 0.0267981, PRECISION_RECALL_MIN_DEN: 0.1025913, RECALL: 0.1001498, MAP: 0.0437053, MRR: 0.0906808, NDCG: 0.0680358, F1: 0.0422809, HIT_RATE: 0.2679810, ARHR: 0.1013432, NOVELTY: 0.0049768, AVERAGE_POPULARITY: 0.0375187, DIVERSITY_MEAN_INTER_LIST: 0.9968258, DIVERSITY_HERFINDAHL: 0.9996637, COVERAGE_ITEM: 0.5480500, COVERAGE_ITEM_CORRECT: 0.0421482, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1408330, DIVERSITY_GINI: 0.2547631, SHANNON_ENTROPY: 12.8638125, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 896, 'shrink': 331, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.396399300195572, 'tversky_beta': 0.5952514328134356, 'icm_weight': 18.004369603546888} - results: ROC_AUC: 0.1344488, PRECISION: 0.0275788, PRECISION_RECALL_MIN_DEN: 0.1045611, RECALL: 0.1020750, MAP: 0.0452162, MRR: 0.0946654, NDCG: 0.0701960, F1: 0.0434241, HIT_RATE: 0.2757881, ARHR: 0.1057080, NOVELTY: 0.0048498, AVERAGE_POPULARITY: 0.0690794, DIVERSITY_MEAN_INTER_LIST: 0.9915565, DIVERSITY_HERFINDAHL: 0.9991369, COVERAGE_ITEM: 0.4464216, COVERAGE_ITEM_CORRECT: 0.0360731, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1451869, DIVERSITY_GINI: 0.1660811, SHANNON_ENTROPY: 12.0070158, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 972, 'shrink': 138, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7803172207904225, 'tversky_beta': 1.807416974040642, 'icm_weight': 1.138879858750381} - results: ROC_AUC: 0.1334281, PRECISION: 0.0272723, PRECISION_RECALL_MIN_DEN: 0.1043094, RECALL: 0.1018925, MAP: 0.0448419, MRR: 0.0934849, NDCG: 0.0696928, F1: 0.0430272, HIT_RATE: 0.2727230, ARHR: 0.1043516, NOVELTY: 0.0049085, AVERAGE_POPULARITY: 0.0544823, DIVERSITY_MEAN_INTER_LIST: 0.9943582, DIVERSITY_HERFINDAHL: 0.9994170, COVERAGE_ITEM: 0.4645082, COVERAGE_ITEM_CORRECT: 0.0383677, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1443060, DIVERSITY_GINI: 0.1860357, SHANNON_ENTROPY: 12.3050686, 
