
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 689, 'shrink': 615, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.13348339077939622, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1629567, PRECISION: 0.0335081, PRECISION_RECALL_MIN_DEN: 0.1215100, RECALL: 0.1180012, MAP: 0.0572204, MRR: 0.1209095, NDCG: 0.0856336, F1: 0.0521933, HIT_RATE: 0.3350806, ARHR: 0.1379518, NOVELTY: 0.0046495, AVERAGE_POPULARITY: 0.1383965, DIVERSITY_MEAN_INTER_LIST: 0.9714592, DIVERSITY_HERFINDAHL: 0.9971288, COVERAGE_ITEM: 0.3743600, COVERAGE_ITEM_CORRECT: 0.0362271, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1806720, DIVERSITY_GINI: 0.0990093, SHANNON_ENTROPY: 10.7238208, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 926, 'shrink': 34, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9041833852061196, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0461658, PRECISION: 0.0098250, PRECISION_RECALL_MIN_DEN: 0.0356026, RECALL: 0.0345614, MAP: 0.0148289, MRR: 0.0323266, NDCG: 0.0234571, F1: 0.0153004, HIT_RATE: 0.0982502, ARHR: 0.0360067, NOVELTY: 0.0055632, AVERAGE_POPULARITY: 0.0095702, DIVERSITY_MEAN_INTER_LIST: 0.9939723, DIVERSITY_HERFINDAHL: 0.9993797, COVERAGE_ITEM: 0.3017748, COVERAGE_ITEM_CORRECT: 0.0202348, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0563231, DIVERSITY_GINI: 0.1064061, SHANNON_ENTROPY: 11.6989430, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 302, 'shrink': 440, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7251862204511836, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1493367, PRECISION: 0.0329352, PRECISION_RECALL_MIN_DEN: 0.1139447, RECALL: 0.1103507, MAP: 0.0518256, MRR: 0.1088689, NDCG: 0.0788193, F1: 0.0507266, HIT_RATE: 0.3293521, ARHR: 0.1263684, NOVELTY: 0.0053773, AVERAGE_POPULARITY: 0.0295618, DIVERSITY_MEAN_INTER_LIST: 0.9980725, DIVERSITY_HERFINDAHL: 0.9997896, COVERAGE_ITEM: 0.6188874, COVERAGE_ITEM_CORRECT: 0.0550837, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1719643, DIVERSITY_GINI: 0.3051075, SHANNON_ENTROPY: 13.2063139, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 751, 'shrink': 168, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9487556417025813, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1215065, PRECISION: 0.0264267, PRECISION_RECALL_MIN_DEN: 0.0973532, RECALL: 0.0947515, MAP: 0.0418021, MRR: 0.0851884, NDCG: 0.0645479, F1: 0.0413262, HIT_RATE: 0.2642666, ARHR: 0.0971243, NOVELTY: 0.0054199, AVERAGE_POPULARITY: 0.0204050, DIVERSITY_MEAN_INTER_LIST: 0.9971641, DIVERSITY_HERFINDAHL: 0.9996988, COVERAGE_ITEM: 0.5580751, COVERAGE_ITEM_CORRECT: 0.0501944, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1451617, DIVERSITY_GINI: 0.2484586, SHANNON_ENTROPY: 12.8636451, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 317, 'shrink': 198, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.13983432113980368, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1602551, PRECISION: 0.0354978, PRECISION_RECALL_MIN_DEN: 0.1242956, RECALL: 0.1204162, MAP: 0.0570405, MRR: 0.1181601, NDCG: 0.0860128, F1: 0.0548305, HIT_RATE: 0.3549784, ARHR: 0.1372939, NOVELTY: 0.0053063, AVERAGE_POPULARITY: 0.0305560, DIVERSITY_MEAN_INTER_LIST: 0.9981220, DIVERSITY_HERFINDAHL: 0.9997946, COVERAGE_ITEM: 0.6472069, COVERAGE_ITEM_CORRECT: 0.0607430, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1846483, DIVERSITY_GINI: 0.3225691, SHANNON_ENTROPY: 13.2670276, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 311, 'shrink': 223, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8650095958693835, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1358007, PRECISION: 0.0298969, PRECISION_RECALL_MIN_DEN: 0.1041494, RECALL: 0.1009911, MAP: 0.0461566, MRR: 0.0974978, NDCG: 0.0711111, F1: 0.0461341, HIT_RATE: 0.2989690, ARHR: 0.1126357, NOVELTY: 0.0054265, AVERAGE_POPULARITY: 0.0289620, DIVERSITY_MEAN_INTER_LIST: 0.9976140, DIVERSITY_HERFINDAHL: 0.9997438, COVERAGE_ITEM: 0.5675226, COVERAGE_ITEM_CORRECT: 0.0490241, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1585001, DIVERSITY_GINI: 0.2603869, SHANNON_ENTROPY: 12.9674342, 

SearchBayesianSkopt-CV: New best config found. Config 16: {'topK': 608, 'shrink': 849, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.37518196600729314, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1631419, PRECISION: 0.0336458, PRECISION_RECALL_MIN_DEN: 0.1215623, RECALL: 0.1180057, MAP: 0.0573499, MRR: 0.1213258, NDCG: 0.0858000, F1: 0.0523606, HIT_RATE: 0.3364583, ARHR: 0.1384760, NOVELTY: 0.0046621, AVERAGE_POPULARITY: 0.1349589, DIVERSITY_MEAN_INTER_LIST: 0.9729908, DIVERSITY_HERFINDAHL: 0.9972819, COVERAGE_ITEM: 0.3795419, COVERAGE_ITEM_CORRECT: 0.0364812, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1812760, DIVERSITY_GINI: 0.1018802, SHANNON_ENTROPY: 10.7859840, 

SearchBayesianSkopt-CV: New best config found. Config 17: {'topK': 230, 'shrink': 892, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8070545160911657, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1638697, PRECISION: 0.0342352, PRECISION_RECALL_MIN_DEN: 0.1219495, RECALL: 0.1182566, MAP: 0.0578935, MRR: 0.1220758, NDCG: 0.0863696, F1: 0.0530960, HIT_RATE: 0.3423517, ARHR: 0.1399052, NOVELTY: 0.0047642, AVERAGE_POPULARITY: 0.1084412, DIVERSITY_MEAN_INTER_LIST: 0.9819270, DIVERSITY_HERFINDAHL: 0.9981753, COVERAGE_ITEM: 0.4227064, COVERAGE_ITEM_CORRECT: 0.0393686, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1822826, DIVERSITY_GINI: 0.1264185, SHANNON_ENTROPY: 11.2412719, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 447, 'shrink': 907, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6915090086796737, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1635417, PRECISION: 0.0337409, PRECISION_RECALL_MIN_DEN: 0.1214473, RECALL: 0.1178640, MAP: 0.0576514, MRR: 0.1220629, NDCG: 0.0860537, F1: 0.0524612, HIT_RATE: 0.3374095, ARHR: 0.1394848, NOVELTY: 0.0046845, AVERAGE_POPULARITY: 0.1300129, DIVERSITY_MEAN_INTER_LIST: 0.9750295, DIVERSITY_HERFINDAHL: 0.9974857, COVERAGE_ITEM: 0.3902137, COVERAGE_ITEM_CORRECT: 0.0369509, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1809488, DIVERSITY_GINI: 0.1076511, SHANNON_ENTROPY: 10.8908747, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 823, 'shrink': 37, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.208356231788509, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1174215, PRECISION: 0.0263415, PRECISION_RECALL_MIN_DEN: 0.0950887, RECALL: 0.0928121, MAP: 0.0399033, MRR: 0.0823299, NDCG: 0.0629882, F1: 0.0410337, HIT_RATE: 0.2634154, ARHR: 0.0942340, NOVELTY: 0.0054391, AVERAGE_POPULARITY: 0.0290092, DIVERSITY_MEAN_INTER_LIST: 0.9947253, DIVERSITY_HERFINDAHL: 0.9994550, COVERAGE_ITEM: 0.4907334, COVERAGE_ITEM_CORRECT: 0.0425563, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1434504, DIVERSITY_GINI: 0.1868313, SHANNON_ENTROPY: 12.3112814, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 321, 'shrink': 877, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7480833755761058, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1371085, PRECISION: 0.0300568, PRECISION_RECALL_MIN_DEN: 0.1088152, RECALL: 0.1055457, MAP: 0.0478169, MRR: 0.0982157, NDCG: 0.0730276, F1: 0.0467879, HIT_RATE: 0.3005681, ARHR: 0.1125000, NOVELTY: 0.0051745, AVERAGE_POPULARITY: 0.0379340, DIVERSITY_MEAN_INTER_LIST: 0.9949307, DIVERSITY_HERFINDAHL: 0.9994755, COVERAGE_ITEM: 0.5592762, COVERAGE_ITEM_CORRECT: 0.0524273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1621492, DIVERSITY_GINI: 0.2297945, SHANNON_ENTROPY: 12.5618727, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 199, 'shrink': 27, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.571617397846271, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1279730, PRECISION: 0.0271898, PRECISION_RECALL_MIN_DEN: 0.0976870, RECALL: 0.0946438, MAP: 0.0443031, MRR: 0.0919966, NDCG: 0.0669810, F1: 0.0422419, HIT_RATE: 0.2718977, ARHR: 0.1045212, NOVELTY: 0.0051600, AVERAGE_POPULARITY: 0.0428570, DIVERSITY_MEAN_INTER_LIST: 0.9949895, DIVERSITY_HERFINDAHL: 0.9994814, COVERAGE_ITEM: 0.5243503, COVERAGE_ITEM_CORRECT: 0.0451434, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1487354, DIVERSITY_GINI: 0.2076765, SHANNON_ENTROPY: 12.4518420, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 849, 'shrink': 607, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6226979593101845, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1278720, PRECISION: 0.0279006, PRECISION_RECALL_MIN_DEN: 0.1025542, RECALL: 0.0996440, MAP: 0.0446346, MRR: 0.0913660, NDCG: 0.0683748, F1: 0.0435923, HIT_RATE: 0.2790059, ARHR: 0.1041946, NOVELTY: 0.0052328, AVERAGE_POPULARITY: 0.0315896, DIVERSITY_MEAN_INTER_LIST: 0.9952247, DIVERSITY_HERFINDAHL: 0.9995049, COVERAGE_ITEM: 0.5585140, COVERAGE_ITEM_CORRECT: 0.0506256, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1520070, DIVERSITY_GINI: 0.2323808, SHANNON_ENTROPY: 12.6063895, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 955, 'shrink': 557, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6490563355697696, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1618572, PRECISION: 0.0333168, PRECISION_RECALL_MIN_DEN: 0.1201386, RECALL: 0.1166259, MAP: 0.0570646, MRR: 0.1200032, NDCG: 0.0850570, F1: 0.0518251, HIT_RATE: 0.3331676, ARHR: 0.1371465, NOVELTY: 0.0047397, AVERAGE_POPULARITY: 0.1087943, DIVERSITY_MEAN_INTER_LIST: 0.9811603, DIVERSITY_HERFINDAHL: 0.9980987, COVERAGE_ITEM: 0.3980366, COVERAGE_ITEM_CORRECT: 0.0374591, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1789103, DIVERSITY_GINI: 0.1127323, SHANNON_ENTROPY: 11.0869713, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 613, 'shrink': 807, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0934081872479389, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1566826, PRECISION: 0.0346869, PRECISION_RECALL_MIN_DEN: 0.1235898, RECALL: 0.1197909, MAP: 0.0550529, MRR: 0.1141252, NDCG: 0.0838770, F1: 0.0537955, HIT_RATE: 0.3468689, ARHR: 0.1317520, NOVELTY: 0.0051486, AVERAGE_POPULARITY: 0.0422418, DIVERSITY_MEAN_INTER_LIST: 0.9955680, DIVERSITY_HERFINDAHL: 0.9995392, COVERAGE_ITEM: 0.5603773, COVERAGE_ITEM_CORRECT: 0.0567854, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1827860, DIVERSITY_GINI: 0.2320528, SHANNON_ENTROPY: 12.6182911, 

SearchBayesianSkopt-CV: New best config found. Config 25: {'topK': 460, 'shrink': 775, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6996300991092149, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1809978, PRECISION: 0.0400361, PRECISION_RECALL_MIN_DEN: 0.1409442, RECALL: 0.1365348, MAP: 0.0639756, MRR: 0.1329128, NDCG: 0.0968851, F1: 0.0619149, HIT_RATE: 0.4003607, ARHR: 0.1553500, NOVELTY: 0.0050558, AVERAGE_POPULARITY: 0.0585115, DIVERSITY_MEAN_INTER_LIST: 0.9949242, DIVERSITY_HERFINDAHL: 0.9994748, COVERAGE_ITEM: 0.5487969, COVERAGE_ITEM_CORRECT: 0.0582560, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2061658, DIVERSITY_GINI: 0.2205608, SHANNON_ENTROPY: 12.4987043, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 38, 'shrink': 362, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.15749798871631351, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1629088, PRECISION: 0.0337732, PRECISION_RECALL_MIN_DEN: 0.1206641, RECALL: 0.1170366, MAP: 0.0578590, MRR: 0.1217061, NDCG: 0.0859396, F1: 0.0524170, HIT_RATE: 0.3377317, ARHR: 0.1395491, NOVELTY: 0.0048057, AVERAGE_POPULARITY: 0.1061715, DIVERSITY_MEAN_INTER_LIST: 0.9846351, DIVERSITY_HERFINDAHL: 0.9984461, COVERAGE_ITEM: 0.4701906, COVERAGE_ITEM_CORRECT: 0.0398845, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1795143, DIVERSITY_GINI: 0.1523694, SHANNON_ENTROPY: 11.5415553, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 723, 'shrink': 96, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8397048089946497, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1490658, PRECISION: 0.0325892, PRECISION_RECALL_MIN_DEN: 0.1143427, RECALL: 0.1110532, MAP: 0.0520617, MRR: 0.1080410, NDCG: 0.0791989, F1: 0.0503868, HIT_RATE: 0.3258924, ARHR: 0.1248165, NOVELTY: 0.0053600, AVERAGE_POPULARITY: 0.0322135, DIVERSITY_MEAN_INTER_LIST: 0.9976425, DIVERSITY_HERFINDAHL: 0.9997466, COVERAGE_ITEM: 0.5966121, COVERAGE_ITEM_CORRECT: 0.0535823, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1724676, DIVERSITY_GINI: 0.2772617, SHANNON_ENTROPY: 13.0355014, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 198, 'shrink': 621, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.791473624669065, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1532841, PRECISION: 0.0335753, PRECISION_RECALL_MIN_DEN: 0.1157120, RECALL: 0.1119652, MAP: 0.0530670, MRR: 0.1118381, NDCG: 0.0804201, F1: 0.0516581, HIT_RATE: 0.3357528, ARHR: 0.1299974, NOVELTY: 0.0053724, AVERAGE_POPULARITY: 0.0289990, DIVERSITY_MEAN_INTER_LIST: 0.9982135, DIVERSITY_HERFINDAHL: 0.9998037, COVERAGE_ITEM: 0.6362348, COVERAGE_ITEM_CORRECT: 0.0565852, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1749339, DIVERSITY_GINI: 0.3210476, SHANNON_ENTROPY: 13.2833975, 
