
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 915, 'shrink': 185, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.2507839301467985, 'tversky_alpha': 0.4785127351927797, 'tversky_beta': 0.2751103599846921} - results: ROC_AUC: 0.1447341, PRECISION: 0.0293664, PRECISION_RECALL_MIN_DEN: 0.1130326, RECALL: 0.1105670, MAP: 0.0494780, MRR: 0.1028534, NDCG: 0.0764216, F1: 0.0464058, HIT_RATE: 0.2936644, ARHR: 0.1147177, NOVELTY: 0.0052375, AVERAGE_POPULARITY: 0.1631056, DIVERSITY_MEAN_INTER_LIST: 0.9746400, DIVERSITY_HERFINDAHL: 0.9974455, COVERAGE_ITEM: 0.3833070, COVERAGE_ITEM_CORRECT: 0.0325236, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1551026, DIVERSITY_GINI: 0.1117461, SHANNON_ENTROPY: 10.9336068, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 34, 'shrink': 519, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.3675505258383481, 'tversky_alpha': 1.7732526245342641, 'tversky_beta': 1.983549859816678} - results: ROC_AUC: 0.1180912, PRECISION: 0.0242121, PRECISION_RECALL_MIN_DEN: 0.0833997, RECALL: 0.0807694, MAP: 0.0375108, MRR: 0.0842798, NDCG: 0.0582234, F1: 0.0372560, HIT_RATE: 0.2421211, ARHR: 0.0950881, NOVELTY: 0.0055125, AVERAGE_POPULARITY: 0.0906638, DIVERSITY_MEAN_INTER_LIST: 0.9969809, DIVERSITY_HERFINDAHL: 0.9996792, COVERAGE_ITEM: 0.6205967, COVERAGE_ITEM_CORRECT: 0.0367815, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1248270, DIVERSITY_GINI: 0.3107915, SHANNON_ENTROPY: 13.1047727, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 45, 'shrink': 762, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.18659652070646007, 'tversky_alpha': 0.6195327587968747, 'tversky_beta': 1.346879361232019} - results: ROC_AUC: 0.1209682, PRECISION: 0.0246057, PRECISION_RECALL_MIN_DEN: 0.0861822, RECALL: 0.0836166, MAP: 0.0388474, MRR: 0.0857173, NDCG: 0.0600715, F1: 0.0380220, HIT_RATE: 0.2460568, ARHR: 0.0964289, NOVELTY: 0.0055004, AVERAGE_POPULARITY: 0.0929208, DIVERSITY_MEAN_INTER_LIST: 0.9967390, DIVERSITY_HERFINDAHL: 0.9996550, COVERAGE_ITEM: 0.6089548, COVERAGE_ITEM_CORRECT: 0.0366352, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1277212, DIVERSITY_GINI: 0.2989608, SHANNON_ENTROPY: 13.0314212, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 677, 'shrink': 897, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9893889285296804, 'tversky_alpha': 1.4062524854164962, 'tversky_beta': 1.9792176858147927} - results: ROC_AUC: 0.1445369, PRECISION: 0.0292941, PRECISION_RECALL_MIN_DEN: 0.1128188, RECALL: 0.1103219, MAP: 0.0494068, MRR: 0.1030878, NDCG: 0.0763022, F1: 0.0462936, HIT_RATE: 0.2929406, ARHR: 0.1148158, NOVELTY: 0.0052555, AVERAGE_POPULARITY: 0.1569563, DIVERSITY_MEAN_INTER_LIST: 0.9777425, DIVERSITY_HERFINDAHL: 0.9977557, COVERAGE_ITEM: 0.3946179, COVERAGE_ITEM_CORRECT: 0.0329240, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1548509, DIVERSITY_GINI: 0.1192359, SHANNON_ENTROPY: 11.0864089, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 28, 'shrink': 371, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.6691360706564341, 'tversky_alpha': 0.015734298442116715, 'tversky_beta': 1.3959763196784263} - results: ROC_AUC: 0.1087294, PRECISION: 0.0223849, PRECISION_RECALL_MIN_DEN: 0.0755052, RECALL: 0.0730074, MAP: 0.0342100, MRR: 0.0777351, NDCG: 0.0531464, F1: 0.0342636, HIT_RATE: 0.2238489, ARHR: 0.0876191, NOVELTY: 0.0055275, AVERAGE_POPULARITY: 0.0876649, DIVERSITY_MEAN_INTER_LIST: 0.9972960, DIVERSITY_HERFINDAHL: 0.9997107, COVERAGE_ITEM: 0.6381290, COVERAGE_ITEM_CORRECT: 0.0350876, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1154146, DIVERSITY_GINI: 0.3316430, SHANNON_ENTROPY: 13.2260896, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 139, 'shrink': 360, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.6284362448638564, 'tversky_alpha': 0.01995900828545794, 'tversky_beta': 1.6884535250823214} - results: ROC_AUC: 0.1396183, PRECISION: 0.0282443, PRECISION_RECALL_MIN_DEN: 0.1064051, RECALL: 0.1039071, MAP: 0.0475392, MRR: 0.0994290, NDCG: 0.0729433, F1: 0.0444151, HIT_RATE: 0.2824428, ARHR: 0.1109786, NOVELTY: 0.0053860, AVERAGE_POPULARITY: 0.1183797, DIVERSITY_MEAN_INTER_LIST: 0.9922637, DIVERSITY_HERFINDAHL: 0.9992076, COVERAGE_ITEM: 0.5001347, COVERAGE_ITEM_CORRECT: 0.0361039, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1483579, DIVERSITY_GINI: 0.1966427, SHANNON_ENTROPY: 12.1960583, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 678, 'shrink': 331, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.8433286370877987, 'tversky_alpha': 1.139984442659696, 'tversky_beta': 1.8356384936264265} - results: ROC_AUC: 0.1461474, PRECISION: 0.0295820, PRECISION_RECALL_MIN_DEN: 0.1139259, RECALL: 0.1114420, MAP: 0.0501141, MRR: 0.1043077, NDCG: 0.0772557, F1: 0.0467517, HIT_RATE: 0.2958198, ARHR: 0.1164547, NOVELTY: 0.0052519, AVERAGE_POPULARITY: 0.1581061, DIVERSITY_MEAN_INTER_LIST: 0.9767393, DIVERSITY_HERFINDAHL: 0.9976554, COVERAGE_ITEM: 0.3956035, COVERAGE_ITEM_CORRECT: 0.0332012, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1557821, DIVERSITY_GINI: 0.1184447, SHANNON_ENTROPY: 11.0432115, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 315, 'shrink': 83, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.1980602984404774, 'tversky_alpha': 0.7096273877178122, 'tversky_beta': 1.7406404227138148} - results: ROC_AUC: 0.1503267, PRECISION: 0.0307304, PRECISION_RECALL_MIN_DEN: 0.1166577, RECALL: 0.1140378, MAP: 0.0513497, MRR: 0.1069477, NDCG: 0.0791993, F1: 0.0484132, HIT_RATE: 0.3073040, ARHR: 0.1200050, NOVELTY: 0.0052941, AVERAGE_POPULARITY: 0.1436713, DIVERSITY_MEAN_INTER_LIST: 0.9830358, DIVERSITY_HERFINDAHL: 0.9982850, COVERAGE_ITEM: 0.4247007, COVERAGE_ITEM_CORRECT: 0.0362656, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1600856, DIVERSITY_GINI: 0.1359225, SHANNON_ENTROPY: 11.3620851, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 612, 'shrink': 453, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.7038464894752127, 'tversky_alpha': 0.9844074566405885, 'tversky_beta': 1.9440498035955385} - results: ROC_AUC: 0.1453263, PRECISION: 0.0295061, PRECISION_RECALL_MIN_DEN: 0.1135268, RECALL: 0.1110269, MAP: 0.0497731, MRR: 0.1038116, NDCG: 0.0768552, F1: 0.0466202, HIT_RATE: 0.2950612, ARHR: 0.1157689, NOVELTY: 0.0052589, AVERAGE_POPULARITY: 0.1557321, DIVERSITY_MEAN_INTER_LIST: 0.9781475, DIVERSITY_HERFINDAHL: 0.9977962, COVERAGE_ITEM: 0.3977594, COVERAGE_ITEM_CORRECT: 0.0333167, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1555304, DIVERSITY_GINI: 0.1207955, SHANNON_ENTROPY: 11.1074782, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 486, 'shrink': 293, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.39419601729755627, 'tversky_alpha': 1.421437537303703, 'tversky_beta': 1.374075852208199} - results: ROC_AUC: 0.1482025, PRECISION: 0.0301080, PRECISION_RECALL_MIN_DEN: 0.1149068, RECALL: 0.1123418, MAP: 0.0507644, MRR: 0.1055368, NDCG: 0.0781380, F1: 0.0474868, HIT_RATE: 0.3010803, ARHR: 0.1181806, NOVELTY: 0.0052721, AVERAGE_POPULARITY: 0.1511755, DIVERSITY_MEAN_INTER_LIST: 0.9795728, DIVERSITY_HERFINDAHL: 0.9979387, COVERAGE_ITEM: 0.4112262, COVERAGE_ITEM_CORRECT: 0.0344023, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1578709, DIVERSITY_GINI: 0.1272099, SHANNON_ENTROPY: 11.1898623, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 459, 'shrink': 747, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.7351424498214306, 'tversky_alpha': 1.8165318758145648, 'tversky_beta': 1.4178849835538363} - results: ROC_AUC: 0.1469738, PRECISION: 0.0298928, PRECISION_RECALL_MIN_DEN: 0.1135173, RECALL: 0.1109368, MAP: 0.0501286, MRR: 0.1047269, NDCG: 0.0772442, F1: 0.0470945, HIT_RATE: 0.2989275, ARHR: 0.1170788, NOVELTY: 0.0052801, AVERAGE_POPULARITY: 0.1485673, DIVERSITY_MEAN_INTER_LIST: 0.9810367, DIVERSITY_HERFINDAHL: 0.9980851, COVERAGE_ITEM: 0.4152223, COVERAGE_ITEM_CORRECT: 0.0342868, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1570656, DIVERSITY_GINI: 0.1308940, SHANNON_ENTROPY: 11.2713025, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 474, 'shrink': 145, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.309900596097564, 'tversky_alpha': 1.4887583830268694, 'tversky_beta': 0.09740000858291212} - results: ROC_AUC: 0.1498627, PRECISION: 0.0305069, PRECISION_RECALL_MIN_DEN: 0.1157594, RECALL: 0.1131311, MAP: 0.0512148, MRR: 0.1064933, NDCG: 0.0788093, F1: 0.0480527, HIT_RATE: 0.3050689, ARHR: 0.1195427, NOVELTY: 0.0052761, AVERAGE_POPULARITY: 0.1499638, DIVERSITY_MEAN_INTER_LIST: 0.9793995, DIVERSITY_HERFINDAHL: 0.9979214, COVERAGE_ITEM: 0.4174167, COVERAGE_ITEM_CORRECT: 0.0347334, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1593809, DIVERSITY_GINI: 0.1290901, SHANNON_ENTROPY: 11.1875549, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 472, 'shrink': 853, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.4637189423206606, 'tversky_alpha': 1.0194520231619257, 'tversky_beta': 0.9432563128287608} - results: ROC_AUC: 0.1454926, PRECISION: 0.0295098, PRECISION_RECALL_MIN_DEN: 0.1123905, RECALL: 0.1098337, MAP: 0.0495521, MRR: 0.1035065, NDCG: 0.0763725, F1: 0.0465194, HIT_RATE: 0.2950982, ARHR: 0.1155607, NOVELTY: 0.0052806, AVERAGE_POPULARITY: 0.1485595, DIVERSITY_MEAN_INTER_LIST: 0.9813250, DIVERSITY_HERFINDAHL: 0.9981139, COVERAGE_ITEM: 0.4137979, COVERAGE_ITEM_CORRECT: 0.0338171, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1553039, DIVERSITY_GINI: 0.1309280, SHANNON_ENTROPY: 11.2879402, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 73, 'shrink': 236, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.3794581236184714, 'tversky_alpha': 1.0393967500925705, 'tversky_beta': 0.7369667569226449} - results: ROC_AUC: 0.1368047, PRECISION: 0.0278773, PRECISION_RECALL_MIN_DEN: 0.1012438, RECALL: 0.0985854, MAP: 0.0457782, MRR: 0.0984110, NDCG: 0.0702757, F1: 0.0434628, HIT_RATE: 0.2787727, ARHR: 0.1103782, NOVELTY: 0.0054485, AVERAGE_POPULARITY: 0.1037661, DIVERSITY_MEAN_INTER_LIST: 0.9950444, DIVERSITY_HERFINDAHL: 0.9994856, COVERAGE_ITEM: 0.5589374, COVERAGE_ITEM_CORRECT: 0.0381598, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1448094, DIVERSITY_GINI: 0.2450784, SHANNON_ENTROPY: 12.6292399, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 257, 'shrink': 317, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.6249723965850433, 'tversky_alpha': 0.5742715231753944, 'tversky_beta': 0.3968315298632151} - results: ROC_AUC: 0.1469053, PRECISION: 0.0298814, PRECISION_RECALL_MIN_DEN: 0.1123345, RECALL: 0.1097239, MAP: 0.0501451, MRR: 0.1049948, NDCG: 0.0770173, F1: 0.0469690, HIT_RATE: 0.2988141, ARHR: 0.1174424, NOVELTY: 0.0053307, AVERAGE_POPULARITY: 0.1329713, DIVERSITY_MEAN_INTER_LIST: 0.9870994, DIVERSITY_HERFINDAHL: 0.9986912, COVERAGE_ITEM: 0.4552377, COVERAGE_ITEM_CORRECT: 0.0355804, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1562854, DIVERSITY_GINI: 0.1582146, SHANNON_ENTROPY: 11.6903393, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 508, 'shrink': 608, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.14046754569163758, 'tversky_alpha': 1.9351922893892435, 'tversky_beta': 0.7768935455678194} - results: ROC_AUC: 0.1471807, PRECISION: 0.0299570, PRECISION_RECALL_MIN_DEN: 0.1138339, RECALL: 0.1112503, MAP: 0.0503267, MRR: 0.1048721, NDCG: 0.0774871, F1: 0.0472020, HIT_RATE: 0.2995703, ARHR: 0.1173954, NOVELTY: 0.0052727, AVERAGE_POPULARITY: 0.1510135, DIVERSITY_MEAN_INTER_LIST: 0.9798028, DIVERSITY_HERFINDAHL: 0.9979617, COVERAGE_ITEM: 0.4108181, COVERAGE_ITEM_CORRECT: 0.0341097, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1572921, DIVERSITY_GINI: 0.1274742, SHANNON_ENTROPY: 11.2032538, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 34, 'shrink': 929, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9627116766386922, 'tversky_alpha': 0.8056148314589557, 'tversky_beta': 1.8737965506017478} - results: ROC_AUC: 0.1118223, PRECISION: 0.0231353, PRECISION_RECALL_MIN_DEN: 0.0786763, RECALL: 0.0761206, MAP: 0.0357307, MRR: 0.0804148, NDCG: 0.0552890, F1: 0.0354848, HIT_RATE: 0.2313535, ARHR: 0.0907187, NOVELTY: 0.0055212, AVERAGE_POPULARITY: 0.0889172, DIVERSITY_MEAN_INTER_LIST: 0.9970652, DIVERSITY_HERFINDAHL: 0.9996876, COVERAGE_ITEM: 0.6254475, COVERAGE_ITEM_CORRECT: 0.0356035, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1188373, DIVERSITY_GINI: 0.3183342, SHANNON_ENTROPY: 13.1502850, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 24, 'shrink': 306, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.15349621662340598, 'tversky_alpha': 0.6717478485149874, 'tversky_beta': 1.3165469323497756} - results: ROC_AUC: 0.1079072, PRECISION: 0.0225371, PRECISION_RECALL_MIN_DEN: 0.0755397, RECALL: 0.0729437, MAP: 0.0338655, MRR: 0.0775782, NDCG: 0.0528340, F1: 0.0344346, HIT_RATE: 0.2253711, ARHR: 0.0877702, NOVELTY: 0.0055344, AVERAGE_POPULARITY: 0.0864145, DIVERSITY_MEAN_INTER_LIST: 0.9972869, DIVERSITY_HERFINDAHL: 0.9997098, COVERAGE_ITEM: 0.6388604, COVERAGE_ITEM_CORRECT: 0.0356651, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1147855, DIVERSITY_GINI: 0.3328545, SHANNON_ENTROPY: 13.2326362, 

SearchBayesianSkopt-CV: New best config found. Config 26: {'topK': 523, 'shrink': 41, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.30289609695016245, 'tversky_alpha': 1.2670194062326319, 'tversky_beta': 0.02046939576135021} - results: ROC_AUC: 0.1501507, PRECISION: 0.0307648, PRECISION_RECALL_MIN_DEN: 0.1164959, RECALL: 0.1138494, MAP: 0.0518235, MRR: 0.1072035, NDCG: 0.0795083, F1: 0.0484377, HIT_RATE: 0.3076476, ARHR: 0.1205509, NOVELTY: 0.0052772, AVERAGE_POPULARITY: 0.1505427, DIVERSITY_MEAN_INTER_LIST: 0.9779936, DIVERSITY_HERFINDAHL: 0.9977808, COVERAGE_ITEM: 0.4273494, COVERAGE_ITEM_CORRECT: 0.0343638, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1598339, DIVERSITY_GINI: 0.1318114, SHANNON_ENTROPY: 11.1576524, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 113, 'shrink': 548, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.19658063588706004, 'tversky_alpha': 1.692979492257232, 'tversky_beta': 1.0069630148361675} - results: ROC_AUC: 0.1407614, PRECISION: 0.0289383, PRECISION_RECALL_MIN_DEN: 0.1065053, RECALL: 0.1038705, MAP: 0.0474377, MRR: 0.1005790, NDCG: 0.0730808, F1: 0.0452650, HIT_RATE: 0.2893831, ARHR: 0.1132457, NOVELTY: 0.0054111, AVERAGE_POPULARITY: 0.1121617, DIVERSITY_MEAN_INTER_LIST: 0.9932255, DIVERSITY_HERFINDAHL: 0.9993037, COVERAGE_ITEM: 0.5243580, COVERAGE_ITEM_CORRECT: 0.0376439, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1499937, DIVERSITY_GINI: 0.2128193, SHANNON_ENTROPY: 12.3323965, 
