
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 187, 'shrink': 854, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0987881, PRECISION: 0.0208995, PRECISION_RECALL_MIN_DEN: 0.0760489, RECALL: 0.0736536, MAP: 0.0313797, MRR: 0.0679170, NDCG: 0.0495786, F1: 0.0325588, HIT_RATE: 0.2089954, ARHR: 0.0762208, NOVELTY: 0.0052886, AVERAGE_POPULARITY: 0.0178208, DIVERSITY_MEAN_INTER_LIST: 0.9975648, DIVERSITY_HERFINDAHL: 0.9997389, COVERAGE_ITEM: 0.5418903, COVERAGE_ITEM_CORRECT: 0.0402464, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1189631, DIVERSITY_GINI: 0.2505395, SHANNON_ENTROPY: 12.9216020, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 823, 'shrink': 409, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0933532, PRECISION: 0.0192880, PRECISION_RECALL_MIN_DEN: 0.0713614, RECALL: 0.0692265, MAP: 0.0300338, MRR: 0.0644218, NDCG: 0.0470354, F1: 0.0301682, HIT_RATE: 0.1928804, ARHR: 0.0717757, NOVELTY: 0.0052896, AVERAGE_POPULARITY: 0.0176858, DIVERSITY_MEAN_INTER_LIST: 0.9968295, DIVERSITY_HERFINDAHL: 0.9996653, COVERAGE_ITEM: 0.4901790, COVERAGE_ITEM_CORRECT: 0.0365428, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1110104, DIVERSITY_GINI: 0.2084825, SHANNON_ENTROPY: 12.6353615, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 948, 'shrink': 223, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0937930, PRECISION: 0.0194577, PRECISION_RECALL_MIN_DEN: 0.0720622, RECALL: 0.0699401, MAP: 0.0303631, MRR: 0.0650173, NDCG: 0.0475126, F1: 0.0304429, HIT_RATE: 0.1945774, ARHR: 0.0725534, NOVELTY: 0.0052869, AVERAGE_POPULARITY: 0.0177470, DIVERSITY_MEAN_INTER_LIST: 0.9968904, DIVERSITY_HERFINDAHL: 0.9996714, COVERAGE_ITEM: 0.4912878, COVERAGE_ITEM_CORRECT: 0.0367738, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1117151, DIVERSITY_GINI: 0.2101985, SHANNON_ENTROPY: 12.6528215, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 128, 'shrink': 386, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1002062, PRECISION: 0.0210900, PRECISION_RECALL_MIN_DEN: 0.0762776, RECALL: 0.0738331, MAP: 0.0321734, MRR: 0.0690619, NDCG: 0.0503379, F1: 0.0328075, HIT_RATE: 0.2108997, ARHR: 0.0779951, NOVELTY: 0.0052904, AVERAGE_POPULARITY: 0.0179194, DIVERSITY_MEAN_INTER_LIST: 0.9977606, DIVERSITY_HERFINDAHL: 0.9997584, COVERAGE_ITEM: 0.5564889, COVERAGE_ITEM_CORRECT: 0.0409548, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1185101, DIVERSITY_GINI: 0.2637497, SHANNON_ENTROPY: 13.0053532, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 455, 'shrink': 204, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0975139, PRECISION: 0.0201463, PRECISION_RECALL_MIN_DEN: 0.0741587, RECALL: 0.0719147, MAP: 0.0311972, MRR: 0.0672640, NDCG: 0.0489098, F1: 0.0314740, HIT_RATE: 0.2014630, ARHR: 0.0751516, NOVELTY: 0.0052867, AVERAGE_POPULARITY: 0.0177683, DIVERSITY_MEAN_INTER_LIST: 0.9972965, DIVERSITY_HERFINDAHL: 0.9997120, COVERAGE_ITEM: 0.5156497, COVERAGE_ITEM_CORRECT: 0.0385140, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1155656, DIVERSITY_GINI: 0.2312907, SHANNON_ENTROPY: 12.8042123, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 19, 'shrink': 900, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0981527, PRECISION: 0.0209238, PRECISION_RECALL_MIN_DEN: 0.0749163, RECALL: 0.0724112, MAP: 0.0325145, MRR: 0.0685153, NDCG: 0.0501346, F1: 0.0324636, HIT_RATE: 0.2092380, ARHR: 0.0777974, NOVELTY: 0.0052877, AVERAGE_POPULARITY: 0.0179366, DIVERSITY_MEAN_INTER_LIST: 0.9976270, DIVERSITY_HERFINDAHL: 0.9997451, COVERAGE_ITEM: 0.6189952, COVERAGE_ITEM_CORRECT: 0.0411627, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1156411, DIVERSITY_GINI: 0.3048172, SHANNON_ENTROPY: 13.1646852, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 270, 'shrink': 893, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0966961, PRECISION: 0.0202699, PRECISION_RECALL_MIN_DEN: 0.0742858, RECALL: 0.0720513, MAP: 0.0308172, MRR: 0.0663551, NDCG: 0.0486068, F1: 0.0316378, HIT_RATE: 0.2026988, ARHR: 0.0744262, NOVELTY: 0.0052846, AVERAGE_POPULARITY: 0.0177369, DIVERSITY_MEAN_INTER_LIST: 0.9973849, DIVERSITY_HERFINDAHL: 0.9997209, COVERAGE_ITEM: 0.5281001, COVERAGE_ITEM_CORRECT: 0.0389066, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1155405, DIVERSITY_GINI: 0.2387916, SHANNON_ENTROPY: 12.8463419, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 633, 'shrink': 337, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0954189, PRECISION: 0.0197121, PRECISION_RECALL_MIN_DEN: 0.0728265, RECALL: 0.0706516, MAP: 0.0305728, MRR: 0.0658110, NDCG: 0.0479540, F1: 0.0308235, HIT_RATE: 0.1971212, ARHR: 0.0733975, NOVELTY: 0.0052889, AVERAGE_POPULARITY: 0.0177064, DIVERSITY_MEAN_INTER_LIST: 0.9970397, DIVERSITY_HERFINDAHL: 0.9996864, COVERAGE_ITEM: 0.5002502, COVERAGE_ITEM_CORRECT: 0.0374437, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1136026, DIVERSITY_GINI: 0.2170030, SHANNON_ENTROPY: 12.7027123, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 977, 'shrink': 16, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1010025, PRECISION: 0.0209360, PRECISION_RECALL_MIN_DEN: 0.0782034, RECALL: 0.0760009, MAP: 0.0334261, MRR: 0.0704525, NDCG: 0.0518808, F1: 0.0328238, HIT_RATE: 0.2093597, ARHR: 0.0785649, NOVELTY: 0.0052921, AVERAGE_POPULARITY: 0.0182487, DIVERSITY_MEAN_INTER_LIST: 0.9973924, DIVERSITY_HERFINDAHL: 0.9997216, COVERAGE_ITEM: 0.5440000, COVERAGE_ITEM_CORRECT: 0.0400616, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1198691, DIVERSITY_GINI: 0.2481368, SHANNON_ENTROPY: 12.8931261, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 878, 'shrink': 152, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0951925, PRECISION: 0.0197368, PRECISION_RECALL_MIN_DEN: 0.0731870, RECALL: 0.0710480, MAP: 0.0309675, MRR: 0.0663750, NDCG: 0.0483640, F1: 0.0308898, HIT_RATE: 0.1973680, ARHR: 0.0740319, NOVELTY: 0.0052874, AVERAGE_POPULARITY: 0.0177419, DIVERSITY_MEAN_INTER_LIST: 0.9970252, DIVERSITY_HERFINDAHL: 0.9996849, COVERAGE_ITEM: 0.4988181, COVERAGE_ITEM_CORRECT: 0.0374668, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1134265, DIVERSITY_GINI: 0.2167641, SHANNON_ENTROPY: 12.7031725, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 445, 'shrink': 717, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0958031, PRECISION: 0.0197999, PRECISION_RECALL_MIN_DEN: 0.0731929, RECALL: 0.0710272, MAP: 0.0306187, MRR: 0.0656494, NDCG: 0.0480908, F1: 0.0309656, HIT_RATE: 0.1979987, ARHR: 0.0733287, NOVELTY: 0.0052862, AVERAGE_POPULARITY: 0.0177439, DIVERSITY_MEAN_INTER_LIST: 0.9971299, DIVERSITY_HERFINDAHL: 0.9996954, COVERAGE_ITEM: 0.5098056, COVERAGE_ITEM_CORRECT: 0.0376824, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1136530, DIVERSITY_GINI: 0.2243077, SHANNON_ENTROPY: 12.7478068, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 524, 'shrink': 457, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0961071, PRECISION: 0.0197441, PRECISION_RECALL_MIN_DEN: 0.0729689, RECALL: 0.0707930, MAP: 0.0305174, MRR: 0.0657035, NDCG: 0.0479639, F1: 0.0308752, HIT_RATE: 0.1974406, ARHR: 0.0732963, NOVELTY: 0.0052887, AVERAGE_POPULARITY: 0.0177509, DIVERSITY_MEAN_INTER_LIST: 0.9971057, DIVERSITY_HERFINDAHL: 0.9996929, COVERAGE_ITEM: 0.5050549, COVERAGE_ITEM_CORRECT: 0.0375592, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1138795, DIVERSITY_GINI: 0.2209492, SHANNON_ENTROPY: 12.7288120, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 174, 'shrink': 852, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0994670, PRECISION: 0.0209739, PRECISION_RECALL_MIN_DEN: 0.0763786, RECALL: 0.0739848, MAP: 0.0316203, MRR: 0.0683182, NDCG: 0.0498738, F1: 0.0326809, HIT_RATE: 0.2097393, ARHR: 0.0767386, NOVELTY: 0.0052882, AVERAGE_POPULARITY: 0.0178756, DIVERSITY_MEAN_INTER_LIST: 0.9975893, DIVERSITY_HERFINDAHL: 0.9997413, COVERAGE_ITEM: 0.5446237, COVERAGE_ITEM_CORRECT: 0.0403773, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1190135, DIVERSITY_GINI: 0.2527524, SHANNON_ENTROPY: 12.9349375, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 911, 'shrink': 489, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0925045, PRECISION: 0.0191996, PRECISION_RECALL_MIN_DEN: 0.0713306, RECALL: 0.0692222, MAP: 0.0298366, MRR: 0.0637985, NDCG: 0.0468163, F1: 0.0300588, HIT_RATE: 0.1919957, ARHR: 0.0710730, NOVELTY: 0.0052874, AVERAGE_POPULARITY: 0.0177058, DIVERSITY_MEAN_INTER_LIST: 0.9967263, DIVERSITY_HERFINDAHL: 0.9996550, COVERAGE_ITEM: 0.4863446, COVERAGE_ITEM_CORRECT: 0.0363272, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1105323, DIVERSITY_GINI: 0.2049778, SHANNON_ENTROPY: 12.6054739, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 801, 'shrink': 585, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0929160, PRECISION: 0.0192529, PRECISION_RECALL_MIN_DEN: 0.0714049, RECALL: 0.0692687, MAP: 0.0298090, MRR: 0.0637846, NDCG: 0.0468145, F1: 0.0301292, HIT_RATE: 0.1925286, ARHR: 0.0711680, NOVELTY: 0.0052903, AVERAGE_POPULARITY: 0.0176811, DIVERSITY_MEAN_INTER_LIST: 0.9967850, DIVERSITY_HERFINDAHL: 0.9996609, COVERAGE_ITEM: 0.4894321, COVERAGE_ITEM_CORRECT: 0.0364273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1107084, DIVERSITY_GINI: 0.2075394, SHANNON_ENTROPY: 12.6247426, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 247, 'shrink': 170, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0991672, PRECISION: 0.0209274, PRECISION_RECALL_MIN_DEN: 0.0763685, RECALL: 0.0740075, MAP: 0.0317450, MRR: 0.0688436, NDCG: 0.0500392, F1: 0.0326269, HIT_RATE: 0.2092744, ARHR: 0.0773927, NOVELTY: 0.0052849, AVERAGE_POPULARITY: 0.0177547, DIVERSITY_MEAN_INTER_LIST: 0.9975868, DIVERSITY_HERFINDAHL: 0.9997411, COVERAGE_ITEM: 0.5402348, COVERAGE_ITEM_CORRECT: 0.0403542, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1183088, DIVERSITY_GINI: 0.2508476, SHANNON_ENTROPY: 12.9294996, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 167, 'shrink': 550, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0995360, PRECISION: 0.0210376, PRECISION_RECALL_MIN_DEN: 0.0763798, RECALL: 0.0739348, MAP: 0.0317034, MRR: 0.0684616, NDCG: 0.0499342, F1: 0.0327540, HIT_RATE: 0.2103764, ARHR: 0.0770279, NOVELTY: 0.0052901, AVERAGE_POPULARITY: 0.0178616, DIVERSITY_MEAN_INTER_LIST: 0.9976329, DIVERSITY_HERFINDAHL: 0.9997457, COVERAGE_ITEM: 0.5465640, COVERAGE_ITEM_CORRECT: 0.0405082, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1190386, DIVERSITY_GINI: 0.2548592, SHANNON_ENTROPY: 12.9498280, 

SearchBayesianSkopt-CV: New best config found. Config 26: {'topK': 546, 'shrink': 8, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1014326, PRECISION: 0.0213097, PRECISION_RECALL_MIN_DEN: 0.0790486, RECALL: 0.0767693, MAP: 0.0336975, MRR: 0.0707257, NDCG: 0.0523153, F1: 0.0333554, HIT_RATE: 0.2130965, ARHR: 0.0792143, NOVELTY: 0.0052906, AVERAGE_POPULARITY: 0.0185392, DIVERSITY_MEAN_INTER_LIST: 0.9975365, DIVERSITY_HERFINDAHL: 0.9997360, COVERAGE_ITEM: 0.5586756, COVERAGE_ITEM_CORRECT: 0.0410010, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1208758, DIVERSITY_GINI: 0.2589494, SHANNON_ENTROPY: 12.9552790, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 261, 'shrink': 58, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1015496, PRECISION: 0.0214992, PRECISION_RECALL_MIN_DEN: 0.0785283, RECALL: 0.0761047, MAP: 0.0332446, MRR: 0.0710733, NDCG: 0.0518805, F1: 0.0335267, HIT_RATE: 0.2149924, ARHR: 0.0800580, NOVELTY: 0.0052847, AVERAGE_POPULARITY: 0.0179424, DIVERSITY_MEAN_INTER_LIST: 0.9976943, DIVERSITY_HERFINDAHL: 0.9997518, COVERAGE_ITEM: 0.5572204, COVERAGE_ITEM_CORRECT: 0.0416015, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1207500, DIVERSITY_GINI: 0.2643756, SHANNON_ENTROPY: 13.0036314, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 569, 'shrink': 779, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0947023, PRECISION: 0.0196167, PRECISION_RECALL_MIN_DEN: 0.0725983, RECALL: 0.0704378, MAP: 0.0303453, MRR: 0.0649514, NDCG: 0.0476410, F1: 0.0306857, HIT_RATE: 0.1961669, ARHR: 0.0724970, NOVELTY: 0.0052894, AVERAGE_POPULARITY: 0.0177402, DIVERSITY_MEAN_INTER_LIST: 0.9969643, DIVERSITY_HERFINDAHL: 0.9996788, COVERAGE_ITEM: 0.5010664, COVERAGE_ITEM_CORRECT: 0.0372512, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1129483, DIVERSITY_GINI: 0.2164846, SHANNON_ENTROPY: 12.6902151, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 735, 'shrink': 945, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0928225, PRECISION: 0.0192848, PRECISION_RECALL_MIN_DEN: 0.0717918, RECALL: 0.0697043, MAP: 0.0297945, MRR: 0.0636615, NDCG: 0.0469129, F1: 0.0302096, HIT_RATE: 0.1928484, ARHR: 0.0710381, NOVELTY: 0.0052913, AVERAGE_POPULARITY: 0.0176804, DIVERSITY_MEAN_INTER_LIST: 0.9967588, DIVERSITY_HERFINDAHL: 0.9996583, COVERAGE_ITEM: 0.4912955, COVERAGE_ITEM_CORRECT: 0.0364581, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1111363, DIVERSITY_GINI: 0.2084818, SHANNON_ENTROPY: 12.6269480, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 14, 'shrink': 2, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0965078, PRECISION: 0.0203324, PRECISION_RECALL_MIN_DEN: 0.0736390, RECALL: 0.0713956, MAP: 0.0328255, MRR: 0.0676856, NDCG: 0.0500037, F1: 0.0316432, HIT_RATE: 0.2033236, ARHR: 0.0760713, NOVELTY: 0.0052812, AVERAGE_POPULARITY: 0.0191684, DIVERSITY_MEAN_INTER_LIST: 0.9972455, DIVERSITY_HERFINDAHL: 0.9997069, COVERAGE_ITEM: 0.6320231, COVERAGE_ITEM_CORRECT: 0.0396535, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1139046, DIVERSITY_GINI: 0.3095434, SHANNON_ENTROPY: 13.1488410, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 14, 'shrink': 5, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0980081, PRECISION: 0.0207497, PRECISION_RECALL_MIN_DEN: 0.0749497, RECALL: 0.0726507, MAP: 0.0333615, MRR: 0.0686034, NDCG: 0.0508685, F1: 0.0322747, HIT_RATE: 0.2074966, ARHR: 0.0773853, NOVELTY: 0.0052829, AVERAGE_POPULARITY: 0.0190641, DIVERSITY_MEAN_INTER_LIST: 0.9973407, DIVERSITY_HERFINDAHL: 0.9997165, COVERAGE_ITEM: 0.6381521, COVERAGE_ITEM_CORRECT: 0.0404466, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1153895, DIVERSITY_GINI: 0.3157428, SHANNON_ENTROPY: 13.1834574, 
