
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 355, 'shrink': 972, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6607515658278277, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0865196, PRECISION: 0.0186191, PRECISION_RECALL_MIN_DEN: 0.0613270, RECALL: 0.0589577, MAP: 0.0272965, MRR: 0.0614428, NDCG: 0.0423313, F1: 0.0282992, HIT_RATE: 0.1861907, ARHR: 0.0698463, NOVELTY: 0.0052843, AVERAGE_POPULARITY: 0.0163940, DIVERSITY_MEAN_INTER_LIST: 0.9982044, DIVERSITY_HERFINDAHL: 0.9998028, COVERAGE_ITEM: 0.6439346, COVERAGE_ITEM_CORRECT: 0.0364966, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1021518, DIVERSITY_GINI: 0.3298219, SHANNON_ENTROPY: 13.3072862, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'topK': 68, 'shrink': 731, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5708685743038605, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0733036, PRECISION: 0.0150891, PRECISION_RECALL_MIN_DEN: 0.0507499, RECALL: 0.0489280, MAP: 0.0230887, MRR: 0.0516381, NDCG: 0.0356296, F1: 0.0230619, HIT_RATE: 0.1508908, ARHR: 0.0578595, NOVELTY: 0.0052934, AVERAGE_POPULARITY: 0.0145722, DIVERSITY_MEAN_INTER_LIST: 0.9974735, DIVERSITY_HERFINDAHL: 0.9997297, COVERAGE_ITEM: 0.5333051, COVERAGE_ITEM_CORRECT: 0.0298364, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0849377, DIVERSITY_GINI: 0.2539289, SHANNON_ENTROPY: 12.9312837, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 732, 'shrink': 850, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.16946988701450486, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0755248, PRECISION: 0.0155938, PRECISION_RECALL_MIN_DEN: 0.0535122, RECALL: 0.0517118, MAP: 0.0233356, MRR: 0.0526714, NDCG: 0.0366722, F1: 0.0239593, HIT_RATE: 0.1559384, ARHR: 0.0584974, NOVELTY: 0.0052973, AVERAGE_POPULARITY: 0.0147664, DIVERSITY_MEAN_INTER_LIST: 0.9970664, DIVERSITY_HERFINDAHL: 0.9996890, COVERAGE_ITEM: 0.5022984, COVERAGE_ITEM_CORRECT: 0.0302907, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0896187, DIVERSITY_GINI: 0.2270679, SHANNON_ENTROPY: 12.7576749, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 418, 'shrink': 253, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1342874166875474, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0843894, PRECISION: 0.0180669, PRECISION_RECALL_MIN_DEN: 0.0609313, RECALL: 0.0586457, MAP: 0.0266527, MRR: 0.0598717, NDCG: 0.0415182, F1: 0.0276225, HIT_RATE: 0.1806688, ARHR: 0.0676931, NOVELTY: 0.0052858, AVERAGE_POPULARITY: 0.0170600, DIVERSITY_MEAN_INTER_LIST: 0.9980490, DIVERSITY_HERFINDAHL: 0.9997873, COVERAGE_ITEM: 0.6435342, COVERAGE_ITEM_CORRECT: 0.0350876, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1001384, DIVERSITY_GINI: 0.3220314, SHANNON_ENTROPY: 13.2576978, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'topK': 139, 'shrink': 344, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8266069516145016, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0796127, PRECISION: 0.0169746, PRECISION_RECALL_MIN_DEN: 0.0576098, RECALL: 0.0555492, MAP: 0.0249306, MRR: 0.0566721, NDCG: 0.0391035, F1: 0.0260009, HIT_RATE: 0.1697457, ARHR: 0.0637927, NOVELTY: 0.0052871, AVERAGE_POPULARITY: 0.0167701, DIVERSITY_MEAN_INTER_LIST: 0.9977783, DIVERSITY_HERFINDAHL: 0.9997602, COVERAGE_ITEM: 0.6363811, COVERAGE_ITEM_CORRECT: 0.0330934, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0946269, DIVERSITY_GINI: 0.3155953, SHANNON_ENTROPY: 13.2107480, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 448, 'shrink': 508, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.011622994121756493, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0876761, PRECISION: 0.0187079, PRECISION_RECALL_MIN_DEN: 0.0616259, RECALL: 0.0592374, MAP: 0.0274360, MRR: 0.0619276, NDCG: 0.0425681, F1: 0.0284351, HIT_RATE: 0.1870790, ARHR: 0.0704917, NOVELTY: 0.0052838, AVERAGE_POPULARITY: 0.0163727, DIVERSITY_MEAN_INTER_LIST: 0.9982226, DIVERSITY_HERFINDAHL: 0.9998046, COVERAGE_ITEM: 0.6388681, COVERAGE_ITEM_CORRECT: 0.0366198, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1025544, DIVERSITY_GINI: 0.3274319, SHANNON_ENTROPY: 13.3008127, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'topK': 794, 'shrink': 192, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7344635948906546, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0808178, PRECISION: 0.0171832, PRECISION_RECALL_MIN_DEN: 0.0583813, RECALL: 0.0561877, MAP: 0.0247477, MRR: 0.0569162, NDCG: 0.0391559, F1: 0.0263166, HIT_RATE: 0.1718318, ARHR: 0.0640103, NOVELTY: 0.0052900, AVERAGE_POPULARITY: 0.0172585, DIVERSITY_MEAN_INTER_LIST: 0.9978653, DIVERSITY_HERFINDAHL: 0.9997689, COVERAGE_ITEM: 0.6171473, COVERAGE_ITEM_CORRECT: 0.0331165, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0965144, DIVERSITY_GINI: 0.2999591, SHANNON_ENTROPY: 13.1554595, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 915, 'shrink': 866, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.591736971608838, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0858212, PRECISION: 0.0186577, PRECISION_RECALL_MIN_DEN: 0.0616945, RECALL: 0.0592177, MAP: 0.0271337, MRR: 0.0608644, NDCG: 0.0421686, F1: 0.0283743, HIT_RATE: 0.1865769, ARHR: 0.0693331, NOVELTY: 0.0052887, AVERAGE_POPULARITY: 0.0166645, DIVERSITY_MEAN_INTER_LIST: 0.9982059, DIVERSITY_HERFINDAHL: 0.9998030, COVERAGE_ITEM: 0.6486160, COVERAGE_ITEM_CORRECT: 0.0365582, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1017994, DIVERSITY_GINI: 0.3303322, SHANNON_ENTROPY: 13.3082636, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 742, 'shrink': 699, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1592103376373615, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0754640, PRECISION: 0.0155866, PRECISION_RECALL_MIN_DEN: 0.0534487, RECALL: 0.0516434, MAP: 0.0233288, MRR: 0.0526531, NDCG: 0.0366496, F1: 0.0239434, HIT_RATE: 0.1558663, ARHR: 0.0584888, NOVELTY: 0.0052973, AVERAGE_POPULARITY: 0.0147669, DIVERSITY_MEAN_INTER_LIST: 0.9970619, DIVERSITY_HERFINDAHL: 0.9996886, COVERAGE_ITEM: 0.5022984, COVERAGE_ITEM_CORRECT: 0.0303061, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0894929, DIVERSITY_GINI: 0.2270226, SHANNON_ENTROPY: 12.7569794, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 763, 'shrink': 340, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5541499260566437, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0757470, PRECISION: 0.0155938, PRECISION_RECALL_MIN_DEN: 0.0535538, RECALL: 0.0517386, MAP: 0.0233710, MRR: 0.0528374, NDCG: 0.0367136, F1: 0.0239619, HIT_RATE: 0.1559376, ARHR: 0.0587076, NOVELTY: 0.0052961, AVERAGE_POPULARITY: 0.0148041, DIVERSITY_MEAN_INTER_LIST: 0.9971375, DIVERSITY_HERFINDAHL: 0.9996961, COVERAGE_ITEM: 0.5051396, COVERAGE_ITEM_CORRECT: 0.0302907, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0895181, DIVERSITY_GINI: 0.2293195, SHANNON_ENTROPY: 12.7746259, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 598, 'shrink': 403, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6676091232429575, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0914432, PRECISION: 0.0198027, PRECISION_RECALL_MIN_DEN: 0.0679667, RECALL: 0.0654928, MAP: 0.0293208, MRR: 0.0642191, NDCG: 0.0457071, F1: 0.0304095, HIT_RATE: 0.1980272, ARHR: 0.0729061, NOVELTY: 0.0052872, AVERAGE_POPULARITY: 0.0165402, DIVERSITY_MEAN_INTER_LIST: 0.9980713, DIVERSITY_HERFINDAHL: 0.9997895, COVERAGE_ITEM: 0.6233301, COVERAGE_ITEM_CORRECT: 0.0385294, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1090978, DIVERSITY_GINI: 0.3147245, SHANNON_ENTROPY: 13.2421334, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 966, 'shrink': 254, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7207145076763994, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0874340, PRECISION: 0.0187958, PRECISION_RECALL_MIN_DEN: 0.0645463, RECALL: 0.0622194, MAP: 0.0275443, MRR: 0.0610995, NDCG: 0.0431732, F1: 0.0288664, HIT_RATE: 0.1879584, ARHR: 0.0690996, NOVELTY: 0.0052898, AVERAGE_POPULARITY: 0.0168352, DIVERSITY_MEAN_INTER_LIST: 0.9979047, DIVERSITY_HERFINDAHL: 0.9997728, COVERAGE_ITEM: 0.5961270, COVERAGE_ITEM_CORRECT: 0.0363657, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1040393, DIVERSITY_GINI: 0.2939519, SHANNON_ENTROPY: 13.1471078, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 502, 'shrink': 983, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8474801384139397, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0971418, PRECISION: 0.0209171, PRECISION_RECALL_MIN_DEN: 0.0730519, RECALL: 0.0705426, MAP: 0.0317122, MRR: 0.0682746, NDCG: 0.0492180, F1: 0.0322650, HIT_RATE: 0.2091713, ARHR: 0.0775017, NOVELTY: 0.0052896, AVERAGE_POPULARITY: 0.0159933, DIVERSITY_MEAN_INTER_LIST: 0.9981568, DIVERSITY_HERFINDAHL: 0.9997980, COVERAGE_ITEM: 0.6222830, COVERAGE_ITEM_CORRECT: 0.0407161, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1154398, DIVERSITY_GINI: 0.3185237, SHANNON_ENTROPY: 13.2622439, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 580, 'shrink': 898, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6466143314713029, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0766300, PRECISION: 0.0157136, PRECISION_RECALL_MIN_DEN: 0.0538577, RECALL: 0.0520289, MAP: 0.0237046, MRR: 0.0537277, NDCG: 0.0371078, F1: 0.0241343, HIT_RATE: 0.1571359, ARHR: 0.0598372, NOVELTY: 0.0052925, AVERAGE_POPULARITY: 0.0148334, DIVERSITY_MEAN_INTER_LIST: 0.9974343, DIVERSITY_HERFINDAHL: 0.9997258, COVERAGE_ITEM: 0.5123773, COVERAGE_ITEM_CORRECT: 0.0306679, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0896187, DIVERSITY_GINI: 0.2371923, SHANNON_ENTROPY: 12.8430970, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 42, 'shrink': 699, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2673208436588528, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0720537, PRECISION: 0.0146265, PRECISION_RECALL_MIN_DEN: 0.0488824, RECALL: 0.0470623, MAP: 0.0226815, MRR: 0.0511082, NDCG: 0.0347106, F1: 0.0223133, HIT_RATE: 0.1462654, ARHR: 0.0574089, NOVELTY: 0.0052930, AVERAGE_POPULARITY: 0.0145609, DIVERSITY_MEAN_INTER_LIST: 0.9976324, DIVERSITY_HERFINDAHL: 0.9997456, COVERAGE_ITEM: 0.5468566, COVERAGE_ITEM_CORRECT: 0.0290433, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0817919, DIVERSITY_GINI: 0.2635041, SHANNON_ENTROPY: 12.9916509, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 192, 'shrink': 572, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.49377994431030225, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0754994, PRECISION: 0.0154244, PRECISION_RECALL_MIN_DEN: 0.0528134, RECALL: 0.0510564, MAP: 0.0232224, MRR: 0.0526822, NDCG: 0.0364370, F1: 0.0236893, HIT_RATE: 0.1542442, ARHR: 0.0587489, NOVELTY: 0.0052939, AVERAGE_POPULARITY: 0.0147301, DIVERSITY_MEAN_INTER_LIST: 0.9973279, DIVERSITY_HERFINDAHL: 0.9997152, COVERAGE_ITEM: 0.5184524, COVERAGE_ITEM_CORRECT: 0.0301213, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0882597, DIVERSITY_GINI: 0.2422390, SHANNON_ENTROPY: 12.8611411, 
