
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 739, 'shrink': 500, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5016706168066108, 'tversky_beta': 0.4804705848361376} - results: ROC_AUC: 0.0927371, PRECISION: 0.0191999, PRECISION_RECALL_MIN_DEN: 0.0713795, RECALL: 0.0692860, MAP: 0.0297393, MRR: 0.0635717, NDCG: 0.0467579, F1: 0.0300660, HIT_RATE: 0.1919995, ARHR: 0.0709171, NOVELTY: 0.0052910, AVERAGE_POPULARITY: 0.0176682, DIVERSITY_MEAN_INTER_LIST: 0.9967583, DIVERSITY_HERFINDAHL: 0.9996582, COVERAGE_ITEM: 0.4922117, COVERAGE_ITEM_CORRECT: 0.0362733, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1107084, DIVERSITY_GINI: 0.2088364, SHANNON_ENTROPY: 12.6287500, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 405, 'shrink': 28, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.18177271072129433, 'tversky_beta': 0.6246206694399395} - results: ROC_AUC: 0.0979071, PRECISION: 0.0203270, PRECISION_RECALL_MIN_DEN: 0.0744410, RECALL: 0.0721920, MAP: 0.0313195, MRR: 0.0678186, NDCG: 0.0491399, F1: 0.0317213, HIT_RATE: 0.2032705, ARHR: 0.0758310, NOVELTY: 0.0052866, AVERAGE_POPULARITY: 0.0177112, DIVERSITY_MEAN_INTER_LIST: 0.9974511, DIVERSITY_HERFINDAHL: 0.9997275, COVERAGE_ITEM: 0.5248354, COVERAGE_ITEM_CORRECT: 0.0390683, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1161948, DIVERSITY_GINI: 0.2395877, SHANNON_ENTROPY: 12.8620714, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'topK': 581, 'shrink': 85, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7090940931852868, 'tversky_beta': 0.15233978569227105} - results: ROC_AUC: 0.0980172, PRECISION: 0.0203799, PRECISION_RECALL_MIN_DEN: 0.0751454, RECALL: 0.0729117, MAP: 0.0315792, MRR: 0.0676750, NDCG: 0.0494600, F1: 0.0318543, HIT_RATE: 0.2037989, ARHR: 0.0757162, NOVELTY: 0.0052907, AVERAGE_POPULARITY: 0.0176064, DIVERSITY_MEAN_INTER_LIST: 0.9973406, DIVERSITY_HERFINDAHL: 0.9997164, COVERAGE_ITEM: 0.5193917, COVERAGE_ITEM_CORRECT: 0.0390529, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1168491, DIVERSITY_GINI: 0.2344164, SHANNON_ENTROPY: 12.8257496, 

SearchBayesianSkopt-CV: New best config found. Config 17: {'topK': 69, 'shrink': 350, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6191592815511524, 'tversky_beta': 1.4247168011349345} - results: ROC_AUC: 0.1009914, PRECISION: 0.0216300, PRECISION_RECALL_MIN_DEN: 0.0785277, RECALL: 0.0759668, MAP: 0.0333322, MRR: 0.0701180, NDCG: 0.0517903, F1: 0.0336715, HIT_RATE: 0.2163003, ARHR: 0.0794701, NOVELTY: 0.0052860, AVERAGE_POPULARITY: 0.0177646, DIVERSITY_MEAN_INTER_LIST: 0.9979599, DIVERSITY_HERFINDAHL: 0.9997784, COVERAGE_ITEM: 0.5813513, COVERAGE_ITEM_CORRECT: 0.0421790, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1204731, DIVERSITY_GINI: 0.2840164, SHANNON_ENTROPY: 13.1154769, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'topK': 828, 'shrink': 66, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4657712495385701, 'tversky_beta': 0.5883336046980397} - results: ROC_AUC: 0.0955051, PRECISION: 0.0197191, PRECISION_RECALL_MIN_DEN: 0.0728086, RECALL: 0.0706598, MAP: 0.0308860, MRR: 0.0663437, NDCG: 0.0482298, F1: 0.0308317, HIT_RATE: 0.1971907, ARHR: 0.0740751, NOVELTY: 0.0052888, AVERAGE_POPULARITY: 0.0176610, DIVERSITY_MEAN_INTER_LIST: 0.9971017, DIVERSITY_HERFINDAHL: 0.9996926, COVERAGE_ITEM: 0.5024062, COVERAGE_ITEM_CORRECT: 0.0374514, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1130489, DIVERSITY_GINI: 0.2201796, SHANNON_ENTROPY: 12.7292046, 

SearchBayesianSkopt-CV: New best config found. Config 19: {'topK': 54, 'shrink': 35, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.942162010189, 'tversky_beta': 0.8423384221936066} - results: ROC_AUC: 0.1034750, PRECISION: 0.0221751, PRECISION_RECALL_MIN_DEN: 0.0801355, RECALL: 0.0775017, MAP: 0.0347557, MRR: 0.0727288, NDCG: 0.0534901, F1: 0.0344807, HIT_RATE: 0.2217506, ARHR: 0.0825431, NOVELTY: 0.0052885, AVERAGE_POPULARITY: 0.0180829, DIVERSITY_MEAN_INTER_LIST: 0.9980985, DIVERSITY_HERFINDAHL: 0.9997922, COVERAGE_ITEM: 0.6117960, COVERAGE_ITEM_CORRECT: 0.0435496, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1224613, DIVERSITY_GINI: 0.3077868, SHANNON_ENTROPY: 13.2257866, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'topK': 18, 'shrink': 67, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8960178900344693, 'tversky_beta': 0.2856093329607739} - results: ROC_AUC: 0.0996407, PRECISION: 0.0213693, PRECISION_RECALL_MIN_DEN: 0.0763449, RECALL: 0.0737817, MAP: 0.0334767, MRR: 0.0701721, NDCG: 0.0513625, F1: 0.0331383, HIT_RATE: 0.2136934, ARHR: 0.0796509, NOVELTY: 0.0052901, AVERAGE_POPULARITY: 0.0181244, DIVERSITY_MEAN_INTER_LIST: 0.9976635, DIVERSITY_HERFINDAHL: 0.9997487, COVERAGE_ITEM: 0.6397690, COVERAGE_ITEM_CORRECT: 0.0422098, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1175538, DIVERSITY_GINI: 0.3228288, SHANNON_ENTROPY: 13.2411781, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'topK': 175, 'shrink': 493, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6772713040593183, 'tversky_beta': 1.131793788718806} - results: ROC_AUC: 0.1003832, PRECISION: 0.0211370, PRECISION_RECALL_MIN_DEN: 0.0768492, RECALL: 0.0744188, MAP: 0.0319075, MRR: 0.0691276, NDCG: 0.0502583, F1: 0.0329211, HIT_RATE: 0.2113696, ARHR: 0.0777036, NOVELTY: 0.0052867, AVERAGE_POPULARITY: 0.0179175, DIVERSITY_MEAN_INTER_LIST: 0.9976485, DIVERSITY_HERFINDAHL: 0.9997472, COVERAGE_ITEM: 0.5472493, COVERAGE_ITEM_CORRECT: 0.0406930, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1197181, DIVERSITY_GINI: 0.2559795, SHANNON_ENTROPY: 12.9583263, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'topK': 935, 'shrink': 688, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8095441192456139, 'tversky_beta': 0.9486377861449202} - results: ROC_AUC: 0.0915675, PRECISION: 0.0190476, PRECISION_RECALL_MIN_DEN: 0.0709934, RECALL: 0.0689224, MAP: 0.0296002, MRR: 0.0628393, NDCG: 0.0464742, F1: 0.0298442, HIT_RATE: 0.1904758, ARHR: 0.0700340, NOVELTY: 0.0052891, AVERAGE_POPULARITY: 0.0176868, DIVERSITY_MEAN_INTER_LIST: 0.9965727, DIVERSITY_HERFINDAHL: 0.9996397, COVERAGE_ITEM: 0.4841578, COVERAGE_ITEM_CORRECT: 0.0360269, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1097269, DIVERSITY_GINI: 0.2022047, SHANNON_ENTROPY: 12.5749446, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'topK': 606, 'shrink': 517, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6524545966797786, 'tversky_beta': 1.494583574090338} - results: ROC_AUC: 0.0955918, PRECISION: 0.0197583, PRECISION_RECALL_MIN_DEN: 0.0728353, RECALL: 0.0706530, MAP: 0.0306298, MRR: 0.0658103, NDCG: 0.0480020, F1: 0.0308797, HIT_RATE: 0.1975829, ARHR: 0.0734868, NOVELTY: 0.0052893, AVERAGE_POPULARITY: 0.0177348, DIVERSITY_MEAN_INTER_LIST: 0.9970559, DIVERSITY_HERFINDAHL: 0.9996880, COVERAGE_ITEM: 0.5014206, COVERAGE_ITEM_CORRECT: 0.0375207, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1135271, DIVERSITY_GINI: 0.2182188, SHANNON_ENTROPY: 12.7115173, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'topK': 741, 'shrink': 18, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5248830087453928, 'tversky_beta': 1.0077242873604537} - results: ROC_AUC: 0.1008404, PRECISION: 0.0209993, PRECISION_RECALL_MIN_DEN: 0.0780488, RECALL: 0.0758332, MAP: 0.0334106, MRR: 0.0702338, NDCG: 0.0518142, F1: 0.0328880, HIT_RATE: 0.2099930, ARHR: 0.0783649, NOVELTY: 0.0052917, AVERAGE_POPULARITY: 0.0184436, DIVERSITY_MEAN_INTER_LIST: 0.9974049, DIVERSITY_HERFINDAHL: 0.9997229, COVERAGE_ITEM: 0.5478422, COVERAGE_ITEM_CORRECT: 0.0403696, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1197685, DIVERSITY_GINI: 0.2499702, SHANNON_ENTROPY: 12.9000616, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'topK': 859, 'shrink': 333, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3763955371392004, 'tversky_beta': 1.1614910656288935} - results: ROC_AUC: 0.0917737, PRECISION: 0.0190798, PRECISION_RECALL_MIN_DEN: 0.0706125, RECALL: 0.0685036, MAP: 0.0295534, MRR: 0.0629972, NDCG: 0.0463713, F1: 0.0298438, HIT_RATE: 0.1907982, ARHR: 0.0702081, NOVELTY: 0.0052894, AVERAGE_POPULARITY: 0.0176894, DIVERSITY_MEAN_INTER_LIST: 0.9966268, DIVERSITY_HERFINDAHL: 0.9996451, COVERAGE_ITEM: 0.4834187, COVERAGE_ITEM_CORRECT: 0.0360269, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1098779, DIVERSITY_GINI: 0.2025712, SHANNON_ENTROPY: 12.5823571, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'topK': 432, 'shrink': 645, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2064325085060688, 'tversky_beta': 0.6450833874948875} - results: ROC_AUC: 0.0946142, PRECISION: 0.0196580, PRECISION_RECALL_MIN_DEN: 0.0724572, RECALL: 0.0703060, MAP: 0.0302648, MRR: 0.0648784, NDCG: 0.0475715, F1: 0.0307245, HIT_RATE: 0.1965800, ARHR: 0.0724970, NOVELTY: 0.0052885, AVERAGE_POPULARITY: 0.0176899, DIVERSITY_MEAN_INTER_LIST: 0.9970088, DIVERSITY_HERFINDAHL: 0.9996833, COVERAGE_ITEM: 0.5080962, COVERAGE_ITEM_CORRECT: 0.0374360, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1128728, DIVERSITY_GINI: 0.2222329, SHANNON_ENTROPY: 12.7254169, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'topK': 443, 'shrink': 579, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.17180369034995072, 'tversky_beta': 1.1938091699977542} - results: ROC_AUC: 0.0941085, PRECISION: 0.0194993, PRECISION_RECALL_MIN_DEN: 0.0718969, RECALL: 0.0697681, MAP: 0.0300747, MRR: 0.0645077, NDCG: 0.0472691, F1: 0.0304788, HIT_RATE: 0.1949930, ARHR: 0.0720310, NOVELTY: 0.0052881, AVERAGE_POPULARITY: 0.0177186, DIVERSITY_MEAN_INTER_LIST: 0.9969564, DIVERSITY_HERFINDAHL: 0.9996780, COVERAGE_ITEM: 0.5020366, COVERAGE_ITEM_CORRECT: 0.0370895, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1120674, DIVERSITY_GINI: 0.2182184, SHANNON_ENTROPY: 12.6998348, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 973, 'shrink': 267, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.21183400604549, 'tversky_beta': 1.2887400483124278} - results: ROC_AUC: 0.0935314, PRECISION: 0.0194471, PRECISION_RECALL_MIN_DEN: 0.0718696, RECALL: 0.0697312, MAP: 0.0303565, MRR: 0.0648114, NDCG: 0.0474457, F1: 0.0304097, HIT_RATE: 0.1944713, ARHR: 0.0723664, NOVELTY: 0.0052872, AVERAGE_POPULARITY: 0.0177598, DIVERSITY_MEAN_INTER_LIST: 0.9968728, DIVERSITY_HERFINDAHL: 0.9996697, COVERAGE_ITEM: 0.4899480, COVERAGE_ITEM_CORRECT: 0.0367122, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1115389, DIVERSITY_GINI: 0.2093514, SHANNON_ENTROPY: 12.6463357, 
